"","DA_total_EUR","DA_total_MWh","RT_total_EUR","RT_total_MWh","PR_total_EUR","PR_max_MW","SR_RU_MW","SR_RD_MW","SR_RU_MWh","SR_RD_MWh","SR_R_RU_EUR","SR_R_RD_EUR","SR_E_RU_EUR","SR_E_RD_EUR","TR_RU_MW","TR_RD_MW","TR_RU_MWh","TR_RD_MWh","TR_R_RU_EUR","TR_R_RD_EUR","TR_E_RU_EUR","TR_E_RD_EUR"
"1",14207815747.4,471055223.5,583340493.24,6685758,75434979.9528571,603,2500,2500,1425733.75,-724189.5,66291567.13,12104817.642963,74901819.5275,-5612174.625,2779,2353,173722.5,54087.5,14066740.89,9948788.56,18167841.8525,-2772650.2975
