"","G_gas","G_coal_brown","G_coal_hard","G_bio","G_hydro","G_nuclear","G_wind_on","G_wind_off","G_pv","G_otherRE","G_phes","G_otherCONV"
"1570",877.75,12965,6930.75,4454.25,2047.5,10538.75,4261.5,325.25,3741.25,109,86.5,4317
"1571",877.5,12899.25,6983.75,4442.25,2006,10507.75,4816.25,485.5,5757,109,10,4393.75
"1572",891.25,13348.5,6546.75,4443.75,2085,10518.5,5574,389.5,7307.75,109,11.25,4702.25
"1573",904,13201.75,6365.75,4455.5,1984.5,10537,6334.5,483,7873.25,109,153.5,4354.5
"1574",903.5,13220,6113.75,4447.5,1989.75,10473.25,6676.75,571,7434.75,109,18.75,4203.25
"1575",906.5,12733,5850,4443.75,1961.5,10394,6711,555.5,6219,109,71.25,4191.75
"1576",916.5,12768.25,6053,4448,1958.75,10426,6327.5,489,4901.5,109,0,4142.75
"1577",918.5,12929.75,6652.75,4440,1954,10386.5,5820.75,815.5,3006.25,109,35.25,3742.5
"1578",907.25,13694,8638,4449.5,1991.75,10462.75,5122.25,731.25,791.5,109,507.5,4336.75
"1579",900,13965.75,10893.75,4462.5,2085.25,10589.25,4936.75,848.5,19.25,109,2778.75,4619.5
"1580",928,14129.5,11430,4463.75,2254.25,10597,5005.5,768,0,109,2975,4898.5
"1581",920.75,14117.25,10887.5,4465,2178,10602.5,5597.75,726,0,109,1764.5,5024.25
"1582",916.75,13825.5,10789.75,4465.25,2061.5,10604.75,5812.25,683,0,109,762,4630.25
"1583",918.75,13747.5,10456.25,4464.25,2081.5,10606.5,5743.75,558.5,0,109,1080,4709.75
"1584",928.75,14005,9498,4468.25,2055,10585.75,5453,555.25,0,245.75,657.75,4746.5
"1585",876,14434.5,8599.5,4478.75,2036.75,10579.75,5424,639.25,0,157,133.75,4173.5
"1586",860.5,14706.5,8276.25,4463.5,2043.5,10571.25,5270.5,573.5,0,153.25,45.25,3910.5
"1587",877.75,14403.5,7840.25,4466,2063.25,10587.5,4894.5,604.75,0,161.5,52.5,3793
"1588",882.75,14016,8413.5,4466.75,2039.75,10556.5,4442,667,0,157.5,49.25,4653.25
"1589",911.5,14041,9994.5,4464,2068,10561.5,4040,678.75,0,160.5,51.75,5161
"1590",1007,15158.25,12810.5,4461.75,2059.25,10567.75,3573.75,602,0,159.5,50.5,5205
"1591",1559.75,15451.25,15513.5,4442.5,2025,10579.25,3088.75,541.25,13.75,180.5,1296.5,6017
"1592",1999.5,15478.75,17487.75,4440.75,2003,10611.75,2650,458.25,730,1736.75,2707.5,6884
"1593",1972.75,15584.25,18392,4440.75,1988.5,10593.5,1980,322.5,3301,1603.5,2355.5,7678.75
"1594",1961.25,15594,18455.75,4446.75,1998.5,10611.5,1427.25,378.25,7100.75,398,852.25,7490
"1595",2085.75,15598.25,18022,4435,1964,10600.25,1376.5,342.5,9794.5,196.25,322.75,7544.5
"1596",2270,15570,17715.75,4440,1957,10598.5,1517.5,332.75,10770,172.5,467,7087.5
"1597",2426.75,15524.25,17233.25,4455,1946.5,10588.25,1725.5,324.75,10664.5,170.75,508.5,7011
"1598",2598.75,15585.5,17182.25,4447.5,1949,10576.75,1891.5,386,9818.75,166.25,609.25,6895.5
"1599",2568,15575.75,17520.75,4444.25,1936.5,10575.25,1685.25,331.5,8616.25,175.5,596,6464.5
"1600",2472.25,15562,17285.75,4444.5,1965,10584,1339.25,275.25,6683.5,172.5,538.75,6349
"1601",2689.75,15517,17517,4443.75,1998,10592,983.5,306.5,3930.25,280.75,719.25,6748.25
"1602",3297.75,15513.75,17881.25,4462.25,1981.25,10579.5,796.25,296.75,1010,954,2381.25,7279.25
"1603",3441.75,15506.5,18231.25,4466.75,2014.5,10565.25,770.5,319.75,26.5,1805,4510.5,7611
"1604",3545,15746.75,18401.75,4473,2038.25,10597.25,820.75,238.75,0,1929.25,5439.75,7456.5
"1605",2841,15750.5,18214.75,4473.75,2022.25,10594,886.25,200.5,0,948.25,2247.75,7275.25
"1606",2982,15789,17809,4475.75,1987,10597.5,983,208.75,0,218,798,6780.75
"1607",2490.25,15839.75,16480.75,4473.75,1981.5,10602.25,1097.5,196.75,0,217.75,665,6298.75
"1608",1975.5,15823.75,14277.5,4470.75,1973.75,10605.25,1135,169.25,0,180.5,134.25,5367.75
"1609",1745.25,15817.75,13672.75,4450.75,1955,10609,1104.25,181.75,0,192.75,84.75,5610.75
"1610",1655.25,15836.5,13547,4433.25,1932.5,10609.75,1088.5,235.25,0,114,5,5824.75
"1611",1646,15835,13181.5,4434,1933.5,10595,1067.25,275.75,0,114,5,5768.75
"1612",1208.5,15810.25,13157.5,4439,1942.75,10602.25,1122.75,253.5,0,114,5,5735.75
"1613",1248.75,15838,13349,4434.25,1930.25,10609.75,1338.25,293.75,0,114.5,5.75,5553
"1614",1896,15989.5,14856.5,4448.25,1928.25,10591.25,1592.5,165.25,0,170,120.25,6059.75
"1615",2746,16022.75,17346.25,4451.25,1992.5,10616.5,1877.75,172,28.25,246,780.5,7145.5
"1616",3523.25,16199,18698,4449.5,2037,10610.5,2007.25,270,1263,1135.75,2648.75,7781.75
"1617",3476.5,16358.75,18452.75,4440.75,2114.75,10613.5,1757,244.25,1913,1181.5,3797.5,7832.75
"1618",3197.25,16538,18543,4450.5,2117.75,10607.25,1390.75,264.5,7256.25,685.5,2180.75,7950.75
"1619",2896.75,16403,18216.25,4448.75,2110,10615.75,1263.5,200.25,9898.5,267.5,1588.25,7839
"1620",3089,16326.75,17839.25,4420.75,2075,10603.25,1724,162.25,11735.25,164.5,681.25,7737.75
"1621",2796.75,16219,18006,4429.25,2076,10597,2310,276.75,11751.5,216.75,194.25,7816
"1622",2666.75,16315.5,17527.25,4411,2035.25,10590,2771,319.75,10356,165.75,64.25,7747.25
"1623",2566,16378,17481.75,4425.75,2031.25,10572,3168.25,393.25,8783.5,164.25,128.75,7202
"1624",2456,16459.75,17366.25,4434.25,2033.25,10586.5,3140,406.5,6794.25,181,177,6820
"1625",2721,16565.75,17859,4432.75,1977,10577,2804.5,360.25,4096.75,181,301,7231
"1626",3061.5,16544.5,18500.25,4434.75,2040.75,10583.5,2232.75,380.25,1146.5,380.75,1111.5,7544
"1627",3139,16532.5,18605.75,4453.25,2039.5,10569.5,2068,444.5,25.5,1650.5,4039.75,9064
"1628",3159.5,16531.25,18768,4458,1983,10580,2635.25,511,0,1675,4400.75,8203.5
"1629",2827.5,16542.5,18087.5,4457,1993,10592,3652.25,772.25,0,548.75,1645.25,7588.5
"1630",2203.75,16543.5,17210.5,4450.25,1937.25,10583,4602,1189.25,0,171.5,456.25,6741.75
"1631",1066,16476.5,15245.5,4453.5,1934,10556.25,5011.75,1559.25,0,166,634.5,6321.5
"1632",864,16476.5,11924.25,4443,1942.75,10546.75,5166,1653.5,0,213.5,565.75,5909.5
"1633",780.5,16388.75,10231,4435.25,1968.5,10551.75,5367.5,1758,0,185.75,245.25,5202.25
"1634",763.5,16291,9724.5,4427,1961,10552,5471.25,1894,0,113,12.75,4885.5
"1635",731,16208,9970.5,4427.25,1954.25,10557.25,5451,1895.75,0,113.25,4.25,4891.75
"1636",728.5,16073,9315.25,4434.25,1922.75,10545,5580,1908.75,0,114.5,6,4939.5
"1637",741.75,16086.75,9312.25,4437.75,1900.5,10468.75,5861.25,2021.75,0,114.75,6,5610.75
"1638",765.25,16188.75,10200.75,4443,1934.25,10496,6303,1976.75,0,172,66.5,5540.25
"1639",827.25,16277,13579.75,4428,1998,10523.25,7067,2096.5,37.25,170,511.75,6337.25
"1640",839,16243.75,15988.5,4425.75,1958.5,10557.25,7313,2091.25,1551.5,238.5,1344.25,7007.75
"1641",842.5,16190.75,15801.25,4403,1883.75,10563.75,6618.75,1997.25,5508.75,294.5,1907.75,7109.25
"1642",848,15993.5,14796,4382.25,1841.5,10557.75,5959,1978.25,10207.75,164,965.75,6887
"1643",822.25,15854.25,14443.25,4387.75,1838.25,10552.5,6362.25,1930.25,14145.5,185,442,6478.25
"1644",837.25,15627,12773,4388,1817.5,10493.5,7723,1831.75,16862,168,94,6185
"1645",822.5,15126.25,11306.25,4358.5,1823.25,10460.5,9192.25,1718.25,18016.5,155.75,47.25,5911.75
"1646",834,15184.25,10696.75,4322,1815.5,10354.75,10853.5,1510.5,17451.5,156,47,5887
"1647",834.5,15267.25,10039.75,4354.5,1833.25,10322,11639.25,1555,15471.75,163,54.5,6158.75
"1648",829,15599.5,9969,4398.75,1855,10378.25,11949.5,1579,11645.25,165.25,143.75,5800.5
"1649",819.75,16023.75,11005.25,4428.75,1877.75,10473.25,11481.5,1671,6380,179,711.25,6456.5
"1650",828.25,16116.25,13515.25,4435.75,1850.25,10503.5,10021.5,1610.25,1690.5,392.25,1357.25,7416
"1651",818.25,16164.75,16309.25,4437.75,1874.5,10493,10030.25,1627.5,37,1374.5,3533.25,7665
"1652",811.75,16276.75,16708,4433.75,1843.25,10504.75,11023,1309,0,1231,3598.75,7409.75
"1653",836.75,16259.25,15802.75,4424,1859,10568.25,11371,1334.5,0,312,1257,7289.75
"1654",828.25,16295,14326.5,4417,1851,10553.25,10414.5,1292.25,0,247,1667.75,6838.75
"1655",814.25,16362.75,12921,4412,1839.25,10346.5,8825.25,1196.5,0,259,1540,6929.75
"1656",794,16358,10520.5,4413.25,1799.25,10307.75,7666.25,1406.25,0,173,201.25,6259.25
"1657",759.75,16232,9071.5,4391.75,1817,10490.5,7180.25,1312.75,0,185.75,76.75,5163.5
"1658",764.25,16112.25,9206,4387.25,1839.5,10544.25,6716,1178.5,0,113.5,4.75,4984
"1659",796.25,15902,9281.25,4388.5,1865,10552.75,6059,1046.75,0,113,27.25,4387.25
"1660",819.5,15881.5,9294.5,4396.75,1867.25,10550.75,5523.25,1090.75,0,113,10.25,4350.75
"1661",827,15864.5,9902.25,4384.75,1878.25,10556.25,5393.5,1055,0,113.5,4.75,5126.75
"1662",878.75,15906.25,11452.25,4374,1830.25,10560,5404.25,1045.25,0,186.25,77.75,5697
"1663",937.25,15940.75,15218.25,4376.5,1930.25,10569,5441.5,977,31.5,182.25,615.5,6908
"1664",951.25,16002.75,16835.25,4374.75,1935,10572.5,4923.25,838,1327.25,518.75,2353,7549.5
"1665",955.25,15970.25,16828.5,4369,1886,10541.75,4351.5,842.5,4851,224.75,988,7837.5
"1666",949.5,15931.5,15486.75,4390.25,1861.5,10524.5,3596.75,913.75,6538,157.25,185.25,7727.25
"1667",915.25,16010.75,14094.5,4389,1873.5,10548.75,3205,1044,0,168.5,356,7046.5
"1668",866,16072.5,13070.25,4390.75,1878.75,10561.75,2852.5,932.75,14298.25,162,232.25,6591
"1669",853.75,16190.5,13820.75,4394,1875,10552.75,2736.5,943,14835.75,175.75,351.5,6366.5
"1670",880,16218.75,13660.25,4376.75,1842,10518.25,2710.25,885.25,13851.5,413,720.75,6362.25
"1671",853,16236,13217,4406.5,1915.25,10536.25,2631,773.5,11836.75,421.75,453.5,6730.25
"1672",838.25,16190.75,13531.25,4420,1908.75,10537.25,2846.75,770,8548.75,432.75,432.75,6577
"1673",827.5,16316.25,13603.25,4433.75,1865.5,10540,3266.5,775.75,4603.75,350.25,500.25,6688
"1674",782.25,16421.5,14758.5,4434.5,1874.25,10548.25,3489.75,757.25,1276.5,338.25,735.25,7165.5
"1675",908.5,16435.5,15704.5,4440.5,1910.5,10552.5,4069.5,692.25,32.25,649,2899.5,7781.25
"1676",929,16442,15760.75,4430.75,1920,10552,5029.5,731.5,0,1190.75,3592.25,7981.5
"1677",886,16394.5,15210.5,4432,1935.75,10549.5,5615,615.25,0,339.5,1239.75,7774.25
"1678",831.75,16163.5,13775.25,4429.75,1876.25,10538,5632,572.75,0,209.5,341,7590.5
"1679",819.25,16058,11741.5,4431.75,1851.75,10519.75,5292.75,562.75,0,235.5,214,6998.5
"1680",821,15882.5,9315.5,4443.25,1816.5,10503.5,4786,559,0,515,406.75,5540
"1681",823.25,15677.25,8093.25,4459,1806.25,10507.75,4368,546.25,0,156.5,54.25,5318.5
"1682",764,15519.75,7982.25,4457.25,1800,10519.25,3930.75,467.75,0,151,42,4733
"1683",767.75,15493,7953.75,4447.25,1788.5,10490.75,3740.5,440.25,0,152,50.75,4248.25
"1684",740.75,15657,8253.75,4432,1800,10497,3435.5,423,0,165.75,78.5,4038.75
"1685",749,15716.5,8760.25,4439.75,1814.75,10530.5,3215,412,0,232.5,135.25,4706.75
"1686",788,15792,10162.75,4436.25,1765.5,10532.75,3099,426.5,0,151.25,72.5,5819.75
"1687",871.5,15779,13148.75,4430.5,2044.75,10569.75,3118.5,454.75,26.25,173.5,1270.75,7432.5
"1688",1218,15528,13787,4437.25,2118,10573.25,3163.25,462.5,838.25,151.75,2085.75,8241.25
"1689",1634.25,15583,13901.75,4439,2125.5,10575.25,2945.5,449.5,3119.75,151.75,2885.75,8465.5
"1690",1653.5,15570,13758.25,4437.25,2077.75,10577,2728.75,443.5,6023,151.5,2195,8089.5
"1691",1639.5,15705.25,13806,4452,1900.25,10577.5,2916,420.25,8772.5,150.75,1123,7835
"1692",1512.75,15599.5,13933.5,4448,1950,10567.5,3047,257.5,10765,216.25,475.5,7535
"1693",1565,15587.75,13891.5,4452.25,1988.5,10550.5,2946.5,163,8406.25,190,782.25,7253.5
"1694",1586.25,15632,13830,4443.5,2003,10564.5,2842.75,203,4850.25,180,1530,6957
"1695",1573.25,15306,13898.5,4437.25,1984.75,10566.25,2880,226,8062.25,190.5,978,7036
"1696",1569.25,15362.25,14272.25,4442.25,1985.75,10564,3280,177.25,5524.75,152.25,258,7072
"1697",1600.75,15436,13965.5,4444.75,1971.25,10568.25,3556.75,169,2868.75,150.25,179,7076.5
"1698",1657.5,15422.25,14230.75,4441.75,2077.25,10567,3687.75,205,742,252.5,1098,7377.25
"1699",1718.75,15454.5,14280,4443.5,2076.5,10558.25,4112.25,267.75,27.25,400.25,2290.75,7677.75
"1700",2082,15867.25,14442.5,4442.5,2068,10550,4801,339.75,0,340.75,2595.5,7630
"1701",1651,15669.5,14384.75,4446,1916,10550.25,4959.5,553,0,497,871.5,7373
"1702",853.25,15658.75,14033,4448.5,1912.5,10555.75,4603,511.75,0,191,188.5,6390.5
"1703",768.75,15286.75,13448.25,4450,1938.5,10565,4410.5,253.5,0,174.5,487,5348.75
"1704",697,14583.5,12409.25,4450.5,1919.5,10562.5,3979,232.25,0,199,129.25,5122.75
"1705",672.75,14460,11364.5,4458.5,1957,10553.5,3581.75,219.25,0,151.25,154.25,4421.75
"1706",631.25,14314,9760.25,4452.25,1934,10519,3357.75,256.25,0,149.75,81.25,4301.5
"1707",685.75,14299.5,8914,4450,1884,10522,3271.5,294,0,149.25,40.75,3962.75
"1708",679.75,13979.25,8387,4446.25,1887.5,10518.5,3245.5,266.75,0,162.5,218.5,4176.5
"1709",683,13968.75,8176.5,4433.75,1913,10525.25,3435.25,224.5,0,150,102.25,4397.5
"1710",702.5,14009.25,8395,4432.25,1878.25,10515.75,3820.75,141,0,149.75,41.5,5204.5
"1711",696.5,14000.75,8827.75,4432.75,1845.5,10528.75,4055.5,175.75,31,149.25,47.25,5114.75
"1712",748,14326.25,9538.75,4438,1922.75,10551.5,4030.75,155.25,851,150.75,154.75,4716.75
"1713",762,14192.5,10207.5,4448,1849.75,10580.5,3260,170,3243.25,179.5,245,5112.5
"1714",771,14196.75,10512.25,4465.5,1820.25,10574.75,2771.5,207.75,6288.5,247.75,552.25,5325
"1715",771.75,14094.5,10188.5,4467.5,1879.5,10571.75,2554.25,182.5,8644.25,150,217.75,5257
"1716",756.75,14113.75,10115.5,4460.75,1895.5,10571,2403,156.25,7425,286.75,1005,5367
"1717",678.75,12943.25,10295,4456.5,1867,10564.75,2377.5,97.75,9796.25,152.75,952.5,5458.25
"1718",667,12235,9648.25,4406.5,1820.25,10549.25,2453.75,72.75,8684.75,149.75,65,5300
"1719",662.25,12191,9128.25,4454,1827.75,10557.5,2589.5,73,7031,149.5,40.75,4941.5
"1720",651,11950.75,8952,4451,1881.5,10558,2880.25,86.5,4900.5,149.75,103.75,4808.5
"1721",659.75,11609.5,9293,4442,1886.5,10556.25,3027.75,78.5,2625.75,162.25,394,4993
"1722",677,11718.75,9970,4456,1896.5,10551,3245.5,134.5,738,190,534.5,5072.25
"1723",683.5,12411.75,10529.5,4450,1865,10545,3568.5,195,32,167.5,1092,5751.25
"1724",726,12379,10283.5,4445.25,1911.25,10564.25,4138.5,262.25,0,164.25,2129,6017.25
"1725",741.25,12107,9717,4453.75,1882.25,10553.25,4487.25,436.5,0,164.25,1244.25,5912.75
"1726",721.75,12115,9635.75,4462.25,1881.75,10553.75,4557.5,512.75,0,164,538,5533.75
"1727",731,11953,9310,4470.5,1896.5,10539.25,4480.5,455.75,0,168.5,864.5,5463.5
"1728",718.25,11774.75,8102.5,4471.5,1888,10509.5,4543.25,407,0,164.75,178.5,4701
"1729",569,10533.5,6358,4477.5,1903.5,10475.75,4635.25,424,0,165.75,99.75,3953.25
"1730",551.75,10240,5079,4472.75,1898.5,10446,4905.25,386.5,0,160.25,51.5,3547.5
"1731",546,10131.75,4613.5,4469,1914.5,10450,5046.25,304.75,0,111.5,2.75,3308.5
"1732",530.75,10141.5,4636.25,4468.75,1887.75,10425.25,5184.75,175,0,109,0,3220
"1733",534.5,10132.75,4596,4467.75,1904.75,10474.75,4831.5,61.75,0,109,87.5,2988.75
"1734",532,9505.5,4829,4467.5,1922.75,10476,4821.75,118,0,110.75,78,3547.25
"1735",540.75,9636.5,5092.75,4466.25,1885.5,10465.5,5136.75,205.5,33,112.5,45.75,3384.5
"1736",557,10433.5,4392.25,4461.75,1872.5,10484.5,5455.75,151,829.75,271.75,275,3281.5
"1737",560.5,10532.75,4296,4455.25,1892.25,10490.5,5646.5,142,2319.25,160.5,509.25,3236.5
"1738",544.25,10354.75,4638.75,4463.25,1844,10479.5,5706.75,183,4362,151,152.75,3633.5
"1739",541,10549.25,4478,4471.25,1840,10463.25,5704.25,185,6161.5,187.75,145.75,3569.25
"1740",534.25,10538.75,4377.5,4472.5,1826.75,10463,5345.75,133,7715.5,186.25,216,3759
"1741",512.75,10268.75,4328.25,4471.5,1794.25,10442.25,4672,77.75,9171.75,189.25,168.75,3633.25
"1742",509,10243.25,3928.5,4465,1756.5,10395.25,4535.25,64.25,9731.75,150.25,43,3369.25
"1743",517.5,10344.75,3391,4435.5,1777.25,10454.25,5165.5,56,8850.5,150.25,52.5,3253
"1744",516.25,11178,3389.5,4435,1793,10466,5359,78.25,6125.75,146.25,37.5,3063
"1745",540.5,11980.5,4279.75,4459.75,1767,10465.5,4456,104.25,3607.75,146.25,37.5,3367
"1746",568,12341.5,6349.5,4462,1776.75,10468.25,0,160,1192.5,1017.75,1272.5,3711.25
"1747",672.25,12471.75,8118.25,4474.5,1717,10504.5,3208.75,33,43.75,1901.25,2862.5,4413.25
"1748",692.25,12649,8889,4468.75,1720,10540.75,3356,24.5,0,1923.25,3926,4491
"1749",690.5,12740.5,8721.75,4473.5,1743.5,10543,5020,76.75,0,1434.75,3082.75,4439.25
"1750",660.25,12722,8459.25,4470,1713.25,10537,4763.75,65,0,985,1538,4276.75
"1751",678.75,12699.25,8367.5,4473,1700.75,10539.75,1493.75,27.25,0,147.25,1146.75,4492.25
"1752",651.5,11916.75,7737.25,4464.5,1705.25,10523.5,2891.75,25.25,0,214.5,184.5,4218.5
"1753",538,11437.75,6386,4485.75,1744,10491.25,5346,28.25,0,143,51.25,4117.5
"1754",522.25,10994.75,5674.25,4481.75,1810.75,10399.25,5150,28,0,144,56.5,3947
"1755",458.5,10951.75,5173.25,4480,1822.25,10445,4738.25,26.25,0,143.75,35,3868
"1756",456.75,11179,5145.75,4482.25,1778.5,10457,4988.75,29.25,0,144.25,35.5,4134.75
"1757",524.25,11176.75,5989,4486.25,1765.25,10412.25,4947.25,25.75,0,144,35,4353.25
"1758",723.75,11198,8479.75,4467.25,1775.75,10482.75,4927.75,39.25,0.25,155.25,55.75,4656.25
"1759",851,11271.25,11637.75,4471.75,1825.25,10539.75,4697.75,58.25,177.25,144.75,1038.25,5918.75
"1760",1013,11291.5,13167.75,4477.5,1826.75,10541.75,4105.5,91,2745,144.75,1289.25,6411.75
"1761",1082.5,11238,13403.75,4470.75,1831,10536.75,0,95.5,2884,150,999.75,7030.5
"1762",943.75,11229.5,12886,4471.5,1852.5,10546.25,724,76,9254.75,190.5,647,6444.25
"1763",849.25,11232.5,11853.75,4473,1827.75,10544.5,2085.5,116.5,15717,150,348.75,6043.5
"1764",710.75,11155.75,10099.75,4484.75,1835.25,10543.75,2536.5,125,18577.25,140.5,251.75,5573.5
"1765",686.75,11232,9136.5,4488.25,1820.25,10527.25,2485.5,161.5,19925.5,113.5,156,5375
"1766",638,11174.25,9170,4467.75,1887.5,10534,2584.25,182.5,19426.75,111.75,346,5432
"1767",623.5,11188,9217.25,4464.25,1865.75,10530.25,2803.75,182.5,16798.75,111.75,531.5,5125.5
"1768",727.5,11415.25,9744.75,4463.25,1822.75,10522.5,3002,223.25,12392.5,112,212.5,5987.5
"1769",833.25,11547.75,11112.75,4486.25,1839.5,10518,3074.25,244,7010.25,112.25,321.5,6035
"1770",1250.25,14593.5,14884.25,4466,1891.75,10522,3081.75,216.25,2155,543.5,697.75,7075.25
"1771",1578.5,15969.25,16092.75,4463.5,1890.75,10515.5,3296.5,266.5,88.25,1802.5,2994.5,7401.5
"1772",1752.5,16180.5,16079.5,4469.25,1903,10523,3783,236.5,0,1653.5,4113.25,7561.75
"1773",1582.75,16434.75,15960.25,4467.75,1859.5,10532.5,4160.5,239,0,279.5,1057,7049
"1774",1339,16533.75,15311.5,4477.25,1842,10531.5,4145.25,233.5,0,185.75,381.5,6215.75
"1775",1009.5,16537.25,14534.25,4474.25,1844,10537.75,3871.5,203.25,0,207.25,354,5601.25
"1776",848.5,16532.5,12734.5,4478.5,1839,10540.5,3653,124.75,0,184.75,76,4922
"1777",798.75,16402.25,10625.5,4458.25,1862.75,10512.5,3523,105.75,0,109,16.5,4824
"1778",798.75,16407.5,9634.5,4424.25,1852,10509,3442.5,135.25,0,109,17.25,4861.25
"1779",792.5,16440,9252.25,4451,1842,10520.75,3355.75,206,0,109,8.25,4876
"1780",800.75,16438.5,9297.25,4468.5,1811.5,10526,3439.5,206.25,0,109,1.5,4575
"1781",839,15907.75,9944.5,4469.25,1808.75,10524.25,3457.5,229.25,0,109,97.25,4582
"1782",967,15852,11767.5,4461.75,1799.25,10520.5,3382.25,266.25,0,109,688.75,5354.25
"1783",1594.25,15744.25,14801.25,4402.75,1856.75,10552.25,3342.5,416,45.25,109,1049.25,6870.25
"1784",2416.25,15707,15602.25,4368,1860.75,10555,3496.25,555.5,739.25,109,3068,7558.75
"1785",2614.25,15690.5,15734.5,4357.75,1966,10551.25,3732.75,621.25,2222.5,109,3750.75,7540
"1786",2597.75,15671.75,15864.25,4347.75,1944.25,10537.5,4138,679.5,3641.5,109,2138.5,7500.75
"1787",2403.75,15618.5,15910,4356,1828.75,10535,4623.5,723.75,4856.5,109,1415.75,7156.5
"1788",2412.75,15427.5,15646,4369,1927.5,10529,5502.5,794,5195.25,109,2138.75,6848.25
"1789",2192.75,15306.25,15556.75,4364,1994,10528.75,6148.25,782.75,4734.25,109,1763.25,7127
"1790",1999.5,15114.5,15439.75,4368.25,1967,10523.75,6817,722.25,4194.5,109,1190.25,7203.5
"1791",2109.5,14907.5,15399.75,4373,1981.5,10524,7255.5,735.75,3705.5,109,1737,6839.25
"1792",2025,15228.25,15336.75,4396.75,1935.5,10520,7697,856.5,3107.75,109,327.5,7516.25
"1793",1892.5,15515.5,15191.25,4450.5,1923,10517.25,8175,927.75,2051.75,109,1.75,7925.25
"1794",1905,15950,15832.25,4449,1965.25,10512.25,8294.25,1045.25,700.5,109,204.25,7448.5
"1795",1944,16438,16228,4441.25,1990.5,10512.5,7984.25,919.5,44.75,109,1615.75,7983.75
"1796",1520.25,16637,16268.5,4438,1974.5,10502.25,8683.5,920.75,0,109,2324.75,7909.5
"1797",1037.25,16679.25,15921,4449.75,1896.75,10514,8693,1133.5,0,109,702.5,7724.25
"1798",965,16674,14065,4448.5,1906.25,10510.75,8863.5,1282.75,0,109,287.25,6660.75
"1799",888.5,16535.25,11847,4429.75,1895,10516.75,8944.25,1360.75,0,109,56.5,6037.75
"1800",872,16244.5,9767.25,4422.5,1888.5,10517.5,8571.75,1039.5,0,109,42,4940.25
"1801",856.25,16357.5,8809.75,4429.75,1899.75,10525,8553.5,863,0,109,0.75,0
"1802",850.75,16736.75,8213.75,4414.75,1930.5,10433.5,8830.5,931,0,109,2.25,0
"1803",845,17002.75,7493.75,4429,1987.75,10379,9063.5,988.25,0,109,0.75,0
"1804",854.5,16962.25,7229,4422.25,1941.5,10396.25,9480.75,938.25,0,109,0.75,0
"1805",855.75,17035.5,7659.5,4423.25,1904.5,10394,10030.5,934,0,109,36,0
"1806",869.75,17054.5,9118.25,4418.75,1912.25,10409,10592.5,846.5,0,109,222,0
"1807",926,17164,12483.25,4417,1857.75,10424,11054.75,759.75,99.75,109,422.75,0
"1808",974,17204.5,14200.5,4409.25,1758.75,10472.5,11040.5,674,1703.75,109,870.25,0
"1809",984.75,17011,13970.5,4391.75,1744.5,10506,10455.75,560.5,4996.5,109,1597,0
"1810",1005,16776,12924.25,4391.25,1704.5,10504.25,11121.75,499.75,9089.75,109,462.75,0
"1811",973.5,16843.75,11384.5,4376.25,1747.25,10507.75,12660.5,393.75,12394.25,109,541,0
"1812",971.25,16545,10480.25,4392.25,1759.75,10497.75,14243.75,312.25,13968,109,151.25,0
"1813",913.25,16054.75,10261.5,4413.5,1777.25,10489.25,14082,247.5,15196.75,109,237,0
"1814",921.75,16004.25,9920,4403.75,1746.75,10409.75,13360.5,266.25,15689,109,125,0
"1815",866.75,16218.25,9942.5,4420.25,1763.25,10317,12728.5,256.75,14696.5,109,76.25,0
"1816",830,16719.75,9924.5,4428.5,1838.75,10439.75,12285,254.25,11433.25,109,81.25,0
"1817",844.25,16969,11394.75,4428.75,1818.75,10437.25,11365.75,287.25,6761,109,362.75,0
"1818",888.75,17333.5,14006.5,4427.5,1783.75,10467.25,9782.25,350.25,2237,109,1418,0
"1819",1013.75,17450.25,15349,4440.5,1770,10495.25,8649,370.5,100.5,109,2954.75,0
"1820",1079.5,17460.5,15507.5,4452,1827.75,10493,8994.75,348.5,0,109,2652.75,0
"1821",896,17431.5,15501.75,4452.75,1760.25,10496.5,9033.75,356.5,0,109,1450.25,0
"1822",831,17409,14827,4455.75,1749.5,10458.5,8581,265.75,0,109,876.5,0
"1823",800,17612.75,13243.25,4450.25,1806,10447.75,7840.75,172.25,0,109,316,0
"1824",780,17703.75,11439.75,4450.5,1807.25,10450.25,6876.75,116.25,0,109,291.25,0
"1825",783.25,17707,11138,4421.75,1862,10449.75,5881.75,64.25,0,109,82.5,0
"1826",779.5,17764.75,11136.25,4419.25,1875.75,10449.5,5051.5,44.5,0,109,38,0
"1827",761,17749.5,11143.75,4421.75,1866.5,10460.5,4383.25,48,0,109,49,0
"1828",773.25,17725.75,11728.5,4431.25,1764.25,10516.75,3946.75,55.25,0,109,17.25,0
"1829",763,17746.25,12325.75,4418.5,1722.5,10530.25,3577,52.75,0,109,8.75,0
"1830",781.75,17711,14058.25,4414.25,1728.75,10524.5,3207.75,64.25,0,109,152.25,0
"1831",847,17690,15360.5,4405,1814.5,10511.5,3101.25,76,211.5,109,1019,0
"1832",996.25,17773,15482.5,4383.75,1735,10517.75,2774.5,82.5,3247,109,1724.75,0
"1833",981.75,17778,14773.75,4356.25,1771.5,10513,1764.25,87.75,9224,109,1253,0
"1834",896,17667.25,13843,4351.5,1726.75,10513.75,887.5,108.75,14939.5,109,648,0
