Date;Time of day;Volume of activated balancing services (+)[MWh];Volume of activated balancing services (-)[MWh];Price of activated balancing services (+)[Euro/MWh];Price of activated balancing services (-)[Euro/MWh];Volume of procured balancing services (+)[MW];Volume of procured balancing services (-)[MW];Price of procured balancing services (+)[Euro/MW];Price of procured balancing services (-)[Euro/MW]
Jan 1, 2016;12:00 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;12:15 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;12:30 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;12:45 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;1:00 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;1:15 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;1:30 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;1:45 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;2:00 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;2:15 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;2:30 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;2:45 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;3:00 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;3:15 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;3:30 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;3:45 AM;0;0;0;0;2,100;2,353;0.07;15.44
Jan 1, 2016;4:00 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;4:15 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;4:30 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;4:45 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;5:00 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;5:15 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;5:30 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;5:45 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;6:00 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;6:15 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;6:30 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;6:45 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;7:00 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;7:15 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;7:30 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;7:45 AM;0;0;0;0;2,100;2,353;0.26;15.68
Jan 1, 2016;8:00 AM;0;0;0;0;2,100;2,353;1.15;8.08
Jan 1, 2016;8:15 AM;0;100.75;0;-27.66;2,100;2,353;1.15;8.08
Jan 1, 2016;8:30 AM;0;100.75;0;-27.66;2,100;2,353;1.15;8.08
