Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Jan 1, 2016;12:00 AM;23.86;16.39;16.39;23.86;49.62;23.86;28.11;16.39;41.09;49.62;16.5;32.9
Jan 1, 2016;1:00 AM;22.39;16.04;16.04;22.39;43.5;22.39;-;16.04;40.16;43.5;15.5;33.34
Jan 1, 2016;2:00 AM;20.59;15.74;15.74;20.59;38.63;20.59;-;15.74;36.03;38.63;14;30.95
Jan 1, 2016;3:00 AM;16.81;15.57;15.57;16.81;36.8;16.81;-;15.57;33.59;36.8;10.01;26.28
Jan 1, 2016;4:00 AM;17.41;15.47;15.47;17.41;34.5;17.41;-;15.47;32.92;34.5;8.97;24.74
Jan 1, 2016;5:00 AM;17.02;15.75;15.75;17.02;32.1;17.02;-;15.75;32.8;32.1;12.23;27.28
Jan 1, 2016;6:00 AM;15.86;15.36;15.36;15.86;36;15.86;-;15.36;32.93;28.7;12.1;24.73
Jan 1, 2016;7:00 AM;18.16;15.37;15.37;18.16;37.54;18.16;-;15.37;25.43;30.98;14;20.98
Jan 1, 2016;8:00 AM;17.73;15.19;15.19;17.73;37.54;17.73;17.57;15.19;30.01;29.98;5;21.41
Jan 1, 2016;9:00 AM;19.77;15.39;15.39;19.77;35.95;19.77;22.85;15.39;32.34;32.66;10.01;24.13
Jan 1, 2016;10:00 AM;23.75;15.78;15.78;23.75;37.63;23.75;27.9;15.78;34.07;35.1;14.5;26.21
Jan 1, 2016;11:00 AM;26.03;16.15;16.15;26.03;36.8;26.03;32.81;16.15;34.56;35.1;5;26.05
Jan 1, 2016;12:00 PM;27.06;16.5;16.5;27.06;37.54;27.06;32.85;16.5;35.49;35.1;6;28.49
Jan 1, 2016;1:00 PM;26.59;16.72;16.72;26.59;34.6;26.59;-;16.72;33.29;34.6;11.05;30.26
Jan 1, 2016;2:00 PM;25;17.17;17.17;25;35.95;25;32.72;17.17;35.66;35.95;21;33.04
Jan 1, 2016;3:00 PM;24.43;18;18;20.06;41.18;27.04;32;18;39.83;41.18;25;43.92
Jan 1, 2016;4:00 PM;28.87;18.53;18.53;19.43;46.65;34.46;32.57;18.53;41.07;46.65;31.2;58.52
Jan 1, 2016;5:00 PM;37.44;19.11;19.11;24.57;57.96;45.14;33.97;19.11;52.28;57.96;34.02;59.84
Jan 1, 2016;6:00 PM;37.41;18.68;18.68;33.11;61.31;40;34.49;18.68;51.92;61.31;35;59.18
Jan 1, 2016;7:00 PM;35.34;17.93;17.93;35.34;60;35.34;34.83;17.93;49.44;60;34.5;56.09
Jan 1, 2016;8:00 PM;33.07;17.69;17.69;33.07;57;33.07;33.81;17.69;48.2;57;34.03;53
Jan 1, 2016;9:00 PM;29.52;17.33;17.33;29.52;55;29.52;33.43;17.33;44.93;55;30;52.02
Jan 1, 2016;10:00 PM;30.1;16.75;16.75;30.1;46.76;30.1;27.08;16.75;43.77;46.76;28.13;42.97
Jan 1, 2016;11:00 PM;24.57;16.25;16.25;24.57;43.21;24.57;25.2;16.25;40.84;43.21;21.8;38.95
Jan 2, 2016;12:00 AM;22.2;0.67;16.47;22.2;39.52;22.2;-;16.47;39.73;39.52;0.01;26.3
Jan 2, 2016;1:00 AM;16.57;9.9;15.89;16.57;36.29;16.57;-;15.89;36.87;36.29;1;24.93
Jan 2, 2016;2:00 AM;15.35;15.03;15.03;15.35;35.89;15.35;-;15.03;33.53;35.89;0.01;16.58
Jan 2, 2016;3:00 AM;12.77;12.77;13.19;12.77;35.22;12.77;19.21;13.19;31.4;35.22;0.01;11.05
Jan 2, 2016;4:00 AM;11.27;11.27;12.69;11.27;35.15;11.27;19.42;12.69;24.94;35.15;2.01;12.95
Jan 2, 2016;5:00 AM;11.91;11.91;12.94;11.91;35.89;11.91;19.21;12.94;29.04;35.89;1;19.04
Jan 2, 2016;6:00 AM;12.62;12.62;13.59;12.62;38.72;12.62;20.29;13.59;32.51;38.72;0.01;22.54
Jan 2, 2016;7:00 AM;13.83;13.83;14.25;14.17;45.88;15.27;28.79;14.25;37.75;45.88;1;22.92
Jan 2, 2016;8:00 AM;16.12;16.12;15.7;17.73;54.51;22.34;30.67;15.7;40.16;54.51;5.11;27.38
Jan 2, 2016;9:00 AM;18.12;15.72;15.72;20.29;55;27.44;34.19;15.72;41.56;55;22;32.93
Jan 2, 2016;10:00 AM;19.59;15.97;15.97;24.3;54.61;37;34.2;15.97;41.58;54.61;41.29;41.29
Jan 2, 2016;11:00 AM;21.07;15.98;16.14;25.05;48.48;38;33.97;16.14;41.66;48.48;51.08;51.08
Jan 2, 2016;12:00 PM;22.54;15.87;15.87;29.31;45.01;46.68;33.72;15.87;41.57;45.01;51.09;51.09
Jan 2, 2016;1:00 PM;19.79;15.98;15.98;26.31;41.64;42.44;34.45;15.98;41.52;41.64;61.93;61.93
Jan 2, 2016;2:00 PM;16.9;15.99;16.12;22.63;43.72;34.94;33.65;16.12;41.53;43.72;50;50
Jan 2, 2016;3:00 PM;16.97;15.99;16.57;19.61;48.95;29;33.15;16.57;41.58;48.95;53.04;53.04
Jan 2, 2016;4:00 PM;19.25;16.22;17.29;20.65;52.99;32;35.97;17.29;49.43;52.99;100;100
Jan 2, 2016;5:00 PM;28.01;16.51;17.52;34.21;60.99;45;33.83;17.52;55.16;60.99;64.83;64.83
Jan 2, 2016;6:00 PM;28.36;16.37;17.37;42.23;59.95;44.65;33.93;17.37;55.9;59.95;58.02;58.02
Jan 2, 2016;7:00 PM;26.56;16.08;16.95;37.36;55;39;33.83;16.95;49.82;55;32.29;53.04
Jan 2, 2016;8:00 PM;17.38;16.15;16.56;32.84;50.24;35;34.31;16.56;41.56;50.24;35.08;51.08
Jan 2, 2016;9:00 PM;15.83;15.83;15.83;26.15;43.21;27.54;30.08;15.83;39.76;43.21;22;38.99
Jan 2, 2016;10:00 PM;16.97;15.82;15.82;30.62;40.23;32.18;29.2;15.82;39.34;40.23;22;30.94
Jan 2, 2016;11:00 PM;15.31;15.31;15.31;36.19;38.65;30.12;27.12;15.31;39.08;38.65;16;17.9
Jan 3, 2016;12:00 AM;6.99;6.99;15.99;19.65;36.48;21.39;25.32;15.99;31.09;31.2;0.01;26.3
Jan 3, 2016;1:00 AM;-0.01;-0.01;15.87;18.91;29.03;18.91;19.41;15.87;33.47;4.89;2.5;30.03
Jan 3, 2016;2:00 AM;0.23;0.23;15.76;14.64;26.5;19.07;18.64;15.76;27.5;2.18;1;24.75
Jan 3, 2016;3:00 AM;4.51;4.51;15.59;10.12;22.32;16.1;19.41;15.59;24.92;1;1;17.68
Jan 3, 2016;4:00 AM;4.12;4.12;15.69;7.14;17;13.97;19.22;15.69;21.93;1.3;1.31;17.9
Jan 3, 2016;5:00 AM;6.76;6.76;15.83;9.41;19.99;15.37;19.46;15.83;21.97;1.6;1;26.3
Jan 3, 2016;6:00 AM;0.75;0.75;14.98;4.14;24.56;15.47;21.76;14.98;13.96;1.54;0.01;28.95
Jan 3, 2016;7:00 AM;4.27;4.27;15.53;7.08;30.9;16.04;26.49;15.53;14.57;5;1.01;32.93
Jan 3, 2016;8:00 AM;9.11;9.11;15.79;11.4;33.46;18.44;28.22;15.79;18.73;33.46;11.38;32.93
Jan 3, 2016;9:00 AM;15.92;15.92;16.36;17.64;36.01;23.1;28.21;16.36;34.2;36.01;19.77;40.96
Jan 3, 2016;10:00 AM;17.06;16.7;17.15;19.99;36.77;32.44;33.64;17.15;37.53;36.77;27;43.41
Jan 3, 2016;11:00 AM;19.28;16.49;17.94;22.11;36.07;34.11;32.05;17.94;36.42;36.07;29;44.2
Jan 3, 2016;12:00 PM;20.25;16.37;17.94;22.68;35.89;33.79;32.31;17.94;36.13;35.89;27;44.2
Jan 3, 2016;1:00 PM;17.66;16.35;17.66;22;29.03;41.31;31.79;17.66;34.42;29.03;27;42.91
Jan 3, 2016;2:00 PM;18.49;16.35;17.66;19.89;30.1;26.18;31.77;17.66;34.44;30.1;27;41.77
Jan 3, 2016;3:00 PM;16.51;16.3;17.6;17.75;37.48;23.34;32.32;17.6;32.51;37.48;29;46.86
Jan 3, 2016;4:00 PM;18.76;16.45;18.61;18.76;40.14;21.68;33.84;18.61;39.62;40.14;44.8;53.58
Jan 3, 2016;5:00 PM;22.21;17.22;19.11;22.21;49.61;24.94;36.46;19.11;55.48;49.61;34.5;61.98
Jan 3, 2016;6:00 PM;26.76;16.83;18.86;26.76;55.1;26.76;36.46;18.86;55.93;55.1;37.9;64.9
Jan 3, 2016;7:00 PM;27.08;16.48;18.51;27.23;52.68;28;36.46;18.51;54.97;52.68;33.45;59.94
Jan 3, 2016;8:00 PM;25.33;16.43;18.08;25.33;51;25.33;35.49;18.08;51.34;51;29;58.01
Jan 3, 2016;9:00 PM;22.11;16.43;17.72;22.11;46.67;22.11;33.75;17.72;45;46.67;25.5;49.09
Jan 3, 2016;10:00 PM;20.91;17.03;17.03;22.57;40.14;29.94;31.89;17.03;42.6;40.14;24.87;42.67
Jan 3, 2016;11:00 PM;14.43;14.43;15.74;21.01;37.78;23.1;26.06;15.74;40.84;37.78;17.15;17.15
Jan 4, 2016;12:00 AM;13.78;13.78;15.96;13.78;34.97;13.78;30.37;15.96;34.85;34.97;23;23
Jan 4, 2016;1:00 AM;12.77;12.77;15.81;13.44;27.51;15.09;28.29;15.81;29.15;13.01;15.43;15.43
Jan 4, 2016;2:00 AM;10.56;10.56;15.56;11.46;24.56;14.94;24.59;15.56;26.59;12.19;14.5;14.5
Jan 4, 2016;3:00 AM;3.87;3.87;15.57;5.55;24.86;15.06;23.55;15.57;22.99;11.38;12.58;12.58
Jan 4, 2016;4:00 AM;3.2;3.2;15.92;5;22.78;16.39;27.03;15.92;22.99;12.49;14.5;14.5
Jan 4, 2016;5:00 AM;8.67;8.67;16.76;10.05;29.03;16.43;31.78;16.76;31.71;29.03;22;32.06
Jan 4, 2016;6:00 AM;18.01;18.01;18.01;19.11;38.63;22.99;30.46;18.01;40.48;38.63;37.9;46.68
Jan 4, 2016;7:00 AM;28.52;19.54;19.54;31.44;47.48;41.79;32;19.54;49.46;47.48;55.35;55.35
Jan 4, 2016;8:00 AM;34.74;20.49;20.49;36.31;54.89;42.69;31.89;20.49;55.4;54.89;45;57.02
Jan 4, 2016;9:00 AM;33.46;20.49;20.49;33.46;54.89;33.46;31.91;20.49;55.9;54.89;45.41;59.37
Jan 4, 2016;10:00 AM;33.24;20.47;20.47;33.24;54.46;33.24;31.86;20.47;55.46;54.46;48;58
Jan 4, 2016;11:00 AM;35.09;20.14;20.14;35.09;48;35.09;32.05;20.14;56.15;48;48;57.42
Jan 4, 2016;12:00 PM;35;19.85;19.85;35;44.56;35;32.09;19.85;53.76;44.56;58.23;58.23
Jan 4, 2016;1:00 PM;35;19.83;19.83;35;42.75;35;32.08;19.83;45.05;42.75;57.02;57.02
Jan 4, 2016;2:00 PM;34.94;19.88;19.88;34.94;46.05;34.94;32.08;19.88;47.87;46.05;57.42;57.42
Jan 4, 2016;3:00 PM;34.92;20.09;20.09;34.92;52.51;34.92;31.96;20.09;53.17;52.51;58.06;58.06
Jan 4, 2016;4:00 PM;38;20.79;22.06;38;53.35;38;36.13;22.06;55.91;53.35;59.48;59.48
Jan 4, 2016;5:00 PM;41.21;21.07;28.48;41.21;60;41.21;36.18;28.48;59.95;60;51;60.57
Jan 4, 2016;6:00 PM;42.95;20.54;20.54;42.95;58.46;42.95;35.59;20.54;58;58.46;48;59.68
Jan 4, 2016;7:00 PM;41.96;19.77;19.77;41.96;55.51;41.96;35.91;19.77;56.95;55.51;45;55.69
Jan 4, 2016;8:00 PM;34.94;19.05;19.05;34.94;53;34.94;35.26;19.05;54.07;53;40;51.1
Jan 4, 2016;9:00 PM;30.66;18.5;18.5;30.66;47.79;30.66;31.91;18.5;48.12;47.79;34.3;51.07
Jan 4, 2016;10:00 PM;30;17.71;17.71;30;42.75;30;33.32;17.71;44.94;42.75;32;49.9
Jan 4, 2016;11:00 PM;23.9;17.03;17.03;23.9;38.68;23.9;30.95;17.03;41.43;38.68;25;39.78
Jan 5, 2016;12:00 AM;25.03;17.68;17.68;25.03;31.81;25.03;30.42;17.68;37.62;31.81;22.4;32.93
Jan 5, 2016;1:00 AM;24.42;17.33;17.33;24.42;24.42;24.42;29.07;17.33;31.74;24.42;21.57;26.3
Jan 5, 2016;2:00 AM;22.34;17.24;17.24;22.34;22.34;22.34;30.06;17.24;29.35;22.34;20.3;25.38
Jan 5, 2016;3:00 AM;21.5;17.32;17.32;21.5;21.5;21.5;30.07;17.32;26.31;21.5;19.01;26.3
Jan 5, 2016;4:00 AM;20;17.66;17.66;20;20;20;31.44;17.66;24.57;20;19.37;28.97
Jan 5, 2016;5:00 AM;23.53;17.92;17.92;23.53;29.03;23.53;33.64;17.92;34.45;29.03;21.34;35.29
Jan 5, 2016;6:00 AM;28.96;18.8;18.8;28.96;39.26;28.96;34.11;18.8;45.12;39.26;29.6;47.95
Jan 5, 2016;7:00 AM;38.32;20.51;20.51;38.32;52.99;38.32;41.08;20.51;55.86;52.99;37;59.9
Jan 5, 2016;8:00 AM;41.45;22.58;22.58;41.45;54.85;41.45;42.4;22.58;58.35;54.85;41.94;61.89
Jan 5, 2016;9:00 AM;40.72;21.73;23.13;40.72;55;40.72;43.55;23.13;58.04;55;49;59.9
Jan 5, 2016;10:00 AM;40.66;21.78;23.21;40.66;54.89;40.66;43.55;23.21;58.07;54.89;50.5;59.23
Jan 5, 2016;11:00 AM;40.33;21.64;21.91;40.33;53.86;40.33;44;21.91;55.99;53.86;48.13;56.14
Jan 5, 2016;12:00 PM;38.25;20.91;21.29;38.25;48.2;38.25;44.28;21.29;51.04;48.2;40.34;54.81
Jan 5, 2016;1:00 PM;36.98;20.61;20.98;36.98;46.65;36.98;46.19;20.98;49.82;46.65;39.94;53.04
Jan 5, 2016;2:00 PM;34.91;20.63;21.03;34.91;48;34.91;44.54;21.03;54.49;48;40.23;54.06
Jan 5, 2016;3:00 PM;33.5;20.71;23.17;33.5;52;33.5;43.96;23.17;56.39;52;45;58.76
Jan 5, 2016;4:00 PM;35.1;20.96;30.98;35.1;56.65;35.1;48;30.98;57.44;56.65;41.31;61.89
Jan 5, 2016;5:00 PM;42.44;21.23;34.63;42.44;60;42.44;47.96;34.63;58.02;60;45.99;61.66
Jan 5, 2016;6:00 PM;42.94;20.68;24.18;42.94;58.99;42.94;46.04;24.18;56.94;58.99;45.33;59.9
Jan 5, 2016;7:00 PM;41.74;20.48;20.83;42.92;55.5;40.5;46.24;20.83;54.93;55.5;43;59.75
Jan 5, 2016;8:00 PM;36.47;19.89;19.89;38.35;52.99;34.49;43.52;19.89;50.79;52.99;37;58.24
Jan 5, 2016;9:00 PM;33.01;19.39;19.39;34.42;46.67;31.43;41.34;19.39;46.57;46.67;32.16;54.81
Jan 5, 2016;10:00 PM;31.75;18.73;18.73;32.99;43.48;30.54;35.72;18.73;42.98;43.48;30.01;53.04
Jan 5, 2016;11:00 PM;26.99;17.97;17.97;32;39.26;26.99;33.26;17.97;40.8;39.99;25;46.51
Jan 6, 2016;12:00 AM;26.62;20.02;20.02;26.62;40.23;26.62;33.36;20.02;36.4;40.23;26.47;41.84
Jan 6, 2016;1:00 AM;25.58;19.63;19.63;25.58;37.08;25.58;31.53;19.63;26.43;37.08;26.83;34.45
Jan 6, 2016;2:00 AM;24.59;19.33;19.33;24.59;36.08;24.59;30.19;19.33;24.13;36.08;24.75;32.99
Jan 6, 2016;3:00 AM;22.5;19.35;19.35;22.5;35.61;22.5;30.08;19.35;23.35;35.61;24.51;30
Jan 6, 2016;4:00 AM;23.16;19.51;19.51;23.16;35.19;23.16;31.52;19.51;22.19;35.19;24;30.95
Jan 6, 2016;5:00 AM;24.99;19.81;19.81;24.99;36.26;24.99;31.43;19.81;31.59;36.26;25.69;33.43
Jan 6, 2016;6:00 AM;26.62;20.5;20.5;26.62;41.23;26.62;30.15;20.5;40.04;41.23;30;42.73
Jan 6, 2016;7:00 AM;28.03;22.06;22.06;38.92;47.23;28.03;33.19;22.06;46.14;47.23;37.4;50.17
Jan 6, 2016;8:00 AM;29.34;25.19;25.19;41.96;48.2;30.82;33.39;25.19;48.08;48.2;40.42;50.57
Jan 6, 2016;9:00 AM;32.94;28.24;28.24;40.96;51;34.22;36.12;28.24;48.04;51;40.07;49.48
Jan 6, 2016;10:00 AM;37.71;34.97;34.97;39.13;54.89;37.9;37.52;34.97;48.52;54.89;41.35;50.56
Jan 6, 2016;11:00 AM;40.08;37.95;37.95;40.08;53.12;40.08;37.95;37.95;48.21;53.12;41.74;50.19
Jan 6, 2016;12:00 PM;40.73;37.37;37.37;40.73;48;40.73;37.37;37.37;45.54;48;40.21;50.04
Jan 6, 2016;1:00 PM;38.26;36.61;36.61;38.26;41.68;38.26;36.61;36.61;42.93;57;40;47.73
Jan 6, 2016;2:00 PM;35.44;29.75;29.75;35.44;46.65;35.44;35.86;29.75;42.91;46.65;39;46.93
Jan 6, 2016;3:00 PM;36.92;28.17;36.04;36.92;45.71;36.92;36.04;36.04;42.99;45.71;39.67;46.93
Jan 6, 2016;4:00 PM;41.28;28.23;41.28;41.28;49.61;41.28;41.28;41.28;46.34;57;40.5;50.91
Jan 6, 2016;5:00 PM;44.95;29.6;44.95;44.95;59.74;44.95;44.95;44.95;55.05;59.74;46.37;53.13
Jan 6, 2016;6:00 PM;46.9;28.19;46.46;46.9;61.2;46.9;46.46;46.46;53.3;61.2;46.25;52.01
Jan 6, 2016;7:00 PM;43.95;26.87;42.89;43.95;57.86;43.95;42.89;42.89;46.31;57.86;43;46.93
Jan 6, 2016;8:00 PM;39.94;24.87;24.87;39.94;55.82;39.94;41.73;24.87;45.04;55.82;40.21;44.06
Jan 6, 2016;9:00 PM;32.4;22.06;22.06;32.4;52.5;32.4;37.33;22.06;40.01;52.5;35.95;36.29
Jan 6, 2016;10:00 PM;33.51;20.47;20.47;33.51;44.66;33.51;34.56;20.47;40.05;44.66;33.27;41.29
Jan 6, 2016;11:00 PM;30.11;19.37;19.37;30.11;39.77;30.11;32.08;19.37;37.74;39.77;28.37;38.12
Jan 7, 2016;12:00 AM;26.41;21.94;22.61;26.41;37;26.41;34.58;22.61;37.14;37;27.57;29.65
Jan 7, 2016;1:00 AM;26.05;21.75;21.75;26.05;31.1;26.05;33.75;21.75;33.26;26.5;26.5;27.9
Jan 7, 2016;2:00 AM;24.93;21.5;21.5;24.93;29.03;24.93;32.62;21.5;31.14;24.73;24.73;24.73
Jan 7, 2016;3:00 AM;22.39;21.52;21.52;22.39;29.03;22.39;31.84;21.52;29.96;22.87;22.48;22.48
Jan 7, 2016;4:00 AM;22.32;21.6;21.83;22.32;29.03;22.32;32.66;21.83;29.45;23.28;23.03;24.37
Jan 7, 2016;5:00 AM;24.2;21.62;24.2;24.2;34.4;24.2;37.5;24.2;36.45;34.4;26.6;31.17
Jan 7, 2016;6:00 AM;31;22.16;27.07;31;46.66;31;35.68;27.07;45.2;46.66;33;44.54
Jan 7, 2016;7:00 AM;42.47;27.8;72.26;42.47;59.14;42.47;-;72.26;53.01;59.14;43;55.32
Jan 7, 2016;8:00 AM;42.97;30.48;99.93;42.97;68;42.97;-;99.93;55.48;68;43.37;59.24
Jan 7, 2016;9:00 AM;41.93;29.34;79.6;41.93;78.12;41.93;-;79.6;56.33;78.12;59.08;59.08
Jan 7, 2016;10:00 AM;41.62;29.27;74.91;41.62;74.31;41.62;-;74.91;55.58;74.31;56.99;56.99
Jan 7, 2016;11:00 AM;41.5;27.04;61.37;41.5;76;41.5;61.37;61.37;55.31;76;53.49;53.49
Jan 7, 2016;12:00 PM;40.66;28.44;59.91;40.66;55.3;40.66;59.91;59.91;51.62;55.3;49.29;49.29
Jan 7, 2016;1:00 PM;40.33;26.08;61.85;40.33;56.18;40.33;61.85;61.85;52.47;56.18;46.12;46.12
Jan 7, 2016;2:00 PM;36.51;24.85;59.69;36.51;65.7;36.51;59.69;59.69;54.44;65.7;49.31;49.31
Jan 7, 2016;3:00 PM;33.49;23.6;65.42;33.49;70;33.49;65.42;65.42;55.6;70;56.23;56.23
Jan 7, 2016;4:00 PM;34.19;23;99.94;34.19;77.09;34.19;99.94;99.94;56.93;77.09;62.25;62.25
Jan 7, 2016;5:00 PM;40.66;24.82;97.59;40.66;85.7;40.66;97.59;97.59;56.95;85.7;70.09;70.09
Jan 7, 2016;6:00 PM;40.8;22.9;69.93;40.8;73.9;40.8;69.93;69.93;55.46;73.9;44;63.44
Jan 7, 2016;7:00 PM;37.19;21.71;37.19;42.1;66;37.19;53.25;37.19;57.95;66;39;63.96
Jan 7, 2016;8:00 PM;31.94;21.25;31.94;36.5;61.01;31.94;47.43;31.94;55.44;61.01;35;56.12
Jan 7, 2016;9:00 PM;27.01;21.47;25.87;34.5;55.36;32.44;40.42;25.87;51.9;55.36;29;51.17
Jan 7, 2016;10:00 PM;27.52;21.22;21.55;33.49;50.8;31.35;34.01;21.55;45.79;50.8;25.24;50.98
Jan 7, 2016;11:00 PM;23.4;20.26;20.26;28.76;42.48;29.94;30.08;20.26;42.48;42.48;21.01;42.09
Jan 8, 2016;12:00 AM;12.12;12.12;21.06;24.36;38.46;12.12;30.87;21.06;38.23;22.41;18.01;35.13
Jan 8, 2016;1:00 AM;17.23;17.23;20.16;19.33;35.03;20.82;30.13;20.16;33.3;18.95;19.01;19.01
Jan 8, 2016;2:00 AM;13.9;13.9;19.78;16.1;31.69;20.43;28.21;19.78;31.96;8.79;18;18
Jan 8, 2016;3:00 AM;12.11;12.11;19.86;15;28.76;20.02;27.86;19.86;31.01;8;16.59;16.59
Jan 8, 2016;4:00 AM;12.99;12.99;20.17;15;28.41;18.01;28.55;20.17;29.04;8.14;18.01;20.08
Jan 8, 2016;5:00 AM;16.98;16.98;20.73;18.14;37.08;19.68;30.89;20.73;35.08;13.47;20.01;32.95
Jan 8, 2016;6:00 AM;22.02;22.02;22.02;25.21;51.58;24.28;31.54;22.02;52.34;51.58;25.2;45.08
Jan 8, 2016;7:00 AM;28.4;27.99;29.91;36.46;57.23;33;39.44;29.91;58.44;57.23;55.59;55.59
Jan 8, 2016;8:00 AM;29.31;27.98;43.16;39.53;62.01;46.13;43.16;43.16;60.04;62.01;73.02;73.02
Jan 8, 2016;9:00 AM;26.6;26.6;43.71;37.69;63.49;35;43.71;43.71;61.93;63.49;44.18;65.93
Jan 8, 2016;10:00 AM;25.55;25.55;43.43;37.66;60;33;43.43;43.43;61.06;60;34.4;66.02
Jan 8, 2016;11:00 AM;25.76;25.76;36.95;36.91;58.6;36.91;43.72;36.95;61.43;58.6;34.4;61.1
Jan 8, 2016;12:00 PM;25.13;25.13;32.27;36.13;54.33;36.13;43.34;32.27;55.35;54.33;34.4;57.45
Jan 8, 2016;1:00 PM;25.58;25.58;26.78;36.13;52.4;36.13;44.67;26.78;55.04;52.4;37;56.51
Jan 8, 2016;2:00 PM;27.6;27.6;27.6;32.99;56;28.52;43.76;27.6;58.28;56;35;55.17
Jan 8, 2016;3:00 PM;32.08;30.81;32.08;32.08;56.16;32.08;44.07;32.08;58.99;56.16;38.88;57.53
Jan 8, 2016;4:00 PM;37.16;35.97;38.07;37.16;60;37.16;46.85;38.07;59.99;60;39.24;63.63
Jan 8, 2016;5:00 PM;45;43.56;46.16;45;69.08;45;46.16;46.16;61.95;68;46;58.08
Jan 8, 2016;6:00 PM;46.97;45.47;46.97;46.97;63.71;46.97;46.97;46.97;59.91;60.1;46.42;56.02
Jan 8, 2016;7:00 PM;40.09;38.81;40.09;40.09;59.8;40.09;42.32;40.09;59.04;59.8;43.01;51.04
Jan 8, 2016;8:00 PM;34.61;28.57;28.57;34.61;56;34.61;40.07;28.57;56.06;41.02;39;41.8
Jan 8, 2016;9:00 PM;31.52;25.09;25.09;31.52;49.18;31.52;33.18;25.09;49.18;36.99;35;44.68
Jan 8, 2016;10:00 PM;32.5;24.32;24.32;32.5;46.03;32.5;32.54;24.32;46.66;46.03;34.14;48.9
Jan 8, 2016;11:00 PM;26.01;22.66;22.66;36.1;41.31;28;30.07;22.66;41.18;32.29;29.5;39.08
Jan 9, 2016;12:00 AM;26.1;24.51;24.51;31.11;37.6;26.1;31.26;24.51;40.64;37.6;27.54;32.54
Jan 9, 2016;1:00 AM;25.1;23.44;23.44;29;35.54;25.1;30.1;23.44;36.33;35.54;25.62;25.62
Jan 9, 2016;2:00 AM;24.3;22.79;22.79;24.3;31.97;24.3;30.08;22.79;33.47;31.97;24.79;24.79
Jan 9, 2016;3:00 AM;23.23;22.49;22.49;23.23;29;23.23;30.35;22.49;32.21;29;24;24
Jan 9, 2016;4:00 AM;21.96;21.96;21.96;21.96;29;21.96;31.34;21.96;31.02;29;24.21;24.21
Jan 9, 2016;5:00 AM;22.45;22.25;22.25;22.45;31.96;22.45;32.37;22.25;34.93;31.96;25.02;26.28
Jan 9, 2016;6:00 AM;23.07;22.39;22.39;23.07;37.05;23.07;31.87;22.39;38.25;35.01;24.01;28.93
Jan 9, 2016;7:00 AM;25;22.97;22.97;25;40.29;25;33.47;22.97;48.49;40.29;26.82;41.97
Jan 9, 2016;8:00 AM;32.11;23.95;23.95;32.11;50;32.11;36.7;23.95;53.14;50;31;47.93
Jan 9, 2016;9:00 AM;37.12;24.7;24.7;37.12;52.99;37.12;37.98;24.7;54.47;52.99;34;53.45
Jan 9, 2016;10:00 AM;36.13;26.49;26.49;36.13;54.18;36.13;46.06;26.49;55.02;54.18;35.52;53.45
Jan 9, 2016;11:00 AM;35.76;26.93;26.93;35.76;50.9;35.76;46.68;26.93;50.9;50.9;36;52.57
Jan 9, 2016;12:00 PM;34.06;26.32;26.32;34.06;42.6;34.06;46.97;26.32;42.57;42.6;34.6;52
Jan 9, 2016;1:00 PM;31.54;25.32;25.32;31.54;39.17;31.54;47.09;25.32;40.28;39.17;33;48.37
Jan 9, 2016;2:00 PM;27.92;24.85;24.85;27.92;38.48;27.92;43.98;24.85;41.22;38.48;31.66;46.16
Jan 9, 2016;3:00 PM;27;26.13;26.13;27;40.16;27;44.46;26.13;43.01;40.16;30.2;47.63
Jan 9, 2016;4:00 PM;30.5;27.87;29.77;30.5;45.24;30.5;68.52;29.77;46.24;45.24;30.88;54.78
Jan 9, 2016;5:00 PM;36.99;29.09;36.1;36.99;56.91;36.99;67.8;36.1;56.91;56.91;36.16;57.33
Jan 9, 2016;6:00 PM;36.8;27.87;27.87;36.8;56.99;36.8;52.24;27.87;56.61;52.1;36.4;53.45
Jan 9, 2016;7:00 PM;35;24.63;24.63;35;56.99;35;49.22;24.63;56;52.1;32.5;53.74
Jan 9, 2016;8:00 PM;29;23.13;23.13;29;51.1;29;42.8;23.13;52.79;51.1;28.14;43.35
Jan 9, 2016;9:00 PM;25.01;22.57;22.57;25.01;41.28;25.01;36.38;22.57;40.45;41.28;25.48;46.82
Jan 9, 2016;10:00 PM;25.1;22.07;22.07;25.1;38.86;25.1;33.44;22.07;40.03;38.86;26.01;37.55
Jan 9, 2016;11:00 PM;22.28;21.26;21.26;22.28;37.48;22.28;31.89;21.26;38.06;35.01;23.26;32.91
Jan 10, 2016;12:00 AM;15.58;15.58;21.32;15.58;36.53;15.58;30.04;21.32;34.37;12.7;16.9;32.91
Jan 10, 2016;1:00 AM;19.05;19.05;19.93;19.05;30;19.05;28.99;19.93;26.23;13.06;15.01;33.35
Jan 10, 2016;2:00 AM;16.87;19.65;19.65;16.96;25.72;17.24;28.91;19.65;22.23;10;14.63;26.28
