Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Apr 2, 2016;12:00 PM;18.12;19.77;19.77;27.02;35.18;20.42;49.03;19.77;17.25;13.83;16.8;18.11
Apr 2, 2016;1:00 PM;17.06;19.76;19.76;25.81;32.1;21;45.63;19.76;15.7;12.49;15.14;15.77
Apr 2, 2016;2:00 PM;14.06;19.36;19.36;17.47;32.84;20;40.09;19.36;14.1;10.98;14.94;15.47
Apr 2, 2016;3:00 PM;16.05;19.28;19.28;16.6;34;19.7;39.01;19.28;15.07;11.24;15.3;16.01
Apr 2, 2016;4:00 PM;18.73;18.96;19.41;18.73;35.55;18.79;35.14;19.41;16.66;12.68;16.98;17.97
Apr 2, 2016;5:00 PM;20.12;20.12;20.45;20.12;35.55;20.12;34.91;20.45;19.91;14.78;20.6;22.07
Apr 2, 2016;6:00 PM;23.41;22.31;21.98;23.41;38;23.41;34.06;21.54;24.93;19.92;25.17;26.6
Apr 2, 2016;7:00 PM;28.2;21.72;21.72;28.2;43;28.2;35.87;21.72;29.65;29.14;29.94;36.46
Apr 2, 2016;8:00 PM;30.43;21.55;21.55;30.43;37.36;30.43;37.68;21.55;30.05;37.36;30.11;40.14
Apr 2, 2016;9:00 PM;30.1;21.38;21.38;30.1;34;30.1;32.97;21.38;28;30.63;26.1;33.15
Apr 2, 2016;10:00 PM;26.79;21.17;21.17;26.79;34.18;26.79;30.69;21.17;27.3;24.81;25.71;25.71
Apr 2, 2016;11:00 PM;21.43;20.92;20.92;23.14;34;23.14;29.82;20.92;23.34;19.85;22.35;22.35
Apr 3, 2016;12:00 AM;19.59;19.59;20.19;19.59;36;19.59;-;20.19;17.48;19;17.66;18.35
Apr 3, 2016;1:00 AM;18.07;18.07;18.9;18.07;34.23;18.07;-;18.9;16.09;15.1;15.1;15.46
Apr 3, 2016;2:00 AM;17.5;18.56;18.56;17.5;34.2;17.5;20.83;18.56;16.66;19.66;15.57;15.57
Apr 3, 2016;3:00 AM;15.29;18.52;18.52;14.98;33.92;15.7;20.08;18.52;16.68;19.08;14.4;14.4
Apr 3, 2016;4:00 AM;15.68;18.29;18.29;14.3;33.5;17.5;23.15;18.29;15.09;19.5;14.5;14.5
Apr 3, 2016;5:00 AM;15.59;18.4;18.4;13.89;34.2;17.81;22.55;18.4;15.07;14.34;14.34;16.08
Apr 3, 2016;6:00 AM;13.32;18.43;18.43;13.32;34.2;13.32;18.14;18.43;15.06;14.63;15.35;17.15
Apr 3, 2016;7:00 AM;14.6;18.57;18.57;14.6;34.15;14.6;24.54;18.57;14.95;15.5;15.5;18.72
Apr 3, 2016;8:00 AM;17.48;19.03;19.03;17.48;34.2;17.48;31.25;19.03;16.03;22.5;16.5;18.49
Apr 3, 2016;9:00 AM;18.55;19.41;19.41;18.38;34.2;18.78;31.92;19.41;17.14;18.01;17.1;18.85
Apr 3, 2016;10:00 AM;17.36;19.72;19.72;17.36;33.5;17.36;34.65;19.72;16.75;16.7;16.7;18.67
Apr 3, 2016;11:00 AM;17.67;19.83;19.83;17.46;30.86;17.98;34.97;19.83;16.73;16.7;16.7;17.8
Apr 3, 2016;12:00 PM;15.48;19.29;19.29;16.15;26.39;17.99;34.92;19.29;15.77;13;14;16.46
Apr 3, 2016;1:00 PM;14.8;19.18;19.18;13.48;20;16.74;34.91;19.18;12.07;12.1;12.1;14.96
Apr 3, 2016;2:00 PM;12.75;19.15;19.15;9.2;21.7;17.92;32.73;19.15;9.73;9.59;10.4;12
Apr 3, 2016;3:00 PM;12.18;19.58;19.58;7.59;25.32;18.83;30.29;19.58;9.36;9.6;10.6;12.19
Apr 3, 2016;4:00 PM;13.02;20.12;20.12;6.63;31.99;21.55;30.26;20.12;11.2;11.41;12.1;14.07
Apr 3, 2016;5:00 PM;15.77;19.29;20.45;10.58;31.36;23.28;30.72;20.45;16.42;17;17;18.99
Apr 3, 2016;6:00 PM;21.19;21.19;21.19;15.2;33.5;29.76;31.98;21.19;20.46;21.5;22.36;22.36
Apr 3, 2016;7:00 PM;23.15;23.15;23.15;19.62;36.95;28.3;34.97;22;24.02;25.65;26.88;26.88
Apr 3, 2016;8:00 PM;25.28;22.02;22.02;22.09;40.53;29.94;36.85;22.02;25.6;26.74;28.97;28.97
Apr 3, 2016;9:00 PM;25.01;21.68;21.68;25.01;39.22;25.01;32.99;21.68;26.09;25.99;27.14;27.14
Apr 3, 2016;10:00 PM;24.32;21.38;21.38;24.32;36;24.32;30.07;21.38;24.57;25.21;25.56;25.56
Apr 3, 2016;11:00 PM;20.9;20.71;20.71;20.9;33.5;20.9;29.34;20.71;22.74;22.5;22.5;22.5
Apr 4, 2016;12:00 AM;21;20.5;20.5;21;34.18;21;-;20.5;19.03;17.6;19.3;19.3
Apr 4, 2016;1:00 AM;19.59;19.59;19.59;19.59;32;19.59;-;19.59;17.09;22.51;18;18
Apr 4, 2016;2:00 AM;19.15;19.16;19.16;19.15;31.32;19.15;-;19.16;15.85;20.66;16.9;16.9
Apr 4, 2016;3:00 AM;18.75;19.15;19.15;18.75;30.14;18.75;-;19.15;15.59;19.5;16.95;16.95
Apr 4, 2016;4:00 AM;18.72;19.34;19.34;18.72;31.24;18.72;-;19.34;16.91;19.5;17.46;17.46
Apr 4, 2016;5:00 AM;20.39;20.39;20.55;20.39;30.13;20.39;-;20.55;19.97;22.6;19.3;22.36
Apr 4, 2016;6:00 AM;29.1;22.35;22.19;29.1;34.5;29.1;34.55;22.19;27.46;34.5;28.42;33.32
Apr 4, 2016;7:00 AM;34.19;23.98;23.98;34.19;36;34.19;38.98;23.98;33.5;36;34.5;39.22
Apr 4, 2016;8:00 AM;35.42;27.04;34.57;35.42;45;35.42;45.03;34.57;35.46;45;36.73;37.58
Apr 4, 2016;9:00 AM;33.5;31.4;32.69;35.76;38.1;32.44;45.02;32.69;33.79;38.1;34.95;34.95
Apr 4, 2016;10:00 AM;29.62;28.67;28.91;33.08;34.52;29.62;45.02;28.91;32.08;31.9;29.3;30.56
Apr 4, 2016;11:00 AM;25.1;24.3;24.5;31.2;33.5;25.1;45.03;24.5;30.25;33.5;27.9;30.03
Apr 4, 2016;12:00 PM;23.37;22.81;22.81;29.55;29.55;23.37;46.39;22.81;28.31;29.55;25.46;26.77
Apr 4, 2016;1:00 PM;23.83;23.26;23.26;29.01;29.01;23.83;47.33;23.26;27.45;29.01;24;27.67
Apr 4, 2016;2:00 PM;23.93;23.09;23.09;29;29.55;23.21;45.72;23.09;25.13;29.55;23.61;26.61
Apr 4, 2016;3:00 PM;23.04;22.49;22.49;30.19;31.22;23.68;42.69;22.49;24.04;31.22;22.83;26.61
Apr 4, 2016;4:00 PM;27.42;22.48;22.48;27.59;33.36;27.44;41.67;22.48;24.4;33.36;24.6;26.61
Apr 4, 2016;5:00 PM;29.25;22.7;22.7;29.25;33.8;29.25;41.01;22.7;26.07;33.8;27.5;27.5
Apr 4, 2016;6:00 PM;32.96;22.91;22.91;32.96;34.36;32.96;40.05;22.91;32.08;34.36;32.9;32.9
Apr 4, 2016;7:00 PM;35.05;22.92;22.92;35.05;36.5;35.05;44.57;22.92;34.88;36.5;37.3;37.35
Apr 4, 2016;8:00 PM;36.1;23.5;23.5;36.1;39.5;36.1;46.26;23.5;35.01;39.5;38.96;44.28
Apr 4, 2016;9:00 PM;35.6;22.71;22.71;35.6;37.5;35.6;37.85;22.71;32.03;37.5;33.32;33.32
Apr 4, 2016;10:00 PM;30.3;22.02;22.02;30.3;34.83;30.3;30.37;22.02;29.05;34.83;27.94;27.94
Apr 4, 2016;11:00 PM;25.96;21.23;21.23;25.96;31.32;25.96;28.66;21.23;26.11;31.32;26.03;26.03
Apr 5, 2016;12:00 AM;21.39;20.21;20.37;21.39;27.4;21.39;-;20.37;24.78;27.4;24.14;24.14
Apr 5, 2016;1:00 AM;20.8;20.04;20.04;20.8;24.8;20.8;-;20.04;23.41;24.8;23.3;23.3
Apr 5, 2016;2:00 AM;20.76;20.02;20.02;20.76;24.8;20.76;-;20.02;22.19;24.8;22;22
Apr 5, 2016;3:00 AM;20.31;19.82;19.82;20.31;23.02;20.31;-;19.82;21.7;23.02;21.25;21.25
Apr 5, 2016;4:00 AM;20.34;20.08;20.08;20.34;24.63;20.34;-;20.08;21.86;24.63;21.57;22.36
Apr 5, 2016;5:00 AM;21.79;21.26;21.26;21.79;25.38;21.79;-;21.26;24.19;25.38;24;24
Apr 5, 2016;6:00 AM;27.84;22.87;22.87;27.84;32.5;27.84;31.81;22.87;30.16;32.5;32.01;35.53
Apr 5, 2016;7:00 AM;32.76;31.98;31.98;32.76;36;32.76;40.02;31.98;35.38;36;38.5;42.05
Apr 5, 2016;8:00 AM;35.18;34.41;34.41;35.18;45;35.18;46.36;34.41;36.14;45;36.96;43.92
Apr 5, 2016;9:00 AM;34.92;34.08;34.08;34.92;37.8;34.92;47.31;34.08;36.02;37.8;36;38.93
Apr 5, 2016;10:00 AM;34.1;33.28;33.28;34.1;34.5;34.1;46.79;33.28;33.16;34.5;33;34.74
Apr 5, 2016;11:00 AM;32.93;32.14;32.14;32.93;33;32.93;47.84;32.14;32.01;33;31.24;34.71
Apr 5, 2016;12:00 PM;29.52;26.46;28.81;29.52;30.43;29.52;47.32;28.81;29.92;30.43;29;33.16
Apr 5, 2016;1:00 PM;26.58;25.94;25.94;26.58;29.84;26.58;47.51;25.94;29.91;29.84;27.84;31.9
Apr 5, 2016;2:00 PM;24.74;24.15;24.15;24.74;30.8;24.74;47.41;24.15;29.4;30;27.5;31.53
Apr 5, 2016;3:00 PM;24.19;23.61;23.61;24.19;30.55;24.19;46.42;23.61;28.56;29.3;26.3;33.32
Apr 5, 2016;4:00 PM;23.96;23.39;23.39;23.96;31.97;23.96;43.72;23.39;28.86;29.9;26.9;33.32
Apr 5, 2016;5:00 PM;27.05;25.26;25.26;27.05;31.97;27.05;41.84;25.26;29.82;31;28;34.09
Apr 5, 2016;6:00 PM;29.79;23.6;23.6;29.79;33;29.79;41.66;23.6;31;30.67;30.67;36
Apr 5, 2016;7:00 PM;30.66;24.81;24.81;30.66;36;30.66;47.28;24.81;32.68;36;33.12;44.28
Apr 5, 2016;8:00 PM;30.04;24.29;24.29;30.04;38.04;30.04;47.47;24.29;32.26;38.04;33;45.49
Apr 5, 2016;9:00 PM;28;23.06;23.06;28;35.83;28;38.21;23.06;29.25;31;29.5;33.32
Apr 5, 2016;10:00 PM;25.32;22.35;22.35;25.32;31.83;25.32;30.99;22.35;27.37;29.13;25.14;26.61
Apr 5, 2016;11:00 PM;21.97;21.27;21.27;23.75;29.3;21.97;29.26;21.27;23.98;22.88;21.88;22.36
Apr 6, 2016;12:00 AM;20;20;20;23.44;24.88;20;-;20;24.53;17.8;19.8;19.93
Apr 6, 2016;1:00 AM;19.2;19.2;19.2;20.47;20.9;19.2;-;19.2;22.54;17.3;19.3;19.3
Apr 6, 2016;2:00 AM;19.06;19.06;19.06;19.06;20.41;19.06;-;19.06;21.41;17;19;19
Apr 6, 2016;3:00 AM;18.95;18.95;18.95;18.95;20.5;18.95;-;18.95;20.54;18.5;18.6;18.6
Apr 6, 2016;4:00 AM;19.02;19.02;19.02;19.02;21.55;19.02;-;19.02;20.42;21.55;18.85;18.85
Apr 6, 2016;5:00 AM;20;20;20;20;24.13;20;-;20;22.04;24.13;20;20
Apr 6, 2016;6:00 AM;24.33;21.6;21.6;26;32;24.33;30.14;21.6;24.77;32;26.41;34.99
Apr 6, 2016;7:00 AM;32.97;22.89;22.89;32.97;35.8;32.97;34.41;22.89;32.81;35.8;31;40.42
Apr 6, 2016;8:00 AM;34.24;23.32;23.63;37.38;39.5;34.28;38.04;23.63;34.81;39.5;33.05;42.43
Apr 6, 2016;9:00 AM;25.98;22.91;22.91;39.01;39.01;28.46;39.26;22.91;34.82;39.01;30.84;38.11
Apr 6, 2016;10:00 AM;23.24;22.68;22.68;35.08;35.08;23.43;38.79;22.68;33.57;35.08;27.5;29.99
Apr 6, 2016;11:00 AM;21.97;21.97;21.97;32.9;32.9;22.67;38.65;21.97;31.32;32.9;25;30.05
Apr 6, 2016;12:00 PM;21.25;21.25;21.41;29.38;29.38;22.94;38.64;21.41;28.97;29.38;23.34;29.1
Apr 6, 2016;1:00 PM;20.02;20.72;21.03;27.37;27.37;21.4;38.68;21.03;28.53;27.37;22.08;27.85
Apr 6, 2016;2:00 PM;19.75;20.62;21.33;25.44;27.94;22.74;38.11;21.33;26.96;27.94;21.8;26.64
Apr 6, 2016;3:00 PM;19.85;20.21;20.86;23.48;29.79;20.88;36.5;20.86;25.77;22.5;21.7;26.64
Apr 6, 2016;4:00 PM;20.09;20.09;20.68;22.04;30.86;21.37;36.3;20.68;22.08;30;21.81;26.59
Apr 6, 2016;5:00 PM;21.59;21.59;21.29;21.65;31.5;21.7;38.6;21.29;22.82;22.5;23;26.64
Apr 6, 2016;6:00 PM;23.1;21.7;21.7;23.79;32;23.1;38.65;21.7;25.08;25.41;24.15;26.64
Apr 6, 2016;7:00 PM;26.71;21.88;21.88;26.71;36;26.71;45.4;21.88;27.08;36;26.9;37.3
Apr 6, 2016;8:00 PM;28.26;21.98;21.98;28.26;37.58;28.26;48.59;21.98;28.54;37.58;26.5;41.3
Apr 6, 2016;9:00 PM;23.23;21.46;21.46;29.02;34.83;23.23;39.67;21.46;26.96;34.83;22.9;33.35
Apr 6, 2016;10:00 PM;21.06;20.15;20.15;30.25;30.85;21.06;31.7;20.15;25.96;30.85;20.5;25.07
Apr 6, 2016;11:00 PM;19.01;19.01;19.01;28.09;28.09;19.01;29.92;19.01;24.53;28.09;16.68;22.39
Apr 7, 2016;12:00 AM;16.42;16.42;16.96;21;23.93;16.42;-;16.96;22.64;23.93;17.5;21.72
Apr 7, 2016;1:00 AM;16;16;16;16;22.4;16;-;16;21.43;22.4;16.01;20.1
Apr 7, 2016;2:00 AM;13.46;15.94;15.94;13.97;22.41;15.43;-;15.94;21.08;22.41;14.8;15.9
Apr 7, 2016;3:00 AM;12.57;15.42;15.42;13.05;21.52;14.92;-;15.42;19.69;21.52;13.94;14.15
Apr 7, 2016;4:00 AM;13.49;16.82;16.82;13.49;22.51;13.49;-;16.82;19.45;22.51;15.24;19.14
Apr 7, 2016;5:00 AM;17.37;17.37;18.95;17.37;24.87;17.37;-;18.95;21.42;24.87;17.48;22.08
Apr 7, 2016;6:00 AM;22.62;22.25;20.67;22.62;32.48;22.62;30.07;20.67;25.02;32.48;23.5;32.74
Apr 7, 2016;7:00 AM;28.4;21.62;21.62;28.4;35.8;28.4;31.39;21.62;30.19;35.8;28;38.02
Apr 7, 2016;8:00 AM;31.31;22.03;22.03;31.31;37.8;31.31;35.8;22.03;32.91;37.8;28.5;40.3
Apr 7, 2016;9:00 AM;26.33;21.93;21.93;30;36;27.29;35.76;21.93;32.99;36;24.7;36.39
Apr 7, 2016;10:00 AM;21.55;21.55;21.55;28.59;31.8;23.23;35.73;21.55;32;31.8;22;29.97
Apr 7, 2016;11:00 AM;21.56;21.46;21.46;27.1;31.32;22.17;33.37;21.46;31.83;31.32;21.36;29.95
Apr 7, 2016;12:00 PM;22.32;21.35;21.35;26.14;26.8;29.3;34.54;21.35;29.56;26.8;21.6;27.68
Apr 7, 2016;1:00 PM;21.6;21.26;21.26;24.44;24.93;26.67;34.67;21.26;28.2;24.93;21.09;26.47
Apr 7, 2016;2:00 PM;22.57;21.19;21.19;22.57;25.3;22.57;36.69;21.19;27.91;25.3;21.2;24.63
Apr 7, 2016;3:00 PM;21.86;20.96;20.96;21.86;27.1;21.86;36.07;20.96;27.87;22.5;22.6;22.68
Apr 7, 2016;4:00 PM;21.94;21.07;21.07;21.94;28;21.94;35.09;21.07;26.05;22.5;22.62;23.41
Apr 7, 2016;5:00 PM;22.73;21.23;21.23;22.73;30;22.73;33.21;21.23;27.46;22.5;24;24
Apr 7, 2016;6:00 PM;28.59;21.47;21.47;28.59;31.5;28.59;38.29;21.47;29.9;25;27.6;27.6
Apr 7, 2016;7:00 PM;31.11;21.85;21.85;31.11;34.29;31.11;45.82;21.85;32.45;30;32.2;33.36
Apr 7, 2016;8:00 PM;32.68;21.87;21.87;32.68;37.99;32.68;47.79;21.87;33.59;37.99;35;38.98
Apr 7, 2016;9:00 PM;29.41;21.49;21.49;29.41;35.87;29.41;42.86;21.49;31.47;31.61;30.22;30.22
Apr 7, 2016;10:00 PM;28.27;20.96;20.96;28.27;30.84;28.27;34.5;20.96;30.01;30.32;27.32;27.32
Apr 7, 2016;11:00 PM;23.54;20.03;20.03;27.2;27.2;23.54;30.58;20.03;26.3;22.5;23.5;23.5
Apr 8, 2016;12:00 AM;23.39;19.55;19.55;23.39;23.39;23.39;-;19.55;23.96;23.39;21.66;21.66
Apr 8, 2016;1:00 AM;21.69;19.29;19.29;21.69;22;21.69;-;19.29;22.1;22;20.78;20.78
Apr 8, 2016;2:00 AM;21.18;19.24;19.24;21.18;21.18;21.18;-;19.24;21.33;21.18;20.17;20.17
Apr 8, 2016;3:00 AM;20.52;19.3;19.3;20.52;20.52;20.52;-;19.3;20.95;20.52;20.07;20.07
Apr 8, 2016;4:00 AM;21.04;19.64;19.64;21.04;22;21.04;-;19.64;20.91;22;20.34;20.34
Apr 8, 2016;5:00 AM;21.72;20.32;20.32;21.72;23.93;21.72;-;20.32;22.69;23.93;22.39;22.39
Apr 8, 2016;6:00 AM;29.12;21.28;21.28;29.12;30;29.12;33.1;21.28;29.44;29.81;30.1;30.1
Apr 8, 2016;7:00 AM;35;22.63;22.63;35;35;35;45.3;22.63;35.51;35;36.5;36.5
Apr 8, 2016;8:00 AM;38.2;23.79;23.79;38.2;38.2;38.2;44.84;23.79;38.68;38.2;38.51;38.51
Apr 8, 2016;9:00 AM;37.55;23.83;23.83;37.55;37.55;37.55;47.38;23.83;37.51;37.55;36.6;36.6
Apr 8, 2016;10:00 AM;34.22;23.52;23.52;34.22;37.3;34.22;46.67;23.52;34.65;37.3;34.35;34.35
Apr 8, 2016;11:00 AM;32.96;22.99;22.99;32.96;36;32.96;46.89;22.99;32.71;36;32;32
Apr 8, 2016;12:00 PM;29.74;22.87;22.87;29.74;31.8;29.74;46.49;22.87;29.84;31.8;28.87;28.87
Apr 8, 2016;1:00 PM;27.9;22.61;22.61;27.9;31.32;27.9;46.94;22.61;28.91;31.32;27.74;27.74
Apr 8, 2016;2:00 PM;26.36;22.29;22.29;26.36;31.8;26.36;45.74;22.29;28.36;31.8;26.3;26.3
Apr 8, 2016;3:00 PM;24.66;21.67;21.67;24.66;31.8;24.66;44.86;21.67;27.33;31.8;25.3;25.3
Apr 8, 2016;4:00 PM;23.95;21.69;21.69;23.95;30.86;23.95;42.44;21.69;27.48;30.86;26.01;26.01
Apr 8, 2016;5:00 PM;27.03;21.85;21.85;27.03;31.5;27.03;41.27;21.85;29.03;31.5;27.47;27.47
Apr 8, 2016;6:00 PM;29.58;22.25;22.25;29.58;32;29.58;40.36;22.25;31.54;32;31.25;31.25
Apr 8, 2016;7:00 PM;32.22;22.18;22.18;32.22;35;32.22;44.9;22.18;34.77;35;35.4;35.4
Apr 8, 2016;8:00 PM;31.96;22.05;22.05;31.96;36;31.96;46.89;22.05;34.7;36;37;37
Apr 8, 2016;9:00 PM;30.66;22.03;22.03;30.66;32;30.66;40.98;22.03;32.51;32;32.04;32.04
Apr 8, 2016;10:00 PM;30.68;21.46;21.46;30.68;30.68;30.68;31.76;21.46;29.79;30.68;29.4;29.4
Apr 8, 2016;11:00 PM;29;20.96;20.96;29;29;29;29.41;20.96;28.71;29;26.01;26.01
Apr 9, 2016;12:00 AM;28.45;21.2;21.2;28.45;28.45;28.45;-;21.2;26.59;24.49;24.25;24.25
Apr 9, 2016;1:00 AM;24.18;20.83;20.83;24.18;24.18;24.18;-;20.83;24.74;24.15;22.75;22.75
Apr 9, 2016;2:00 AM;23.28;20.71;20.71;23.28;23.28;23.28;-;20.71;23.89;23.28;22.29;22.29
Apr 9, 2016;3:00 AM;21.84;20.79;20.79;21.84;22.47;21.84;-;20.79;23.26;22.47;22.16;22.16
Apr 9, 2016;4:00 AM;21.46;20.77;20.77;21.46;21.46;21.46;-;20.77;23.38;21.46;22.39;22.39
Apr 9, 2016;5:00 AM;21.72;21.02;21.02;21.72;21.72;21.72;-;21.02;23.35;21.72;22.39;22.39
Apr 9, 2016;6:00 AM;22.42;21.36;21.36;22.42;24.92;22.42;-;21.36;25.12;21;23;23.23
Apr 9, 2016;7:00 AM;23.42;21.4;21.4;23.42;28.52;23.42;33.26;21.4;25.34;21.88;24.88;26.04
Apr 9, 2016;8:00 AM;27.21;22.11;22.11;27.21;35;27.21;38.54;22.11;26.9;23.03;27.03;28.89
Apr 9, 2016;9:00 AM;25.12;22.51;22.51;25.12;37.02;25.12;41.8;22.51;25.9;24.68;28.27;30
Apr 9, 2016;10:00 AM;22.76;22.4;22.4;23.24;43.8;24.49;41.87;22.4;24.02;24.01;27.01;29.92
Apr 9, 2016;11:00 AM;22.58;22.25;22.25;22.7;43.8;22.98;41.75;22.25;23.38;22.97;25.97;29.94
Apr 9, 2016;12:00 PM;21.83;21.83;21.83;22.04;35;22.55;40.85;21.83;22.18;22.3;24.3;24.63
Apr 9, 2016;1:00 PM;20.81;20.81;20.81;21.01;32.05;21.5;38.97;20.81;21.39;19.38;22.38;22.38
Apr 9, 2016;2:00 PM;19.94;20.2;20.2;19.94;32;19.94;36.59;20.2;20.45;18.33;21.33;21.33
Apr 9, 2016;3:00 PM;20.35;20.35;20.35;20.35;32.15;20.35;31.36;20.35;20.15;18.27;21.27;21.27
Apr 9, 2016;4:00 PM;20.3;20.3;20.72;20.3;31.51;20.3;29.3;20.72;20.08;19.39;22.39;22.39
Apr 9, 2016;5:00 PM;22.27;22.27;21.86;22.27;30.54;22.27;29.34;21.86;22.45;19.3;23.3;23.3
Apr 9, 2016;6:00 PM;26.91;22.58;22.58;26.91;31.4;26.91;29.58;22.58;26.53;23.03;26.38;28.09
Apr 9, 2016;7:00 PM;29.62;22.52;22.52;29.62;33.59;29.62;35.31;22.52;28.64;30.1;28.5;38.69
Apr 9, 2016;8:00 PM;31.81;22.36;22.36;31.81;32;31.81;39.04;22.36;28.81;32;28.01;40.3
Apr 9, 2016;9:00 PM;29.56;22.14;22.14;29.56;29.56;29.56;33.64;22.14;27.35;29.56;26.3;33.36
Apr 9, 2016;10:00 PM;27.44;21.74;21.74;27.44;27.44;27.44;29.28;21.74;26.31;22.72;25.08;25.08
Apr 9, 2016;11:00 PM;24;21.25;21.25;24;26.9;24;28.8;21.25;23.61;22.1;22.67;22.67
Apr 10, 2016;12:00 AM;21.13;21.13;20.99;21.29;29.62;21.69;-;20.99;20.43;29.62;18.98;18.98
Apr 10, 2016;1:00 AM;20.03;20.03;20.17;20.15;27.2;20.84;-;20.17;19.02;27.2;17.43;17.98
Apr 10, 2016;2:00 AM;19.25;19.73;19.73;19.43;26.7;20.38;-;19.73;18.43;26.7;17.01;18.01
Apr 10, 2016;3:00 AM;18.96;19.59;19.59;18.96;25.9;18.96;-;19.59;17.89;25.9;16.53;17.2
Apr 10, 2016;4:00 AM;19.02;19.6;19.6;19.02;25.47;19.02;-;19.6;17.56;25.47;17.01;17.84
Apr 10, 2016;5:00 AM;18.88;19.5;19.5;18.88;26.9;18.88;-;19.5;17.61;22.4;17;18.09
Apr 10, 2016;6:00 AM;19.15;19.55;19.55;19.15;28.92;19.15;27.55;19.55;17.04;21.25;16.99;17.06
Apr 10, 2016;7:00 AM;19.19;19.66;19.66;19.19;28.9;19.19;30.53;19.66;17.96;22.41;17;20.02
Apr 10, 2016;8:00 AM;20.22;20.22;20.22;20.22;29.9;20.22;30.95;20.22;19.07;22.5;19;22.39
Apr 10, 2016;9:00 AM;20.97;20.97;20.97;20.97;31.15;20.97;33.87;20.97;19.64;22.5;21.35;26.84
Apr 10, 2016;10:00 AM;21;21.05;21.05;20.49;29.9;21.75;34.45;21.05;19.08;23.8;23.5;27.06
Apr 10, 2016;11:00 AM;20.59;21.06;21.06;19.79;29.02;21.75;35.21;21.06;19.1;22.5;23.99;23.99
Apr 10, 2016;12:00 PM;19.29;20.28;20.28;19.29;25.27;19.94;35.21;20.28;18.22;22.5;21.35;22.39
Apr 10, 2016;1:00 PM;16.89;20.12;20.12;14.82;20.04;19.94;34.52;20.12;16;20.04;18.25;20.15
Apr 10, 2016;2:00 PM;14.25;20.03;20.03;10.78;20.13;19.39;31.98;20.03;12.86;20.13;16;19.61
Apr 10, 2016;3:00 PM;13.61;20.07;20.07;8.84;24.36;20.61;31.24;20.07;12.15;22.4;17;18.81
Apr 10, 2016;4:00 PM;12.06;20.45;20.45;4.91;25.49;22.44;30.92;20.45;12.03;22.41;17;20.15
Apr 10, 2016;5:00 PM;16.67;20.79;20.79;6.19;26.9;32.13;30.96;20.79;14.82;16.38;17;20.94
Apr 10, 2016;6:00 PM;20.78;20.78;21.29;15.93;29.71;27.84;31.94;21.29;19.44;20.25;19.95;29.41
Apr 10, 2016;7:00 PM;22.47;22.44;21.93;21.97;32.05;23.2;35.26;21.93;23.48;32.05;23.35;43.44
Apr 10, 2016;8:00 PM;24.55;21.96;21.96;20.99;35.62;34.94;39.28;21.96;25.06;35.62;25.2;45.23
Apr 10, 2016;9:00 PM;23;21.89;21.89;23;33;23;35.22;21.89;23.94;30;24.01;33.36
Apr 10, 2016;10:00 PM;21.84;21.84;21.32;21.84;31.19;21.84;30.9;21.32;22.65;31.19;23.3;23.55
Apr 10, 2016;11:00 PM;19.57;19.57;20.09;19.57;29.81;19.57;29.03;20.09;20.15;27.97;20.22;20.22
Apr 11, 2016;12:00 AM;16.35;20.02;20.02;16.84;27.2;19.38;-;20.02;19.06;14.25;19;19.11
Apr 11, 2016;1:00 AM;13.7;19.4;19.4;13.7;26.42;13.7;-;19.4;18.05;13.1;17.75;17.75
Apr 11, 2016;2:00 AM;12.81;19.33;19.33;12.81;24.99;12.81;-;19.33;17.7;12.94;17.32;17.32
Apr 11, 2016;3:00 AM;10.66;19.54;19.54;10.66;24.45;10.66;-;19.54;17.59;12.72;17.1;17.1
Apr 11, 2016;4:00 AM;13.09;20.3;20.3;12.31;25.99;12.92;-;20.3;17.78;12.88;17.88;17.88
Apr 11, 2016;5:00 AM;18.55;18.55;21.23;16.92;23.48;18.18;30.32;21.23;20.12;17.53;20.03;20.03
Apr 11, 2016;6:00 AM;25.49;24.99;22.31;25.49;29.15;25.49;32.85;22.31;27;29.15;29.72;29.91
Apr 11, 2016;7:00 AM;32;24.76;24.76;32;32;32;40.05;24.76;33.55;32;33.83;33.83
Apr 11, 2016;8:00 AM;34.61;28.98;29.88;34.61;34.61;34.61;45.87;29.88;34.39;34.61;33.98;35.81
Apr 11, 2016;9:00 AM;28.98;26.55;28.29;28.98;34.95;28.98;45.5;28.29;31.18;34.95;33.36;33.36
Apr 11, 2016;10:00 AM;25.63;24.04;24.96;25.63;31;25.63;45.49;24.96;29.01;31;29;30.07
Apr 11, 2016;11:00 AM;23.1;22.96;22.96;24.3;29.94;24.71;45.61;22.96;27.29;29.94;28;30.03
Apr 11, 2016;12:00 PM;22.59;22.52;22.52;23.07;23.07;23.26;45.54;22.52;26.51;23.07;27.7;29.93
Apr 11, 2016;1:00 PM;22.51;22.36;22.36;22.62;22.62;22.87;45.6;22.36;24.86;22.62;27;27
Apr 11, 2016;2:00 PM;22.12;22.12;22.12;22.12;23.3;22.12;43.72;22.12;22.72;23.3;25;26.98
