"","P_E_DA","E_DA","P_E_RT","E_RT","P_R_PR","R_PR","P_R_RU","P_R_RD","R_RU","R_RD","P_E_RU","P_E_RD","E_RU","E_RD"
"2795",29.78,63599.25,42.9234504998388,3101,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,43.4125028355388,-5.29666666666667,661.25,-3.75
"2796",26.95,62489.75,37.3832485485209,3617,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,38.8444256756757,-5.2021875,222,-8
"2797",25.65,61219.25,39.5056660412758,2665,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,42.5820536756126,-5.245,428.5,-5.5
"2798",25.29,60176.75,38.3276388888889,720,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,38.2145789473684,-4.36977443609022,95,-33.25
"2799",25.23,59528.5,1.18022289766971,-987,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,37.6722807017544,-3.7907635009311,28.5,-268.5
"2800",24.73,58808,31.9630275229358,872,13.4547023809524,583,3.52766666666667,0.00383333333333333,1973,1904,37.1216504854369,-4.41353293413174,25.75,-41.75
"2801",25.29,58368.75,29.9425225225225,1221,13.4547023809524,583,1.95981481481481,0.00212962962962963,1973,1904,37.9319746835443,-4.93313725490196,98.75,-12.75
"2802",28.92,58171,30.5,1721,13.4547023809524,583,1.95981481481481,0.00212962962962963,1973,1904,37.8204180064309,-5.17026315789474,77.75,-9.5
"2803",31.11,57734.25,-8.85031746031747,-126,13.4547023809524,583,1.95981481481481,0.00212962962962963,1973,1904,37.8009547738693,-4.797625,49.75,-20
"2804",31.61,56376.75,1.62117917304747,-653,13.4547023809524,583,4.89564814814815,0.186944444444444,1973,1904,36.1216,2.55885057471264,6.25,-108.75
