"","P_E_DA","E_DA","P_E_RT","E_RT","P_R_PR","R_PR","P_R_RU","P_R_RD","R_RU","R_RD","P_E_RU","P_E_RD","E_RU","E_RD"
"3966",27.4,53098,51.3395497523638,2221,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.2197872340425,9.50077669902913,164.5,-25.75
"3967",35.29,59085.5,58.2855086372361,2084,18.79,583,4.48296296296296,1.48259259259259,1973,1904,44.3220730270907,10.0016326530612,424.5,-24.5
"3968",38.39,62130.25,74.0409135802469,405,18.79,583,2.37037037037037,0.264444444444444,1973,1904,38.3154814814815,-2.43072022160665,135,-90.25
"3969",38.44,63006.25,-3.3769512195122,-1640,18.79,583,4.26666666666667,0.476,1973,1904,35.1171428571429,-1.01699544764795,3.5,-329.5
"3970",37.25,64581.5,111.889532967033,364,18.79,583,4.26666666666667,0.476,1973,1904,39.183707250342,-2.3975505050505,182.75,-99
"3971",35.83,65681.5,50.5276499508358,1017,18.79,583,4.26666666666667,0.476,1973,1904,38.961388400703,-2.43396624472574,142.25,-59.25
"3972",32,65154.5,59.0578778135048,933,18.79,583,4.26666666666667,0.476,1973,1904,38.1009230769231,-2.40447513812155,130,-90.5
"3973",29.37,64348.25,-64.9293811074918,-307,18.79,583,4.26666666666667,0.476,1973,1904,38.6711581920904,-2.30265734265734,88.5,-178.75
"3974",27.55,63169.5,-38.2267741935484,-248,18.79,583,4.26666666666667,0.476,1973,1904,36.7916666666667,-2.3540350877193,51,-114
"3975",27.38,62193,169.283599033816,414,18.79,583,4.26666666666667,0.476,1973,1904,35.6505882352941,-2.35559701492537,21.25,-100.5
"3976",28.64,61173.75,-427.545492957747,-71,18.79,583,4.26666666666667,0.476,1973,1904,36.5882075471698,-2.37016166281755,53,-108.25
"3977",32.51,60510.5,49.3905788423154,1002,18.79,583,2.37037037037037,0.264444444444444,1973,1904,39.8949562363238,-2.53,228.5,-16.5
"3978",35.08,60023.25,47.9833333333333,3600,18.79,583,2.37037037037037,0.264444444444444,1973,1904,42.618148371532,-2.54644444444444,414.5,-11.25
"3979",37.5,59292,38.8298471440064,1243,18.79,583,2.37037037037037,0.264444444444444,1973,1904,38.1908294209703,-2.54,159.75,-11.75
"3980",36,56957,38.4727715030408,1151,18.79,583,4.48296296296296,1.48259259259259,1973,1904,39.7345165945166,7.25606060606061,173.25,-8.25
"3981",32.01,54475.5,36.7029173693086,1186,18.79,583,4.48296296296296,1.48259259259259,1973,1904,39.4329044834308,7.88058823529412,128.25,-17
"3982",30.1,51986,39.8474732620321,2244,18.79,583,4.48296296296296,1.48259259259259,1973,1904,42.2763994060876,10.2655844155844,336.75,-19.25
"3983",26.59,47302.25,38.8896373526745,1103,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.7986842105263,11.0366176470588,57,-34
"3984",26.19,44196.5,-69.6474760383387,-313,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.9076785714286,17.7507107438017,28,-151.25
"3985",25.34,42405,44.0160240963855,415,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.3850847457627,10.0385496183206,44.25,-32.75
"3986",24.32,41542.5,254.678571428571,49,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.3304347826087,12.6209401709402,23,-58.5
"3987",23.73,41761.25,53.5322692307692,260,18.79,583,4.48296296296296,1.48259259259259,1973,1904,39.2081818181818,9.02521739130435,88,-17.25
"3988",23.52,42820.75,41.162032967033,364,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.5127802690583,6.93434782608696,111.5,-5.75
"3989",25.31,45722,3.19792439372325,-1402,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.1397619047619,13.5372222222222,21,-81
"3990",28.37,53244.5,99.2380232558139,172,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.3727131782946,13.7873312883436,32.25,-81.5
"3991",35.91,59314.5,58.0040451388889,576,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.9099710982659,12.4385869565217,173,-46
"3992",38.79,62494.75,48.3368746158574,3254,18.79,583,2.37037037037037,0.264444444444444,1973,1904,42.7987465181059,-2.59444444444444,538.5,-4.5
"3993",36.2,63183.75,40.2594019138756,2508,18.79,583,4.26666666666667,0.476,1973,1904,41.1060352155434,-2.6,411.75,-3
"3994",35.91,64555,38.45910906298,1953,18.79,583,4.26666666666667,0.476,1973,1904,39.4669469469469,-2.56433333333333,249.75,-7.5
"3995",35.51,65787.5,61.606396965866,3955,18.79,583,4.26666666666667,0.476,1973,1904,57.9645192618971,-2.56424242424242,772.25,-8.25
"3996",30.21,64977.75,53.1829441324268,3383,18.79,583,4.26666666666667,0.476,1973,1904,38.9194684796044,-2.54636363636364,202.25,-11
"3997",28.29,64599.25,50.5555752212389,791,18.79,583,4.26666666666667,0.476,1973,1904,37.7657458563536,-2.33934911242604,90.5,-84.5
"3998",27.99,63161.25,-3.00673716012085,-662,18.79,583,4.26666666666667,0.476,1973,1904,36.6039310344828,-1.5439010989011,36.25,-182
"3999",27.73,62618.5,8.50666997026759,-2018,18.79,583,4.26666666666667,0.476,1973,1904,35.1855555555556,-1.38602564102564,4.5,-292.5
"4000",29.12,61379.75,-131.225230769231,-65,18.79,583,4.26666666666667,0.476,1973,1904,37.3086181818182,-2.39391930835735,68.75,-86.75
"4001",31,60894.75,64.1466958424508,457,18.79,583,2.37037037037037,0.264444444444444,1973,1904,39.2777375,-2.52671428571429,200,-17.5
"4002",34.53,60380.25,63.8260982142857,2240,18.79,583,2.37037037037037,0.264444444444444,1973,1904,51.2895150339476,-2.53415094339623,515.5,-13.25
"4003",36.91,59316.75,60.2125931490385,3328,18.79,583,2.37037037037037,0.264444444444444,1973,1904,50.3014252696456,-2.53716981132075,649,-13.25
"4004",35.49,56864.25,41.78401179941,2034,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.4424096385542,7.23966666666667,186.75,-7.5
"4005",33.25,54479,40.6932417582418,3094,18.79,583,4.48296296296296,1.48259259259259,1973,1904,43.8249520069808,6.79631578947368,573,-4.75
"4006",33.02,52022.5,39.12404400978,2045,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.5347137637028,8.20021276595745,205.25,-11.75
"4007",27.33,47269,106.247124183007,306,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.8571875,17.4799431818182,80,-88
"4008",26.46,44404.5,37.8827304147465,868,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.4777215189873,8.65670731707317,138.25,-20.5
"4009",25.64,42526.5,36.5522359396433,729,18.79,583,4.48296296296296,1.48259259259259,1973,1904,39.6367441860465,10.34,107.5,-31.25
"4010",24.6,41549.5,-6.63197080291971,-411,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.2571171171171,11.8963800904977,27.75,-55.25
"4011",23.61,41820.25,-101.312869565217,-115,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.5002575107296,13.7248797250859,58.25,-72.75
"4012",23.99,42706.5,30.8478698224852,676,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.0829545454545,8.53363636363636,33,-22
"4013",24.95,45610,43.0115384615385,494,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.9158653846154,12.4423636363636,26,-55
"4014",29.84,53304,-383.538947368421,-57,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.6521978021978,14.9628934010152,68.25,-98.5
"4015",37.82,59462,41.0214738292011,2904,18.79,583,4.48296296296296,1.48259259259259,1973,1904,42.9143313763862,6.98318181818182,383.25,-5.5
"4016",39.74,62321.75,59.3971467391304,1104,18.79,583,2.37037037037037,0.264444444444444,1973,1904,39.7123984272608,-2.38339366515837,190.75,-55.25
"4017",35.43,62890.25,48.8782205163992,2866,18.79,583,4.26666666666667,0.476,1973,1904,45.9676966518758,-2.57875,619.75,-6
"4018",34.88,64146.25,55.6598954248366,2295,18.79,583,4.26666666666667,0.476,1973,1904,41.3794988066826,-2.5725,419,-7
"4019",33.76,65387.25,89.0202460202605,691,18.79,583,4.26666666666667,0.476,1973,1904,41.5631416837782,-2.31797872340426,243.5,-70.5
"4020",29.71,64668.5,47.1398525730181,3595,18.79,583,4.26666666666667,0.476,1973,1904,45.9292197906755,-2.5824,525.5,-6.25
"4021",26.98,64044.75,61.9489897610922,5860,18.79,583,4.26666666666667,0.476,1973,1904,57.9012605042017,-2.56766666666667,862.75,-7.5
"4022",27.44,62870,52.5476013513514,3552,18.79,583,4.26666666666667,0.476,1973,1904,40.3851448040886,-2.55617647058824,293.5,-8.5
"4023",28.47,62056.75,40.0969855254877,1589,18.79,583,4.26666666666667,0.476,1973,1904,39.6069709127382,-2.56205882352941,249.25,-8.5
"4024",31.75,61010.5,49.6661866666667,1500,18.79,583,4.26666666666667,0.476,1973,1904,41.1743497109827,-2.52569620253165,346,-19.75
"4025",33.03,60516.75,51.2303382581648,2572,18.79,583,2.37037037037037,0.264444444444444,1973,1904,44.3847188264059,-2.56151515151515,613.5,-8.25
"4026",34.71,59933,46.8961553211889,1043,18.79,583,2.37037037037037,0.264444444444444,1973,1904,40.6859978880676,-2.53685185185185,236.75,-13.5
"4027",35.2,59260.25,54.7152783894306,3179,18.79,583,2.37037037037037,0.264444444444444,1973,1904,48.1539337800552,-2.56125,634.25,-8
"4028",35.28,56932.75,41.4762467191601,1905,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.3727073552426,12.874094488189,159.75,-31.75
"4029",33.02,54381.75,5.75678421052632,-1900,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.7160526315789,14.4044174757282,9.5,-103
"4030",31.05,52015,40.7273746867168,1596,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.8988912354805,7.42108108108108,236.75,-9.25
"4031",26.62,47403.25,42.3931954092419,3311,18.79,583,4.48296296296296,1.48259259259259,1973,1904,44.0452345132743,7.25416666666667,565,-6
"4032",25.9,44331.75,38.6151628106255,2334,18.79,583,4.48296296296296,1.48259259259259,1973,1904,43.0404146838885,7.18208333333333,367.75,-6
"4033",23.73,42235,41.6156319115324,1266,18.79,583,4.48296296296296,1.48259259259259,1973,1904,41.538813108946,10.2348148148148,282.25,-20.25
"4034",22.16,41266.25,47.2572597864769,281,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.4847549019608,11.2272352941176,51,-42.5
"4035",21.37,41503.5,40.1596069469835,1094,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.5739959016393,6.73333333333333,244,-4.5
"4036",21.72,42549,38.5830096153846,1040,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.1361951754386,6.92818181818182,228,-5.5
"4037",22.45,45277.5,30.0012209302326,688,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.6390909090909,12.1036046511628,41.25,-43
"4038",27.85,52615.5,38.1372152509652,2072,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.7925296442688,8.35479166666667,253,-12
"4039",35.3,59090,44.7975254620898,2651,18.79,583,4.48296296296296,1.48259259259259,1973,1904,44.7208575803982,7.34638888888889,326.5,-9
"4040",39.7,62254,64.158392219843,5604,18.79,583,2.37037037037037,0.264444444444444,1973,1904,42.8114748358862,-2.54244444444444,571.25,-11.25
"4041",37.5,62881.25,67.6729186376538,4228,18.79,583,4.26666666666667,0.476,1973,1904,39.7648293515358,-2.52676470588235,293,-17
"4042",34.94,64105.25,50.9199159663866,1428,18.79,583,4.26666666666667,0.476,1973,1904,37.7635316698656,-2.54613636363636,130.25,-11
"4043",33.25,65020.25,44.5212385321101,1744,18.79,583,4.26666666666667,0.476,1973,1904,37.9275438596491,-2.48564516129032,142.5,-31
"4044",28.81,64516.5,40.8361363636364,704,18.79,583,4.26666666666667,0.476,1973,1904,35.5894520547945,-2.45938848920863,18.25,-69.5
"4045",24.97,63085.25,-57.3363114754098,-244,18.79,583,4.26666666666667,0.476,1973,1904,37.5921942446043,-1.70122781065089,69.5,-169
"4046",23.92,61617.75,8.05548899755501,-818,18.79,583,4.26666666666667,0.476,1973,1904,35.1977142857143,-2.3594776119403,8.75,-134
"4047",23.01,60724.75,37.4141441441441,444,18.79,583,4.26666666666667,0.476,1973,1904,36.6110714285714,-2.39949275362319,42,-69
"4048",23.06,59637,36.7852378854625,2270,18.79,583,4.26666666666667,0.476,1973,1904,38.9240161290323,-2.52882352941176,155,-17
"4049",26.55,59158.75,13.2041100702576,-854,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.5240350877193,-2.37650655021834,14.25,-114.5
"4050",30.72,58562,-0.0266004962779155,-1612,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.435,0.070512048192771,8.5,-332
"4051",32.15,57505.25,15.452625,-720,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.722380952381,-2.5207619047619,26.25,-26.25
"4052",30.59,55134.75,7.73399715504979,-703,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.822,9.0578947368421,16.25,-23.75
"4053",28.16,52780.5,8.2416620498615,-722,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.5793333333333,12.1691584158416,11.25,-50.5
"4054",29.08,50895.5,66.4361632653061,245,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.0069642857143,13.8161263736264,14,-91
"4055",26.07,46565.25,-31.5988701517707,-593,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.635,16.5206412005457,12,-183.25
"4056",23.06,43037.5,-7.81026315789474,-380,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.6516216216216,12.060395256917,9.25,-63.25
"4057",22.45,40848.75,-19.9247848101266,-395,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.705703125,13.49,32,-77.5
"4058",21.02,39628,-30.9819907407407,-216,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.7211111111111,14.3767777777778,9,-90
"4059",20.09,39426.75,0.0959138187221396,-673,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.6168235294118,12.5087053571429,21.25,-56
"4060",20.06,39478.25,-9.69778584392015,-1653,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.2816666666667,20.5638461538462,3,-211.25
"4061",18.75,39530.5,36.2981343283582,536,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.7576,12.3726271186441,12.5,-59
"4062",20.73,41231.75,34.7770977011494,2784,18.79,583,4.48296296296296,1.48259259259259,1973,1904,42.0388813303099,7.15310344827586,330.75,-7.25
"4063",22.75,44841.75,60.032375,320,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.9442771084337,10.8010273972603,41.5,-36.5
"4064",24.47,48799.75,-4.65121212121212,-330,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.7582142857143,-2.51770642201835,21,-27.25
"4065",23,51726,30.6644974554707,1572,18.79,583,2.37037037037037,0.264444444444444,1973,1904,38.1912328767123,-2.5776,164.25,-6.25
"4066",21.64,53519.25,36.8011131898971,2138,18.79,583,2.37037037037037,0.264444444444444,1973,1904,41.0429308093995,-2.58857142857143,383,-5.25
"4067",21.08,54766,30.6985622882951,2657,18.79,583,2.37037037037037,0.264444444444444,1973,1904,37.6798028169014,-2.5485,88.75,-10
"4068",16.04,53995.25,-79.3674169741697,-271,18.79,583,2.37037037037037,0.264444444444444,1973,1904,36.1549350649351,-1.88476979742173,19.25,-135.75
"4069",12.85,52190.5,56.1586083743842,812,18.79,583,2.37037037037037,0.264444444444444,1973,1904,36.8308108108108,-2.30028806584362,55.5,-121.5
"4070",15.93,50509,36.153722029625,3173,18.79,583,2.37037037037037,0.264444444444444,1973,1904,40.9157157157157,-2.55351351351351,249.75,-9.25
"4071",18.67,49635.75,133.152278481013,79,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.198125,-2.45392523364486,8,-53.5
"4072",21.49,49352.5,32.0363995215311,836,18.79,583,2.37037037037037,0.264444444444444,1973,1904,37.1929078014184,-2.52608695652174,70.5,-17.25
"4073",23.38,49801.5,-25.245701754386,-342,18.79,583,2.37037037037037,0.264444444444444,1973,1904,36.5217816091954,-2.3929756097561,43.5,-102.5
"4074",26.53,50017.75,39.6536315086782,749,18.79,583,2.37037037037037,0.264444444444444,1973,1904,38.2131457800512,-2.47186046511628,97.75,-32.25
"4075",27.28,49529.25,40.9110599078341,1953,18.79,583,2.37037037037037,0.264444444444444,1973,1904,41.9540079365079,-2.59227272727273,441,-5.5
"4076",26.83,47783,35.3742407313357,1969,18.79,583,4.48296296296296,1.48259259259259,1973,1904,41.0978745318352,7.42342105263158,267,-9.5
"4077",26.97,46213.5,35.9617948717949,1638,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.7803608247423,7.0412,242.5,-6.25
"4078",28,45731.25,29.7145318646735,1271,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.5374,10.6462280701754,12.5,-28.5
"4079",24.48,42123.25,-36.711124600639,-1565,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.2,31.1690819672131,2.5,-381.25
"4080",20.64,38702.75,274.831294117647,85,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.1518348623853,18.9859002169197,27.25,-115.25
"4081",15.16,36672.25,32.7015889628925,1051,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.8981900452489,11.2821176470588,55.25,-42.5
"4082",13.04,35549,32.6682643957826,1233,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.983664921466,10.2465454545455,95.5,-27.5
"4083",10.88,35181,-18.1729726205997,-767,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.2,17.3685693848355,2.75,-174.75
"4084",15.04,35231.25,-24.027447257384,-474,18.79,583,4.48296296296296,1.48259259259259,1973,1904,35.2,15.6862042682927,2.5,-164
"4085",13.1,34928.25,89.8580172413793,232,18.79,583,4.48296296296296,1.48259259259259,1973,1904,36.9321951219512,18.129465648855,30.75,-98.25
"4086",10.16,35574,-59.9563836477987,-318,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.61375,18.0669742813918,32,-165.25
"4087",10.13,38202.75,34.0129153605016,638,18.79,583,4.48296296296296,1.48259259259259,1973,1904,37.0244554455446,12.9241509433962,25.25,-53
"4088",14.29,41940.25,-0.396032818532819,-1036,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.3459090909091,-2.38803418803419,11,-87.75
"4089",16.98,45001.25,0.957224199288256,-843,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.4319607843137,-2.46338383838384,12.75,-49.5
"4090",17.55,47524,29.7194453004623,1947,18.79,583,2.37037037037037,0.264444444444444,1973,1904,38.1682877959927,-2.56090909090909,137.25,-8.25
"4091",19.08,49895,34.3981958170535,4351,18.79,583,2.37037037037037,0.264444444444444,1973,1904,43.2053797774552,-2.56125,516.75,-8
"4092",17.12,49756.75,57.8987929956223,3198,18.79,583,2.37037037037037,0.264444444444444,1973,1904,39.8770050761421,-2.50466019417476,98.5,-51.5
"4093",11.63,48089.25,-23.4438507718696,-1166,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.1163636363636,-1.29479041916168,2.75,-292.25
"4094",9.04,46727,-24.9003155127082,-1141,18.79,583,2.37037037037037,0.264444444444444,1973,1904,36.1014634146341,0.640746268656716,20.5,-251.25
"4095",8.9,45968,-9.55111675126903,-788,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.7734210526316,-1.63777041942605,19,-113.25
"4096",11.79,45644.5,46.0314285714286,448,18.79,583,2.37037037037037,0.264444444444444,1973,1904,36.8751713395639,-2.5168,80.25,-31.25
"4097",19.04,46569.5,37.5584641638225,1465,18.79,583,2.37037037037037,0.264444444444444,1973,1904,39.3184860557769,-2.57259259259259,251,-6.75
"4098",22.97,47678.75,1422.24538461538,13,18.79,583,2.37037037037037,0.264444444444444,1973,1904,37.8423463687151,-2.42055118110236,89.5,-63.5
"4099",26.95,47752.5,32.1845226130653,995,18.79,583,2.37037037037037,0.264444444444444,1973,1904,35.5872580645161,-2.46548223350254,15.5,-49.25
"4100",27.8,46861.5,35.3303994673768,751,18.79,583,4.48296296296296,1.48259259259259,1973,1904,39.5266021505376,9.86843373493976,116.25,-20.75
"4101",29.88,46008.5,63.5211698113208,265,18.79,583,4.48296296296296,1.48259259259259,1973,1904,40.06,7.97962264150943,116.5,-13.25
"4102",29.26,46093.75,33.4153679318358,1291,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.2603892215569,7.55,83.5,-11.25
"4103",27.14,42547.75,721.938888888889,18,18.79,583,4.48296296296296,1.48259259259259,1973,1904,38.2026936026936,11.8726842105263,74.25,-47.5
"4104",24.92,39509.5,39.1091649269311,479,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,39.1102639296188,10.975393258427,85.25,-44.5
"4105",21.6,37923.75,-119.17,-192,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.7969918699187,21.7619937205651,30.75,-159.25
"4106",20.4,37283.5,-16.1114946070878,-1298,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.3185393258427,27.63088638195,22.25,-310.25
"4107",17.45,37539.5,-11.1678024042074,-2662,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,35.2,31.5558103813559,2,-472
"4108",17.05,39175.25,1.27633202099738,-1524,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,35.2530434782609,16.621013024602,5.75,-172.75
"4109",19.99,42948.25,-2.64116279069767,-258,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.7126470588235,8.21552631578947,34,-19
"4110",28.97,51619,2.39498412698413,-315,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.9807569721115,11.3905988023952,62.75,-41.75
"4111",34.42,58188.5,138.213181818182,44,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.1484210526316,11.6962085308057,33.25,-52.75
"4112",34.94,61630.75,1.54214592274678,-233,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,36.2359813084112,-2.51901785714286,26.75,-28
"4113",29.44,62513.75,-3.10219491159983,-2319,17.8427380952381,583,5.529,0.584333333333333,1973,1904,35.1611111111111,1.22513468938977,4.5,-454.75
"4114",26.84,63812.5,52.6466807610994,473,17.8427380952381,583,5.529,0.584333333333333,1973,1904,35.3705128205128,-2.36458620689655,9.75,-72.5
"4115",26.95,65324,35.0226017811705,1572,17.8427380952381,583,5.529,0.584333333333333,1973,1904,36.3753409090909,-2.49218181818182,44,-27.5
"4116",25.51,63901.75,70.0551351351351,148,17.8427380952381,583,5.529,0.584333333333333,1973,1904,35.1526923076923,-2.42556634304207,6.5,-77.25
"4117",25.24,63894.5,2.61514986376022,-734,17.8427380952381,583,5.529,0.584333333333333,1973,1904,35.18,-2.16893890675241,6,-155.5
"4118",25.44,62582,-21.2547692307692,-130,17.8427380952381,583,5.529,0.584333333333333,1973,1904,37.6565145228216,-2.53921568627451,60.25,-12.75
"4119",25.49,61820.25,38.9718513853904,794,17.8427380952381,583,5.529,0.584333333333333,1973,1904,38.7790276110444,-2.55611111111111,208.25,-9
"4120",25.19,59550.25,42.7078832116788,274,17.8427380952381,583,5.529,0.584333333333333,1973,1904,37.5594416243655,-2.54951219512195,98.5,-10.25
"4121",27.74,59400.5,33.8074055158325,979,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,38.7143619047619,-2.54704545454545,131.25,-11
"4122",32.97,58998.25,33.5908355525965,3004,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,40.9306031746032,-2.56483870967742,315,-7.75
"4123",34.96,57855.25,35.486605359958,1903,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,40.313705118411,-2.57172413793103,327.25,-7.25
"4124",33.57,55804,10.058948787062,-742,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.3080821917808,10.690243902439,36.5,-41
"4125",31.76,53693,-93.3563953488372,-86,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.9392537313433,10.6952760736196,33.5,-40.75
"4126",30.74,50538.75,42.3344642857143,784,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,38.3821037463977,11.5162790697674,86.75,-53.75
"4127",25.38,46585.25,39.5155968169761,377,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.65125,11.0593529411765,36,-42.5
"4128",24.23,43920.25,50.350996978852,331,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,35.9822522522523,8.65449799196787,27.75,-62.25
"4129",23.37,42197.5,34.662984496124,1548,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.6809686609687,5.3275,263.25,-9
"4130",22.34,41316,33.346512605042,1190,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.6341129032258,5.35918918918919,124,-9.25
"4131",21.23,41457.75,31.8475406504065,984,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.4943316831683,6.18719298245614,101,-14.25
"4132",21.89,42680.5,43.3732012195122,328,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.0951807228916,8.10503401360544,41.5,-36.75
"4133",23.93,45596,32.5458602846054,773,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.2674347826087,7.26840425531915,57.5,-23.5
"4134",29.54,53086.75,35.2731578947368,2071,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.8344498777506,6.23775510204082,306.75,-12.25
"4135",38.73,59242,41.1601566757493,1468,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.2619406392694,8.13875,219,-34
"4136",40.78,62442.75,38.8657073407876,2057,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,36.9519292035398,-5.1944,141.25,-12.5
"4137",42.59,63323,50.7775,348,17.8427380952381,583,5.529,0.584333333333333,1973,1904,37.0970886075949,-5.27208333333333,118.5,-12
"4138",41.79,64575.75,38.5015412004069,1966,17.8427380952381,583,5.529,0.584333333333333,1973,1904,37.6811712707182,-5.35244444444445,226.25,-11.25
"4139",43.73,65739.25,48.1735226620769,5229,17.8427380952381,583,5.529,0.584333333333333,1973,1904,41.1514443797321,-5.830625,858.5,-8
"4140",39.59,65175.25,37.7491414634146,1025,17.8427380952381,583,5.529,0.584333333333333,1973,1904,36.8002114164905,-5.18065217391304,118.25,-11.5
"4141",37.64,64390.5,-7.6149900990099,-505,17.8427380952381,583,5.529,0.584333333333333,1973,1904,35.4898245614035,0.97854054054054,14.25,-138.75
"4142",35.84,63001.25,50.0162689393939,528,17.8427380952381,583,5.529,0.584333333333333,1973,1904,37.4144221105528,-1.62176470588235,149.25,-46.75
"4143",34.16,62440.25,47.8695220588235,272,17.8427380952381,583,5.529,0.584333333333333,1973,1904,36.5334730538922,-4.08362637362637,83.5,-22.75
"4144",32.45,61146,38.7288598130841,535,17.8427380952381,583,5.529,0.584333333333333,1973,1904,36.6511904761905,-4.8415,105,-15
"4145",33.05,60660.75,36.8020327980868,2927,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,38.9879832810867,-5.75088235294118,478.5,-8.5
"4146",34.94,60165,44.3670208139174,3219,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,40.3394577006508,-5.38977272727273,345.75,-11
"4147",35.91,59194.75,75.8339405829596,1784,17.8427380952381,583,3.07166666666667,0.32462962962963,1973,1904,39.4625470514429,0.86652557319224,199.25,-141.75
"4148",37.44,56806.75,53.9051257861635,636,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.6132,8.70480620155039,75,-64.5
"4149",34.98,54286.5,48.2053493975904,415,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,36.898122923588,6.46602941176471,150.5,-17
"4150",33.93,51832.25,38.7739611291069,2161,17.8427380952381,583,6.53888888888889,2.08490740740741,1973,1904,37.5165236051502,6.6730985915493,291.25,-17.75
