Date;Time of day;Biomass[MW];Hydropower[MW];Wind offshore[MW];Wind onshore[MW];Photovoltaics[MW];Other renewable[MW];Nuclear[MW];Fossil brown coal[MW];Fossil hard coal[MW];Fossil gas[MW];Hydro pumped storage[MW];Other conventional[MW]
Jan 1, 2016;12:00 AM;6,814;4,438;3,283;41,179;38,840;548;10,952;22,015;28,670;26,694;8,567;8,888
