datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,dasrmcp,total_pjm_rt_load_mwh,total_pjm_cleared_dasr_mwh,total_pjm_dasr_credits,total_pjm_adj_dasr_oblig_mwh
4/29/2017 8:00:00 PM,4/29/2017 4:00:00 PM,4/29/2017 9:00:00 PM,4/29/2017 5:00:00 PM,0.09000,90344.132000,3857.400,347.21,3857.400
4/29/2017 9:00:00 PM,4/29/2017 5:00:00 PM,4/29/2017 10:00:00 PM,4/29/2017 6:00:00 PM,0.24000,90666.243000,3851.400,924.33,3851.400
4/29/2017 10:00:00 PM,4/29/2017 6:00:00 PM,4/29/2017 11:00:00 PM,4/29/2017 7:00:00 PM,0.09000,89947.215000,3845.600,346.13,3845.600
4/29/2017 11:00:00 PM,4/29/2017 7:00:00 PM,4/30/2017 12:00:00 AM,4/29/2017 8:00:00 PM,0.05000,88819.436000,3839.600,192.09,3839.600
4/30/2017 12:00:00 AM,4/29/2017 8:00:00 PM,4/30/2017 1:00:00 AM,4/29/2017 9:00:00 PM,0.24000,89389.503000,3833.200,919.97,3833.200
4/30/2017 1:00:00 AM,4/29/2017 9:00:00 PM,4/30/2017 2:00:00 AM,4/29/2017 10:00:00 PM,0.09000,87232.654000,3760.400,338.46,3760.400
4/30/2017 2:00:00 AM,4/29/2017 10:00:00 PM,4/30/2017 3:00:00 AM,4/29/2017 11:00:00 PM,0.01000,82120.846000,3576.900,35.79,3576.900
4/30/2017 3:00:00 AM,4/29/2017 11:00:00 PM,4/30/2017 4:00:00 AM,4/30/2017 12:00:00 AM,0.01000,76254.842000,3273.500,32.75,3273.500
4/30/2017 4:00:00 AM,4/30/2017 12:00:00 AM,4/30/2017 5:00:00 AM,4/30/2017 1:00:00 AM,0.00000,70998.024000,2437.900,0.00,2437.900
4/30/2017 5:00:00 AM,4/30/2017 1:00:00 AM,4/30/2017 6:00:00 AM,4/30/2017 2:00:00 AM,0.00000,66922.198000,2355.900,0.00,2355.900
4/30/2017 6:00:00 AM,4/30/2017 2:00:00 AM,4/30/2017 7:00:00 AM,4/30/2017 3:00:00 AM,0.00000,64128.699000,2336.100,0.00,2336.100
4/30/2017 7:00:00 AM,4/30/2017 3:00:00 AM,4/30/2017 8:00:00 AM,4/30/2017 4:00:00 AM,0.00000,62413.040000,2795.100,0.00,2795.100
4/30/2017 8:00:00 AM,4/30/2017 4:00:00 AM,4/30/2017 9:00:00 AM,4/30/2017 5:00:00 AM,0.00000,61639.564000,2839.500,0.00,2839.500
4/30/2017 9:00:00 AM,4/30/2017 5:00:00 AM,4/30/2017 10:00:00 AM,4/30/2017 6:00:00 AM,0.00000,61889.003000,2846.000,0.00,2846.000
4/30/2017 10:00:00 AM,4/30/2017 6:00:00 AM,4/30/2017 11:00:00 AM,4/30/2017 7:00:00 AM,0.00000,62508.318000,2799.700,0.00,2799.700
4/30/2017 11:00:00 AM,4/30/2017 7:00:00 AM,4/30/2017 12:00:00 PM,4/30/2017 8:00:00 AM,0.00000,64458.803000,2342.000,0.00,2342.000
4/30/2017 12:00:00 PM,4/30/2017 8:00:00 AM,4/30/2017 1:00:00 PM,4/30/2017 9:00:00 AM,0.00000,68829.114000,2365.400,0.00,2365.400
4/30/2017 1:00:00 PM,4/30/2017 9:00:00 AM,4/30/2017 2:00:00 PM,4/30/2017 10:00:00 AM,0.00000,72901.961000,2816.000,0.00,2816.000
4/30/2017 2:00:00 PM,4/30/2017 10:00:00 AM,4/30/2017 3:00:00 PM,4/30/2017 11:00:00 AM,0.01000,76096.336000,2709.800,27.11,2709.800
4/30/2017 3:00:00 PM,4/30/2017 11:00:00 AM,4/30/2017 4:00:00 PM,4/30/2017 12:00:00 PM,0.01000,78988.181000,2961.901,29.64,2961.901
4/30/2017 4:00:00 PM,4/30/2017 12:00:00 PM,4/30/2017 5:00:00 PM,4/30/2017 1:00:00 PM,0.01000,81161.809000,3451.000,34.55,3451.000
4/30/2017 5:00:00 PM,4/30/2017 1:00:00 PM,4/30/2017 6:00:00 PM,4/30/2017 2:00:00 PM,0.01000,82298.344000,3473.300,34.74,3473.300
4/30/2017 6:00:00 PM,4/30/2017 2:00:00 PM,4/30/2017 7:00:00 PM,4/30/2017 3:00:00 PM,0.01000,83550.467000,3615.400,36.17,3615.400
4/30/2017 7:00:00 PM,4/30/2017 3:00:00 PM,4/30/2017 8:00:00 PM,4/30/2017 4:00:00 PM,0.01000,84653.578000,3612.700,36.14,3612.700
4/30/2017 8:00:00 PM,4/30/2017 4:00:00 PM,4/30/2017 9:00:00 PM,4/30/2017 5:00:00 PM,0.01000,86338.011000,3611.100,36.13,3611.100
4/30/2017 9:00:00 PM,4/30/2017 5:00:00 PM,4/30/2017 10:00:00 PM,4/30/2017 6:00:00 PM,0.05000,87438.527000,3575.300,178.85,3575.300
4/30/2017 10:00:00 PM,4/30/2017 6:00:00 PM,4/30/2017 11:00:00 PM,4/30/2017 7:00:00 PM,0.01000,87208.639000,3595.000,35.96,3595.000
4/30/2017 11:00:00 PM,4/30/2017 7:00:00 PM,5/1/2017 12:00:00 AM,4/30/2017 8:00:00 PM,0.01000,86669.782000,3596.400,35.95,3596.400
5/1/2017 12:00:00 AM,4/30/2017 8:00:00 PM,5/1/2017 1:00:00 AM,4/30/2017 9:00:00 PM,0.01000,88048.280000,3625.700,36.29,3625.700
5/1/2017 1:00:00 AM,4/30/2017 9:00:00 PM,5/1/2017 2:00:00 AM,4/30/2017 10:00:00 PM,0.01000,85546.863000,3117.600,31.20,3117.600
5/1/2017 2:00:00 AM,4/30/2017 10:00:00 PM,5/1/2017 3:00:00 AM,4/30/2017 11:00:00 PM,0.00000,79528.454000,2845.300,0.00,2845.300
5/1/2017 3:00:00 AM,4/30/2017 11:00:00 PM,5/1/2017 4:00:00 AM,5/1/2017 12:00:00 AM,0.00000,73236.315000,2295.700,0.00,2295.700
5/1/2017 4:00:00 AM,5/1/2017 12:00:00 AM,5/1/2017 5:00:00 AM,5/1/2017 1:00:00 AM,0.00000,68734.046000,2742.900,0.00,2742.900
5/1/2017 5:00:00 AM,5/1/2017 1:00:00 AM,5/1/2017 6:00:00 AM,5/1/2017 2:00:00 AM,0.00000,65801.730000,2701.000,0.00,2701.000
5/1/2017 6:00:00 AM,5/1/2017 2:00:00 AM,5/1/2017 7:00:00 AM,5/1/2017 3:00:00 AM,0.00000,63995.752000,2778.000,0.00,2778.000
5/1/2017 7:00:00 AM,5/1/2017 3:00:00 AM,5/1/2017 8:00:00 AM,5/1/2017 4:00:00 AM,0.00000,63517.358000,2778.300,0.00,2778.300
5/1/2017 8:00:00 AM,5/1/2017 4:00:00 AM,5/1/2017 9:00:00 AM,5/1/2017 5:00:00 AM,0.00000,64538.009000,2800.200,0.00,2800.200
5/1/2017 9:00:00 AM,5/1/2017 5:00:00 AM,5/1/2017 10:00:00 AM,5/1/2017 6:00:00 AM,0.00000,68650.789000,2368.100,0.00,2368.100
5/1/2017 10:00:00 AM,5/1/2017 6:00:00 AM,5/1/2017 11:00:00 AM,5/1/2017 7:00:00 AM,0.00000,76006.465000,3845.600,0.00,3845.600
5/1/2017 11:00:00 AM,5/1/2017 7:00:00 AM,5/1/2017 12:00:00 PM,5/1/2017 8:00:00 AM,0.01000,81085.532000,4362.300,43.59,4362.300
5/1/2017 12:00:00 PM,5/1/2017 8:00:00 AM,5/1/2017 1:00:00 PM,5/1/2017 9:00:00 AM,0.01000,83652.936000,4461.901,44.60,4461.901
5/1/2017 1:00:00 PM,5/1/2017 9:00:00 AM,5/1/2017 2:00:00 PM,5/1/2017 10:00:00 AM,0.01000,85386.700000,4761.900,47.60,4761.900
5/1/2017 2:00:00 PM,5/1/2017 10:00:00 AM,5/1/2017 3:00:00 PM,5/1/2017 11:00:00 AM,0.05000,86951.605000,4735.700,236.82,4735.700
5/1/2017 3:00:00 PM,5/1/2017 11:00:00 AM,5/1/2017 4:00:00 PM,5/1/2017 12:00:00 PM,0.05000,88187.670000,4762.100,238.19,4762.100
5/1/2017 4:00:00 PM,5/1/2017 12:00:00 PM,5/1/2017 5:00:00 PM,5/1/2017 1:00:00 PM,0.05000,89209.756000,4762.200,238.19,4762.200
5/1/2017 5:00:00 PM,5/1/2017 1:00:00 PM,5/1/2017 6:00:00 PM,5/1/2017 2:00:00 PM,0.05000,90232.569000,4761.800,238.14,4761.800
5/1/2017 6:00:00 PM,5/1/2017 2:00:00 PM,5/1/2017 7:00:00 PM,5/1/2017 3:00:00 PM,0.05000,90560.368000,4762.100,238.17,4762.100
5/1/2017 7:00:00 PM,5/1/2017 3:00:00 PM,5/1/2017 8:00:00 PM,5/1/2017 4:00:00 PM,0.08000,90673.617000,4762.000,380.94,4762.000
5/1/2017 8:00:00 PM,5/1/2017 4:00:00 PM,5/1/2017 9:00:00 PM,5/1/2017 5:00:00 PM,0.05000,90743.901000,4285.100,214.30,4285.100
5/1/2017 9:00:00 PM,5/1/2017 5:00:00 PM,5/1/2017 10:00:00 PM,5/1/2017 6:00:00 PM,0.05000,90966.809000,3810.000,190.57,3810.000
5/1/2017 10:00:00 PM,5/1/2017 6:00:00 PM,5/1/2017 11:00:00 PM,5/1/2017 7:00:00 PM,0.01000,90245.554000,3785.100,37.85,3785.100
5/1/2017 11:00:00 PM,5/1/2017 7:00:00 PM,5/2/2017 12:00:00 AM,5/1/2017 8:00:00 PM,0.01000,89637.852000,3282.100,32.82,3282.100
5/2/2017 12:00:00 AM,5/1/2017 8:00:00 PM,5/2/2017 1:00:00 AM,5/1/2017 9:00:00 PM,0.08000,90575.681000,3317.800,265.42,3317.800
5/2/2017 1:00:00 AM,5/1/2017 9:00:00 PM,5/2/2017 2:00:00 AM,5/1/2017 10:00:00 PM,0.05000,87959.179000,3278.000,163.95,3278.000
5/2/2017 2:00:00 AM,5/1/2017 10:00:00 PM,5/2/2017 3:00:00 AM,5/1/2017 11:00:00 PM,0.00000,81549.347000,2548.100,0.00,2548.100
5/2/2017 3:00:00 AM,5/1/2017 11:00:00 PM,5/2/2017 4:00:00 AM,5/2/2017 12:00:00 AM,0.00000,74887.111000,2740.200,0.00,2740.200
5/2/2017 4:00:00 AM,5/2/2017 12:00:00 AM,5/2/2017 5:00:00 AM,5/2/2017 1:00:00 AM,0.00000,70151.386000,3462.400,0.00,3462.400
5/2/2017 5:00:00 AM,5/2/2017 1:00:00 AM,5/2/2017 6:00:00 AM,5/2/2017 2:00:00 AM,0.00000,67252.165000,3248.000,0.00,3248.000
5/2/2017 6:00:00 AM,5/2/2017 2:00:00 AM,5/2/2017 7:00:00 AM,5/2/2017 3:00:00 AM,0.00000,65455.627000,2633.100,0.00,2633.100
5/2/2017 7:00:00 AM,5/2/2017 3:00:00 AM,5/2/2017 8:00:00 AM,5/2/2017 4:00:00 AM,0.00000,64535.925000,2616.300,0.00,2616.300
5/2/2017 8:00:00 AM,5/2/2017 4:00:00 AM,5/2/2017 9:00:00 AM,5/2/2017 5:00:00 AM,0.00000,65269.743000,3008.700,0.00,3008.700
5/2/2017 9:00:00 AM,5/2/2017 5:00:00 AM,5/2/2017 10:00:00 AM,5/2/2017 6:00:00 AM,0.00000,69410.810000,2670.700,0.00,2670.700
5/2/2017 10:00:00 AM,5/2/2017 6:00:00 AM,5/2/2017 11:00:00 AM,5/2/2017 7:00:00 AM,0.00000,76129.847000,3858.200,0.00,3858.200
5/2/2017 11:00:00 AM,5/2/2017 7:00:00 AM,5/2/2017 12:00:00 PM,5/2/2017 8:00:00 AM,0.01000,80838.515000,4509.000,45.06,4509.000
5/2/2017 12:00:00 PM,5/2/2017 8:00:00 AM,5/2/2017 1:00:00 PM,5/2/2017 9:00:00 AM,0.01000,82856.518000,4480.800,44.79,4480.800
5/2/2017 1:00:00 PM,5/2/2017 9:00:00 AM,5/2/2017 2:00:00 PM,5/2/2017 10:00:00 AM,0.01000,84053.356000,4512.400,45.11,4512.400
5/2/2017 2:00:00 PM,5/2/2017 10:00:00 AM,5/2/2017 3:00:00 PM,5/2/2017 11:00:00 AM,0.05000,84837.804000,4455.800,222.84,4455.800
5/2/2017 3:00:00 PM,5/2/2017 11:00:00 AM,5/2/2017 4:00:00 PM,5/2/2017 12:00:00 PM,0.01000,85334.399000,4465.600,44.63,4465.600
5/2/2017 4:00:00 PM,5/2/2017 12:00:00 PM,5/2/2017 5:00:00 PM,5/2/2017 1:00:00 PM,0.01000,85312.122000,4493.000,44.89,4493.000
5/2/2017 5:00:00 PM,5/2/2017 1:00:00 PM,5/2/2017 6:00:00 PM,5/2/2017 2:00:00 PM,0.01000,85452.861000,4459.300,44.60,4459.300
5/2/2017 6:00:00 PM,5/2/2017 2:00:00 PM,5/2/2017 7:00:00 PM,5/2/2017 3:00:00 PM,0.01000,85444.019000,4466.800,44.64,4466.800
5/2/2017 7:00:00 PM,5/2/2017 3:00:00 PM,5/2/2017 8:00:00 PM,5/2/2017 4:00:00 PM,0.01000,85415.132000,4478.900,44.79,4478.900
5/2/2017 8:00:00 PM,5/2/2017 4:00:00 PM,5/2/2017 9:00:00 PM,5/2/2017 5:00:00 PM,0.01000,85530.374000,4044.200,40.44,4044.200
5/2/2017 9:00:00 PM,5/2/2017 5:00:00 PM,5/2/2017 10:00:00 PM,5/2/2017 6:00:00 PM,0.01000,85733.504000,3561.000,35.58,3561.000
5/2/2017 10:00:00 PM,5/2/2017 6:00:00 PM,5/2/2017 11:00:00 PM,5/2/2017 7:00:00 PM,0.01000,85047.638000,3546.700,35.47,3546.700
5/2/2017 11:00:00 PM,5/2/2017 7:00:00 PM,5/3/2017 12:00:00 AM,5/2/2017 8:00:00 PM,0.01000,84331.053000,3540.300,35.41,3540.300
5/3/2017 12:00:00 AM,5/2/2017 8:00:00 PM,5/3/2017 1:00:00 AM,5/2/2017 9:00:00 PM,0.08000,85516.268000,3069.400,245.58,3069.400
5/3/2017 1:00:00 AM,5/2/2017 9:00:00 PM,5/3/2017 2:00:00 AM,5/2/2017 10:00:00 PM,0.01000,83574.544000,3049.100,30.49,3049.100
5/3/2017 2:00:00 AM,5/2/2017 10:00:00 PM,5/3/2017 3:00:00 AM,5/2/2017 11:00:00 PM,0.00000,77334.998000,2790.000,0.00,2790.000
5/3/2017 3:00:00 AM,5/2/2017 11:00:00 PM,5/3/2017 4:00:00 AM,5/3/2017 12:00:00 AM,0.00000,71389.823000,2753.000,0.00,2753.000
5/3/2017 4:00:00 AM,5/3/2017 12:00:00 AM,5/3/2017 5:00:00 AM,5/3/2017 1:00:00 AM,0.00000,66598.950000,2912.300,0.00,2912.300
5/3/2017 5:00:00 AM,5/3/2017 1:00:00 AM,5/3/2017 6:00:00 AM,5/3/2017 2:00:00 AM,0.00000,64030.468000,2647.200,0.00,2647.200
5/3/2017 6:00:00 AM,5/3/2017 2:00:00 AM,5/3/2017 7:00:00 AM,5/3/2017 3:00:00 AM,0.00000,62526.595000,2507.400,0.00,2507.400
5/3/2017 7:00:00 AM,5/3/2017 3:00:00 AM,5/3/2017 8:00:00 AM,5/3/2017 4:00:00 AM,0.00000,62256.563000,2495.400,0.00,2495.400
5/3/2017 8:00:00 AM,5/3/2017 4:00:00 AM,5/3/2017 9:00:00 AM,5/3/2017 5:00:00 AM,0.00000,63347.605000,2645.400,0.00,2645.400
5/3/2017 9:00:00 AM,5/3/2017 5:00:00 AM,5/3/2017 10:00:00 AM,5/3/2017 6:00:00 AM,0.00000,67474.957000,2593.700,0.00,2593.700
5/3/2017 10:00:00 AM,5/3/2017 6:00:00 AM,5/3/2017 11:00:00 AM,5/3/2017 7:00:00 AM,0.01000,74428.112000,3930.900,39.30,3930.900
5/3/2017 11:00:00 AM,5/3/2017 7:00:00 AM,5/3/2017 12:00:00 PM,5/3/2017 8:00:00 AM,0.01000,78721.871000,4459.800,44.61,4459.800
5/3/2017 12:00:00 PM,5/3/2017 8:00:00 AM,5/3/2017 1:00:00 PM,5/3/2017 9:00:00 AM,0.01000,80225.091000,4478.400,44.76,4478.400
5/3/2017 1:00:00 PM,5/3/2017 9:00:00 AM,5/3/2017 2:00:00 PM,5/3/2017 10:00:00 AM,0.01000,80645.559000,4460.600,44.61,4460.600
5/3/2017 2:00:00 PM,5/3/2017 10:00:00 AM,5/3/2017 3:00:00 PM,5/3/2017 11:00:00 AM,0.01000,80790.686000,4408.500,44.09,4408.500
5/3/2017 3:00:00 PM,5/3/2017 11:00:00 AM,5/3/2017 4:00:00 PM,5/3/2017 12:00:00 PM,0.01000,81022.888000,4477.300,44.76,4477.300
5/3/2017 4:00:00 PM,5/3/2017 12:00:00 PM,5/3/2017 5:00:00 PM,5/3/2017 1:00:00 PM,0.01000,80804.977000,4465.300,44.63,4465.300
5/3/2017 5:00:00 PM,5/3/2017 1:00:00 PM,5/3/2017 6:00:00 PM,5/3/2017 2:00:00 PM,0.01000,80754.987000,4465.200,44.66,4465.200
5/3/2017 6:00:00 PM,5/3/2017 2:00:00 PM,5/3/2017 7:00:00 PM,5/3/2017 3:00:00 PM,0.01000,80234.433000,4480.700,44.78,4480.700
5/3/2017 7:00:00 PM,5/3/2017 3:00:00 PM,5/3/2017 8:00:00 PM,5/3/2017 4:00:00 PM,0.01000,79851.240000,4421.700,44.19,4421.700
5/3/2017 8:00:00 PM,5/3/2017 4:00:00 PM,5/3/2017 9:00:00 PM,5/3/2017 5:00:00 PM,0.01000,79930.437000,3956.200,39.54,3956.200
5/3/2017 9:00:00 PM,5/3/2017 5:00:00 PM,5/3/2017 10:00:00 PM,5/3/2017 6:00:00 PM,0.01000,80155.828000,3480.400,34.78,3480.400
5/3/2017 10:00:00 PM,5/3/2017 6:00:00 PM,5/3/2017 11:00:00 PM,5/3/2017 7:00:00 PM,0.01000,79966.740000,3478.200,34.81,3478.200
5/3/2017 11:00:00 PM,5/3/2017 7:00:00 PM,5/4/2017 12:00:00 AM,5/3/2017 8:00:00 PM,0.01000,79986.950000,3428.100,34.26,3428.100
5/4/2017 12:00:00 AM,5/3/2017 8:00:00 PM,5/4/2017 1:00:00 AM,5/3/2017 9:00:00 PM,0.05000,82285.953000,2930.200,146.58,2930.200
5/4/2017 1:00:00 AM,5/3/2017 9:00:00 PM,5/4/2017 2:00:00 AM,5/3/2017 10:00:00 PM,0.01000,81153.400000,2924.200,29.26,2924.200
5/4/2017 2:00:00 AM,5/3/2017 10:00:00 PM,5/4/2017 3:00:00 AM,5/3/2017 11:00:00 PM,0.00000,75846.360000,2425.400,0.00,2425.400
5/4/2017 3:00:00 AM,5/3/2017 11:00:00 PM,5/4/2017 4:00:00 AM,5/4/2017 12:00:00 AM,0.00000,69934.521000,2487.500,0.00,2487.500
5/4/2017 4:00:00 AM,5/4/2017 12:00:00 AM,5/4/2017 5:00:00 AM,5/4/2017 1:00:00 AM,0.00000,65631.156000,2667.200,0.00,2667.200
5/4/2017 5:00:00 AM,5/4/2017 1:00:00 AM,5/4/2017 6:00:00 AM,5/4/2017 2:00:00 AM,0.00000,63307.228000,2562.300,0.00,2562.300
5/4/2017 6:00:00 AM,5/4/2017 2:00:00 AM,5/4/2017 7:00:00 AM,5/4/2017 3:00:00 AM,0.00000,61916.242000,2562.200,0.00,2562.200
5/4/2017 7:00:00 AM,5/4/2017 3:00:00 AM,5/4/2017 8:00:00 AM,5/4/2017 4:00:00 AM,0.00000,61705.902000,2917.800,0.00,2917.800
5/4/2017 8:00:00 AM,5/4/2017 4:00:00 AM,5/4/2017 9:00:00 AM,5/4/2017 5:00:00 AM,0.00000,62800.215000,2553.200,0.00,2553.200
5/4/2017 9:00:00 AM,5/4/2017 5:00:00 AM,5/4/2017 10:00:00 AM,5/4/2017 6:00:00 AM,0.00000,67324.972000,2121.400,0.00,2121.400
5/4/2017 10:00:00 AM,5/4/2017 6:00:00 AM,5/4/2017 11:00:00 AM,5/4/2017 7:00:00 AM,0.00000,74184.387000,3888.100,0.00,3888.100
5/4/2017 11:00:00 AM,5/4/2017 7:00:00 AM,5/4/2017 12:00:00 PM,5/4/2017 8:00:00 AM,0.00000,78788.622000,4410.000,0.00,4410.000
5/4/2017 12:00:00 PM,5/4/2017 8:00:00 AM,5/4/2017 1:00:00 PM,5/4/2017 9:00:00 AM,0.00000,80041.597000,4410.000,0.00,4410.000
5/4/2017 1:00:00 PM,5/4/2017 9:00:00 AM,5/4/2017 2:00:00 PM,5/4/2017 10:00:00 AM,0.01000,80641.823000,4388.800,43.87,4388.800
5/4/2017 2:00:00 PM,5/4/2017 10:00:00 AM,5/4/2017 3:00:00 PM,5/4/2017 11:00:00 AM,0.01000,81168.350000,4391.100,43.91,4391.100
5/4/2017 3:00:00 PM,5/4/2017 11:00:00 AM,5/4/2017 4:00:00 PM,5/4/2017 12:00:00 PM,0.01000,81294.908000,4389.000,43.91,4389.000
5/4/2017 4:00:00 PM,5/4/2017 12:00:00 PM,5/4/2017 5:00:00 PM,5/4/2017 1:00:00 PM,0.00000,81379.577000,4410.000,0.00,4410.000
5/4/2017 5:00:00 PM,5/4/2017 1:00:00 PM,5/4/2017 6:00:00 PM,5/4/2017 2:00:00 PM,0.00000,81466.777000,4410.000,0.00,4410.000
5/4/2017 6:00:00 PM,5/4/2017 2:00:00 PM,5/4/2017 7:00:00 PM,5/4/2017 3:00:00 PM,0.00000,81116.830000,4410.000,0.00,4410.000
5/4/2017 7:00:00 PM,5/4/2017 3:00:00 PM,5/4/2017 8:00:00 PM,5/4/2017 4:00:00 PM,0.00000,80925.513000,4351.000,0.00,4351.000
5/4/2017 8:00:00 PM,5/4/2017 4:00:00 PM,5/4/2017 9:00:00 PM,5/4/2017 5:00:00 PM,0.00000,80956.507000,3881.100,0.00,3881.100
5/4/2017 9:00:00 PM,5/4/2017 5:00:00 PM,5/4/2017 10:00:00 PM,5/4/2017 6:00:00 PM,0.00000,81141.792000,3396.800,0.00,3396.800
5/4/2017 10:00:00 PM,5/4/2017 6:00:00 PM,5/4/2017 11:00:00 PM,5/4/2017 7:00:00 PM,0.00000,81179.973000,3396.800,0.00,3396.800
5/4/2017 11:00:00 PM,5/4/2017 7:00:00 PM,5/5/2017 12:00:00 AM,5/4/2017 8:00:00 PM,0.00000,81521.542000,3579.900,0.00,3579.900
5/5/2017 12:00:00 AM,5/4/2017 8:00:00 PM,5/5/2017 1:00:00 AM,5/4/2017 9:00:00 PM,0.01000,83215.109000,2819.400,28.19,2819.400
5/5/2017 1:00:00 AM,5/4/2017 9:00:00 PM,5/5/2017 2:00:00 AM,5/4/2017 10:00:00 PM,0.00000,81494.093000,2859.800,0.00,2859.800
5/5/2017 2:00:00 AM,5/4/2017 10:00:00 PM,5/5/2017 3:00:00 AM,5/4/2017 11:00:00 PM,0.00000,76223.222000,2358.400,0.00,2358.400
5/5/2017 3:00:00 AM,5/4/2017 11:00:00 PM,5/5/2017 4:00:00 AM,5/5/2017 12:00:00 AM,0.00000,70805.848000,2537.200,0.00,2537.200
5/5/2017 4:00:00 AM,5/5/2017 12:00:00 AM,5/5/2017 5:00:00 AM,5/5/2017 1:00:00 AM,0.00000,66706.143000,2645.200,0.00,2645.200
5/5/2017 5:00:00 AM,5/5/2017 1:00:00 AM,5/5/2017 6:00:00 AM,5/5/2017 2:00:00 AM,0.00000,64345.916000,2645.200,0.00,2645.200
5/5/2017 6:00:00 AM,5/5/2017 2:00:00 AM,5/5/2017 7:00:00 AM,5/5/2017 3:00:00 AM,0.00000,63106.242000,2675.200,0.00,2675.200
5/5/2017 7:00:00 AM,5/5/2017 3:00:00 AM,5/5/2017 8:00:00 AM,5/5/2017 4:00:00 AM,0.00000,62707.720000,2694.600,0.00,2694.600
5/5/2017 8:00:00 AM,5/5/2017 4:00:00 AM,5/5/2017 9:00:00 AM,5/5/2017 5:00:00 AM,0.00000,63978.628000,3202.200,0.00,3202.200
5/5/2017 9:00:00 AM,5/5/2017 5:00:00 AM,5/5/2017 10:00:00 AM,5/5/2017 6:00:00 AM,0.00000,68088.031000,2616.800,0.00,2616.800
5/5/2017 10:00:00 AM,5/5/2017 6:00:00 AM,5/5/2017 11:00:00 AM,5/5/2017 7:00:00 AM,0.00000,75342.991000,3664.900,0.00,3664.900
5/5/2017 11:00:00 AM,5/5/2017 7:00:00 AM,5/5/2017 12:00:00 PM,5/5/2017 8:00:00 AM,0.00000,80191.215000,4326.900,0.00,4326.900
5/5/2017 12:00:00 PM,5/5/2017 8:00:00 AM,5/5/2017 1:00:00 PM,5/5/2017 9:00:00 AM,0.00000,82866.363000,4311.900,0.00,4311.900
5/5/2017 1:00:00 PM,5/5/2017 9:00:00 AM,5/5/2017 2:00:00 PM,5/5/2017 10:00:00 AM,0.00000,84117.700000,4326.900,0.00,4326.900
5/5/2017 2:00:00 PM,5/5/2017 10:00:00 AM,5/5/2017 3:00:00 PM,5/5/2017 11:00:00 AM,0.01000,85197.344000,4326.300,43.26,4326.300
5/5/2017 3:00:00 PM,5/5/2017 11:00:00 AM,5/5/2017 4:00:00 PM,5/5/2017 12:00:00 PM,0.01000,85316.374000,4314.400,43.14,4314.400
5/5/2017 4:00:00 PM,5/5/2017 12:00:00 PM,5/5/2017 5:00:00 PM,5/5/2017 1:00:00 PM,0.00000,85193.108000,4326.900,0.00,4326.900
5/5/2017 5:00:00 PM,5/5/2017 1:00:00 PM,5/5/2017 6:00:00 PM,5/5/2017 2:00:00 PM,0.00000,84589.508000,4356.900,0.00,4356.900
5/5/2017 6:00:00 PM,5/5/2017 2:00:00 PM,5/5/2017 7:00:00 PM,5/5/2017 3:00:00 PM,0.00000,83948.380000,4308.900,0.00,4308.900
5/5/2017 7:00:00 PM,5/5/2017 3:00:00 PM,5/5/2017 8:00:00 PM,5/5/2017 4:00:00 PM,0.00000,83031.118000,4310.200,0.00,4310.200
5/5/2017 8:00:00 PM,5/5/2017 4:00:00 PM,5/5/2017 9:00:00 PM,5/5/2017 5:00:00 PM,0.00000,82756.565000,3839.300,0.00,3839.300
5/5/2017 9:00:00 PM,5/5/2017 5:00:00 PM,5/5/2017 10:00:00 PM,5/5/2017 6:00:00 PM,0.00000,82230.457000,3356.100,0.00,3356.100
5/5/2017 10:00:00 PM,5/5/2017 6:00:00 PM,5/5/2017 11:00:00 PM,5/5/2017 7:00:00 PM,0.00000,81323.083000,3276.000,0.00,3276.000
5/5/2017 11:00:00 PM,5/5/2017 7:00:00 PM,5/6/2017 12:00:00 AM,5/5/2017 8:00:00 PM,0.00000,80709.438000,3276.700,0.00,3276.700
5/6/2017 12:00:00 AM,5/5/2017 8:00:00 PM,5/6/2017 1:00:00 AM,5/5/2017 9:00:00 PM,0.05000,81568.203000,3225.300,161.33,3225.300
5/6/2017 1:00:00 AM,5/5/2017 9:00:00 PM,5/6/2017 2:00:00 AM,5/5/2017 10:00:00 PM,0.01000,80438.779000,2723.200,27.19,2723.200
5/6/2017 2:00:00 AM,5/5/2017 10:00:00 PM,5/6/2017 3:00:00 AM,5/5/2017 11:00:00 PM,0.00000,76255.588000,2410.300,0.00,2410.300
5/6/2017 3:00:00 AM,5/5/2017 11:00:00 PM,5/6/2017 4:00:00 AM,5/6/2017 12:00:00 AM,0.00000,71198.969000,2216.200,0.00,2216.200
5/6/2017 4:00:00 AM,5/6/2017 12:00:00 AM,5/6/2017 5:00:00 AM,5/6/2017 1:00:00 AM,0.00000,66721.302000,3076.000,0.00,3076.000
5/6/2017 5:00:00 AM,5/6/2017 1:00:00 AM,5/6/2017 6:00:00 AM,5/6/2017 2:00:00 AM,0.00000,63868.579000,3070.000,0.00,3070.000
5/6/2017 6:00:00 AM,5/6/2017 2:00:00 AM,5/6/2017 7:00:00 AM,5/6/2017 3:00:00 AM,0.00000,62193.974000,3070.000,0.00,3070.000
5/6/2017 7:00:00 AM,5/6/2017 3:00:00 AM,5/6/2017 8:00:00 AM,5/6/2017 4:00:00 AM,0.00000,61376.660000,3069.900,0.00,3069.900
