datetime_beginning_utc,datetime_beginning_ept,hrly_da_demand_bid
1/3/2017 11:00:00 AM,1/3/2017 6:00:00 AM,85813.0
1/3/2017 12:00:00 PM,1/3/2017 7:00:00 AM,89202.0
1/3/2017 1:00:00 PM,1/3/2017 8:00:00 AM,89462.0
1/3/2017 2:00:00 PM,1/3/2017 9:00:00 AM,89583.0
1/3/2017 3:00:00 PM,1/3/2017 10:00:00 AM,89432.0
1/3/2017 4:00:00 PM,1/3/2017 11:00:00 AM,89086.0
1/3/2017 5:00:00 PM,1/3/2017 12:00:00 PM,88210.0
1/3/2017 6:00:00 PM,1/3/2017 1:00:00 PM,87858.0
1/3/2017 7:00:00 PM,1/3/2017 2:00:00 PM,87364.0
1/3/2017 8:00:00 PM,1/3/2017 3:00:00 PM,87457.0
1/3/2017 9:00:00 PM,1/3/2017 4:00:00 PM,90072.0
1/3/2017 10:00:00 PM,1/3/2017 5:00:00 PM,96832.0
1/3/2017 11:00:00 PM,1/3/2017 6:00:00 PM,95480.0
1/4/2017 12:00:00 AM,1/3/2017 7:00:00 PM,93400.0
1/4/2017 1:00:00 AM,1/3/2017 8:00:00 PM,91998.0
1/4/2017 2:00:00 AM,1/3/2017 9:00:00 PM,88161.0
1/4/2017 3:00:00 AM,1/3/2017 10:00:00 PM,82234.0
1/4/2017 4:00:00 AM,1/3/2017 11:00:00 PM,77235.0
1/4/2017 5:00:00 AM,1/4/2017 12:00:00 AM,74055.0
1/4/2017 6:00:00 AM,1/4/2017 1:00:00 AM,74013.0
1/4/2017 7:00:00 AM,1/4/2017 2:00:00 AM,72965.0
1/4/2017 8:00:00 AM,1/4/2017 3:00:00 AM,72986.0
1/4/2017 9:00:00 AM,1/4/2017 4:00:00 AM,75130.0
1/4/2017 10:00:00 AM,1/4/2017 5:00:00 AM,82215.0
1/4/2017 11:00:00 AM,1/4/2017 6:00:00 AM,94809.0
1/4/2017 12:00:00 PM,1/4/2017 7:00:00 AM,97636.0
1/4/2017 1:00:00 PM,1/4/2017 8:00:00 AM,96999.0
1/4/2017 2:00:00 PM,1/4/2017 9:00:00 AM,97077.0
1/4/2017 3:00:00 PM,1/4/2017 10:00:00 AM,97003.0
1/4/2017 4:00:00 PM,1/4/2017 11:00:00 AM,96189.0
1/4/2017 5:00:00 PM,1/4/2017 12:00:00 PM,94735.0
1/4/2017 6:00:00 PM,1/4/2017 1:00:00 PM,94231.0
1/4/2017 7:00:00 PM,1/4/2017 2:00:00 PM,93441.0
1/4/2017 8:00:00 PM,1/4/2017 3:00:00 PM,93286.0
1/4/2017 9:00:00 PM,1/4/2017 4:00:00 PM,96942.0
1/4/2017 10:00:00 PM,1/4/2017 5:00:00 PM,105887.0
1/4/2017 11:00:00 PM,1/4/2017 6:00:00 PM,105044.0
1/5/2017 12:00:00 AM,1/4/2017 7:00:00 PM,104140.0
1/5/2017 1:00:00 AM,1/4/2017 8:00:00 PM,102172.0
1/5/2017 2:00:00 AM,1/4/2017 9:00:00 PM,99778.0
1/5/2017 3:00:00 AM,1/4/2017 10:00:00 PM,95963.0
1/5/2017 4:00:00 AM,1/4/2017 11:00:00 PM,91380.0
1/5/2017 5:00:00 AM,1/5/2017 12:00:00 AM,87598.0
1/5/2017 6:00:00 AM,1/5/2017 1:00:00 AM,86719.0
1/5/2017 7:00:00 AM,1/5/2017 2:00:00 AM,86516.0
1/5/2017 8:00:00 AM,1/5/2017 3:00:00 AM,87605.0
1/5/2017 9:00:00 AM,1/5/2017 4:00:00 AM,89843.0
1/5/2017 10:00:00 AM,1/5/2017 5:00:00 AM,95739.0
1/5/2017 11:00:00 AM,1/5/2017 6:00:00 AM,106856.0
1/5/2017 12:00:00 PM,1/5/2017 7:00:00 AM,110015.0
1/5/2017 1:00:00 PM,1/5/2017 8:00:00 AM,107698.0
1/5/2017 2:00:00 PM,1/5/2017 9:00:00 AM,106366.0
1/5/2017 3:00:00 PM,1/5/2017 10:00:00 AM,105394.0
1/5/2017 4:00:00 PM,1/5/2017 11:00:00 AM,103569.0
1/5/2017 5:00:00 PM,1/5/2017 12:00:00 PM,102003.0
1/5/2017 6:00:00 PM,1/5/2017 1:00:00 PM,101463.0
1/5/2017 7:00:00 PM,1/5/2017 2:00:00 PM,100544.0
1/5/2017 8:00:00 PM,1/5/2017 3:00:00 PM,100545.0
1/5/2017 9:00:00 PM,1/5/2017 4:00:00 PM,103393.0
1/5/2017 10:00:00 PM,1/5/2017 5:00:00 PM,111559.0
1/5/2017 11:00:00 PM,1/5/2017 6:00:00 PM,111030.0
1/6/2017 12:00:00 AM,1/5/2017 7:00:00 PM,110290.0
1/6/2017 1:00:00 AM,1/5/2017 8:00:00 PM,108562.0
1/6/2017 2:00:00 AM,1/5/2017 9:00:00 PM,104768.0
1/6/2017 3:00:00 AM,1/5/2017 10:00:00 PM,98711.0
1/6/2017 4:00:00 AM,1/5/2017 11:00:00 PM,93324.0
1/6/2017 5:00:00 AM,1/6/2017 12:00:00 AM,90796.0
1/6/2017 6:00:00 AM,1/6/2017 1:00:00 AM,89211.0
1/6/2017 7:00:00 AM,1/6/2017 2:00:00 AM,88740.0
1/6/2017 8:00:00 AM,1/6/2017 3:00:00 AM,88973.0
1/6/2017 9:00:00 AM,1/6/2017 4:00:00 AM,91298.0
1/6/2017 10:00:00 AM,1/6/2017 5:00:00 AM,97840.0
1/6/2017 11:00:00 AM,1/6/2017 6:00:00 AM,109072.0
1/6/2017 12:00:00 PM,1/6/2017 7:00:00 AM,112589.0
1/6/2017 1:00:00 PM,1/6/2017 8:00:00 AM,111366.0
1/6/2017 2:00:00 PM,1/6/2017 9:00:00 AM,110111.0
1/6/2017 3:00:00 PM,1/6/2017 10:00:00 AM,109474.0
1/6/2017 4:00:00 PM,1/6/2017 11:00:00 AM,107288.0
1/6/2017 5:00:00 PM,1/6/2017 12:00:00 PM,105619.0
1/6/2017 6:00:00 PM,1/6/2017 1:00:00 PM,104863.0
1/6/2017 7:00:00 PM,1/6/2017 2:00:00 PM,103835.0
1/6/2017 8:00:00 PM,1/6/2017 3:00:00 PM,104157.0
1/6/2017 9:00:00 PM,1/6/2017 4:00:00 PM,105979.0
1/6/2017 10:00:00 PM,1/6/2017 5:00:00 PM,114808.0
1/6/2017 11:00:00 PM,1/6/2017 6:00:00 PM,115030.0
1/7/2017 12:00:00 AM,1/6/2017 7:00:00 PM,114563.0
1/7/2017 1:00:00 AM,1/6/2017 8:00:00 PM,112074.0
1/7/2017 2:00:00 AM,1/6/2017 9:00:00 PM,109183.0
1/7/2017 3:00:00 AM,1/6/2017 10:00:00 PM,104472.0
1/7/2017 4:00:00 AM,1/6/2017 11:00:00 PM,99264.0
1/7/2017 5:00:00 AM,1/7/2017 12:00:00 AM,96324.0
1/7/2017 6:00:00 AM,1/7/2017 1:00:00 AM,94795.0
1/7/2017 7:00:00 AM,1/7/2017 2:00:00 AM,93902.0
1/7/2017 8:00:00 AM,1/7/2017 3:00:00 AM,93641.0
1/7/2017 9:00:00 AM,1/7/2017 4:00:00 AM,94494.0
1/7/2017 10:00:00 AM,1/7/2017 5:00:00 AM,97119.0
1/7/2017 11:00:00 AM,1/7/2017 6:00:00 AM,102414.0
1/7/2017 12:00:00 PM,1/7/2017 7:00:00 AM,104983.0
1/7/2017 1:00:00 PM,1/7/2017 8:00:00 AM,106805.0
1/7/2017 2:00:00 PM,1/7/2017 9:00:00 AM,109006.0
1/7/2017 3:00:00 PM,1/7/2017 10:00:00 AM,108391.0
