100,57826,-55548,-55264,-284.7,1.1337e+05,90775
1000,5.7826e+05,-5.5548e+05,-5.5264e+05,-2847,1.1337e+06,9.0775e+05
10000,5.2931e+06,-5.5402e+06,-5.5114e+06,-28794,1.0833e+07,9.0774e+06
50000,3.348e+06,-2.6468e+07,-2.6322e+07,-1.4554e+05,2.9816e+07,4.517e+07
1e+05,-9.3374e+06,-4.9495e+07,-4.9192e+07,-3.0312e+05,4.0158e+07,8.8755e+07
5e+05,-1.4726e+08,-2.0849e+08,-2.0641e+08,-2.0774e+06,6.1222e+07,4.2722e+08
