10,8.2428e+05,1.3446e+05,1.3967e+05,-5208.8,6.8982e+05
100,7.7429e+06,1.4682e+06,1.5246e+06,-56363,6.2747e+06
1000,4.486e+07,1.7212e+07,1.7863e+07,-6.5117e+05,2.7648e+07
5000,1.5613e+08,1.1152e+08,1.1528e+08,-3.7619e+06,4.4606e+07
8000,2.3135e+08,1.8416e+08,1.903e+08,-6.1463e+06,4.7192e+07
10000,2.7167e+08,2.2169e+08,2.291e+08,-7.4099e+06,4.9977e+07
20000,3.5715e+08,2.8434e+08,2.9349e+08,-9.1479e+06,7.2813e+07
50000,4.0086e+08,3.1928e+08,3.2655e+08,-7.2672e+06,8.1584e+07
