MonthEnd
744
1416
2159
2879
3623
4343
5087
5831
6551
7296
8016
8760
9504
10176
10919
11639
12383
13103
13847
14591
15311
16056
16776
17520
18264
18960
19703
20423
21167
21887
22631
23375
24095
24840
25560
26304
27048
27720
28463
29183
29927
30647
31391
32135
32855
33600
34320
35064
35808
36480
37223
37943
38687
39407
40151
40895
41615
42360
43080
43824
44568
45240
45983
46703
47447
48167
48911
49655
50375
51120
51840
52584
53328
54024
54767
55487
56231
56951
57695
58439
59159
59904
60624
61368
62112
62784
63527
64247
64991
65711
66455
67199
67919
68664
69384
70128
70872
71544
72287
73007
73751
74471
75215
75959
76679
77424
78144
78888
79632
80304
81047
81767
82511
83231
83975
84719
85439
86184
86904
87288
