C,SETP.WORLD,BILLING_AS_RECOVERY_SUMMARY,AEMO,PUBLIC,2017/07/27,13:43:08,0000000285825151,,0000000285825146
I,BILLING,ASRECOVERY_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_CUSTOMER_RECOVERY,TOTAL_GENERATOR_RECOVERY,ENERGY_CUSTOMER,ENERGY_GENERATOR,RECOVERY_RATE_CUSTOMER,RECOVERY_RATE_GENERATOR
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk48,REVISE2,VIC1,-41.766620,-259.089070,-3021.183250,-1841013.261495,-88682.986990,-68582.813920,-48378.637953,-1876109.949753,-94019.519990,0,0,-93023.657280,-3927085.551761,-761034.072634,986907.279379,-0.1222332358366526965162765937,-3.97918389479513536334211564
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk49,REVISE2,NSW1,-83.233350,-1050.306420,-6131.0712,-101659.265207,-130101.857310,-111422.306310,-64301.418023,-130459.446629,-145776.959970,-194839.68,0,-371313.149430,-514512.394989,-1271228.821458,1142973.497247,-0.2920899394053486518241473361,-0.4501525155467470377048939409
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk49,REVISE2,QLD1,-69.320060,-862.635860,-5026.0743,-37579.682412,-135686.320710,-117528.690490,-65508.235874,-62223.048738,-60311.999970,0,0,-105809.354480,-378986.653934,-1033713.624956,1129118.391432,-0.1023584791044074446446363977,-0.3356482870262627225284956888
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk49,REVISE2,SA1,-125524.182960,-129193.267590,-98395.320010,-203639.958844,-125068.583090,-99969.553840,-103782.148914,-187674.807325,-33030.32,0,0,-478394.900860,-627883.241713,-208661.560164,139004.652496,-2.29268342709601096606511616,-4.51699443463640886220369951
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk49,REVISE2,TAS1,-66.506840,-188.546670,-501.635640,-25204.297227,-428713.247310,-151146.4246,-160522.616768,-44099.404332,-63315.84,0,0,-65078.246890,-808680.272497,-181313.908497,160751.426153,-0.3589258398843505020998047235,-5.03062580438517697459845813
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk49,REVISE2,VIC1,-46.741380,-619.797080,-3548.078010,-269191.202269,-110305.011370,-94997.626270,-53512.310025,-270506.908188,-94019.519980,0,0,-106281.822270,-790465.372302,-702878.016338,922732.565542,-0.1512094841487988640659177821,-0.8566570660023165761216462710
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk50,REVISE2,NSW1,-119.672810,-306.976350,-2719.926180,-47063.291699,-89626.1355,-72121.565480,-46099.421188,-70060.687811,-139495.740010,-194839.679970,0,-341402.097880,-321050.999118,-1280818.141173,1168961.321390,-0.2665500174500470687673854996,-0.2746463832834447655085899471
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk50,REVISE2,QLD1,-103.5672,-267.562570,-2310.973970,-37497.930382,-93580.065180,-76488.680780,-45507.884480,-55395.668209,-60312.000010,0,0,-97000.872340,-274463.460441,-1073280.174915,1121480.630949,-0.0903779596484973055335921684,-0.2447331258933542735617348954
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk50,REVISE2,SA1,-22.085720,-57.909380,-474.171620,-21125.654720,-12021.599180,-9481.640460,-5787.309177,-31177.386690,-34043.519970,0,0,-31401.450570,-82789.826347,-208005.355759,140641.402632,-0.1509646251915862910336419228,-0.5886589922856963333986098723
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk50,REVISE2,TAS1,-28.085210,-43.065310,-326.944220,-10460.394481,-503199.987140,-30890.517190,-20504.940372,-15368.733890,-63315.84,0,0,-52868.178410,-591270.329403,-180958.249822,138403.896860,-0.2921567735209856731413762556,-4.27206417461705564870321383
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk50,REVISE2,VIC1,-63.494660,-162.154770,-1443.126080,-55121.417643,-78873.461660,-63752.631090,-38255.040030,-81691.876287,-94019.519980,0,0,-90988.066160,-322394.656040,-673797.294553,949475.165484,-0.1350377433918933605932275702,-0.3395503829483076733797656372
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk51,REVISE2,NSW1,-85.276060,-361.147410,-2629.525670,-70221.770432,-67549.016680,-42174.671090,-44691.948154,-101764.843733,-145776.960030,-194839.680020,0,-350065.4568,-320029.382479,-1320151.762553,1200674.780512,-0.2651706165380709078313124941,-0.2665412713528728146245639630
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk51,REVISE2,QLD1,-70.016670,-298.861310,-2122.529940,-34818.122207,-62329.378110,-38548.634820,-41413.701488,-58701.668768,-60311.999970,0,0,-96163.091580,-202451.821703,-1016535.407265,1052458.703580,-0.0945988608884051412727354587,-0.1923608223432883931797300477
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk51,REVISE2,SA1,-15.270110,-65.301580,-463.098970,-158335.357157,-10078.933240,-6236.362880,-6459.690495,-163886.818998,-34043.520010,0,0,-96984.661590,-282599.691850,-224245.570291,166672.465787,-0.4324930988119163658204366647,-1.69553915528645169308297274
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk51,REVISE2,TAS1,-57.289170,-103.575810,-358.309650,-6569.715062,-400920.992290,-27211.126230,-18626.595489,-22218.480105,-63315.839990,0,0,-55571.687160,-483810.236636,-178096.144378,131582.702397,-0.3120319496757432492337905518,-3.67685286760785176428192551
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk51,REVISE2,VIC1,-44.899060,-188.909120,-1383.583840,-253284.954169,-57695.970950,-35460.527170,-38425.736724,-278060.651210,-94019.520040,0,0,-93738.2916,-664826.460683,-692088.108939,982942.393016,-0.1354427137083813204717425083,-0.6763636052394559630272948300
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk52,REVISE2,NSW1,-99.876040,-335.713810,-2702.395210,-62280.157895,-76233.306330,-59252.792820,-52472.816296,-90472.860556,-145776.960010,-194839.679990,0,-334136.663730,-350329.895227,-1220224.741594,1101793.560691,-0.2738320674382586969212045619,-0.3179632807141179632839245197
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk52,REVISE2,QLD1,-86.374890,-292.360840,-2308.114510,-31588.901210,-76053.090570,-58524.578440,-51696.063357,-49051.124594,-617521.699980,0,0,-366806.156650,-520316.151741,-1029305.344290,1067060.419939,-0.3563628214745330048265885896,-0.4876163917416640754946580331
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk52,REVISE2,SA1,-18.831510,-62.368120,-508.448580,-150746.454462,-11654.245780,-8943.698310,-7925.691453,-195287.665733,-34043.519980,0,0,-110475.240040,-298715.683888,-229902.933174,160178.878586,-0.4805299284998151478173276035,-1.86488809588974381384173589
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk52,REVISE2,TAS1,-59.608370,-111.622560,-347.912710,-12783.109579,-311827.493790,-27556.009740,-19040.398808,-35281.600754,-63315.840020,0,0,-71639.328350,-398684.267981,-177143.893125,151187.294923,-0.4044131981419667130847923775,-2.63702229862668498033683811
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk52,REVISE2,VIC1,-53.841270,-180.4222,-1458.7686,-232691.093234,-66984.285950,-51630.263220,-45780.137108,-308296.818907,-94019.519950,0,0,-87064.027850,-714031.122589,-669410.952030,948724.772906,-0.1300606564412740296886594396,-0.7526219858282824313557358204
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk53,REVISE2,NSW1,-131.832320,-306.991430,-3387.994190,-60989.716343,-84212.991740,-68846.835810,-49277.337765,-120916.379542,-145776.959950,-194839.68,0,-386883.111760,-341803.607330,-1276916.385284,1105306.609805,-0.3029823379343299882761315521,-0.3092387255245868397342656204
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk53,REVISE2,QLD1,-108.914290,-258.723260,-2745.776050,-46302.214985,-84922.407950,-71727.333170,-50640.617293,-89324.271252,-60312.000020,0,0,-124878.047230,-281464.211040,-989003.680584,1075458.166962,-0.1262665141511509398384926647,-0.2617156293815612392076421203
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk53,REVISE2,SA1,-25.992530,-63.622710,-644.381630,-27632.054173,-13317.598290,-11985.795310,-8121.153672,-53022.199038,-34043.520010,0,0,-39459.478690,-109396.838673,-216970.519426,154743.455940,-0.1818656230090192326919668145,-0.7069561553247031610789550264
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk53,REVISE2,TAS1,-80.306440,-141.712140,-366.367860,-11969.945111,-251263.156050,-19357.6438,-14857.783369,-23311.717371,-63315.840010,0,0,-60092.358650,-324572.113501,-166882.590955,173102.857599,-0.3600876418931195997861177861,-1.87502458366623188884702866
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk53,REVISE2,VIC1,-74.264340,-176.9470,-1904.193470,-72428.488559,-76008.935350,-62427.628860,-44876.691539,-142538.694213,-94019.519980,0,0,-119345.276610,-375110.086701,-708422.199185,959505.864535,-0.1684663139400488096803569677,-0.3909409004840085252892789396
C,"END OF REPORT",268
