C,SETP.WORLD,BILLING_AS_RECOVERY_SUMMARY,AEMO,PUBLIC,2017/07/27,13:43:08,0000000285825151,,0000000285825146
I,BILLING,ASRECOVERY_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_CUSTOMER_RECOVERY,TOTAL_GENERATOR_RECOVERY,ENERGY_CUSTOMER,ENERGY_GENERATOR,RECOVERY_RATE_CUSTOMER,RECOVERY_RATE_GENERATOR
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk15,REVISE2,TAS1,-234012.595570,-6318.545940,-4922.447490,-22126.287165,-8051.224590,-4010.970390,0,-34539.564593,-62496.000010,0,0,-288718.146670,-87759.489078,-159806.144825,162436.357894,-1.80667737768262003375689029,-0.5402699876789198800798372202
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk15,REVISE2,VIC1,-233.657810,-951.889210,-9333.999280,-18068.934421,-171693.186940,-92912.296320,-102663.092160,-20526.534187,-92803.200020,0,0,-74503.294190,-434683.496158,-739394.607597,951089.651975,-0.1007625609174138203205801165,-0.4570373521101309740701008850
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk16,REVISE2,NSW1,-729.190030,-1644.082210,-20635.561690,-25079.465715,-215751.291090,-114230.091330,-111852.553064,-37088.853615,-70623.749930,-192319.679980,0,-272313.293140,-517641.225514,-1184320.877218,1050133.591980,-0.2299320212776041601109783468,-0.4929289277738470616941058116
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk16,REVISE2,QLD1,-607.7717,-1374.429780,-17132.504640,-16520.100786,-213989.692230,-113576.600830,-110235.035895,-24399.205523,-59532.479970,0,0,-70230.317270,-487137.504084,-978773.559891,1036023.253369,-0.0717533862253299109331896545,-0.4701993922432708412020874396
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk16,REVISE2,SA1,-138.590530,-310.4116,-3808.5920,-5576.236564,-38956.574730,-20435.474870,-20877.548847,-8293.812296,-39547.20,0,0,-28233.592080,-109710.849357,-217779.251137,190762.959249,-0.1296431681741750776805546748,-0.5751161010969435152600094901
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk16,REVISE2,TAS1,-264493.018650,-5122.080160,-4162.467020,-24246.810133,-10021.576120,-2714.451950,-67.486230,-41380.205582,-62496,0,0,-320858.296990,-93845.798855,-171564.218107,175214.591227,-1.87019356676046102082096553,-0.5356049299194362238261765379
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk16,REVISE2,VIC1,-453.723840,-1003.158920,-12723.632170,-12470.406226,-193015.410640,-103130.5012,-98434.874480,-18524.634578,-92803.20,0,0,-74884.052370,-457675.489684,-745516.258295,932767.577502,-0.1004459011279784312460243660,-0.4906640204086839327980207718
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk17,REVISE2,NSW1,-317.025930,-1329.656660,-20822.455420,-27125.291379,-139979.027830,-104657.645980,-82565.436213,-29728.402074,-139555.250010,-192319.680020,0,-304434.114740,-433965.756776,-1187637.700742,1046599.877864,-0.2563358459821533134905049253,-0.4146434238667009529747636083
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk17,REVISE2,QLD1,-263.559190,-1101.997440,-17302.297860,-17799.139345,-141077.233860,-104446.646430,-80113.245955,-19504.370765,-59532.479980,0,0,-67863.629350,-373277.341475,-974210.127445,1024390.164499,-0.0696601558926324224381405676,-0.3643898139704995086508081164
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk17,REVISE2,SA1,-59.437830,-249.019990,-3912.121840,-5894.782986,-27745.642660,-20786.733040,-15878.188534,-6703.869162,-34997.20,0,0,-25516.076350,-90710.919692,-217569.059296,201829.830914,-0.1172780561379625922965593774,-0.4494425788358910223726374121
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk17,REVISE2,TAS1,-50415.724370,-4289.595970,-3586.435690,-19360.618606,-17596.323670,-1899.834610,-21.437245,-39074.620185,-62496,0,0,-103871.553250,-94869.037096,-174666.317433,177895.110355,-0.5946856542037301429432719309,-0.5332863669309591463166666192
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk17,REVISE2,VIC1,-196.048580,-821.561330,-12942.9831,-13458.482173,-124507.708310,-93800.968780,-73714.886136,-14825.098444,-92803.20,0,0,-73399.3196,-353671.617253,-750346.161538,948580.664609,-0.0978206104893665359297024559,-0.3728429541611852220043125397
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk18,REVISE2,NSW1,-351.271620,-2396.185950,-33094.126150,-37965.263289,-167590.370190,-120210.746990,-122302.834585,-35276.431349,-143892.000010,-192319.680010,0,-337183.8469,-518215.063243,-1161512.612981,1029440.987824,-0.2902971893130149302967123988,-0.5033946281256847085538044544
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk18,REVISE2,QLD1,-297.794870,-2029.634330,-28043.911560,-25348.083970,-161588.709320,-116719.741570,-117936.587104,-23491.715654,-59532.479960,0,0,-91156.246070,-443832.412268,-962834.128375,1009143.067560,-0.0946749220697512544173582509,-0.4398111888546579434027777467
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk18,REVISE2,SA1,-67.775910,-460.160250,-6384.427340,-10971.343107,-33136.556760,-24675.201880,-24823.366026,-10833.083295,-23747.200030,0,0,-26248.522920,-108850.591678,-215188.915398,211909.540346,-0.1219789730872167309886187263,-0.5136653663646845877623967879
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk18,REVISE2,TAS1,-29271.400290,-2996.371840,-2509.2306,-21140.516848,-8746.185830,-1742.876990,0,-47323.746318,-62495.999990,0,0,-87080.470420,-89145.858286,-173956.185719,178529.530687,-0.5005885249787286984955094628,-0.4993339642072522489115257570
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk18,REVISE2,VIC1,-212.672080,-1453.1610,-20119.499470,-25172.119766,-146351.690560,-104632.721490,-106131.317159,-23571.522318,-92803.200050,0,0,-92755.775820,-427692.128073,-723212.248728,904792.174289,-0.1282552611396456464469860159,-0.4726965376431192480905991316
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk19,REVISE2,NSW1,-629.979070,-6180.097570,-27438.506590,-23443.250634,-173463.1523,-110607.792950,-129533.099656,-43487.799491,-143892,-192319.680010,0,-332428.0012,-518567.357071,-1186560.360406,1113795.871355,-0.2801610539949730092770341310,-0.4655856341432936591296905167
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk19,REVISE2,QLD1,-556.172520,-5541.769310,-23857.455850,-15718.066928,-154202.0225,-99217.193630,-114327.978070,-28838.554834,-59532.480020,0,0,-88008.270790,-413783.422872,-973710.533092,980525.843938,-0.0903844292518140321984512301,-0.4220015468538370273746072680
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk19,REVISE2,SA1,-122.968030,-1211.251570,-5307.441410,-7318.357997,-31946.6559,-21399.139120,-24598.574490,-14680.753952,-34599.200010,0,0,-30728.9417,-110455.400779,-219660.260788,226369.768281,-0.1398930402329683316245776759,-0.4879423680015795863322002266
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk19,REVISE2,TAS1,-178205.614470,-2653.844350,-2090.956210,-33742.212053,-163214.271730,-3605.493560,-2426.361054,-111530.732581,-62496.000010,0,0,-263382.992130,-296582.493888,-175813.953074,182129.728067,-1.49807786882046977071999079,-1.62841342287018789523310225
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk19,REVISE2,VIC1,-365.461420,-3527.489130,-16038.032340,-15469.993963,-141053.894380,-90139.642380,-103614.143602,-29073.347681,-92803.199990,0,0,-88805.292170,-403279.912716,-742978.190712,889545.607293,-0.1195261089493049727719394554,-0.4533549594418569219953844613
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk20,REVISE2,NSW1,-238.818660,-1520.141260,-24900.120940,-51644.489325,-277987.748540,-179095.210310,-163402.381464,-120036.516275,-136637.749920,-192319.680010,0,-374791.126920,-772991.729784,-1204172.297726,1127058.783775,-0.3112437710348995200548638335,-0.6858486362130299879264609389
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk20,REVISE2,QLD1,-194.8981,-1247.253370,-20443.305310,-33597.839263,-240279.134730,-155872.152030,-142762.905699,-77571.885388,-59532.480040,0,0,-121336.2182,-610165.635730,-963828.743437,997475.980150,-0.1258898108468074111584625789,-0.6117096029101809143950241918
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk20,REVISE2,SA1,-46.112250,-293.844830,-4867.347110,-14796.076740,-51515.598240,-33963.086880,-31100.007405,-34376.790780,-33600,0,0,-39713.848740,-164845.015495,-229496.145081,225366.119032,-0.1730479992419180377143356327,-0.7314542940307432040883493115
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk20,REVISE2,TAS1,-29164.315630,-1634.828910,-1102.114460,-24400.621691,-17598.530440,-1231.316290,-32.127467,-61034.798270,-62496,0,0,-86086.047560,-112608.605598,-176741.860544,182853.877628,-0.4870722040326650461086593459,-0.6158393087353182788364947869
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk20,REVISE2,VIC1,-144.894040,-919.526450,-15098.835620,-34351.004499,-212128.828690,-137779.5507,-125897.313127,-80590.741232,-92803.200070,0,0,-121230.922280,-578482.972148,-751471.629074,884388.106321,-0.1613246829150245583846095973,-0.6541053277553149157690548045
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk21,REVISE2,NSW1,-240.290140,-1382.274030,-30731.678230,-98779.477243,-205727.235830,-123471.730660,-181087.855535,-134392.437303,-143891.999970,-192319.680010,0,-415761.227440,-696263.431511,-1206216.303502,1124758.251368,-0.3446821488259801453615056693,-0.6190338507534056248703586794
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk21,REVISE2,QLD1,-192.490830,-1103.4734,-24723.159310,-63467.199899,-183225.007530,-110323.5464,-160192.610692,-86396.302662,-59532.479990,0,0,-149457.837750,-539698.432963,-947764.980198,992035.988791,-0.1576950413580130190198770820,-0.5440311027634527687256733471
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk21,REVISE2,SA1,-43.292520,-247.882210,-5535.224820,-27367.514439,-34003.761890,-20878.973270,-29537.566844,-37392.954869,-31750.000010,0,0,-44498.525820,-142258.645052,-216628.889470,184950.736778,-0.2054136266352526762089946469,-0.7691704695545811436324096069
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk21,REVISE2,TAS1,-10433.386790,-658.879550,-110.009260,-32707.423538,-110456.077550,-1585.218010,-231.923111,-57983.417467,-62495.999990,0,0,-64875.925560,-211786.409706,-182482.699690,188139.711401,-0.3555182254000551826228848357,-1.12568690644262523883916925
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk21,REVISE2,VIC1,-147.257330,-853.080840,-18598.161190,-66146.653194,-169704.740230,-102037.072860,-148794.310308,-89923.430457,-92803.20,0,0,-145845.696720,-543162.209689,-761755.558732,916059.653759,-0.1914599703909889971210371583,-0.5929332303416747884765413148
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk22,REVISE2,NSW1,-329.847160,-1803.431380,-36099.919660,-88859.867832,-176902.792960,-101725.156250,-211584.612969,-159959.160808,-143891.999970,-192319.679990,0,-474357.322280,-639119.146699,-1257638.998856,1129228.261351,-0.3771808306767640557379487116,-0.5659787029544963498420376331
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk22,REVISE2,QLD1,-262.051550,-1414.3294,-28565.439910,-66267.083574,-160619.626540,-92569.346930,-190992.968083,-118121.069782,-59532.479990,0,0,-177907.323220,-540437.072539,-945290.684318,1024678.816156,-0.1882038257346786498282809580,-0.5274209479282553374492638748
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk22,REVISE2,SA1,-61.6197,-335.919060,-6748.285330,-31453.371036,-30908.820550,-18146.634360,-38173.374770,-56207.128325,-33599.999960,0,0,-58510.509650,-157124.643441,-231278.355452,206398.929124,-0.2529873992559731563997855887,-0.7612667570896306449385006257
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk22,REVISE2,TAS1,-116.9680,-219.314230,-0.5989,-33453.589694,-3088.035740,-672.481490,0,-79349.655522,-62495.999990,0,0,-61010.286830,-118386.356736,-199728.911938,206087.307883,-0.3054654743672706704113562765,-0.5744475870547562671128029060
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk22,REVISE2,VIC1,-201.884380,-1120.835250,-22644.385120,-85879.514261,-151972.035750,-87089.140560,-179818.244424,-154418.884881,-92803.200030,0,0,-183657.493140,-592290.631516,-804174.429553,964638.445105,-0.2283801702599346961407251026,-0.6140027224931199109923743598
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk23,REVISE2,NSW1,-106.442810,-654.628390,-6284.528840,-66861.070263,-245259.30,-126318.236570,-330151.314581,-158405.088169,-143891.999970,-192319.68,0,-427828.436140,-842423.853453,-1337289.517061,1180911.096775,-0.3199220742268667267748881408,-0.7133677173104824641976063626
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk23,REVISE2,QLD1,-78.563570,-482.301690,-4593.1066,-47886.932081,-234863.599330,-120929.4272,-312932.790604,-113643.379781,-59532.479990,0,0,-137055.9005,-757886.680346,-963328.337743,1135659.346314,-0.1422732988641347720927136645,-0.6673538881231122973819499026
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk23,REVISE2,SA1,-18.887440,-115.941830,-1115.344940,-22928.257124,-38247.316040,-19418.566420,-53781.390020,-54147.327504,-33600.000010,0,0,-47755.414310,-175617.617018,-236566.868567,182782.677194,-0.2018685651092126881566374113,-0.9608001136322386719138909298
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk23,REVISE2,TAS1,-8469.769480,-916.100930,-283.059870,-28619.185410,-3449.3802,-1590.438860,-23.661729,-62928.875512,-62496,0,0,-63843.134890,-104933.337101,-212253.607192,219811.314087,-0.3007870430783722216270865703,-0.4773791446397887163184802292
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk23,REVISE2,VIC1,-66.293750,-408.782890,-3950.005120,-63926.626752,-202174.094050,-103270.177460,-275006.050071,-151762.247055,-92803.200020,0,0,-153057.685170,-740309.791998,-848690.705626,981635.590295,-0.1803456596795220197923803296,-0.7541594857777344357447027174
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk24,REVISE2,NSW1,-138.727140,-1001.843560,-15342.000430,-52595.255634,-192028.795910,-107680.153490,-191166.881005,-148810.610238,-178891.999950,-192319.680020,0,-437631.8084,-642344.138977,-1308569.226478,1176588.198693,-0.3344353508739322150941828744,-0.5459379413209658989496090730
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk24,REVISE2,QLD1,-11628.276560,-9469.922140,-23105.1801,-38564.205520,-175263.641280,-98863.067340,-172314.607035,-108219.941850,-287391.480050,0,0,-281100.0646,-643720.257275,-958215.959540,1062517.168544,-0.2933577361150867896344994329,-0.6058445701702022322781046918
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk24,REVISE2,SA1,-25.722160,-186.063760,-2898.088190,-18631.919305,-35337.454120,-20208.003880,-35261.152059,-52339.557918,-33599.999980,0,0,-47974.656340,-150513.305032,-243103.032676,219257.192852,-0.1973428953637904554562595998,-0.6864691783844803595606694336
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk24,REVISE2,TAS1,-6796.670790,-361.3875,-0.604330,-32344.868389,-121257.341770,-6927.042370,-15094.800455,-76769.363341,-62496,0,0,-68949.255170,-253098.823775,-201300.336801,207599.781548,-0.3425193234433648532105021055,-1.21916710069600906187173210
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk24,REVISE2,VIC1,-86.126590,-620.9980,-9475.451010,-50595.146069,-158735.633580,-89006.746050,-160138.337772,-144125.908374,-92803.200060,0,0,-148948.558470,-556638.989035,-834133.158458,973298.850310,-0.1785668834282408029988249336,-0.5719096337755952486017685862
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk25,REVISE2,NSW1,-67.554540,-472.110790,-5110.290590,-18630.591356,-71580.867930,-35141.065110,-94358.695743,-108752.650072,-142979,-192319.680020,0,-357626.129010,-311786.377141,-1319291.891439,1185868.009155,-0.2710743023061591616252844292,-0.2629182798877979232319364489
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk25,REVISE2,QLD1,-1449.369510,-4773.365950,-4854.447730,-13571.710252,-64923.213480,-32168.416750,-85321.348402,-78585.278718,-59532.479990,0,0,-99120.148940,-246059.481842,-966374.073199,1069141.345912,-0.1025691310321285315822069061,-0.2301468208884075092519898307
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk25,REVISE2,SA1,-12.115630,-84.748790,-927.857710,-6499.384575,-11169.366320,-5454.159680,-15076.524841,-38007.866130,-33600.000020,0,0,-35149.912730,-75682.110966,-240153.006145,185277.546061,-0.1463646584910002105857670149,-0.4084796704997525177687483858
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk25,REVISE2,TAS1,-50.117570,-117.984690,-395.116020,-9814.736481,-50242.133660,-5824.264830,-16570.068958,-76765.472340,-62495.999990,0,0,-63605.543630,-158670.350909,-208666.561485,233725.597479,-0.3048190528340703299148917779,-0.6788745119081634383245995646
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk25,REVISE2,VIC1,-41.963040,-294.990050,-3253.038910,-17930.497891,-59334.826010,-29447.884220,-78616.272785,-105094.947340,-92803.200020,0,0,-108297.668610,-278519.951656,-844567.424093,996364.565448,-0.1282285647309962353935372128,-0.2795361871693698662879709094
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk26,REVISE2,NSW1,-55.664480,-512.671780,-6838.278410,-31240.381870,-88593.0926,-50540.8871,-172369.299557,-119722.816214,-86492,-192319.680030,0,-335035.937530,-413648.834511,-1371505.554817,1218368.767443,-0.2442833252503332722708592958,-0.3395103728562642190783235589
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk26,REVISE2,QLD1,-41.8306,-382.610240,-5053.774680,-20345.217546,-81975.398440,-46655.723160,-157534.874546,-77386.441491,-59532.479970,0,0,-95663.294970,-353245.055703,-976421.546089,1119892.958777,-0.0979733552103328651724368800,-0.3154275173662738747272354929
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk26,REVISE2,SA1,-10.451620,-96.530910,-1289.797930,-12668.564443,-16758.200910,-9689.018230,-32669.156790,-49543.457461,-33600,0,0,-37360.528170,-118964.650124,-260352.781208,214251.854970,-0.1434996315255494683680206610,-0.5552561033399579345541663479
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk26,REVISE2,TAS1,-2311.014550,-306.446830,-598.914970,-10416.667904,-212241.283440,-5450.345940,-17926.859267,-83297.922352,-62496.000010,0,0,-66055.986530,-328989.468733,-213167.928044,247819.051594,-0.3098776965940457109939258250,-1.32753905164636355306703216
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk26,REVISE2,VIC1,-34.373510,-318.128590,-4257.482390,-27690.293611,-73799.8582,-42394.941520,-143657.297810,-106500.468641,-92803.200010,0,0,-114009.018070,-377447.026212,-865577.845923,990361.590684,-0.1317143438998576269941745219,-0.3811204208266130678135413769
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk27,REVISE2,NSW1,-29.0266,-302.901050,-5538.548020,-24294.756063,-134385.237320,-40080.037310,-151051.584657,-179947.370766,-76979.040040,-193039.68,0,-364240.361640,-441407.820186,-1481525.484466,1269519.326847,-0.2458549417199438448258957983,-0.3476968100062627970774943609
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk27,REVISE2,QLD1,-20.585250,-211.8526,-3776.653170,-15108.2540,-128425.893660,-37203.152270,-135857.608835,-111661.250298,-59755.20,0,0,-111622.446470,-380398.003613,-993082.058747,1158878.003903,-0.1124000232275238454152392787,-0.3282468062486756286782724508
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk27,REVISE2,SA1,-5.0102,-52.416720,-962.526750,-9353.330337,-21789.666340,-7018.395880,-28132.858250,-68702.568309,-33726.720040,0,0,-41638.620870,-128104.871956,-257997.560361,217722.487961,-0.1613915294847658941270588459,-0.5883860374540045466534728250
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk27,REVISE2,TAS1,-1021.746120,-73.962370,-778.292340,-6220.874519,-75804.956590,-8300.278480,-30424.647274,-46296.341983,-62730.24,0,0,-53168.480170,-178482.859506,-210012.490995,267465.153150,-0.2531681802263173046270451909,-0.6673125728864691172200276587
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk27,REVISE2,VIC1,-16.743570,-175.358410,-3232.039330,-20701.5279,-107760.471470,-31978.353860,-118780.616710,-153086.685703,-93150.720030,0,0,-130230.705930,-398651.811053,-872390.122965,1009214.278001,-0.1492803534815178236169153921,-0.3950120601173311857760722929
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk28,REVISE2,NSW1,-43.6747,-375.698020,-6215.331780,-43586.553768,-116164.233120,-65202.159820,-158555.708623,-179981.768743,-100592.699980,-194839.680020,0,-389810.439830,-475747.068744,-1420769.395191,1292133.241029,-0.2743657353187820776179603891,-0.3681873150830290944141047418
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk28,REVISE2,QLD1,-31.152060,-265.024170,-4312.880030,-27450.086701,-104811.564810,-58559.626810,-139734.490778,-112796.759754,-59898.639980,0,0,-120622.914420,-387237.310673,-973814.984448,1121323.263744,-0.1238663569018443775639970218,-0.3453395851077311937296782826
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk28,REVISE2,SA1,-7.657150,-66.840510,-1138.720670,-17171.461980,-18760.749440,-10353.492860,-27065.006164,-70751.110630,-34043.519990,0,0,-45850.4485,-133508.110894,-263882.701656,233402.337342,-0.1737531418780571710458371266,-0.5720084572176889027103031760
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk28,REVISE2,TAS1,-26349.0585,-474.875790,-1448.237030,-16702.659068,-142139.498560,-12138.605060,-22833.947776,-46577.748085,-63315.84,0,0,-80612.806240,-251367.663629,-209404.610261,252391.315268,-0.3849619458689325518106244364,-0.9959441883413736226403506362
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk28,REVISE2,VIC1,-24.772230,-218.137890,-3732.522850,-36989.592892,-85865.996380,-47626.083570,-116508.200795,-155432.654102,-94019.520010,-3965.927280,0,-143992.842090,-400390.565909,-855643.177234,927626.269658,-0.1682860869123964926591113584,-0.4316291797736788755266689196
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk29,REVISE2,NSW1,-48.519210,-419.440440,-7248.3828,-20366.645472,-80265.248120,-47028.175350,-173498.684955,-96813.835821,-145776.959970,-194839.68,0,-347089.542610,-419216.029528,-1401011.281695,1259397.827548,-0.2477421467941907371251477008,-0.3328702180979601773461832587
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk29,REVISE2,QLD1,-35.821150,-305.745950,-5219.683470,-13140.849577,-71550.039280,-42558.310730,-152324.772883,-62364.818733,-288170.999980,0,0,-196305.754560,-439365.287193,-991240.048717,1118561.895067,-0.1980405803963288858722869002,-0.3927947922512439500892944823
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk29,REVISE2,SA1,-9.298540,-80.573170,-1364.100710,-8185.555244,-15538.782760,-9101.586460,-29920.773130,-39207.077271,-34043.520050,0,0,-33220.573520,-104230.693815,-265593.245133,254514.814564,-0.1250806416532328397889789414,-0.4095270210245080671106926221
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk29,REVISE2,TAS1,-34743.460870,-261.909450,-1323.875380,-6142.265366,-201996.510340,-12222.391660,-40266.630324,-48821.034531,-131815.840010,0,0,-122848.461710,-354745.456221,-210075.481961,264067.155142,-0.5847824818167334576952326347,-1.34339106289170445703244679
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk29,REVISE2,VIC1,-29.267530,-256.720110,-4446.035580,-17967.644556,-59172.438890,-35348.4034,-126936.482485,-85405.342747,-94019.520020,0,0,-100074.972490,-323506.882828,-873885.612741,950973.838880,-0.1145172446266831564811571483,-0.3401848395840279058928805597
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk30,REVISE2,NSW1,-70.509720,-573.365220,-6189.809480,-42289.112032,-86113.571430,-48204.733620,-134097.387145,-91726.448525,-145776.960010,-194839.68,0,-353121.704480,-396759.872702,-1286569.823395,1159849.178223,-0.2744675788743300147687667660,-0.3420788496913660066574840306
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk30,REVISE2,QLD1,-54.273540,-433.7877,-4656.615420,-40128.560715,-76939.283950,-43852.631730,-121666.507632,-86872.0630,-60311.999990,0,0,-113321.178150,-321594.545527,-952827.778088,1035600.191890,-0.1189314383522664611327069763,-0.3105392873094014660090311776
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk30,REVISE2,SA1,-13.565170,-109.905540,-1186.575370,-17519.851226,-17340.657830,-9900.172740,-27461.915542,-37742.772987,-33739.560030,0,0,-34647.837370,-110367.139065,-244889.256741,235290.849417,-0.1414836968803587716876160143,-0.4690668563544480257291909098
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk30,REVISE2,TAS1,-19793.545250,-286.660030,-983.483870,-12143.825066,-93062.845030,-10491.341590,-28151.305062,-29522.063413,-63315.840010,0,0,-71755.759140,-185995.150181,-214354.828363,267539.651558,-0.3347522408895074505021589505,-0.6952059221796439265885066470
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk30,REVISE2,VIC1,-43.5082,-358.502460,-3889.674360,-42546.013381,-67649.060610,-38345.554520,-108296.937092,-92317.876540,-94019.519990,0,0,-118885.097240,-328581.549913,-830340.305899,930945.964045,-0.1431763535931023583394533399,-0.3529544813592607705196875050
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk31,REVISE2,NSW1,-45.581030,-557.1855,-5861.270080,-58640.176482,-104378.937070,-54877.234820,-141429.045920,-111056.056083,-145776.959990,-194839.679970,0,-375011.450610,-442450.676335,-1390874.663337,1254414.936846,-0.2696227492635956756213972799,-0.3527147703195103731686547969
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk31,REVISE2,QLD1,-32.424520,-390.264150,-4099.779630,-53230.623314,-89921.009410,-49888.457530,-125421.821421,-100846.844476,-60312,0,0,-127921.742370,-356221.482081,-951016.703089,1050819.657893,-0.1345105106508613703623598060,-0.3389939266983834348450369659
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk31,REVISE2,SA1,-8.5032,-104.165150,-1112.116430,-24024.763842,-20297.469750,-10900.298830,-27385.802773,-45365.718417,-34043.520010,0,0,-39462.456980,-123779.901422,-269097.797147,233820.723740,-0.1466472687565065851980703207,-0.5293795153916240290224327914
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk31,REVISE2,TAS1,-16684.799340,-222.633870,-978.583210,-13981.592465,-36381.284820,-10687.702580,-33554.993416,-26428.138746,-63315.840020,0,0,-67867.712120,-134367.856347,-215927.771093,279440.937358,-0.3143074731724498975861801468,-0.4808452820742488027708657755
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk31,REVISE2,VIC1,-27.420630,-337.229250,-3607.938270,-57892.058542,-82407.628480,-44670.192670,-113532.021072,-110059.142733,-94019.520010,0,0,-135370.282760,-371182.868897,-874972.665608,987634.402864,-0.1547137277322075582084816382,-0.3758302341642030789467462675
D,BILLING,ASRECOVERY_SUMMARY,1,2016Wk32,REVISE2,NSW1,-37.458760,-357.991280,-5010.768420,-42460.362806,-69842.9568,-40049.099470,-103023.667410,-100399.045045,-145776.960030,-194839.680050,0,-358712.823620,-343085.166451,-1405497.392521,1272861.849214,-0.2552212658157886645939604174,-0.2695384158641074794324211058
