datetime_beginning_utc,datetime_beginning_ept,hrly_da_demand_bid
4/21/2016 1:00:00 AM,4/20/2016 9:00:00 PM,79736.0
4/21/2016 2:00:00 AM,4/20/2016 10:00:00 PM,72109.0
4/21/2016 3:00:00 AM,4/20/2016 11:00:00 PM,67165.0
4/21/2016 4:00:00 AM,4/21/2016 12:00:00 AM,60062.0
4/21/2016 5:00:00 AM,4/21/2016 1:00:00 AM,59098.0
4/21/2016 6:00:00 AM,4/21/2016 2:00:00 AM,58041.0
4/21/2016 7:00:00 AM,4/21/2016 3:00:00 AM,58392.0
4/21/2016 8:00:00 AM,4/21/2016 4:00:00 AM,59712.0
4/21/2016 9:00:00 AM,4/21/2016 5:00:00 AM,64435.0
4/21/2016 10:00:00 AM,4/21/2016 6:00:00 AM,75187.0
4/21/2016 11:00:00 AM,4/21/2016 7:00:00 AM,78520.0
4/21/2016 12:00:00 PM,4/21/2016 8:00:00 AM,78841.0
4/21/2016 1:00:00 PM,4/21/2016 9:00:00 AM,79341.0
4/21/2016 2:00:00 PM,4/21/2016 10:00:00 AM,80909.0
4/21/2016 3:00:00 PM,4/21/2016 11:00:00 AM,81060.0
4/21/2016 4:00:00 PM,4/21/2016 12:00:00 PM,81246.0
4/21/2016 5:00:00 PM,4/21/2016 1:00:00 PM,81594.0
4/21/2016 6:00:00 PM,4/21/2016 2:00:00 PM,81548.0
4/21/2016 7:00:00 PM,4/21/2016 3:00:00 PM,81913.0
4/21/2016 8:00:00 PM,4/21/2016 4:00:00 PM,82225.0
4/21/2016 9:00:00 PM,4/21/2016 5:00:00 PM,81377.0
4/21/2016 10:00:00 PM,4/21/2016 6:00:00 PM,79785.0
4/21/2016 11:00:00 PM,4/21/2016 7:00:00 PM,80690.0
4/22/2016 12:00:00 AM,4/21/2016 8:00:00 PM,84148.0
4/22/2016 1:00:00 AM,4/21/2016 9:00:00 PM,81438.0
4/22/2016 2:00:00 AM,4/21/2016 10:00:00 PM,73242.0
4/22/2016 3:00:00 AM,4/21/2016 11:00:00 PM,65834.0
4/22/2016 4:00:00 AM,4/22/2016 12:00:00 AM,61044.0
4/22/2016 5:00:00 AM,4/22/2016 1:00:00 AM,59409.0
4/22/2016 6:00:00 AM,4/22/2016 2:00:00 AM,57863.0
4/22/2016 7:00:00 AM,4/22/2016 3:00:00 AM,57604.0
4/22/2016 8:00:00 AM,4/22/2016 4:00:00 AM,59502.0
4/22/2016 9:00:00 AM,4/22/2016 5:00:00 AM,64510.0
4/22/2016 10:00:00 AM,4/22/2016 6:00:00 AM,74345.0
4/22/2016 11:00:00 AM,4/22/2016 7:00:00 AM,79392.0
4/22/2016 12:00:00 PM,4/22/2016 8:00:00 AM,80937.0
4/22/2016 1:00:00 PM,4/22/2016 9:00:00 AM,82275.0
4/22/2016 2:00:00 PM,4/22/2016 10:00:00 AM,83827.0
4/22/2016 3:00:00 PM,4/22/2016 11:00:00 AM,85110.0
4/22/2016 4:00:00 PM,4/22/2016 12:00:00 PM,84854.0
4/22/2016 5:00:00 PM,4/22/2016 1:00:00 PM,84576.0
4/22/2016 6:00:00 PM,4/22/2016 2:00:00 PM,83606.0
4/22/2016 7:00:00 PM,4/22/2016 3:00:00 PM,83402.0
4/22/2016 8:00:00 PM,4/22/2016 4:00:00 PM,83720.0
4/22/2016 9:00:00 PM,4/22/2016 5:00:00 PM,81995.0
4/22/2016 10:00:00 PM,4/22/2016 6:00:00 PM,79536.0
4/22/2016 11:00:00 PM,4/22/2016 7:00:00 PM,79993.0
4/23/2016 12:00:00 AM,4/22/2016 8:00:00 PM,83358.0
4/23/2016 1:00:00 AM,4/22/2016 9:00:00 PM,81254.0
4/23/2016 2:00:00 AM,4/22/2016 10:00:00 PM,73743.0
4/23/2016 3:00:00 AM,4/22/2016 11:00:00 PM,66083.0
4/23/2016 4:00:00 AM,4/23/2016 12:00:00 AM,61010.0
4/23/2016 5:00:00 AM,4/23/2016 1:00:00 AM,59265.0
4/23/2016 6:00:00 AM,4/23/2016 2:00:00 AM,57607.0
4/23/2016 7:00:00 AM,4/23/2016 3:00:00 AM,56647.0
4/23/2016 8:00:00 AM,4/23/2016 4:00:00 AM,57319.0
4/23/2016 9:00:00 AM,4/23/2016 5:00:00 AM,58646.0
4/23/2016 10:00:00 AM,4/23/2016 6:00:00 AM,62060.0
4/23/2016 11:00:00 AM,4/23/2016 7:00:00 AM,66348.0
4/23/2016 12:00:00 PM,4/23/2016 8:00:00 AM,70389.0
4/23/2016 1:00:00 PM,4/23/2016 9:00:00 AM,71517.0
4/23/2016 2:00:00 PM,4/23/2016 10:00:00 AM,72660.0
4/23/2016 3:00:00 PM,4/23/2016 11:00:00 AM,72109.0
4/23/2016 4:00:00 PM,4/23/2016 12:00:00 PM,71463.0
4/23/2016 5:00:00 PM,4/23/2016 1:00:00 PM,70758.0
4/23/2016 6:00:00 PM,4/23/2016 2:00:00 PM,69827.0
4/23/2016 7:00:00 PM,4/23/2016 3:00:00 PM,69521.0
4/23/2016 8:00:00 PM,4/23/2016 4:00:00 PM,69524.0
4/23/2016 9:00:00 PM,4/23/2016 5:00:00 PM,70012.0
4/23/2016 10:00:00 PM,4/23/2016 6:00:00 PM,70115.0
4/23/2016 11:00:00 PM,4/23/2016 7:00:00 PM,71005.0
4/24/2016 12:00:00 AM,4/23/2016 8:00:00 PM,73990.0
4/24/2016 1:00:00 AM,4/23/2016 9:00:00 PM,72276.0
4/24/2016 2:00:00 AM,4/23/2016 10:00:00 PM,68270.0
4/24/2016 3:00:00 AM,4/23/2016 11:00:00 PM,63156.0
4/24/2016 4:00:00 AM,4/24/2016 12:00:00 AM,58080.0
4/24/2016 5:00:00 AM,4/24/2016 1:00:00 AM,56615.0
4/24/2016 6:00:00 AM,4/24/2016 2:00:00 AM,55323.0
4/24/2016 7:00:00 AM,4/24/2016 3:00:00 AM,54907.0
4/24/2016 8:00:00 AM,4/24/2016 4:00:00 AM,55733.0
4/24/2016 9:00:00 AM,4/24/2016 5:00:00 AM,57264.0
4/24/2016 10:00:00 AM,4/24/2016 6:00:00 AM,59258.0
4/24/2016 11:00:00 AM,4/24/2016 7:00:00 AM,61964.0
4/24/2016 12:00:00 PM,4/24/2016 8:00:00 AM,65464.0
4/24/2016 1:00:00 PM,4/24/2016 9:00:00 AM,67276.0
4/24/2016 2:00:00 PM,4/24/2016 10:00:00 AM,67930.0
4/24/2016 3:00:00 PM,4/24/2016 11:00:00 AM,68141.0
4/24/2016 4:00:00 PM,4/24/2016 12:00:00 PM,68490.0
4/24/2016 5:00:00 PM,4/24/2016 1:00:00 PM,67887.0
4/24/2016 6:00:00 PM,4/24/2016 2:00:00 PM,67556.0
4/24/2016 7:00:00 PM,4/24/2016 3:00:00 PM,67891.0
4/24/2016 8:00:00 PM,4/24/2016 4:00:00 PM,69470.0
4/24/2016 9:00:00 PM,4/24/2016 5:00:00 PM,70207.0
4/24/2016 10:00:00 PM,4/24/2016 6:00:00 PM,70315.0
4/24/2016 11:00:00 PM,4/24/2016 7:00:00 PM,72356.0
4/25/2016 12:00:00 AM,4/24/2016 8:00:00 PM,77387.0
4/25/2016 1:00:00 AM,4/24/2016 9:00:00 PM,74977.0
4/25/2016 2:00:00 AM,4/24/2016 10:00:00 PM,68397.0
4/25/2016 3:00:00 AM,4/24/2016 11:00:00 PM,63180.0
4/25/2016 4:00:00 AM,4/25/2016 12:00:00 AM,58181.0
4/25/2016 5:00:00 AM,4/25/2016 1:00:00 AM,57458.0
4/25/2016 6:00:00 AM,4/25/2016 2:00:00 AM,56244.0
4/25/2016 7:00:00 AM,4/25/2016 3:00:00 AM,56558.0
4/25/2016 8:00:00 AM,4/25/2016 4:00:00 AM,58710.0
4/25/2016 9:00:00 AM,4/25/2016 5:00:00 AM,64175.0
4/25/2016 10:00:00 AM,4/25/2016 6:00:00 AM,74972.0
4/25/2016 11:00:00 AM,4/25/2016 7:00:00 AM,80552.0
4/25/2016 12:00:00 PM,4/25/2016 8:00:00 AM,82106.0
4/25/2016 1:00:00 PM,4/25/2016 9:00:00 AM,83315.0
4/25/2016 2:00:00 PM,4/25/2016 10:00:00 AM,85323.0
4/25/2016 3:00:00 PM,4/25/2016 11:00:00 AM,86259.0
4/25/2016 4:00:00 PM,4/25/2016 12:00:00 PM,87206.0
4/25/2016 5:00:00 PM,4/25/2016 1:00:00 PM,88411.0
4/25/2016 6:00:00 PM,4/25/2016 2:00:00 PM,88491.0
4/25/2016 7:00:00 PM,4/25/2016 3:00:00 PM,88912.0
4/25/2016 8:00:00 PM,4/25/2016 4:00:00 PM,89321.0
4/25/2016 9:00:00 PM,4/25/2016 5:00:00 PM,89005.0
4/25/2016 10:00:00 PM,4/25/2016 6:00:00 PM,87480.0
4/25/2016 11:00:00 PM,4/25/2016 7:00:00 PM,88025.0
4/26/2016 12:00:00 AM,4/25/2016 8:00:00 PM,90123.0
4/26/2016 1:00:00 AM,4/25/2016 9:00:00 PM,87877.0
4/26/2016 2:00:00 AM,4/25/2016 10:00:00 PM,77593.0
4/26/2016 3:00:00 AM,4/25/2016 11:00:00 PM,68123.0
4/26/2016 4:00:00 AM,4/26/2016 12:00:00 AM,61082.0
4/26/2016 5:00:00 AM,4/26/2016 1:00:00 AM,59839.0
4/26/2016 6:00:00 AM,4/26/2016 2:00:00 AM,57338.0
4/26/2016 7:00:00 AM,4/26/2016 3:00:00 AM,56607.0
4/26/2016 8:00:00 AM,4/26/2016 4:00:00 AM,59138.0
4/26/2016 9:00:00 AM,4/26/2016 5:00:00 AM,64370.0
4/26/2016 10:00:00 AM,4/26/2016 6:00:00 AM,74710.0
4/26/2016 11:00:00 AM,4/26/2016 7:00:00 AM,79320.0
4/26/2016 12:00:00 PM,4/26/2016 8:00:00 AM,81864.0
4/26/2016 1:00:00 PM,4/26/2016 9:00:00 AM,83109.0
4/26/2016 2:00:00 PM,4/26/2016 10:00:00 AM,86071.0
4/26/2016 3:00:00 PM,4/26/2016 11:00:00 AM,87530.0
4/26/2016 4:00:00 PM,4/26/2016 12:00:00 PM,88185.0
4/26/2016 5:00:00 PM,4/26/2016 1:00:00 PM,89051.0
4/26/2016 6:00:00 PM,4/26/2016 2:00:00 PM,89116.0
4/26/2016 7:00:00 PM,4/26/2016 3:00:00 PM,89313.0
4/26/2016 8:00:00 PM,4/26/2016 4:00:00 PM,89285.0
4/26/2016 9:00:00 PM,4/26/2016 5:00:00 PM,87945.0
4/26/2016 10:00:00 PM,4/26/2016 6:00:00 PM,86199.0
4/26/2016 11:00:00 PM,4/26/2016 7:00:00 PM,85925.0
4/27/2016 12:00:00 AM,4/26/2016 8:00:00 PM,89222.0
4/27/2016 1:00:00 AM,4/26/2016 9:00:00 PM,85858.0
4/27/2016 2:00:00 AM,4/26/2016 10:00:00 PM,76155.0
4/27/2016 3:00:00 AM,4/26/2016 11:00:00 PM,67701.0
4/27/2016 4:00:00 AM,4/27/2016 12:00:00 AM,60711.0
4/27/2016 5:00:00 AM,4/27/2016 1:00:00 AM,59419.0
4/27/2016 6:00:00 AM,4/27/2016 2:00:00 AM,57158.0
4/27/2016 7:00:00 AM,4/27/2016 3:00:00 AM,56958.0
4/27/2016 8:00:00 AM,4/27/2016 4:00:00 AM,59059.0
4/27/2016 9:00:00 AM,4/27/2016 5:00:00 AM,64585.0
4/27/2016 10:00:00 AM,4/27/2016 6:00:00 AM,74899.0
4/27/2016 11:00:00 AM,4/27/2016 7:00:00 AM,78412.0
4/27/2016 12:00:00 PM,4/27/2016 8:00:00 AM,79608.0
4/27/2016 1:00:00 PM,4/27/2016 9:00:00 AM,80601.0
4/27/2016 2:00:00 PM,4/27/2016 10:00:00 AM,82275.0
4/27/2016 3:00:00 PM,4/27/2016 11:00:00 AM,82750.0
4/27/2016 4:00:00 PM,4/27/2016 12:00:00 PM,82239.0
4/27/2016 5:00:00 PM,4/27/2016 1:00:00 PM,82074.0
4/27/2016 6:00:00 PM,4/27/2016 2:00:00 PM,81056.0
4/27/2016 7:00:00 PM,4/27/2016 3:00:00 PM,80399.0
4/27/2016 8:00:00 PM,4/27/2016 4:00:00 PM,80805.0
4/27/2016 9:00:00 PM,4/27/2016 5:00:00 PM,80225.0
4/27/2016 10:00:00 PM,4/27/2016 6:00:00 PM,79048.0
4/27/2016 11:00:00 PM,4/27/2016 7:00:00 PM,79595.0
4/28/2016 12:00:00 AM,4/27/2016 8:00:00 PM,84404.0
4/28/2016 1:00:00 AM,4/27/2016 9:00:00 PM,80916.0
4/28/2016 2:00:00 AM,4/27/2016 10:00:00 PM,71953.0
4/28/2016 3:00:00 AM,4/27/2016 11:00:00 PM,66746.0
4/28/2016 4:00:00 AM,4/28/2016 12:00:00 AM,60484.0
4/28/2016 5:00:00 AM,4/28/2016 1:00:00 AM,58998.0
4/28/2016 6:00:00 AM,4/28/2016 2:00:00 AM,57185.0
4/28/2016 7:00:00 AM,4/28/2016 3:00:00 AM,57332.0
4/28/2016 8:00:00 AM,4/28/2016 4:00:00 AM,59258.0
4/28/2016 9:00:00 AM,4/28/2016 5:00:00 AM,63964.0
4/28/2016 10:00:00 AM,4/28/2016 6:00:00 AM,75186.0
4/28/2016 11:00:00 AM,4/28/2016 7:00:00 AM,78217.0
4/28/2016 12:00:00 PM,4/28/2016 8:00:00 AM,79215.0
4/28/2016 1:00:00 PM,4/28/2016 9:00:00 AM,80266.0
4/28/2016 2:00:00 PM,4/28/2016 10:00:00 AM,82642.0
4/28/2016 3:00:00 PM,4/28/2016 11:00:00 AM,82872.0
4/28/2016 4:00:00 PM,4/28/2016 12:00:00 PM,82894.0
4/28/2016 5:00:00 PM,4/28/2016 1:00:00 PM,82763.0
4/28/2016 6:00:00 PM,4/28/2016 2:00:00 PM,81558.0
4/28/2016 7:00:00 PM,4/28/2016 3:00:00 PM,80921.0
4/28/2016 8:00:00 PM,4/28/2016 4:00:00 PM,81111.0
4/28/2016 9:00:00 PM,4/28/2016 5:00:00 PM,80619.0
4/28/2016 10:00:00 PM,4/28/2016 6:00:00 PM,79654.0
4/28/2016 11:00:00 PM,4/28/2016 7:00:00 PM,81000.0
4/29/2016 12:00:00 AM,4/28/2016 8:00:00 PM,84926.0
4/29/2016 1:00:00 AM,4/28/2016 9:00:00 PM,82125.0
4/29/2016 2:00:00 AM,4/28/2016 10:00:00 PM,72438.0
4/29/2016 3:00:00 AM,4/28/2016 11:00:00 PM,66628.0
4/29/2016 4:00:00 AM,4/29/2016 12:00:00 AM,61779.0
4/29/2016 5:00:00 AM,4/29/2016 1:00:00 AM,60376.0
4/29/2016 6:00:00 AM,4/29/2016 2:00:00 AM,58775.0
4/29/2016 7:00:00 AM,4/29/2016 3:00:00 AM,59160.0
4/29/2016 8:00:00 AM,4/29/2016 4:00:00 AM,61082.0
4/29/2016 9:00:00 AM,4/29/2016 5:00:00 AM,65952.0
4/29/2016 10:00:00 AM,4/29/2016 6:00:00 AM,77788.0
4/29/2016 11:00:00 AM,4/29/2016 7:00:00 AM,80733.0
4/29/2016 12:00:00 PM,4/29/2016 8:00:00 AM,81958.0
4/29/2016 1:00:00 PM,4/29/2016 9:00:00 AM,83599.0
4/29/2016 2:00:00 PM,4/29/2016 10:00:00 AM,84525.0
4/29/2016 3:00:00 PM,4/29/2016 11:00:00 AM,83213.0
4/29/2016 4:00:00 PM,4/29/2016 12:00:00 PM,82256.0
4/29/2016 5:00:00 PM,4/29/2016 1:00:00 PM,81162.0
4/29/2016 6:00:00 PM,4/29/2016 2:00:00 PM,80217.0
4/29/2016 7:00:00 PM,4/29/2016 3:00:00 PM,78281.0
4/29/2016 8:00:00 PM,4/29/2016 4:00:00 PM,78979.0
4/29/2016 9:00:00 PM,4/29/2016 5:00:00 PM,78576.0
4/29/2016 10:00:00 PM,4/29/2016 6:00:00 PM,76734.0
4/29/2016 11:00:00 PM,4/29/2016 7:00:00 PM,77972.0
4/30/2016 12:00:00 AM,4/29/2016 8:00:00 PM,81741.0
4/30/2016 1:00:00 AM,4/29/2016 9:00:00 PM,79250.0
4/30/2016 2:00:00 AM,4/29/2016 10:00:00 PM,70740.0
4/30/2016 3:00:00 AM,4/29/2016 11:00:00 PM,65009.0
4/30/2016 4:00:00 AM,4/30/2016 12:00:00 AM,59630.0
4/30/2016 5:00:00 AM,4/30/2016 1:00:00 AM,58120.0
4/30/2016 6:00:00 AM,4/30/2016 2:00:00 AM,56322.0
4/30/2016 7:00:00 AM,4/30/2016 3:00:00 AM,56038.0
4/30/2016 8:00:00 AM,4/30/2016 4:00:00 AM,57020.0
4/30/2016 9:00:00 AM,4/30/2016 5:00:00 AM,58982.0
4/30/2016 10:00:00 AM,4/30/2016 6:00:00 AM,62642.0
4/30/2016 11:00:00 AM,4/30/2016 7:00:00 AM,66564.0
4/30/2016 12:00:00 PM,4/30/2016 8:00:00 AM,71551.0
4/30/2016 1:00:00 PM,4/30/2016 9:00:00 AM,73574.0
4/30/2016 2:00:00 PM,4/30/2016 10:00:00 AM,74642.0
4/30/2016 3:00:00 PM,4/30/2016 11:00:00 AM,73648.0
4/30/2016 4:00:00 PM,4/30/2016 12:00:00 PM,71982.0
4/30/2016 5:00:00 PM,4/30/2016 1:00:00 PM,70552.0
4/30/2016 6:00:00 PM,4/30/2016 2:00:00 PM,68980.0
4/30/2016 7:00:00 PM,4/30/2016 3:00:00 PM,68456.0
4/30/2016 8:00:00 PM,4/30/2016 4:00:00 PM,68876.0
4/30/2016 9:00:00 PM,4/30/2016 5:00:00 PM,69239.0
4/30/2016 10:00:00 PM,4/30/2016 6:00:00 PM,69365.0
4/30/2016 11:00:00 PM,4/30/2016 7:00:00 PM,70517.0
5/1/2016 12:00:00 AM,4/30/2016 8:00:00 PM,74689.0
5/1/2016 1:00:00 AM,4/30/2016 9:00:00 PM,73897.0
5/1/2016 2:00:00 AM,4/30/2016 10:00:00 PM,67401.0
5/1/2016 3:00:00 AM,4/30/2016 11:00:00 PM,62590.0
5/1/2016 4:00:00 AM,5/1/2016 12:00:00 AM,58820.0
5/1/2016 5:00:00 AM,5/1/2016 1:00:00 AM,57721.0
5/1/2016 6:00:00 AM,5/1/2016 2:00:00 AM,55813.0
5/1/2016 7:00:00 AM,5/1/2016 3:00:00 AM,55357.0
5/1/2016 8:00:00 AM,5/1/2016 4:00:00 AM,55792.0
5/1/2016 9:00:00 AM,5/1/2016 5:00:00 AM,56442.0
5/1/2016 10:00:00 AM,5/1/2016 6:00:00 AM,57270.0
5/1/2016 11:00:00 AM,5/1/2016 7:00:00 AM,61520.0
5/1/2016 12:00:00 PM,5/1/2016 8:00:00 AM,65378.0
5/1/2016 1:00:00 PM,5/1/2016 9:00:00 AM,69115.0
5/1/2016 2:00:00 PM,5/1/2016 10:00:00 AM,70599.0
5/1/2016 3:00:00 PM,5/1/2016 11:00:00 AM,71195.0
5/1/2016 4:00:00 PM,5/1/2016 12:00:00 PM,71203.0
5/1/2016 5:00:00 PM,5/1/2016 1:00:00 PM,70602.0
5/1/2016 6:00:00 PM,5/1/2016 2:00:00 PM,69905.0
5/1/2016 7:00:00 PM,5/1/2016 3:00:00 PM,70177.0
5/1/2016 8:00:00 PM,5/1/2016 4:00:00 PM,71553.0
5/1/2016 9:00:00 PM,5/1/2016 5:00:00 PM,72549.0
5/1/2016 10:00:00 PM,5/1/2016 6:00:00 PM,72926.0
5/1/2016 11:00:00 PM,5/1/2016 7:00:00 PM,74634.0
5/2/2016 12:00:00 AM,5/1/2016 8:00:00 PM,79237.0
5/2/2016 1:00:00 AM,5/1/2016 9:00:00 PM,77731.0
5/2/2016 2:00:00 AM,5/1/2016 10:00:00 PM,70281.0
5/2/2016 3:00:00 AM,5/1/2016 11:00:00 PM,64491.0
5/2/2016 4:00:00 AM,5/2/2016 12:00:00 AM,60157.0
5/2/2016 5:00:00 AM,5/2/2016 1:00:00 AM,58850.0
5/2/2016 6:00:00 AM,5/2/2016 2:00:00 AM,56924.0
5/2/2016 7:00:00 AM,5/2/2016 3:00:00 AM,57033.0
5/2/2016 8:00:00 AM,5/2/2016 4:00:00 AM,59381.0
5/2/2016 9:00:00 AM,5/2/2016 5:00:00 AM,64151.0
5/2/2016 10:00:00 AM,5/2/2016 6:00:00 AM,74150.0
5/2/2016 11:00:00 AM,5/2/2016 7:00:00 AM,78457.0
5/2/2016 12:00:00 PM,5/2/2016 8:00:00 AM,79917.0
5/2/2016 1:00:00 PM,5/2/2016 9:00:00 AM,81861.0
5/2/2016 2:00:00 PM,5/2/2016 10:00:00 AM,82673.0
5/2/2016 3:00:00 PM,5/2/2016 11:00:00 AM,83200.0
5/2/2016 4:00:00 PM,5/2/2016 12:00:00 PM,84390.0
5/2/2016 5:00:00 PM,5/2/2016 1:00:00 PM,84675.0
5/2/2016 6:00:00 PM,5/2/2016 2:00:00 PM,84932.0
5/2/2016 7:00:00 PM,5/2/2016 3:00:00 PM,84795.0
5/2/2016 8:00:00 PM,5/2/2016 4:00:00 PM,84987.0
5/2/2016 9:00:00 PM,5/2/2016 5:00:00 PM,84681.0
5/2/2016 10:00:00 PM,5/2/2016 6:00:00 PM,82660.0
5/2/2016 11:00:00 PM,5/2/2016 7:00:00 PM,82046.0
5/3/2016 12:00:00 AM,5/2/2016 8:00:00 PM,86828.0
5/3/2016 1:00:00 AM,5/2/2016 9:00:00 PM,83553.0
5/3/2016 2:00:00 AM,5/2/2016 10:00:00 PM,74851.0
5/3/2016 3:00:00 AM,5/2/2016 11:00:00 PM,67000.0
5/3/2016 4:00:00 AM,5/3/2016 12:00:00 AM,62668.0
5/3/2016 5:00:00 AM,5/3/2016 1:00:00 AM,61304.0
5/3/2016 6:00:00 AM,5/3/2016 2:00:00 AM,58835.0
5/3/2016 7:00:00 AM,5/3/2016 3:00:00 AM,58503.0
5/3/2016 8:00:00 AM,5/3/2016 4:00:00 AM,60728.0
5/3/2016 9:00:00 AM,5/3/2016 5:00:00 AM,65206.0
5/3/2016 10:00:00 AM,5/3/2016 6:00:00 AM,75916.0
5/3/2016 11:00:00 AM,5/3/2016 7:00:00 AM,79987.0
5/3/2016 12:00:00 PM,5/3/2016 8:00:00 AM,80959.0
5/3/2016 1:00:00 PM,5/3/2016 9:00:00 AM,82186.0
5/3/2016 2:00:00 PM,5/3/2016 10:00:00 AM,83568.0
5/3/2016 3:00:00 PM,5/3/2016 11:00:00 AM,83408.0
5/3/2016 4:00:00 PM,5/3/2016 12:00:00 PM,82974.0
5/3/2016 5:00:00 PM,5/3/2016 1:00:00 PM,82154.0
5/3/2016 6:00:00 PM,5/3/2016 2:00:00 PM,82084.0
5/3/2016 7:00:00 PM,5/3/2016 3:00:00 PM,81526.0
5/3/2016 8:00:00 PM,5/3/2016 4:00:00 PM,81645.0
5/3/2016 9:00:00 PM,5/3/2016 5:00:00 PM,80635.0
5/3/2016 10:00:00 PM,5/3/2016 6:00:00 PM,79263.0
5/3/2016 11:00:00 PM,5/3/2016 7:00:00 PM,78924.0
5/4/2016 12:00:00 AM,5/3/2016 8:00:00 PM,84060.0
5/4/2016 1:00:00 AM,5/3/2016 9:00:00 PM,81462.0
5/4/2016 2:00:00 AM,5/3/2016 10:00:00 PM,73258.0
5/4/2016 3:00:00 AM,5/3/2016 11:00:00 PM,66980.0
5/4/2016 4:00:00 AM,5/4/2016 12:00:00 AM,62915.0
5/4/2016 5:00:00 AM,5/4/2016 1:00:00 AM,62026.0
5/4/2016 6:00:00 AM,5/4/2016 2:00:00 AM,60191.0
5/4/2016 7:00:00 AM,5/4/2016 3:00:00 AM,60285.0
5/4/2016 8:00:00 AM,5/4/2016 4:00:00 AM,61835.0
5/4/2016 9:00:00 AM,5/4/2016 5:00:00 AM,66440.0
5/4/2016 10:00:00 AM,5/4/2016 6:00:00 AM,75858.0
5/4/2016 11:00:00 AM,5/4/2016 7:00:00 AM,79914.0
5/4/2016 12:00:00 PM,5/4/2016 8:00:00 AM,80910.0
5/4/2016 1:00:00 PM,5/4/2016 9:00:00 AM,81354.0
5/4/2016 2:00:00 PM,5/4/2016 10:00:00 AM,82034.0
5/4/2016 3:00:00 PM,5/4/2016 11:00:00 AM,81648.0
5/4/2016 4:00:00 PM,5/4/2016 12:00:00 PM,82371.0
5/4/2016 5:00:00 PM,5/4/2016 1:00:00 PM,82299.0
5/4/2016 6:00:00 PM,5/4/2016 2:00:00 PM,81283.0
5/4/2016 7:00:00 PM,5/4/2016 3:00:00 PM,81018.0
5/4/2016 8:00:00 PM,5/4/2016 4:00:00 PM,80862.0
5/4/2016 9:00:00 PM,5/4/2016 5:00:00 PM,80036.0
5/4/2016 10:00:00 PM,5/4/2016 6:00:00 PM,79692.0
5/4/2016 11:00:00 PM,5/4/2016 7:00:00 PM,78968.0
5/5/2016 12:00:00 AM,5/4/2016 8:00:00 PM,83878.0
5/5/2016 1:00:00 AM,5/4/2016 9:00:00 PM,81989.0
5/5/2016 2:00:00 AM,5/4/2016 10:00:00 PM,74106.0
5/5/2016 3:00:00 AM,5/4/2016 11:00:00 PM,67741.0
5/5/2016 4:00:00 AM,5/5/2016 12:00:00 AM,62962.0
5/5/2016 5:00:00 AM,5/5/2016 1:00:00 AM,61886.0
5/5/2016 6:00:00 AM,5/5/2016 2:00:00 AM,60216.0
5/5/2016 7:00:00 AM,5/5/2016 3:00:00 AM,60066.0
5/5/2016 8:00:00 AM,5/5/2016 4:00:00 AM,62500.0
5/5/2016 9:00:00 AM,5/5/2016 5:00:00 AM,67287.0
5/5/2016 10:00:00 AM,5/5/2016 6:00:00 AM,76239.0
5/5/2016 11:00:00 AM,5/5/2016 7:00:00 AM,80890.0
5/5/2016 12:00:00 PM,5/5/2016 8:00:00 AM,81273.0
5/5/2016 1:00:00 PM,5/5/2016 9:00:00 AM,82397.0
5/5/2016 2:00:00 PM,5/5/2016 10:00:00 AM,83381.0
