"","P_E_DA","E_DA","P_E_RT","E_RT_total","P_R_REG_a","P_R_REG_d","R_REG_a","R_REG_d","delta_REG_p","delta_REG_n"
"6831",36.423063,82070,31.538511,1121.48,18.53472,23.6629,181.4,195.5,0.0326166666666667,0
"6832",37.169539,82285,32.07829,726.589999999997,14.79842,19.08634,181.3,195.6,0,0.0120214285714286
"6833",34.575346,81654,28.00813,1861.075,20.457,39.087,236.9,148.1,0,0.0288809523809524
"6834",35.893397,86417,24.489042,-2461.997,0.0092,0.0092,228.5,145.2,0,0.283238095238095
"6835",42.724876,88800,27.812177,-3740.315,0.1953,0.1953,228.5,145.2,0,0.0748738095238095
"6836",35.171257,86891,26.412762,924.421000000002,0.432,0.432,228.8,145.2,0,0.208564285714286
"6837",31.185055,81728,26.109004,4795.22900000001,13.85472,19.31424,135.8,192.6,0,0.14837619047619
"6838",27.137531,75428,23.045378,7325.802,8.74692,9.35212,136,192.8,0,0.0902119047619048
"6839",24.793811,70347,22.286698,6499.355,7.9308,8.802,136.1,192.7,0,0.128966666666667
"6840",24.263927,66009,20.422689,5544.36,6.32788,6.85334,137.2,169.4,0,0.172288888888889
"6841",23.828655,64785,19.645975,2679.272,5.48062,9.83984,137.2,169.4,0,0.248142857142857
"6842",23.182798,62876,19.571386,2083.854,15.1164,18.6422,137.2,169.4,0,0.0124730158730159
"6843",23.068255,63044,20.521634,791.754000000001,13.3569,17.7837,137.2,169.4,0.129853968253968,0
"6844",23.767866,64274,20.92244,-776.413,7.25816,7.81872,53.6,169.4,0,0.209466666666667
"6845",26.590196,70258,18.626282,-5349.235,11.79318,17.97572,132.6,190.1,0,0.0777642857142857
"6846",39.392457,83292,23.114009,-13930.055,1.5312,1.5312,176.8,139.3,0.128802380952381,0
"6847",38.422362,85979,25.501705,-8376.28599999999,0.0094,0.0094,176.8,139.3,0,0.487969047619048
"6848",36.713422,84097,114.068106,-1404.537,52.8699,52.8699,124.5,190.1,0.0339277256796438,0
"6849",35.613724,84243,30.605333,-1033.376,10.197,13.212,113.8,190.6,0,0.0597476190476191
"6850",37.545755,85098,50.201125,-1506.09699999999,0.081,0.081,113.7,190.8,0,0.0421619047619048
"6851",40.057636,84883,27.323326,-739.854000000007,12.0328,16.73022,81.5,190.8,0,0.0151547619047619
"6852",38.950037,84619,35.972046,-93.8380000000034,18.95698,23.12884,165.1,191,0.0214142857142857,0
"6853",40.486117,85245,33.024726,-354.217000000004,25.23444,29.53104,160.4,190.4,0,0.0645809523809524
"6854",40.969036,85626,25.061894,-478.857999999993,6.1688,6.1688,161.6,190.5,0,0.222038095238095
"6855",40.476568,85281,25.259662,-219.592999999993,4.7081,4.7081,161.3,190.6,0,0.211821428571429
"6856",40.157585,85051,27.036237,-9.75599999999395,14.13104,14.54288,160.8,190.6,0.0903619047619048,0
"6857",34.809433,83965,27.756622,1335.164,10.6568,10.6568,223.1,139.4,0,0.0116571428571429
"6858",38.306117,85865,26.21338,-348.569000000003,10.526,10.526,226.7,135.4,0,0.298892857142857
"6859",42.072892,89412,26.448243,-3267.026,1.2236,1.2236,196.5,135.5,0,0.231809523809524
"6860",37.346376,85564,32.422291,2940.118,14.4666,14.7942,196.4,135.5,0.301842857142857,0
"6861",32.104126,82463,25.928961,4382.762,23.02846,23.45798,160.2,187.4,0,0.306442857142857
"6862",26.95257,75578,22.269585,7133.28200000001,8.99682,11.5413,160.2,187.5,0,0.181621428571429
"6863",24.904312,70410,21.08197,6318.795,13.79211,14.61774,160.8,187.3,0,0.104802380952381
"6864",24.378703,65849,19.542651,5166.095,35.34114,49.95714,153.4,166.6,0,0.147101587301587
"6865",24.325676,63831,21.368186,3007.962,8.06868,11.23812,153.4,166.6,0.0507492063492063,0
"6866",23.817489,61685,20.326419,2648.735,5.904,6.318,86.7,163,0,0.260419047619048
"6867",23.878333,61538,19.99819,1381.734,5.53582,5.977,86.7,163,0,0.15775873015873
"6868",24.601135,63599,20.220957,-1257.846,6.67736,9.87988,86.8,163,0,0.0665492063492063
"6869",26.375163,68645,20.468971,-4994.555,10.23468,14.94834,170.9,182,0,0.296345238095238
"6870",37.401201,81880,26.095196,-13831.08,11.2688,12.0528,206.4,129.2,0,0.0129190476190476
"6871",37.437833,86388,25.110269,-10059.255,5.7316,5.7316,207.6,129.3,0,0.231447619047619
"6872",38.250989,85439,23.661595,-3658.446,2.1749,2.1749,170.5,182.7,0,0.178788095238095
"6873",37.415981,84491,52.519175,-1868.45699999999,62.3712,62.3712,154.5,182.7,0,0.0481357142857143
"6874",38.346056,84126,92.023794,-1047.038,40.779,40.779,106.1,186.7,0,0.0337833333333333
"6875",38.256521,84405,24.872536,-611.856,0.6992,0.6992,106.1,186.6,0,0.13887380952381
"6876",38.414729,84207,35.675335,-99.8739999999962,5.005,5.005,171.7,186.9,0.0407952380952381,0
"6877",39.376897,84205,37.03872,60.0500000000029,5.337,5.337,150.3,186.6,0,0.0240452380952381
"6878",39.350739,84893,24.594623,-466.764999999999,0.0091,0.0091,150.9,186.5,0,0.104619047619048
"6879",38.384873,83685,23.241504,304.811000000002,15.834,15.834,151.1,186.2,0,0.186947619047619
"6880",37.13523,84007,25.335094,-596.714999999997,7.6368,7.6368,215.1,186.3,0.0389928571428571,0
"6881",33.437651,82857,25.169399,518.426999999996,43.8039,75.276,250.2,133.2,0,0.00438571428571429
"6882",38.212024,85872,24.566447,-2451.639,0.9579,0.9579,250.3,133.2,0,0.191528571428571
"6883",39.331951,89159,26.784558,-4848.19,6.5751,7.7469,277.1,133.2,0,0.202452380952381
"6884",37.268694,85643,42.838761,1759.79399999999,38.4369,38.4369,277.1,133.2,0,0.442119047619048
"6885",31.701824,82046,26.720442,4244.66099999999,29.511,33.2991,214,186.1,0,0.144190476190476
"6886",27.298607,75550,22.592627,6908.71000000001,21.82976,23.874,214,186.3,0,0.179107142857143
"6887",25.333076,70294,22.67148,6484.474,25.7103,40.23,214.3,186.1,0,0.0565690476190476
"6888",23.691247,66289,23.325714,4910.47199999999,14.56129,15.00985,100.8,164.6,0,0.0352825396825397
"6889",23.852008,63860,20.799677,3197.068,8.0127,8.4999,100.8,164.6,0,0.326936507936508
"6890",23.577388,62949,20.266276,1651.067,5.405,5.405,100.9,164.6,0,0.322790476190476
"6891",22.999701,63096,20.105603,137.476000000002,6.5472,6.9608,100.8,164.6,0,0.0712857142857143
"6892",23.485583,64918,20.417498,-1865.892,8.54364,8.98044,100.8,164.6,0.023447619047619,0
"6893",26.018801,70210,21.600537,-5908.172,13.1076,20.8764,180.9,184.7,0,0.0858785714285714
"6894",39.478034,80741,28.552652,-12009.723,27.31338,46.03726,216.4,134,0,0.028547619047619
"6895",40.327078,84406,26.552661,-7642.42,8.0717,8.0717,246.4,134.1,0,0.167764285714286
"6896",40.832404,83449,25.305919,-1085.22900000001,0.0092,0.0092,206.7,185,0,0.152807142857143
"6897",40.605052,83516,25.948871,-379.930999999997,0.252,0.252,206.6,185.2,0.0255928571428571,0
"6898",41.565079,82542,30.776858,406.236999999994,6.1456,6.1456,206.5,185.2,0,0.0287595238095238
"6899",38.759513,81976,28.21831,873.914999999994,15.22167,18.03318,208.9,185.4,0,0.142183333333333
"6900",35.999248,81527,25.364317,855.240999999995,11.97856,12.46432,226.5,185.2,0.0299595238095238,0
"6901",34.40616,81421,26.340811,451.945000000007,12.91745,17.5903,158.9,185.2,0,0.0292785714285714
"6902",32.043311,80646,25.967394,939.395000000004,0.0837,0.0837,159.8,185.2,0,0.0841880952380952
"6903",32.188373,80044,26.522478,1064.72199999999,13.707,17.4753,197.5,185.2,0.000973809523809522,0
"6904",31.921061,80268,26.002341,192.434999999998,11.17298,14.5145,197.6,185.2,0,0.0989928571428571
"6905",30.459826,79379,25.620064,824.529999999999,5.8052,5.8052,190,134.2,0,0.0323666666666667
"6906",35.407228,82161,33.210386,-2001.827,12.8725,12.8725,190,134.1,0,0.317683333333333
"6907",40.054179,83129,26.074544,-2162.08199999999,0.4655,0.4655,190,134.1,0,0.426007142857143
"6908",33.718613,82509,23.71661,382.364000000001,6.392,6.392,190,134.1,0,0.059197619047619
"6909",30.050311,79045,23.366599,2591.23,26.9178,30.4413,115.1,185.1,0.0193952380952381,0
"6910",26.440937,73891,22.568998,4900.25599999999,9.12202,9.66984,115.1,185.1,0.0545071428571429,0
"6911",25.386989,68995,21.713704,5731.247,10.845,11.5002,115.1,185.1,0,0.157535714285714
"6912",24.107222,64573,22.64823,5315.853,12.2688,12.6324,126.2,168.3,0.207244444444444,0
"6913",23.452238,61712,23.807144,3975.97500000001,8.3864,8.3864,126.3,168.3,0.0860698412698413,0
"6914",23.372643,60344,22.468569,2865.312,10.0464,10.4624,127,168.4,0,0.0335174603174603
"6915",23.295986,59705,22.348784,2100.609,31.35044,44.49812,125.8,168.3,0.0117650793650794,0
"6916",23.383838,60758,24.058477,453.303,58.90716,66.5676,125.8,168.3,0,0.0283047619047619
"6917",23.546506,62890,23.753638,-1307.98,26.2278,43.5762,208.5,187.6,0,0.0346833333333333
"6918",24.938852,67432,23.906774,-4296.522,31.09846,42.90368,243.4,136.7,0,0.0808404761904762
"6919",26.432131,71129,24.015071,-4803.91,21.7888,26.3648,211.1,136.8,0,0.0237976190476191
"6920",27.85,74050,24.507186,-4246.72,18.42295,20.56145,171.6,187.6,0,0.0959714285714286
"6921",32.815351,76493,24.824461,-4108.474,6.0896,6.0896,171.4,188,0.0156119047619048,0
"6922",31.334316,76039,28.208947,-1972.36500000001,7.281,7.281,171.6,188.1,0,0.0340452380952381
"6923",29.737921,75293,24.084491,-653.627999999997,0.0092,0.0092,169.1,185,0,0.069797619047619
"6924",30.278731,74235,25.211246,68.8089999999938,10.69024,11.87824,211.3,185,0.00480238095238095,0
"6925",29.463958,74067,24.463666,-193.732000000004,39.2979,58.9773,211.4,184.9,0.00144761904761905,0
"6926",29.181835,73427,24.323822,-320.122000000003,13.83238,17.16454,211.4,184.9,0.0115357142857143,0
"6927",28.920965,73526,25.642464,-660.792000000001,17.9622,21.8709,212.2,184.9,0,0.0525071428571429
"6928",29.946893,74617,26.028449,-1646.734,64.3203,102.1275,211.9,184.9,0,0.00764761904761905
"6929",29.688758,74679,26.599224,-964.782999999996,30.2778,61.63668,278.5,134.2,0.00962142857142857,0
"6930",34.499608,77312,66.611773,-2883.74400000001,54.4089,55.17967,278.3,134.2,0.29072619047619,0
"6931",40.657726,79150,40.927989,-3277.917,24.9333,24.9333,278.3,134.2,0,0.085402380952381
"6932",34.884792,77733,30.345764,904.334000000003,25.5586,25.5586,278.5,134.2,0,0.435028571428571
"6933",30.891121,75574,25.485486,1966.83500000001,28.82698,29.57773,169.1,184.9,0,0.166152380952381
"6934",26.437037,72232,22.260057,2751.90700000001,37.5615,65.8665,169.1,185,0,0.0539785714285714
"6935",24.050368,67453,21.018328,3997.155,23.661,39.456,169.1,184.9,0,0.015102380952381
"6936",21.845681,63495,20.361405,3840.774,11.57156,12.07934,126,176.9,0.0115206349206349,0
"6937",22.163793,60917,20.513589,2761.837,7.826,8.3162,126,176.9,0.0325746031746032,0
"6938",21.628231,59117,20.676403,1967.395,8.77008,9.58672,126,176.9,0.104,0
"6939",21.221459,58614,20.008728,956.411999999997,6.903,7.4052,126,176.9,0,0.207415873015873
"6940",21.185212,58445,20.399688,245.964999999997,6.7609,7.0975,126,176.9,0.0456920634920635,0
"6941",21.957808,60031,20.627077,-1327.58,27.38296,37.30144,201.3,194,0,0.0482095238095238
"6942",22.709528,62458,22.164736,-3011.43,52.3827,98.2368,267.2,143.2,0.0470690476190476,0
"6943",24.187755,64629,22.457429,-2940.275,29.2392,59.544,267,143.3,0,0.149345238095238
"6944",25.124479,68176,21.874319,-4137.77,15.35296,25.5944,200.9,194.2,0,0.130642857142857
"6945",26.657045,71132,22.915992,-4252.825,37.25862,50.64966,200.7,194.5,0,0.0223571428571429
"6946",27.542318,72391,25.474624,-3027.874,21.15632,38.44496,200.6,194.4,0.041297619047619,0
"6947",27.767798,72478,24.406407,-1577.11500000001,13.6942,24.4582,201.3,194.7,0,0.00232380952380953
"6948",28.789689,73866,32.751315,-1724.004,56.96586,86.42232,202.9,194.5,0.0512809523809524,0
"6949",29.68127,74614,22.844002,-1151.469,6.7158,6.7158,204,194.5,0,0.096452380952381
"6950",30.724221,75026,22.477314,-910.819000000003,32.2358,49.4306,205.2,194.4,0,0.0239428571428571
"6951",31.680418,75661,23.525638,-1078.87300000001,14.2983,25.353,204.9,194.3,0,0.0185928571428571
"6952",34.185678,76925,25.578417,-1490.01300000001,9.234,10.2708,204.8,194.4,0.0163904761904762,0
"6953",34.460813,77277,30.976603,-531.731,18.0795,19.0179,312.7,143.3,0,0.0380952380952381
"6954",39.900959,80322,34.023895,-2008.61,15.2241,15.2241,311.6,143.3,0.00587857142857144,0
"6955",46.280162,82245,39.283734,-1413.992,22.4485,22.4485,310.9,143.3,0,0.700585714285714
"6956",39.32337,79561,37.05122,4410.587,28.8021,28.8021,310.1,143.3,0,0.303354761904762
"6957",31.164283,77373,26.310423,5197.17200000001,15.0288,15.0288,204.5,194.8,0,0.201230952380952
"6958",25.697291,72950,22.80512,5928.042,11.5808,12.32,203.7,194.8,0,0.206345238095238
"6959",23.926948,67637,21.468282,6305.732,61.2126,100.521,203.5,194.8,0,0.0283714285714286
"6960",22.942462,65838,20.26588,3343.22100000001,33.2102,52.4614,119.3,175.9,0,0.204412698412698
"6961",22.806889,64075,20.487118,1257.142,23.41248,38.48208,119.4,175.9,0,0.0115015873015873
"6962",21.836653,62602,17.420142,552.798999999999,19.52496,19.90716,119.5,175.9,0,0.37447619047619
"6963",21.636353,62384,16.920374,-654.512000000002,26.85864,27.35802,119.4,175.9,0,0.0710761904761905
"6964",21.814788,64033,18.330921,-2549.736,28.72572,47.66292,157.2,176,0,0.250377777777778
"6965",23.664104,68810,20.251186,-5916.583,34.4074,56.55238,200.5,206.2,0,0.192902380952381
"6966",34.988124,78976,43.311709,-11518.666,75.32616,93.49704,259.3,149.4,0.294395238095238,0
"6967",35.867444,82823,29.78611,-6865.902,38.40144,78.50304,320.8,149.5,0,0.206892857142857
"6968",36.649475,84199,30.375775,-2445.53999999999,15.12582,15.79572,266.3,201.3,0,0.101733333333333
"6969",38.078459,86292,32.251668,-2748.46400000001,16.82456,17.43154,265.7,201.5,0,0.0781928571428571
"6970",41.654877,88749,32.476519,-3374.849,15.3456,15.3456,258.3,201.8,0.13155,0
"6971",43.03228,90561,33.96346,-2949.413,17.3628,17.3628,293.1,201.6,0,0.0968404761904762
"6972",51.434334,91621,41.556533,-2041.548,21.3256,21.3256,293.7,201.7,0.0412357142857143,0
"6973",54.384102,93857,35.491326,-2090.003,16.1616,16.1616,245.3,205.1,0,0.353547619047619
"6974",57.30167,95101,40.910671,-1008.57399999999,19.6335,27.2781,249.4,205.6,0.022097619047619,0
"6975",57.68558,94983,46.589894,730.232999999993,24.363,33.2082,248.7,201.5,0,0.110671428571429
"6976",60.479706,95846,51.203523,933.524000000005,28.2906,35.0136,248.6,201.5,0.0162880952380952,0
"6977",53.952434,95339,37.887967,2232.99000000001,10.29756,18.53124,279.3,149.6,0,0.134440476190476
"6978",56.330624,97120,41.724481,433.001999999993,6.157,6.157,279.4,149.5,0,0.162859523809524
"6979",57.003349,97657,53.162373,-117.179999999993,11.1504,11.1504,304.9,148,0.021897619047619,0
"6980",45.835648,93846,36.648181,5445.77,15.0744,15.0744,305.1,148,0,0.155569047619048
"6981",37.860257,89957,28.861061,6567.02099999999,44.14756,104.19408,206.9,200.1,0,0.648226190476191
"6982",31.821102,83164,26.636788,8055.649,10.91464,11.77792,207.6,200.1,0,0.228361904761905
"6983",26.181535,76652,21.011738,7793.19500000001,10.39968,10.69776,207.2,200.1,0,0.396821428571429
"6984",24.963204,72296,20.907572,5181.806,4.55136,5.20608,66.8,177.8,0,0.126888888888889
"6985",23.098592,69192,20.784882,2974.81600000001,5.44016,6.00072,66.8,177.8,0,0.054215873015873
"6986",22.168837,66963,19.843412,1729.849,1.83396,2.25156,42.6,177.8,0,0.0633873015873016
"6987",21.692872,66207,18.769549,254.993000000002,7.2182,7.5514,41.6,177.8,0,0.0792253968253968
"6988",21.762452,67277,18.778214,-1741.733,1.9096,2.4376,41.7,177.8,0,0.166869841269841
"6989",23.681787,71623,18.731589,-5355.784,25.434,25.9254,129.1,195,0,0.523702380952381
"6990",32.870066,83420,27.394404,-12991.809,54.5833,89.08972,262.1,147.8,0.0597857142857143,0
"6991",33.487332,86529,24.117487,-7722.401,22.36248,44.1264,263.1,147.9,0,0.477338095238095
"6992",35.232038,88630,23.203823,-4365.689,7.812,8.4588,203.7,196,0,0.218264285714286
"6993",38.243191,90278,25.305614,-4731.75599999999,24.27742,45.17818,203.9,195.9,0,0.128792857142857
"6994",41.143209,94206,31.377191,-6457.177,19.78989,32.11605,246.3,196.2,0.193002380952381,0
"6995",42.915085,95729,27.713694,-5196.80899999999,4.4176,4.4176,240.6,195.8,0,0.184902380952381
"6996",52.625459,98431,29.103798,-5573.811,0.7462,0.7462,241.2,195.7,0.0443119047619048,0
"6997",56.509228,100742,34.178445,-5309.81600000001,0.572,0.572,240.6,195.8,0,0.204197619047619
"6998",63.620745,102283,35.320063,-4457.149,0.0092,0.0092,241.1,196,0,0.12592380952381
"6999",70.657582,102265,37.437553,-3048.863,0.0093,0.0093,240.3,195.9,0,0.160435714285714
"7000",76.994982,102046,40.88747,-2158.182,0.405,0.405,241.8,196.1,0,0.0144452380952381
"7001",61.915553,101365,34.077882,-1100.12300000001,0.0279,0.0279,299.3,148.1,0,0.0842547619047619
"7002",57.87797,101865,35.55314,-2194.85400000001,7.8988,7.8988,344.2,147.9,0,0.25922380952381
"7003",56.756119,102010,32.950637,-2472.618,4.2206,4.2206,344.5,147.9,0,0.0955547619047619
"7004",47.087809,98066,31.718295,2607.83,18.4912,18.4912,344.4,147.9,0,0.2306
"7005",38.889889,92171,30.945258,5720.977,28.884,58.638,288.7,196.4,0,0.375519047619048
"7006",32.306196,85651,25.673587,7056.091,26.63952,40.25184,272.6,197,0,0.390054761904762
"7007",26.45663,78629,22.60558,6920.272,43.51952,99.98912,268.3,196.3,0,0.142078571428571
"7008",23.213391,70826,21.292635,7987.70600000001,5.78336,6.49616,54.2,179.5,0.00862539682539686,0
"7009",22.668887,68713,22.102695,4559.398,4.97154,5.48062,54.1,179.5,0,0.065568253968254
"7010",22.004032,66354,20.520904,3382.626,14.4781,21.6892,53.1,177.5,0,0.047847619047619
"7011",21.55494,65542,21.524396,1912.70299999999,5.76296,6.16476,53,177.5,0,0.0504539682539683
"7012",21.602266,66544,21.583796,-59.5249999999942,5.49196,5.93228,53.1,177.5,0,0.046952380952381
"7013",23.350512,70914,27.231573,-3716.149,57.69318,101.70822,196.9,195.3,0,0.06625
"7014",31.239523,82168,31.404051,-10714.204,122.62933,196.39637,326.2,145.7,0.018902380952381,0
"7015",29.690552,84100,28.486429,-4496.045,58.06592,128.744,327.1,145.8,0,0.476695238095238
"7016",29.887916,85001,28.066917,-139.956000000006,51.37968,96.19104,272.5,195.9,0,0.20235
"7017",33.221205,87412,27.785045,-1271.946,66.90112,112.64,271.9,196.4,0,0.15637619047619
"7018",36.836763,89372,37.456356,-1189.799,70.59192,131.41296,314.2,196.6,0,0.0951857142857143
"7019",38.799237,90887,33.392738,433.096999999994,44.8994,84.4207,313.8,196.4,0,0.127659523809524
"7020",42.150981,95022,36.382601,-1007.995,14.9512,14.9512,264.1,196.2,0.0567380952380952,0
"7021",46.134908,96218,37.092838,404.982999999993,14.2233,14.2233,264.4,195.8,0,0.064702380952381
"7022",50.426784,97100,39.79553,2259.66499999999,17.3719,17.3719,263.4,195.7,0,0.0221571428571429
"7023",54.979473,97202,73.467734,3851.659,52.254,52.254,263.3,195.8,0,0.0341476190476191
"7024",57.945258,97259,39.744584,4701.113,17.7814,17.7814,264,195.8,0,0.244590476190476
"7025",48.883527,96255,33.252403,6021.601,22.104,22.104,318.7,145.9,0,0.248416666666667
"7026",48.214345,96745,32.395822,4260.001,19.734,19.734,318.9,145.8,0,0.295128571428571
"7027",47.333703,97234,34.562204,3309.59299999999,18.4457,18.4457,318.8,145.8,0,0.0232047619047619
"7028",40.376282,93914,30.606739,7289.625,23.21656,30.48614,318.9,145.8,0,0.468533333333333
"7029",32.404901,88565,28.095579,9251.637,54.76302,109.26417,267.7,195.1,0,0.292419047619048
"7030",27.420098,82424,24.668431,9567.906,49.8848,103.9652,274.4,195.7,0,0.294221428571429
"7031",24.987021,75828,22.240719,9127.83,26.69446,55.56352,273.4,196.6,0,0.489154761904762
"7032",22.738461,67924,20.280913,10287.836,38.42219,53.93845,59.8,184.1,0,0.338403174603175
"7033",22.291176,65243,21.245933,6991.70299999999,5.11098,5.64762,59.8,185.1,0,0.135209523809524
"7034",21.469702,63889,20.772909,4805.783,3.0872,3.5173,59.2,184.1,0,0.0307047619047619
"7035",20.878524,62968,20.16809,3519.124,2.1093,2.5632,59.3,184.1,0,0.219536507936508
"7036",20.904423,63978,20.671143,1482.552,2.95113,3.44162,59.3,184.1,0,0.0866920634920635
"7037",22.812607,69115,21.767952,-3010.068,24.1254,60.4422,204.4,200.3,0,0.365492857142857
"7038",30.048602,80205,39.843924,-10072.502,89.18372,176.72828,325.1,150.8,0,0.0596547619047619
"7039",29.164902,82756,34.01517,-4533.951,62.13001,137.61091,325.3,150.9,0,0.201464285714286
"7040",29.294084,83605,23.490689,218.879000000001,32.2414,91.0353,278.5,201,0,0.573447619047619
"7041",31.163701,85467,27.413554,-209.766000000003,78.9066,160.263,277.9,201.8,0.0620714285714286,0
"7042",33.960659,86757,67.622609,104.604999999996,77.25556,120.51045,210.7,201.9,0.0415309523809524,0
"7043",33.50243,87786,26.447043,1363.524,48.41778,104.45574,211,201.6,0,0.553964285714286
"7044",36.214047,88519,63.668657,2435.569,54.594,54.594,214.6,201.8,0.0672142857142857,0
"7045",37.146026,89430,44.608132,3488.606,16.4255,16.4255,206.3,201.1,0,0.0705357142857143
"7046",37.040116,89774,31.711681,4938.72500000001,0.7644,0.7644,207,201,0,0.0293047619047619
"7047",36.853556,89875,31.049381,5526.45299999999,7.8053,7.8053,206.4,201.1,0,0.0188142857142857
"7048",37.245634,90569,33.030986,4725.595,11.5789,11.5789,216.9,201.1,0,0.0500785714285714
"7049",36.586332,89707,33.740713,5412.463,4.5012,4.5012,266.2,154.3,0,0.0676404761904762
"7050",38.581286,91646,40.225305,2899.43700000001,16.7716,16.7716,266.3,154.2,0,0.102095238095238
"7051",40.641643,92226,31.281302,3152.421,3.8037,3.8037,266.3,154.2,0,0.117095238095238
"7052",36.153938,89585,29.474116,6374.20600000001,41.08836,114.49722,266.1,154.2,0,0.237209523809524
"7053",30.15949,84708,28.745614,8698.19899999999,38.5488,73.9566,236.2,204.9,0,0.318521428571429
"7054",26.286782,78468,24.62792,10032.702,19.74576,38.90748,226.7,205.2,0,0.391271428571429
"7055",24.281736,72606,21.656279,9766.39,16.05585,48.4851,227,204.8,0,0.251116666666667
"7056",22.464516,67286,20.366861,8746.065,5.19904,5.73408,59.9,187.8,0,0.173288888888889
"7057",21.916226,65687,21.365981,5206.11500000001,4.73925,5.32487,59.9,187.8,0.415850793650794,0
"7058",21.305336,64021,20.732566,3726.724,5.76114,6.42669,60,187.8,0,0.226247619047619
"7059",21.136488,63613,19.830642,2484.16,6.19028,6.64866,60,187.8,0,0.12452380952381
"7060",21.265309,65139,21.060123,134.063000000002,6.38636,6.93504,59.9,187.8,0.120911111111111,0
"7061",23.519501,71361,24.874753,-5285.79300000001,60.921,100.39092,210.2,204.2,0.147045238095238,0
"7062",33.242316,80445,33.333609,-10393.381,66.40083,105.57766,291.1,161.1,0.140438095238095,0
"7063",33.699294,82964,32.485688,-5611.583,37.30272,58.16629,291.1,161.2,0,0.0780642857142857
"7064",31.95132,83799,26.801804,-741.404999999999,19.971,63.0558,172.3,204.7,0,0.29042619047619
"7065",32.689604,84617,27.826579,772.364000000001,9.9876,10.4748,177.7,205.8,0.00160238095238095,0
"7066",34.447056,86421,29.587396,666.482000000004,2.214,2.214,171.8,205.4,0,0.114292857142857
"7067",33.564278,85668,32.803108,2642.935,8.096,8.096,171,205.4,0.00856190476190476,0
"7068",31.842187,85452,29.916693,3908.943,9.5312,9.5312,204.3,205.2,0,0.118619047619048
"7069",29.944629,84626,31.353872,5339.743,10.2528,10.2528,221.3,205,0.00709047619047619,0
"7070",29.238078,83878,27.46981,6034.572,27.37,27.37,221.4,205.1,0,0.0971976190476191
"7071",27.844303,82919,28.173145,6052.376,6.0609,6.0609,221.4,205.2,0,0.070147619047619
"7072",27.666502,82364,27.934411,5804.17999999999,6.9092,6.9092,191.6,205.2,0,0.115914285714286
"7073",27.492638,82451,27.081027,5059.292,5.9664,5.9664,232.4,161.5,0,0.0297404761904762
"7074",30.407974,84903,34.497015,1932.943,16.929,16.929,232.6,161.2,0,0.162083333333333
"7075",31.774664,85401,27.265709,1925.639,6.5228,6.5228,232.7,161.2,0.00321904761904762,0
"7076",29.014828,83642,27.324145,3985.874,29.6928,40.599,223.4,161.2,0.187957142857143,0
"7077",26.23021,79545,25.420405,5504.889,55.6776,92.5408,185.7,205.4,0,0.037
"7078",23.995155,73646,22.98653,7865.47500000001,35.67832,82.23956,185.8,205.6,0,0.0589642857142857
"7079",22.57091,69133,21.47115,7574.97199999999,24.32694,37.68318,185.9,205.5,0,0.0725309523809524
"7080",23.004375,65786,22.144861,5368.03,11.6857,12.19834,124.7,183.3,0.138628571428571,0
"7081",22.738424,62721,21.468189,4143.558,9.39575,12.04112,124.8,183.3,0.0692,0
"7082",21.935425,61068,21.43033,2697,39.7068,52.7655,124.7,183.3,0.0350253968253968,0
"7083",21.737742,60125,20.383993,2106.059,56.4036,71.3328,124.7,183.3,0,0.0330888888888889
"7084",21.947351,60970,20.42068,232.495999999999,41.48824,67.00632,124.7,183.3,0,0.0650761904761905
"7085",22.706911,62570,21.905716,-1372.518,51.833,73.5658,185.5,200.5,0,0.0466785714285714
"7086",24.085129,67367,21.241052,-4666.829,42.186,89.18512,282.4,157.6,0,0.0749761904761905
"7087",25.921695,70512,24.010213,-4930.485,43.0048,88.2346,282.4,157.6,0,0.0447166666666667
"7088",27.457463,73600,26.604012,-4109.82399999999,41.2159,77.2431,246.6,201,0.0860047619047619,0
"7089",29.499924,76297,29.000064,-3610.072,25.36296,36.3909,246.2,201.4,0,0.18902380952381
"7090",29.735486,77011,25.489521,-1552.62300000001,39.75872,70.0856,246,201.7,0.106790476190476,0
"7091",27.48963,75940,26.065379,686.998999999996,42.70746,72.9957,288,202,0,0.0278285714285714
"7092",26.701264,74845,24.405118,1681.567,38.0682,66.7098,287.8,202.2,0,0.0402452380952381
"7093",26.252675,74135,21.925968,1346.738,43.5429,66.3741,287.9,202,0,0.0483166666666667
"7094",25.714789,73018,22.145971,1399.798,46.94235,83.87925,287.9,202,0.0833142857142857,0
"7095",25.181833,72555,21.225273,881.008000000002,67.8625,98.59153,287.9,201.9,0.000488095238095239,0
"7096",25.470714,72972,25.057692,-327.407000000007,24.4764,53.0532,288.3,201.6,0.00540238095238095,0
"7097",25.926049,73922,22.639241,-1038.33900000001,24.311,40.526,324.5,157.6,0,0.164978571428571
"7098",33.579322,77831,32.362591,-4022.863,13.9026,13.9026,324.6,157.6,0.0553928571428571,0
"7099",34.011046,78928,24.398662,-2459.272,7.733,7.733,324.5,157.6,0,0.313061904761905
"7100",30.676963,78189,24.643765,1062.72100000001,32.73268,75.72244,282.4,157.6,0,0.243533333333333
"7101",27.583202,75933,22.803433,2474.41899999999,35.6076,73.3635,245.9,202,0,0.387011904761905
"7102",24.788166,71840,21.473152,4548.01700000001,39.03536,64.64276,245.7,202.1,0,0.118669047619048
