"","P_E_DA","E_DA","P_E_RT","E_RT_total","P_R_REG_a","P_R_REG_d","R_REG_a","R_REG_d","delta_REG_p","delta_REG_n"
"1",20.477209,74917,19.370768,1252.255,12.94652,19.118,198.7,183.1,0,0.0303238095238095
"2",19.423133,73001,16.453073,1086.963,6.62376,6.8094,196.5,183.1,0,0.661019047619048
"3",17.244261,71791,14.22046,538.199999999997,6.76,6.76,190.4,183.1,0,0.763574603174603
"4",17.047802,71383,14.58496,191.892000000007,5.0389,6.00896,190.4,183.1,0,0.422203174603175
"5",17.596576,71973,15.122876,-142.997000000003,4.5756,4.5756,191.2,183.1,0,0.484863492063492
"6",19.122908,73478,14.475466,-126.323000000004,12.97052,19.1694,263.5,220.8,0,0.346847619047619
"7",21.403117,77508,15.488898,-2092.705,12.91248,20.73876,312.5,197.5,0,0.0830309523809524
"8",22.582485,81091,1.072536,-3914.636,84.2508,91.26648,332.1,197.5,0,0.105461904761905
"9",23.351302,82679,7.248805,-4179.95600000001,59.8094,68.4335,276.2,220.7,0.160378571428571,0
"10",24.235039,85034,17.743423,-4218.575,16.5979,23.28604,265,220.8,0.0567119047619048,0
"11",24.260725,85499,20.024399,-2530.243,10.19988,10.54788,222.1,220.8,0,0.0278928571428571
"12",23.537255,84806,20.078892,-724.751999999993,6.792,7.152,222.1,220.8,0.0170571428571429,0
"13",22.840716,83193,20.636665,1197.643,9.75154,10.13854,222,220.7,0,0.0179547619047619
"14",22.156267,81875,20.072761,2028.716,8.82354,9.19503,220.7,218.3,0,0.03355
"15",21.872167,81058,17.969336,2328.541,9.64304,16.01248,220.8,218.1,0,0.0905571428571429
"16",21.989974,81171,18.265989,2462.512,5.56452,5.9508,220.8,218.3,0,0.0347071428571429
"17",24.492674,85569,20.697671,375.544999999998,6.02174,6.25136,254.1,218.5,0,0.136619047619048
"18",31.436666,93190,24.117358,-1000.36199999999,12.58716,18.4701,310.1,197.5,0,0.00859047619047619
"19",29.929033,94111,24.071876,-435.055999999997,5.5002,9.85319,310,197.5,0,0.0776595238095238
"20",28.3262,92817,25.151631,256.716,12.19344,19.59888,310,197.5,0,0.10652380952381
"21",27.284707,92025,22.285382,83.3819999999978,4.5054,7.4853,310,197.5,0,0.083747619047619
"22",26.050926,89438,23.519735,856.555999999997,20.0013,32.4075,212.5,218.2,0,0.0322333333333333
"23",23.188481,85982,20.320733,1109.95600000001,9.936,15.53328,209.4,218.2,0,0.396461904761905
"24",21.799321,81828,18.844477,1727.31200000001,16.8232,23.3206,208,218.2,0,0.138488095238095
"25",22.077482,80059,19.302389,2.18300000000454,8.57211,9.03495,129.1,180.7,0,0.42708253968254
"26",21.668277,77749,17.574694,187.356,8.34504,12.21828,128.3,180.7,0,0.177726984126984
"27",21.603881,76620,18.378988,236.866999999998,3.9865,4.233,129.3,180.7,0.0105904761904762,0
"28",21.626547,76774,18.9309,21.8279999999941,4.47972,4.73676,129.3,180.7,0,0.068384126984127
"29",21.599455,77298,17.285065,241.129000000001,5.43488,5.78864,129.4,180.7,0,0.194301587301587
"30",23.042994,80037,22.578421,-405.504000000001,11.38898,11.75276,188.3,219.1,0.0587738095238095,0
"31",25.749828,83976,21.552239,-1092.20299999999,12.7215,22.9383,281.3,195.5,0,0.0886738095238095
"32",30.01009,87925,22.239227,-1851.015,8.46937,10.42314,312.6,195.5,0,0.261238095238095
"33",31.148912,90024,27.041312,-2202.258,19.67078,20.05526,258.1,219.2,0,0.0204214285714286
"34",29.209631,91329,22.375543,-3364.16800000001,18.89915,31.74185,257.8,219.2,0,0.142292857142857
"35",29.1222,90355,20.957624,-2851.65300000001,7.443,7.443,151.4,219.1,0,0.152311904761905
"36",26.585231,88528,20.338337,-2303.929,4.80984,5.1954,151.9,219.2,0.00371666666666666,0
"37",24.968097,86066,17.87907,-1557.325,9.28638,9.99108,153.8,219.1,0,0.270338095238095
"38",23.272685,83965,14.709849,-1285.788,13.75228,14.42868,155.1,219.1,0,0.04185
"39",22.594098,82320,14.426795,-1045.663,9.72859,10.25725,157,219.2,0,0.152969047619048
"40",22.658633,82221,11.39448,-1158.24400000001,13.5456,14.1916,155.8,219.2,0,0.0708928571428571
"41",24.5513,85815,15.515442,-2292.649,11.85406,14.84123,246.6,218.9,0,0.0435738095238095
"42",33.0749,94829,22.526975,-4199.12699999999,4.2543,4.2543,295,195.5,0,0.073647619047619
"43",32.231215,95975,22.631605,-2055.159,3.04956,6.26596,297.1,191.8,0,0.394111904761905
"44",31.196447,94877,22.916016,-1001.53,2.314,5.3578,297.1,191.8,0,0.601721428571429
"45",29.97092,93675,22.110084,-447.364000000001,5.2065,5.58,297,191.8,0,0.18752619047619
"46",28.615916,91976,21.982943,-233.604999999996,11.007,17.9037,201,213.5,0,0.152345238095238
"47",25.276137,87601,20.138924,1272.557,7.9744,8.43275,134.6,213.5,0,0.136111904761905
"48",22.947015,83137,20.021035,1965.78999999999,10.5643,20.3543,133.3,213.1,0,0.29997619047619
"49",22.414757,79398,20.475634,2431.181,5.75232,6.23616,96.2,174.4,0.16695873015873,0
"50",21.736085,77234,17.02936,2335.364,5.9806,6.50845,93.9,174.4,0,0.125333333333333
"51",21.254424,76245,16.578035,2252.45600000001,6.4134,6.93,95.5,174.4,0,0.00318095238095238
"52",21.249205,76557,16.572242,1530.22500000001,5.4978,5.78765,94.9,174.4,0,0.00922222222222222
"53",21.515493,76732,17.658793,1838.34699999999,26.5869,33.24588,94.7,174.4,0,0.0608984126984127
"54",22.663584,78407,17.710921,1654.72199999999,6.4715,6.92988,153.1,213,0,0.00370476190476191
"55",24.130664,81512,18.343592,885.312000000005,7.58988,16.79448,233.9,187.5,0,0.345590476190476
"56",29.357143,85333,20.482671,-408.202999999994,8.22272,15.99488,265.2,187.5,0,0.178659523809524
"57",29.648975,86880,15.734297,-436.777000000002,20.14782,20.67737,208.9,213.1,0,0.156659523809524
"58",26.430313,87482,10.868453,-1588.341,58.1704,66.0024,210.8,213.1,0,0.00259523809523809
"59",24.699047,86147,14.998104,-1192.679,8.1606,8.7087,164.4,213,0,0.0796357142857143
"60",23.774963,84183,14.023171,-142.263000000006,10.16508,10.49394,166.1,213,0,0.0295666666666667
"61",23.844131,82962,17.554317,675.623000000007,6.1251,6.7065,166.6,213,0.0166928571428571,0
"62",23.25667,81691,18.610334,1270.81600000001,5.7768,6.4119,166.8,213,0,0.120919047619048
"63",23.315458,80657,16.069646,1895.102,6.5326,7.08796,170.1,213,0,0.112383333333333
"64",23.333677,81081,5.111893,1823.921,17.99172,18.2979,170.1,213.1,0,0.441835714285714
"65",24.438308,86420,16.875722,228.548999999999,9.82968,10.51512,247.7,212.7,0,0.282590476190476
"66",39.971442,97474,23.349589,-3418.87699999999,10.8273,19.907,304,187.5,0,0.0796428571428572
"67",34.235953,97663,24.315482,-835.235000000001,11.5326,23.2716,304.2,187.5,0,0.0580619047619048
"68",32.980549,96297,25.527449,461.551999999996,4.8461,9.99664,304.2,187.5,0,0.38265
"69",31.747864,95096,26.631486,639.282999999996,16.9695,26.4915,303.8,187.5,0,0.153509523809524
"70",27.948555,92079,21.219606,532.918999999994,9.84753,16.26204,214.7,212.9,0,0.216504761904762
"71",24.779707,87843,17.112766,714.756999999998,10.1766,10.68312,165.4,213,0,0.047247619047619
"72",23.617899,83196,17.444583,916.133000000002,9.1872,9.9267,164.6,213,0,0.0389
"73",23.936444,82222,16.722556,-1250.014,6.33192,7.02744,152.4,178.9,0,0.304895238095238
"74",22.914002,81080,16.384091,-1507.197,6.8838,7.392,151.5,178.9,0,0.0298634920634921
"75",22.942495,80675,15.009614,-1201.113,7.3254,7.7778,150.8,178.9,0,0.146073015873016
"76",23.718335,81589,14.602421,-1347.879,26.81868,32.98176,150.7,178.9,0.00923809523809524,0
"77",24.882519,84092,12.796656,-1154.99400000001,7.7517,8.27544,66.3,178.9,0,0.226806349206349
"78",30.444587,91497,17.461275,-2751.38400000001,17.2805,29.7075,174.3,215.9,0,0.275511904761905
"79",39.02082,102940,22.051642,-5025.61599999999,0.9594,0.9594,220.4,187.3,0,0.35457619047619
"80",46.363952,108719,22.320949,-5075.526,0.0765,0.0765,194.2,187.3,0,0.325169047619048
"81",40.437784,107684,22.524101,-3731.084,0.0085,0.0085,134.5,216,0,0.00328333333333333
"82",34.909469,106128,25.120244,-2742.255,0.24,0.24,134.3,216,0,0.0184785714285714
"83",35.641312,105241,25.31754,-2361.89,0.1785,0.1785,120.5,216,0.0228880952380952,0
"84",32.39547,104323,23.673634,-2178.997,7.65336,8.10304,202.8,216,0,0.271792857142857
"85",29.909901,102371,24.806184,-779.320999999996,18.96426,28.83528,220.2,215.7,0.0949142857142857,0
"86",29.13116,101539,23.948011,-261.887000000002,8.57766,13.07306,220,209,0,0.191542857142857
"87",28.706032,100682,24.752123,447.453999999998,13.0385,13.5547,220.2,208.9,0,0.0124642857142857
"88",28.914248,100884,24.718453,1222.71400000001,11.79962,12.3621,212.1,217.4,0,0.0332047619047619
"89",35.002613,104964,26.515142,756.312000000005,16.6959,16.8093,232,217.6,0,0.839169047619048
"90",62.191458,114763,30.513914,-1361.48299999999,3.67836,4.06116,278.5,190.9,0,0.113147619047619
"91",54.947769,115189,35.269166,1402.008,7.3728,7.7292,263.9,190.9,0,0.38222380952381
"92",51.318243,114508,30.05902,1714.736,1.7644,4.47568,264.1,190.9,0,0.147683333333333
"93",45.431927,113544,33.770282,1609.467,3.303,3.303,263.9,190.9,0.0654142857142857,0
"94",39.116511,109324,33.758301,2767.829,17.7174,18.1098,197,217,0,0.378523809523809
"95",33.838712,103328,27.063089,3532.51300000001,18.2988,27.2136,192.8,150,0,0.604445238095238
"96",29.773352,97224,25.46626,4553.129,17.04504,25.68936,193,150,0,0.153985714285714
"97",32.084069,94352,39.201362,3863.629,29.55156,30.17634,147.7,137.4,0,0.0606984126984127
"98",32.265057,93347,31.971574,3993.961,35.35288,45.73308,163.5,137.4,0.255968253968254,0
"99",31.727209,92403,36.398621,4827.152,39.7068,62.1876,190.1,137.4,0,0.127952380952381
"100",33.42651,93335,57.206704,4733.68399999999,102.5643,139.54278,190.1,137.4,0.167695238095238,0
"101",35.472323,95913,76.331768,4996.126,108.98096,141.56736,252.7,137.4,0,0.502053968253968
"102",44.992351,102421,104.904318,4365.73299999999,175.1218,202.65556,331.6,155.5,0.0170333333333333,0
"103",68.761726,114010,102.142556,2063.959,99.99951,112.34826,385,144.4,0.187916666666667,0
"104",79.8857,116493,130.954253,4850.538,153.37608,174.68088,330.9,144.4,0.0909642857142857,0
"105",61.267832,113986,42.037051,6040.268,10.42272,12.29272,277.7,155.7,0,0.977642857142857
"106",45.916744,111727,40.242224,4508.018,188.58525,209.46975,290.9,155.4,0,0.137728571428571
"107",41.246488,109549,49.647506,3732.702,41.6904,83.3982,256.6,155.6,0,0.166066666666667
"108",37.969459,105789,45.594472,4459.073,41.56391,72.11621,256.9,155.9,0,0.202866666666667
"109",33.644654,102934,34.388853,4003.39599999999,68.1034,102.6066,262.5,155.5,0,0.0386666666666667
"110",32.600262,101200,34.359158,3524.289,43.95621,72.21015,295.8,164.7,0,0.0979857142857143
"111",31.229829,99418,28.962859,3297.027,19.0443,32.7642,295.9,164.7,0,0.283302380952381
"112",31.107726,99274,29.878419,3125.03999999999,39.62112,66.42504,295.8,164.7,0,0.0863238095238095
"113",34.766349,103812,31.510012,1569.401,19.1373,37.5921,285.2,161.7,0,0.320652380952381
"114",54.858162,113542,47.983547,-23.3570000000036,21.84486,28.0704,378.6,144.5,0.0797285714285714,0
"115",53.353684,114001,32.57237,3199.614,26.10063,40.36635,368.8,144.4,0,0.603530952380952
"116",49.349419,113395,32.204655,3827.599,4.4792,11.79728,342.8,144.4,0,0.233333333333333
"117",46.634234,111843,34.626018,4225.284,5.874,5.874,342.7,144.4,0,0.185014285714286
"118",41.114029,108122,31.847709,4582.954,31.59705,46.91235,269.1,158.2,0,0.0942023809523809
"119",34.244476,101556,29.125706,5710.95600000001,45.19328,107.1312,261.9,158.1,0,0.273211904761905
"120",32.270907,95978,36.39416,6263.353,46.4056,90.9106,260.2,154.4,0.208085714285714,0
"121",40.043242,95060,29.850132,3881.68799999999,37.7825,48.0335,164.4,136.5,0,0.531695238095238
"122",40.186264,93529,27.649067,4077.781,19.18785,19.42275,79.5,136.7,0,0.0797714285714286
"123",40.142794,92427,28.209979,4977.69,26.0568,26.5608,97.2,136.7,0,0.243142857142857
"124",39.499524,92850,28.910003,5229.742,15.0336,15.35724,103.5,136.7,0,0.377355555555556
"125",40.778262,95564,29.969894,5018.565,6.2747,6.7643,103.3,136.7,0,0.37532380952381
"126",51.253175,102603,58.282918,3539.928,70.38756,70.71436,217.5,154.3,0,0.269142857142857
"127",77.634926,111865,101.7078,3319.16,86.5881,86.5881,269.1,143.9,0,0.658469047619048
"128",81.039135,114696,63.390137,5299.41800000001,10.2916,15.4968,261.8,143.9,0,0.266854761904762
"129",54.801321,111186,66.522751,6512.379,37.09954,43.29584,220.2,145.7,0,0.211871428571429
"130",46.142342,108158,64.778636,4630.754,61.3477,61.73752,209.8,154.4,0,0.0145952380952381
"131",39.150957,105698,31.856066,2359.902,27.258,44.7048,172.3,154.5,0,0.0992261904761905
"132",35.023439,102350,29.561082,1791.808,36.06018,58.89348,170,153.4,0,0.180480952380952
"133",32.282491,98641,26.107763,2110.785,18.9544,27.6103,193.1,153.5,0,0.191445238095238
"134",31.605203,96969,27.500805,1448.61599999999,15.53552,24.60304,187.1,153.5,0,0.15547380952381
"135",30.494813,94923,25.387917,1787.198,15.7818,21.6978,187,153.5,0,0.23287380952381
"136",30.460843,94628,25.159842,1841.524,14.3055,16.2945,187.2,153.5,0,0.000126190476190477
"137",32.264436,98627,24.284242,552.115999999995,7.95345,8.39375,224.5,153.5,0.0396428571428571,0
"138",46.554507,108045,31.68885,-1299.66499999999,3.4104,3.4104,279.1,143.8,0.0529071428571429,0
"139",46.988711,108856,30.372004,1102.66499999999,3.75224,8.38024,278.9,143.8,0,0.56905
"140",43.362943,107733,27.732059,1872.8,23.9004,51.9876,279.2,143.8,0,0.097602380952381
"141",39.849181,106982,28.189549,1236.79700000001,49.41552,74.1488,279.2,143.8,0,0.104171428571429
"142",36.070665,102549,27.903479,1991.67200000001,23.6829,43.6189,193.1,153.8,0,0.358035714285714
"143",31.6794,96717,25.477443,2339.927,63.65634,87.15326,173,153.8,0,0.0021452380952381
"144",29.141342,91117,25.650211,2453.743,33.847,56.2853,158.7,153.7,0,0.133652380952381
"145",28.853404,87552,22.913099,2156.522,28.55615,49.7834,168.5,136.7,0,0.0514444444444444
"146",27.856441,86061,22.90788,1766.156,31.2069,45.4529,188.4,136.7,0,0.0684190476190476
"147",27.713408,85113,21.735974,1962.235,39.31232,64.59116,139.2,136.7,0,0.17667619047619
"148",28.011174,85378,23.263174,1816.92600000001,29.1583,50.4046,139,136.7,0,0.043615873015873
"149",29.185619,87708,22.755991,1245.416,13.8116,29.1148,139.1,136.7,0,0.320038095238095
"150",39.487597,94577,23.077469,-290.521999999997,25.74432,52.35552,234.8,147.1,0,0.30417619047619
"151",55.896329,106187,24.510247,-3053.217,5.51319,11.8668,293.1,144.1,0,0.415097619047619
"152",55.714991,108660,30.457344,-43.4679999999935,6.2832,6.2832,289.7,144.2,0.079702380952381,0
"153",38.421041,106374,26.548784,1039.194,0.672,0.672,237,146.6,0,0.035497619047619
"154",35.119392,103397,30.075221,1453.21000000001,9.588,9.588,180.1,146.5,0.0440809523809524,0
"155",31.979792,101419,26.620663,801.244000000006,41.25678,66.43414,143.8,138,0.0227785714285714,0
"156",30.497758,98519,23.592105,867.751999999993,3.9663,16.2864,146.6,138,0,0.292759523809524
"157",28.688623,95619,23.994809,1460.95600000001,27.83391,61.34109,146.6,138.1,0,0.134428571428571
"158",28.262831,94102,20.779556,1104.95299999999,4.7412,17.2152,138,138.5,0,0.396614285714286
"159",27.591418,92014,21.833131,1847.35799999999,16.76142,37.05417,131.2,138.5,0,0.162071428571429
"160",27.993489,92014,22.443504,1225.323,31.60568,43.97223,122.7,146.8,0,0.0362952380952381
"161",28.986788,95400,21.533,-397.285000000003,2.73789,3.16419,168,138.3,0,0.128842857142857
"162",37.242368,104628,29.706884,-3328.91899999999,4.4795,4.4795,210.9,135.7,0.272088095238095,0
"163",35.724298,105075,25.968943,-1464.40300000001,1.1748,1.1748,206.8,144.1,0,0.372952380952381
"164",33.893191,103387,26.256309,-421.072,5.4522,12.1914,207.1,144.1,0,0.144985714285714
"165",32.726846,101592,25.600302,-112.994999999995,2.45088,2.62752,206.8,144,0,0.282938095238095
"166",29.956309,97345,23.795398,751.747000000003,7.19082,21.39046,129.6,154.3,0,0.139347619047619
"167",26.371186,91243,21.001107,1396.853,4.6137,4.6137,124.5,154.9,0,0.323435714285714
"168",24.29903,85814,16.709752,1163.143,8.94075,19.1373,123.2,158.9,0,0.462828571428571
"169",21.905194,81054,16.178501,2006.94,16.592,22.967,146.6,141.3,0,0.375974603174603
"170",21.237699,79311,17.963098,1630.94500000001,40.70136,61.1436,166.7,141.3,0,0.082568253968254
"171",20.967004,78498,17.89659,1319.825,39.96616,62.04914,166.7,141.3,0.0298698412698413,0
"172",21.272782,78692,18.49967,1094.95600000001,37.2946,59.2348,166.1,141.3,0,0.128438095238095
"173",22.359833,80464,18.192427,841.832999999999,18.06642,39.29616,165.9,141.3,0,0.218634920634921
"174",26.313337,85140,20.000291,980.923999999999,30.1716,58.4936,245.7,159.4,0.201388095238095,0
"175",33.520829,95906,23.17854,-1206.50199999999,11.7225,20.7945,309.2,148.9,0,0.202885714285714
"176",35.460708,100938,24.586518,-1193.85000000001,1.7711,1.7711,309.3,148.9,0,0.156121428571429
"177",30.404361,99768,24.227833,129.335999999996,1.1616,1.1616,246.3,159,0,0.198219047619048
"178",30.191133,98258,26.65601,1255.023,2.8424,2.8424,254.8,158.9,0.120616666666667,0
"179",28.672498,96771,25.947478,2454.966,25.44955,49.0034,216.8,159.3,0,0.0876523809523809
"180",27.795187,94938,25.057037,3305.43399999999,3.51045,3.83235,218.3,151.8,0.0219166666666667,0
"181",26.431805,92486,24.926002,4578.389,2.6187,2.6187,194.3,158.3,0.0326547619047619,0
"182",25.625339,91075,24.114234,5107.61900000001,2.56344,3.05624,194.7,158.2,0,0.123478571428571
"183",24.699845,89593,23.914835,5601.996,2.44296,2.79444,194.9,158.8,0,0.137269047619048
"184",24.49198,89530,24.26862,5077.99400000001,2.8275,2.8275,193.6,154.7,0.0105857142857143,0
"185",25.884333,92165,24.14841,3900.842,5.67944,6.25736,233.3,148.6,0.0156357142857143,0
"186",30.573726,99606,24.567726,169.588000000003,13.1457,22.9593,271,146.1,0,0.103647619047619
"187",29.94394,99230,24.735044,414.971000000005,13.244,22.088,270.9,146.1,0,0.0138595238095238
"188",27.687811,96106,23.3226,1412.769,12.31746,31.52532,236.5,146.1,0,0.0538404761904762
"189",26.405056,93897,22.288615,1161.2,23.51958,43.44954,236.6,146.1,0.00349523809523809,0
"190",24.207572,89829,19.750112,1889.094,4.68496,5.29372,192.8,154.6,0,0.281980952380952
"191",21.297376,84473,18.078219,2558.327,24.6886,46.62532,183.1,154.5,0,0.0635309523809524
"192",18.810784,80226,15.699516,1423.148,49.3493,81.8686,193.9,154.6,0,0.0515809523809524
"193",20.309774,73115,20.9171,4285.478,22.47768,46.34352,56.6,137.9,0.325412698412698,0
"194",18.99291,70980,19.803071,3728.791,12.0656,29.756,80.8,137.9,0.128444444444444,0
"195",18.327137,69145,18.606628,3976.736,59.03165,81.2906,60.7,137.9,0.0072952380952381,0
"196",17.98155,68584,16.833457,3953.041,33.4515,60.56853,60.7,137.9,0,0.16144126984127
"197",17.973354,68857,17.455905,4087.716,41.0256,61.41608,60.7,137.9,0.00396190476190477,0
"198",19.44913,70997,19.045747,3553.08199999999,24.39648,52.1805,138.7,155.8,0,0.0889452380952381
"199",21.5141,74630,19.141919,2756.75199999999,27.56644,63.41554,205.6,146,0,0.154483333333333
"200",24.655603,78653,22.18988,2208.814,23.29568,42.92088,216.2,146,0,0.0232880952380952
"201",26.622678,81468,22.904683,2165.20299999999,6.622,7.181,210.9,155.7,0,0.0601428571428571
"202",26.971876,83898,23.054605,1818.787,21.56528,49.2272,210.8,155.8,0,0.0233357142857143
"203",26.663567,85037,22.924773,1466.42200000001,26.40704,50.10368,210.8,155.7,0,0.0150952380952381
"204",25.281757,83890,22.700246,2299.704,7.1937,24.624,210.7,155.7,0.00578571428571428,0
"205",24.069863,81694,21.600448,3273.798,9.0873,23.5863,232.2,155.7,0,0.105154761904762
"206",23.460006,79767,20.850922,3974.292,14.13587,35.01794,232.2,155.7,0,0.0300380952380952
"207",22.50938,78288,20.979565,4491.15300000001,4.82154,5.54886,232.1,155.8,0.00526190476190476,0
"208",22.262557,78380,20.968235,4531.91899999999,28.59342,51.78414,231.4,153.8,0,0.0426833333333333
"209",23.643567,81040,22.241888,3740.556,4.0494,4.5594,195.9,154.3,0,0.0305071428571429
"210",28.355865,89185,22.957626,135.429000000004,1.1837,1.1837,241.8,145,0,0.255578571428571
"211",27.782062,88649,21.638653,1643.731,3.13013,3.67837,277.3,145,0,0.1126
"212",25.506918,86632,18.431484,2525.17999999999,5.76048,6.29552,277.3,144.9,0,0.0480023809523809
"213",24.122708,84761,19.16808,2670.97,26.73826,45.0554,277.1,144.9,0,0.0143833333333333
"214",23.682913,81923,18.647455,2902.803,5.28749,5.81615,231.4,153.8,0,0.0488690476190476
"215",20.886173,77571,15.088074,3695.181,33.28512,62.62256,242.2,153.9,0,0.111042857142857
"216",17.494091,73149,15.410711,4111.28200000001,29.38848,58.04304,242.1,154.3,0,0.175611904761905
"217",16.214572,69539,17.442832,4373.791,41.2284,65.83214,140.4,136.9,0,0.119114285714286
"218",14.376485,67992,15.464403,3202.857,8.7376,9.18308,140.5,136.9,0.0783269841269841,0
"219",11.146003,66738,14.247612,2714.28999999999,7.1079,7.3863,141.3,136.9,0.0385206349206349,0
"220",9.004663,66039,6.891982,2709.515,48.875,64.158,141.3,136.9,0.089984126984127,0
"221",8.94128,66083,13.350575,2602.412,34.26412,55.20856,200.1,155.2,0.0224214285714286,0
"222",11.431882,67054,11.92528,2700.467,27.71038,54.33346,248.6,146.6,0.0218761904761905,0
"223",15.632685,69448,17.833407,2611.019,19.32252,44.81484,301.5,93.8,0.0451833333333333,0
"224",19.815834,72463,18.61658,2598.677,9.02275,35.83855,248.1,102.4,0.239052380952381,0
"225",20.01824,75577,16.9114,2269.2,11.1028,15.8096,248.1,102.3,0.346633333333333,0
"226",20.791078,78569,19.8562,2331.23699999999,23.5803,43.3011,252.2,102.1,0.0793238095238095,0
"227",21.585697,80398,19.697074,2323.48299999999,22.80125,48.24175,256.8,104.1,0,0.0171571428571429
"228",21.788665,81275,19.419901,2559.356,16.37862,39.32574,258.4,104.1,0,0.0654714285714286
"229",21.736682,80786,20.160994,3734.111,16.18864,35.13616,258.5,104.1,0,0.0799380952380952
"230",21.179189,79867,19.36681,4967.53200000001,5.70024,6.34056,203,155.2,0,0.0342785714285714
"231",20.840184,79509,19.686517,5455.611,4.92348,5.40408,206.5,155.3,0.09175,0
"232",20.85483,80227,20.790522,5753.909,5.1192,5.7456,206.5,155.3,0,0.176242857142857
"233",22.28931,83553,22.368192,5560.34699999999,5.083,5.4026,254.4,146.6,0,0.279502380952381
"234",29.471724,93963,24.210945,1405.92600000001,3.483,3.483,246.6,146.6,0.161819047619048,0
"235",29.37194,95695,25.292291,3329.25199999999,3.1943,3.7604,246.6,146.5,0.0227785714285714,0
"236",28.723054,95398,25.087924,3871.13099999999,14.16524,25.77974,246.3,146.6,0.0982071428571429,0
"237",28.681382,94425,24.993806,4281.179,5.93584,6.66448,198.9,155.5,0.0217285714285714,0
"238",26.76236,91544,21.755239,4801.18799999999,4.65704,4.81896,216.1,155.4,0,0.244888095238095
"239",24.37291,87258,19.80923,5358.787,12.2757,17.9394,187.2,155.6,0,0.281090476190476
"240",21.949723,82552,15.067312,6233.38800000001,23.2144,23.9008,121.6,140.1,0,0.26375873015873
"241",22.96021,82193,14.463185,4239.204,34.18586,34.60124,121.8,140.1,0.556666666666667,0
"242",22.965947,80575,22.157732,5135.624,0,0,0,0,Inf,0
"243",23.280872,80741,21.570448,5293.664,8.6508,8.9979,120.2,140.1,0,0.045215873015873
"244",23.022441,81799,21.615891,5532.788,6.248,6.78656,118.9,140,0.170320634920635,0
"245",24.536278,84678,23.242699,6051.959,8.11324,8.45982,102.1,140,0.0102412698412698,0
"246",30.626685,93239,23.149048,3803.209,24.2792,35.7424,202.9,158.1,0,0.00819761904761905
"247",43.587334,105878,67.61711,1181.702,54.4533,54.4533,265.6,148.5,0,0.47972619047619
"248",48.666162,110528,66.143928,2796.06299999999,53.0796,53.0796,241.8,148.4,0,0.409359523809524
"249",39.478849,108947,28.969179,3724.545,1.656,1.656,208,148.7,0,0.312506971556051
"250",35.703103,107110,28.271803,3632.327,2.08438,2.2695,172.2,156.5,0,0.289183333333333
"251",33.164111,106811,26.544048,2183.523,0.7917,0.7917,172.2,156.5,0.00562619047619048,0
"252",31.216917,104521,26.543546,2652.67,18.0003,27.01524,170.1,155.5,0,0.130911904761905
"253",29.462793,102660,24.574357,2899.424,23.57091,32.00904,170.1,155.3,0,0.150890476190476
"254",28.553524,101092,23.593511,3093.766,14.4162,20.8611,182.7,149.4,0,0.131830952380952
"255",28.010584,100051,22.744943,2929.474,23.13293,34.44002,176.3,155.4,0,0.296814285714286
"256",28.088586,99808,22.946711,3223.88400000001,36.82348,46.44946,182.2,149.4,0.00957142857142857,0
"257",29.316185,103152,23.859379,2481.38499999999,5.064,5.4024,201.2,149.3,0.0149095238095238,0
"258",49.489773,113215,56.152318,-266.669999999998,27.488,27.488,254.3,148.5,0.272229293357847,0
"259",46.728581,114159,26.819118,1819.421,0.0083,0.0083,247.1,148.5,0,0.557257142857143
"260",38.598019,112611,28.100563,2822.602,1.15412,1.52564,247.1,148.5,0,0.118030952380952
"261",36.285317,110745,27.972659,3091.746,2.2764,2.2764,228.5,148.4,0,0.0516380952380952
"262",31.737896,106303,26.944987,3891.531,13.12308,23.01846,184.4,150.1,0,0.106688095238095
"263",28.168318,99300,27.670091,5403.63499999999,29.3166,36.33425,185.5,150.4,0,0.545107142857143
"264",26.451138,92801,23.304127,6567.516,39.78684,47.55768,188.1,150.4,0,0.442264285714286
"265",27.386045,88550,23.15742,6937.738,11.0141,13.59374,182.8,139.9,0,0.0335904761904762
"266",26.027979,86838,22.424934,6468.774,6.87126,6.97566,142.2,139.9,0,0.562514285714286
"267",26.352696,85798,22.0711,6469.71400000001,6.47472,6.9864,142.1,139.9,0,0.127206349206349
"268",26.501567,86222,22.527843,5976.408,6.74209,7.19527,142.1,139.9,0,0.0243428571428571
"269",27.53848,88442,22.00624,5841.677,6.7158,7.3308,133.8,139.8,0,0.277177777777778
"270",31.687344,96058,22.040282,3224.618,27.92944,40.579,248.1,150.8,0,0.0557761904761905
"271",45.929629,107169,26.305278,497.741999999998,10.15476,14.06328,313.8,148.4,0,0.0468190476190476
"272",50.632558,112575,25.843733,20.1879999999946,9.0112,9.0112,348.4,99.4,0,0.0091452380952381
"273",38.746953,109320,25.818099,1942.016,10.55544,16.46148,305.7,100.7,0,0.0321857142857143
"274",33.48372,107290,26.654516,2461.30499999999,13.3056,19.2896,301.6,100.7,0,0.0227119047619048
"275",31.941679,106243,26.358042,2216.541,12.5324,17.49725,324.3,56.3,0,0.189409523809524
"276",31.213014,103645,27.016532,3690.323,18.21563,32.05958,258.4,58.1,0,0.102447619047619
"277",30.169377,101241,26.771761,5106.107,44.67855,86.58525,312.5,55.9,0.0646047619047619,0
