"","gen_coal","gen_gas","gen_hydro","gen_multi","gen_nuclear","gen_oil","gen_other","gen_otherRE","gen_solar","gen_storage","gen_solar.1","gen_wind"
"5382",43910.2,28261,255,1512.6,33697.1,220.8,3.3,676.8,0,0,0,916.9
"5383",45146.3,30642.4,270.1,1791.4,33703.8,220.8,4.5,655.5,0,0,0,1057.3
"5384",46132.6,33226.2,298,2389.6,33709.9,219.5,7.5,653.2,0,0,0,1165.4
"5385",48181.8,37356.1,315.7,3135.7,33677.8,238.8,13,655.4,0,0,0,1020.7
"5386",50377.6,41979.4,637,3468.6,33640.6,260.7,15.4,651.9,0,0,0,956.2
"5387",51704.2,45623,2104.4,3813.4,33560.8,328.8,17,667.5,0,0,0,845.3
"5388",51363.1,48890.3,2934,4191.1,33459.1,428.9,19.4,686.9,0,0,0,650
"5389",51475.9,50372,3733.7,4696.9,33359.7,1685.3,18.1,694.6,0,0,0,697.5
"5390",50418.9,49900.6,4348.4,5211.7,33296,2018.6,18.5,682.7,0,0,0,847.2
"5391",50544.3,49517.1,3922.7,5155.8,33234.6,2005.7,15.9,678.9,0,0,0,769
"5392",49951.4,50128.8,3933.5,5045.7,33206.9,1909.7,5.5,681.9,30.2,0,30.2,916.6
"5393",50465.9,49408.9,3575.2,5005.1,33245,1188.8,5.1,685.3,167.4,0,167.4,1098.8
"5394",50294.3,49131.2,3426,4184.8,33249.7,556.8,3.9,692.1,233.4,0,233.4,824.5
"5395",49091.8,45690.6,3322.2,3576,33248.6,419.3,3.9,679.1,264.1,0,264.1,661.4
"5396",48965.5,44532.5,3360.3,3289.5,33150.2,396.3,3.9,713.9,313.7,0,313.7,534.1
"5397",49277.7,42892.6,1334.1,3178.6,33191.6,290.2,3.9,680.4,320.9,0,320.9,687.3
"5398",48645.1,39937,322.2,2040.2,33217.6,292.8,3.9,690.1,285.6,0,285.6,927.9
"5399",47032.4,34850,337.8,1575.4,33154.4,275,3.9,689.8,287.1,0,287.1,1308.6
"5400",45181.8,29040.4,343.8,1420,33259.9,214.6,3.9,711.3,268.5,0,268.5,1424
"5401",42569.5,27986.2,353.7,1351.9,33356.9,215.6,3.8,708,237.8,0,237.8,949.1
"5402",38164,27498.7,355.7,1218.8,33438.4,218.1,3.9,721.8,143.2,0,143.2,1144.5
"5403",36417.9,27005.7,365.3,1179.5,33511.8,221.3,3.2,746.1,102,0,102,1140.6
"5404",34655.4,26733.1,382.8,1099.5,33595.5,223,3.3,755.6,11.8,0,11.8,1202
"5405",34118.1,26410.8,386.6,1063.8,33634.3,221.6,3.2,746.9,0,0,0,1321.1
"5406",35050.3,26872.8,405.5,1130.1,33681.7,223.5,3.2,750.7,0,0,0,1241.1
"5407",35564.9,27468.9,404.2,1218.4,33670.9,224.9,5.1,748.6,0,0,0,1351
"5408",40177.2,29533.4,414.2,1335.5,33667.4,222.3,5,751.2,0,0,0,1360
"5409",44279.9,32909,409.9,1835.3,33591.2,220.3,12,755.1,0,0,0,1093.6
"5410",46870.9,37614.2,403.3,2501.2,33526.9,218.8,14.6,752.8,0,0,0,1111
"5411",48459,42439.1,1120.1,3198.2,33360.9,215,16.3,753.7,0,0,0,1156.9
"5412",48513.4,44332.8,1655,3478.2,33232.2,239,12.4,722.6,0,0,0,1233.2
"5413",47652.9,46515.7,3081.6,3520.6,33158.1,583.2,8.3,725.4,0,0,0,1259.6
"5414",48050,46920.2,3861.1,3529,33091.6,516,14.5,713.2,0,0,0,1468.5
"5415",48685.8,46384.4,3957.6,3538.2,32970.7,426.5,15.9,715.4,0,0,0,1631.5
"5416",48905.8,45851.1,4271.8,3556.5,32917.7,359.4,12.6,714.4,42.7,0,42.7,1623.1
"5417",48926,44656.1,4374.8,3471.3,32897.5,357.2,5.1,723.4,161.7,0,161.7,1549.6
"5418",49137,44051.8,3498.9,3556.4,32939.5,355,5.7,731.9,241.6,0,241.6,1317
"5419",49111.4,41591.1,1711.5,3024.7,32985.2,398.7,3.2,739.1,285,0,285,1323.6
"5420",49431.9,39531.3,1441.2,2880.1,33058,374,3.2,742.8,312.2,0,312.2,1268.6
"5421",49423.2,37058.8,968.3,2624.2,33121.7,357,3.2,735.6,306.8,0,306.8,1406.9
"5422",48104.9,34537.8,290.5,1785.7,33146.4,257.2,3.2,727.5,292.9,0,292.9,1531.7
"5423",45933.5,31511.3,282.3,1488.7,33145.9,211.5,3.1,761.5,276,0,276,1262.2
"5424",43255,28663.4,270.4,1398.6,33201.6,209.8,3.2,751.8,258.7,0,258.7,1179
"5425",41022.1,27518.9,261.5,1448,33248.6,212.9,3.3,749.3,240.2,0,240.2,870.6
"5426",37685.6,26575.4,250.2,1337.1,33351,214.8,3.2,725.4,205.3,0,205.3,835.1
"5427",34355.7,26211.6,242.5,1082.3,33467.5,216.7,3.1,731.9,112.3,0,112.3,945.2
"5428",32667.1,25653.9,243.2,984.1,33553.7,218.6,3.3,740.1,14.8,0,14.8,1087.9
"5429",31345.6,25734.9,240.5,987.6,33670.8,220.8,3.2,733,2,0,2,1185
"5430",31092,25426.7,285.1,983.7,33667.1,250.2,3.3,708.1,2,0,2,952.3
"5431",31302.6,25955.4,261.3,1113,33697.2,224.4,4.9,725.5,2,0,2,895.8
"5432",35450.5,27377.1,261.9,1790.8,33687.1,235.8,8.8,746.1,2,0,2,844.5
"5433",40363.3,29738.8,262.8,2226.2,33658.8,252.7,12.1,743.5,2,0,2,674.9
"5434",44184.7,31798.2,289.1,2285.5,33628.8,218.3,14.6,714.7,2,0,2,611.2
"5435",46012.9,34289.4,748.2,2629.2,33600,346.1,16.7,733.8,2,0,2,659.8
"5436",47227.8,36391.4,1147.2,2606.3,33550,341.2,17.5,731.9,2,0,2,646.4
"5437",46635.6,37969,2589.2,2651.7,33533.6,388.5,18.4,723.1,2,0,2,635
"5438",47350.4,38739.7,3851.3,2537.4,33457.7,471.5,17.5,720.7,2,0,2,583
"5439",48445.1,39352.1,3939.6,2699.9,33336.2,818.3,16.2,729.8,2,0,2,647.9
"5440",49458.8,39800.2,3701.9,2707.1,33261.7,756.3,13.2,671.8,40.9,0,40.9,838.6
"5441",50493.1,39869.4,3267.7,2709.6,33222,708.4,9,681.7,167.1,0,167.1,639.4
"5442",50238.1,40117.8,2518,2727.1,33205.2,716.5,5.3,683.7,251.4,0,251.4,725.5
"5443",49321.3,39853.7,1407,2673.7,33210.6,717.2,3.2,709.2,286.3,0,286.3,558.2
"5444",46890.3,39445.5,929.5,2710.4,33292.4,641.4,3.3,713.3,305.1,0,305.1,325.3
"5445",46472.3,37594.5,366.4,2091.6,33334.6,566,3.3,697.4,318.5,0,318.5,361.7
"5446",45379.6,32243.8,270.8,1531,33415,510.5,3.3,712.9,266.4,0,266.4,350.3
"5447",41769.6,28796.7,275.4,1422.3,33513.8,528.2,3.3,747.7,291.3,0,291.3,256.5
"5448",38992.7,27259.9,289.8,1440.2,33675.5,525.7,3.2,728.9,261.1,0,261.1,194.8
"5449",33910.3,26881.5,305.1,1177.1,33763.7,528,3.3,736.2,218.7,0,218.7,181.7
"5450",31270.9,25979.1,292,1061.8,33779.5,526.8,3.3,724.4,161.9,0,161.9,198.7
"5451",29424,25558.3,300.2,948.8,33831.7,525.5,3.3,730,97.9,0,97.9,212.4
"5452",29463.8,25749.5,298,966.1,33846.3,547.4,3.3,741.2,18.2,0,18.2,194
"5453",30844.3,25914.1,300.5,1117.5,33856.5,624.8,3.3,741.4,0,0,0,266.4
"5454",34902.1,27087.2,349.1,1404.1,33860.2,728.1,3.1,745.8,0,0,0,227.4
"5455",37731.5,28515.1,357.1,1717.2,33897.8,711.7,5,747.8,0,0,0,225.4
"5456",39544.1,30176,382.1,2158.4,33869.8,710,8.5,764.3,0,0,0,383.7
"5457",41635.1,32493.8,388.4,2369.9,33861,706.6,12.4,755.9,0,0,0,266.5
"5458",45490.4,34567.3,1197.3,2665.1,33842.4,703.2,15.3,754.6,0,0,0,231.7
"5459",46669.5,37195.3,2648.8,2706.2,33789.4,702.6,16,754.9,0,0,0,432.3
"5460",47199.8,39632.7,3463.6,2709.5,33745.9,742.6,6.6,734.6,0,0,0,623.3
"5461",47624.1,41410.3,4691.5,2927.1,33638.8,786.8,16.9,743,0,0,0,965.2
"5462",48831.8,42691.6,5042.2,2929.1,33555.7,822.6,18.4,756.4,0,0,0,1357.8
"5463",48680.6,43164.9,5340.9,2936.9,33533.5,830.7,6.4,748.3,0,0,0,1507.1
"5464",49199,43238.8,4936.7,2954.1,33501,829.9,5.6,744,35.2,0,35.2,1297.9
"5465",49044.4,42043.5,5171.6,2825.5,33467.8,1098.5,8.7,768.5,169.8,0,169.8,1338.7
"5466",49119.2,40988.2,2920,2739.4,33470,1004.4,5.2,761.4,245.2,0,245.2,1173.7
"5467",47889,38677.2,1262.7,2699.5,33495,793.5,3,741.7,286.3,0,286.3,1681.8
"5468",47422.5,36709,1988.9,2696.4,33527.3,730.4,3.2,749.5,305.5,0,305.5,1631.8
"5469",46942.5,35766.1,627.6,2542.6,33574.6,707.2,3.2,740.1,290.8,0,290.8,1649.1
"5470",43700.6,32805.1,324.1,2024.5,33617.3,696.1,3.1,736.2,240.3,0,240.3,1960.7
"5471",38610.6,30349.4,298.7,1460.1,33553.6,696.5,3.1,727.4,256.2,0,256.2,2058.5
"5472",35414.7,28172.7,303.5,1272.7,33567.8,746.9,3.2,739.1,241.9,0,241.9,1901.4
"5473",32135.7,26811.4,302.8,960.2,33609.5,747.1,3.3,715.7,191.2,0,191.2,1950.7
"5474",29847.2,26292.7,328.9,889.2,33625,824,3.2,701.6,128.9,0,128.9,2035.7
"5475",29036.2,24702.5,305.8,872.6,33728.9,835,3.1,714.1,53,0,53,2158.3
"5476",28846,25237.6,306.2,887.1,33777.7,845.8,3.1,702.8,5,0,5,2144
"5477",29443.1,25572.2,311.2,975,33816.3,853.1,3.1,704.5,0,0,0,2248.8
"5478",34142.6,27188.4,377.1,1256.8,33846,891.6,3.1,711.8,0,0,0,2022.6
"5479",37737.9,28485,399.3,1495.9,33862,894.6,3.2,726.6,0,0,0,1708.6
"5480",40552.3,30054.8,433.4,2095.7,33847.2,967.7,9.7,732.5,0,0,0,1226.8
"5481",43022.5,32254,435.1,2169.7,33834.6,987.6,7.6,740.1,0,0,0,1097.7
"5482",45548.4,34487.5,586.5,2378.6,33798,968.5,10.6,751.2,0,0,0,1095.6
"5483",46128.8,38946.8,730.8,2746,33779.7,991.2,16.4,733.4,0,0,0,1030
"5484",47728.8,41002.3,2696.3,2798.9,33725.7,1000.1,12.7,750.9,0,0,0,888.5
"5485",49238.1,43179,4329.2,2985.2,33667.4,990.1,9.7,728.3,0,0,0,853.2
"5486",49082.4,45423.1,4628.2,3058.5,33545.7,1014.9,10.4,735.9,0,0,0,866
"5487",49039.5,46092.7,5034.6,3323,33411.8,1031.7,15.6,745.3,0,0,0,880.7
"5488",48985.3,46184.1,5543.5,3334.7,33353.9,1011.8,12.8,739,21.8,0,21.8,745.5
"5489",49054.3,45634.4,4984.9,3012.1,33370.4,1019.4,8.8,745.3,162.3,0,162.3,799.4
"5490",49579.5,44439.7,3909.7,2871.5,33446.3,988.3,4.3,740.6,231.9,0,231.9,856.1
"5491",49309.6,42621.4,2495.7,2687.1,33509,964.7,3.2,734.6,264.4,0,264.4,797.1
"5492",49279.9,40834.1,1945,2719,33501.9,760.5,3.2,743.7,264.6,0,264.6,886
"5493",49279.9,40834.1,1945,2719,33501.9,760.5,3.2,743.7,217.7,0,217.7,886
"5494",49279.9,40834.1,1945,2719,33501.9,760.5,3.2,743.7,269.6,0,269.6,886
"5495",43330.8,31227.4,323.8,1458.1,33482,400.4,3.2,696.5,264.4,0,264.4,1372.5
"5496",39846.9,28918.1,337.9,1371.2,33613.4,212.8,3.1,658.6,252,0,252,1509.7
"5497",36536.2,27765.1,362.6,1279,33713.2,210.6,3.1,658.5,233.4,0,233.4,1658.4
"5498",33901.5,26863.9,344.5,1245.5,33756.3,214.4,3.1,673.4,194,0,194,1690.7
"5499",32167.6,26308.3,370.4,1330.2,33795.4,217.9,3.2,658,90.7,0,90.7,1514
"5500",30975.2,26560.7,368.5,1299.2,33824.9,223.6,3.2,629.5,30.4,0,30.4,1441.4
"5501",32394.3,26725.4,378.8,1387.7,33840,226.3,3.2,636.6,2.7,0,2.7,1345
"5502",38005.2,28276.9,414.1,1554.9,33884.2,223.7,3.3,685.6,2.7,0,2.7,1120.1
"5503",41324.8,30007.1,413.1,1861.5,33906.3,220.8,4.9,683.8,2.7,0,2.7,1013.8
"5504",43689.7,31093.7,422.9,2142.8,33897.5,219.3,12.5,692.4,3.3,0,3.3,778.3
"5505",44453.6,33297.9,426.2,2263.1,33878.9,267.3,14.1,680.4,3.3,0,3.3,502.7
"5506",45753.3,36364.9,472.6,2330.4,33873,213.6,19.3,681.8,3.1,0,3.1,349.3
"5507",45889.7,39292.9,1298.8,2720.9,33862.1,246.7,16.7,669.5,1.8,0,1.8,220.7
"5508",46188.7,40800.5,2546.6,2997.8,33837.4,221.8,20.6,678.1,2,0,2,154.8
"5509",47181.3,41822.3,4340.5,3015.6,33784.9,306,21.6,693,2,0,2,161.3
"5510",48123.9,43267.8,5721.8,3024.6,33743.6,282.5,21.2,692.8,2,0,2,191.5
"5511",48501.8,43888.1,6069,3030.5,33714.3,287.4,20.1,682.4,1.9,0,1.9,210.9
"5512",48449.4,44520.8,6218.6,3406.8,33671.7,291.5,17.2,705.8,36.2,0,36.2,317.1
"5513",47991,45676.4,5997.6,3019.1,33665,305.1,9.1,703.9,151.1,0,151.1,392.3
"5514",48261.1,45382.5,3981.6,3082.9,33644.1,301.9,9.5,700,194.1,0,194.1,498.1
"5515",48281.4,42786.7,2037.7,2832.1,33671.1,260.5,7.5,703.6,284.1,0,284.1,481.1
"5516",48447.3,41357.7,1366.8,2714.8,33571.1,211,7.6,716.4,319.3,0,319.3,271.4
"5517",47736.3,38281.7,903,2196.3,33545.9,212.3,6.2,701.8,316.5,0,316.5,300.6
"5518",45813.8,33775.2,450.5,1953.3,33628.5,212.7,0,701.6,311.7,0,311.7,469
"5519",42614.9,28761.7,410.1,1419.2,33718.8,214.2,3.3,711.5,315.4,0,315.4,938.8
"5520",37059.4,27253.7,405.2,931.8,33812.4,214.4,3.2,712.5,265,0,265,762.9
"5521",33422,26758.7,403.6,651.6,33876.7,215.6,3.3,647.2,243.4,0,243.4,735.3
"5522",31389.5,25911.2,400.9,645.2,33896.7,220.5,3.3,622.5,181.6,0,181.6,905.9
"5523",29890,24701.3,401.5,649.8,33895.1,218.1,3.3,625.7,64.1,0,64.1,1097.9
"5524",29720.9,24521.9,427.9,643.7,33901.1,218.5,3.2,611.9,14.9,0,14.9,1048.7
"5525",30332.3,23578.6,423.5,644.9,33909.2,216.2,3.3,647.8,2,0,2,837.6
"5526",35985.1,24923.2,446,837.3,33910.2,216.3,3.3,731.4,2,0,2,748.6
"5527",39485.9,25901.6,453.4,1178.7,33928.1,217,3.3,720.8,2,0,2,707.3
"5528",41165.3,27403.8,504.2,1357.8,33933.9,217.4,7.7,717.7,2,0,2,516
"5529",43169.2,28588.2,499.1,1363.2,33942,218.2,9.9,704.5,2,0,2,405.4
"5530",44047.6,31474.7,483.7,1582.2,33935.4,233.6,13.6,721.4,2,0,2,340.8
"5531",44849,34444.1,663.2,1920.6,33912.6,215,19.3,723.6,2,0,2,345.7
"5532",45267.3,36567.3,2206,1979.8,33904.6,215.2,11.8,707.3,2,0,2,500
"5533",46139.3,39580.6,4144.3,2161.3,33881.1,217.7,10.8,719.7,2,0,2,831.6
"5534",46209.6,42078.3,4887.9,2589.3,33829.6,258,10.8,727.9,2,0,2,1340.7
"5535",46207.5,43305.9,5491.6,2887.6,33789.7,277.4,9.3,725.2,2,0,2,1295.9
"5536",46351,45024,5821.4,2980.9,33765,265.4,10.7,726.6,9.4,0,9.4,1311.5
"5537",46388.3,45277.5,5874.4,2922.3,33743.9,252.8,13.2,725.8,115.6,0,115.6,1192.6
"5538",46368.2,44073.8,4592.9,2682,33688.8,231.8,9.2,719.7,162.7,0,162.7,1362.5
"5539",46129.2,42566.5,2417.9,2115.5,33723.9,208.8,7.1,708.4,217.4,0,217.4,801
"5540",45980.6,39991.5,1651.7,2016.9,33733.3,209.1,7,722.8,244.2,0,244.2,740.5
"5541",45854.7,37346.8,643,1771.9,33780.6,210.8,6.9,737.7,251.9,0,251.9,1112.2
"5542",43624.8,34013.3,397.5,1309.8,33785.9,211.8,3.3,710.9,279.3,0,279.3,666.9
"5543",40862,29100.3,393.7,713.2,33833.5,211.9,3.3,704.4,269.6,0,269.6,801.3
"5544",37127.7,27689,393.9,648.8,33870.9,213.1,3.2,672,247.2,0,247.2,1019.5
"5545",32505.8,26096.9,375,759.5,33916.3,217.1,3.3,647.8,201.5,0,201.5,1073.3
"5546",29592.1,25710.6,377.4,652.7,33927.2,215.4,3.2,668.1,164.5,0,164.5,670.2
"5547",27947.7,24271.4,372.6,653.4,33925.5,217.3,3.3,679.9,72.7,0,72.7,640.7
"5548",27610.5,23919.5,367.7,649.8,33906,223.1,3.3,705.1,14.6,0,14.6,672.5
"5549",28938.1,24925.4,401.8,651.3,33969.6,225.6,3.3,703.8,2,0,2,917.9
"5550",32576,26409.5,418.1,703.9,33968.8,226.5,3.4,717.1,2,0,2,1467.1
"5551",35865.8,26484.8,472.3,1071.9,33974.3,224,4.8,716,2,0,2,1253.2
"5552",38763.7,27125.2,483.5,1584.3,33958.5,221.5,8.7,726.6,1.7,0,1.7,1290.7
"5553",41478.8,29860.3,459.3,1867.6,33971.8,218.5,12.2,715.1,2,0,2,577.4
"5554",44344.4,33835.4,430.9,2325.9,33952,215.9,14.8,700.4,2,0,2,378.8
"5555",45410.3,37229.5,1058.7,2892,33909,217.6,9.1,692.1,2,0,2,335.8
"5556",45270.4,39617.9,2412.3,2858.3,33878,239.3,5.9,697.1,2,0,2,230.5
"5557",45541.5,41567.4,4518.1,3004.1,33840.3,246.6,11.7,704.1,2,0,2,434.9
"5558",46482.7,43330.4,4903.9,2986.8,33798.5,256,18.5,714.7,2,0,2,287.2
"5559",46730.6,44590.5,5402.1,3070.7,33743.3,239.1,10,709.3,2,0,2,573.3
"5560",47054.3,45218.3,5794.4,3217.9,33690.6,261.3,5.4,747.8,7.9,0,7.9,357.4
"5561",47211.5,44726.5,5232.3,3324.5,33639.2,275.7,8.9,742.7,74.6,0,74.6,633.2
"5562",46993.8,42799.2,4117.8,2704.4,33650.3,257.2,4.6,758.7,138.6,0,138.6,677.6
"5563",46786.3,39387.4,2064.6,2663,33672.2,208.8,3.2,766.1,205.4,0,205.4,676.3
"5564",45996.9,36570.6,1102.8,2612.2,33668.8,208.7,3.3,782.9,251.4,0,251.4,532.1
"5565",45170,34517.1,324.6,2266.2,33703.4,210.7,3.3,777.3,196,0,196,800
"5566",42415.5,31244.8,295.5,1357.4,33809.3,212.1,3.3,764.6,257.8,0,257.8,625.4
"5567",38137.6,28410,291.1,1064.8,33822.6,213,3.3,758.6,270.5,0,270.5,780.2
"5568",32432.7,25781.5,298.7,1019.7,33829,214.5,3.3,739.2,153.1,0,153.1,1051.3
"5569",29354.2,24995.9,296.5,1099.6,33872.1,215.9,3.3,745.1,124.6,0,124.6,1230.5
"5570",27231.4,24462.7,299.9,839.6,33883.7,217.6,3.3,731.3,97.2,0,97.2,1206
"5571",25959.3,23128.8,304.8,874.9,33906.6,220.4,3.2,754.5,34.1,0,34.1,887.9
"5572",24988.5,22479.7,349.1,844.4,33948.1,222,3.3,753.5,3.2,0,3.2,995.6
"5573",25037,22394.8,366.5,845.3,33953,221.4,3.3,751.1,2,0,2,1004.6
"5574",25144.3,22628.7,398.1,892.4,33975.6,223.5,3.3,754.1,1.7,0,1.7,1221.2
"5575",25652.7,23337.3,696.6,927.6,33986.7,224.6,4.7,741.6,2,0,2,1124.4
"5576",28969.5,25522.4,544.3,1345.2,33978.9,221.5,8.4,776,2,0,2,975.9
"5577",32663.1,27437.4,546.4,2233.1,33943.2,219.8,10.9,761.9,2,0,2,1180.7
"5578",36785.7,29722.3,578.6,2346.1,33898.4,218.1,10.5,763.1,2,0,2,1260.1
"5579",39917,31595.1,1441,2285.4,33791.6,215.1,16.9,728.3,2,0,2,1679.3
"5580",41935.4,32933,2267.2,2315.8,33728.7,214.4,14.7,738,2,0,2,2309.1
"5581",42182.2,34340,3152.7,2763.6,33732.1,216.7,18.2,737.5,2,0,2,2495
"5582",43113.5,35391.1,4721.4,2776.1,33681.6,217.2,9.8,748.5,2,0,2,2438.1
"5583",43210.4,35956,4863.3,2954.9,33618.7,217.6,15.4,747.8,2,0,2,2572.2
"5584",42927.1,35873.9,5466.1,2976.7,33598.2,263.7,8.3,755.7,9.8,0,9.8,3056.2
"5585",43363.4,35509.6,5118.1,2861.9,33574.2,304.1,6.9,739,98.5,0,98.5,2897.1
"5586",43091.3,34898.4,3933.6,2471.2,33595.2,302.9,6.4,749,184.9,0,184.9,2957.7
"5587",42658.5,32675.7,1374,2449.4,33594.9,303,3.3,753.9,267.9,0,267.9,2327.5
"5588",41977.8,31875.7,495.1,2503.4,33584.7,256,3.3,759,256.4,0,256.4,2136
"5589",41472.5,30397.7,471.1,1736.7,33605.9,256.1,3.3,735.1,276.1,0,276.1,2115.9
"5590",38849,28192.7,447.2,1614.9,33637.5,209,3.4,731.7,243.5,0,243.5,1970.1
"5591",35582.4,25960.2,360.6,1293.5,33568.8,209.3,3.3,725.5,236,0,236,2087.8
"5592",30377.8,24377.5,351.6,1100.6,33648.3,211.3,3.3,716.2,242.9,0,242.9,2276.9
"5593",27818.4,24111.9,352.3,1001,33761.9,212.3,3.2,704.2,240.7,0,240.7,2344.9
"5594",25738.4,23037.6,348.2,867.2,33764.6,216.4,3.3,709.3,175,0,175,2054.7
"5595",24686.4,21818.4,345.7,853.3,33804.3,219.2,3.3,699.1,74.3,0,74.3,2134.8
"5596",24115.2,21042.3,342.9,805.3,33839.8,225.1,3.3,710,6.2,0,6.2,1990.5
"5597",24020.3,21039.4,335.1,803.4,33900.4,227,3.3,696.6,3.8,0,3.8,1888.6
"5598",24130.7,21395.3,379.7,890.8,33919.7,224.1,3.3,679.9,2,0,2,1591.6
"5599",24294.9,21733.7,348.1,929.4,33933.7,221.7,5.3,702.2,2,0,2,1632.3
"5600",25688.1,24388.2,410.3,1202.6,33944.5,218.3,6.5,699,1.9,0,1.9,1492
"5601",28579.8,26093,468.6,1711.8,33947.9,218.8,12.3,704.5,2,0,2,1400.3
"5602",30294.5,27887.9,443.2,1942.5,33945.1,233,8.4,695.6,2,0,2,1388.7
"5603",34121.5,29066.7,571.2,2016.6,33938.3,220.8,16.9,676.7,2,0,2,1535.6
"5604",37637.6,30478.4,706.7,2098.6,33897.2,220.2,17.5,675.9,2,0,2,1647.5
"5605",38822.4,30924.1,2391.5,2346.6,33856.2,219.3,17.7,664.8,2,0,2,1676.4
"5606",39192,31074.9,2758.4,2354,33847.1,213.9,11.7,662.5,2,0,2,1760.4
"5607",39697.9,30914.7,3086.5,2353.8,33841.1,213.8,8.2,672.4,2,0,2,2056.2
"5608",38980.1,30727.9,3790.8,2368.3,33814,232.7,68.8,667.6,22.6,0,22.6,1862.7
"5609",39965.1,30803.4,2844.9,2357.3,33825,231.7,4.5,672.2,93,0,93,1940.6
"5610",40108.4,30666.1,1770.9,2329.6,33804.1,229.6,3.4,669.6,205.9,0,205.9,1692.4
"5611",39320.6,30405.7,595.8,2323.2,33879.8,206.7,3.3,670.5,263.8,0,263.8,1367
"5612",38129.7,30198.4,436.4,2372.6,33872.4,205.4,3.3,662.3,256.5,0,256.5,1021.2
"5613",37905.9,29754.6,395.1,1679.1,33903.1,234,3.4,621.7,255.3,0,255.3,904.9
"5614",33321.6,28547,350.1,1107.6,33909.8,210.8,3.3,614.8,252.9,0,252.9,1014.7
"5615",28652.2,25541.5,311,999.7,33931.8,211.8,3.3,619,223.6,0,223.6,888
"5616",25580.2,23669.5,315.3,838.1,33856.8,214.3,3.3,602.7,183.7,0,183.7,853
"5617",24924.8,23131.3,312.9,936.6,33831.7,216.7,3.3,602.1,143.8,0,143.8,840.2
"5618",23919.4,21736.5,316.2,840.2,33963.3,215.5,3.2,609.4,118.5,0,118.5,909.2
"5619",23647.8,19665.7,320.8,793.2,34024.8,221.3,3.3,606.5,67.4,0,67.4,873.2
"5620",23733.1,19167.3,318.7,794.5,33933.7,222,3.3,611.6,5,0,5,748.3
"5621",23774.1,21618.6,321.9,846.3,33966.3,221.6,3.3,615.2,2,0,2,670.7
"5622",25412.9,23836.4,400.5,864.4,34111.8,223.1,3.3,613.5,2,0,2,593.9
"5623",26930.3,25309.1,526.5,1121.6,34138.1,223.1,3.4,608.3,2,0,2,554.3
"5624",29957,26729.3,528.7,1790.3,34139.4,219.5,8.6,589.4,2,0,2,390.7
"5625",33291.3,28014.5,521.2,1919.9,34158.2,217.3,13.4,572.6,2,0,2,351.4
"5626",35635.4,28627.8,542.7,2150.2,34131.3,216.4,16.1,570.7,2,0,2,321.3
"5627",37768.6,29867.3,805.7,2327.8,34106.9,233.6,18.3,590.4,2,0,2,374.1
"5628",39014.8,30605.8,1894.5,2335.1,34095.9,223.1,18.7,586.9,2,0,2,423.1
"5629",39311.3,30778.1,4135.1,2723.3,34090.7,218.1,18.8,576.6,2,0,2,468.1
"5630",40904.9,31339.9,4157.4,2999.2,34074.1,218,18.5,561.9,2,0,2,465.8
"5631",42281.7,31653.3,4821.9,2759,34040,217.6,15,579.5,2,0,2,454.1
"5632",42855.1,32100.8,4821.6,2985.9,34030.7,214.3,13.8,594,19.6,0,19.6,383.8
"5633",42582.5,32294.6,4930.7,2819.3,34023.8,213.3,9.8,625,163.6,0,163.6,404.9
"5634",42605,32160.9,3526.1,2728.8,34011.3,211,5.7,665.1,265.2,0,265.2,328.6
"5635",39801.8,31572.4,2165.5,2618.2,34060.9,210.2,3.6,654.3,296,0,296,210.3
"5636",38516.2,30903,1125.6,2531.2,33890.1,225.4,3.6,655.7,326.7,0,326.7,233.7
"5637",37886.9,29779.6,460.5,2328.3,33727,211.1,3.5,641.4,332.3,0,332.3,304.8
"5638",33262.8,27407.1,464.8,1514.4,33592.8,213.6,3.6,660.3,334.7,0,334.7,475
"5639",28895.3,23540.1,354.9,1212.3,33589.3,225.4,3.6,654,304.2,0,304.2,850.3
"5640",25990.9,19318.6,351.3,1095.3,33615.8,216.5,3.8,623.1,306.1,0,306.1,1194.4
"5641",25074.4,17945.8,349.8,1080.2,33623.7,217.6,3.7,633,270.4,0,270.4,1307.2
"5642",25153.5,16706.3,350.2,1054.5,33787.1,217.8,3.8,638.1,215.9,0,215.9,879.6
"5643",24840.4,16197.5,349.3,1056.7,33929.7,222.2,3.7,635.3,106.5,0,106.5,689.7
"5644",24657.8,16784.1,347.8,1033,34057.1,220.7,3.7,637.1,9.3,0,9.3,903.7
"5645",24865.5,17566.3,348.2,1062.2,34157.8,221.5,3.7,640.2,6.3,0,6.3,887.7
"5646",26363.2,20574.5,401.2,1098.8,34202.7,221.5,3.5,637.6,6.2,0,6.2,831.7
"5647",27723.9,21143.8,404.8,1495.6,34200.3,241.2,5.3,650.7,6.4,0,6.4,956.7
"5648",28521,22442.9,451.2,1897.9,34197.8,222.4,9.3,648.7,6.4,0,6.4,1146.2
"5649",30595.5,24274.2,439.3,1969.7,34189.6,219.5,13.3,672.9,6.4,0,6.4,518.9
"5650",33729.3,25897.4,399.7,2031.4,34164.2,221.4,16,700,6.4,0,6.4,337.2
"5651",36993.3,26265.1,722.2,2027,34121.4,216.2,17.8,699,6.4,0,6.4,601.4
"5652",37998.2,28128.5,1186.7,2176.6,34060.9,236,18.5,711.2,6.4,0,6.4,1111.2
