"","gen_coal","gen_gas","gen_hydro","gen_multi","gen_nuclear","gen_oil","gen_other","gen_otherRE","gen_solar","gen_storage","gen_solar.1","gen_wind"
"1",16091.9,3298.2,682.9,480.9,35428.1,1,18468,644.5,0,0,0,2263.5
"2",16103.3,2902,641.2,405.3,35438.9,1,17888.8,619.6,0,0,0,2366.4
"3",15856.2,2913.9,622.5,397.9,35425,0,16569.7,629.2,0,0,0,2543.3
"4",15632,2735.7,520.1,404.7,35442.7,0,16434.5,607.1,0,0,0,2244.9
"5",15557.8,2729.9,572.8,405,35433.4,0,16242.3,645.1,0,0,0,2287.8
"6",15595.3,2973.6,623.8,411.2,35433.2,0,16911.8,642.5,0,0,0,2549.3
"7",15627.8,2984.2,650.5,410.1,35434.7,0,16267.4,637.5,0,0,0,2498.7
"8",15891,2988.8,720.7,489.3,35429.8,0,16554,637,0,0,0,2472.1
"9",16181.6,2959.9,745.3,487,35432.9,0,17013,621.3,0,0,0,2452.9
"10",16541.4,2958.9,758.3,489,35453.1,0,18883.8,635.2,5.6,0,5.6,2715.7
"11",16755.9,3193.6,755,483.5,35451.1,1,20259.9,631.4,9.5,0,9.5,2532.9
"12",17303.9,3037.7,716.1,484.2,35422.2,0,20660.3,609.6,10,0,10,2992
"13",17398,3102.1,684.5,486.3,35426.9,0,20724,622.4,7.9,0,7.9,2982.4
"14",17524.6,2996.6,640.5,548.5,35424.3,0,20712.3,622.9,7.2,0,7.2,2928.7
"15",16967.9,3110.1,640.1,473.9,35434.1,0,20605.1,616.6,5.4,0,5.4,2871.5
"16",16570.9,3252.1,625.7,480.2,35429.7,0,20148.7,621.7,0,0,0,2951.1
"17",16836.9,3189.3,662.5,484.1,35426.6,0,21303,620.8,0,0,0,2858.8
"18",19020.6,3876.6,1513.6,503.7,35415.6,0,23570.5,616,0,0,0,2909.6
"19",21183.7,3909.1,1601.6,477.7,35425.6,0,24436.7,619.6,0,0,0,2824.7
"20",21844,3900.9,1318.5,478.6,35429.2,0,23538.5,621.6,0,0,0,2818.4
"21",21661.1,3894.5,1028,485.8,35437.8,1,22623.9,621.8,0,0,0,3091.7
"22",21610,3791.1,835.8,482.3,35450.4,0,21591.9,602.2,0,0,0,3202.7
"23",20228.2,3642.6,670,642,35442.2,0,20366.9,606.1,0,0,0,3321
"24",18439.5,3377.5,662.1,402,35436.7,0,19503.2,622.7,0,0,0,3317.4
"25",17410.5,3123.5,602.6,453.9,35430.7,0,18930.3,604.7,0,0,0,3307.3
"26",16628.5,2780.3,598.6,413.9,35450.6,0,18247.2,576.8,0,0,0,3292.3
"27",16192.5,2828.3,601.7,415.5,35446.8,0,18011.7,570.8,0,0,0,3179.8
"28",16465.6,3000.3,642.8,418.4,35443.8,0,18309.2,551.6,0,0,0,2794.6
"29",16600.2,2850.1,585.1,415.1,35446.9,0,17627.8,553.9,0,0,0,2438.8
"30",17263.3,3215.8,638.1,416.5,35446.1,0,18581.9,564.2,0,0,0,2095.7
"31",18849.3,2965.5,602.6,488.4,35442.2,0,18908.9,568.3,0,0,0,1977.7
"32",19888.1,2934.6,591.1,494.3,35440.3,0,20209.3,560.4,0,0,0,1727.6
"33",21440.9,3232.3,699.2,491.4,35444.9,0,20830.3,565.6,8.8,0,8.8,1440.5
"34",21491.2,3177.9,648.3,493.5,35436.4,0,21331.1,565.1,28.9,0,28.9,1256.7
"35",21561.6,3167.3,639.1,494.5,35445.6,0,20594.2,550.3,46.6,0,46.6,1371.9
"36",20102.1,3184.4,689.3,492.3,35430.9,0,20841,546.2,55.1,0,55.1,1572.4
"37",19382.4,2879.6,637.3,481.7,35448.3,0,19912,550.3,57.3,0,57.3,1681.1
"38",18474.4,2521,615.3,481.9,35447.4,11,18971.2,553.9,53.2,0,53.2,2050.9
"39",17932.8,2751.8,650.6,481.9,35447.5,11,18888.9,552.6,44.8,0,44.8,2099.1
"40",17511.5,2563.9,646.4,485.3,35435.1,0,18364,551.4,18.1,0,18.1,2207.5
"41",17458.8,2571.3,652.7,483,35428.5,0,20174.4,560.9,0,0,0,2157.8
"42",18011.2,3392.1,1525.7,591.3,35427.6,0,24694,569.4,0,0,0,2389.6
"43",20723.1,3389.1,1245.7,799.4,35422.9,0,24947.7,578.2,0,0,0,2988.6
"44",21156.8,3386.3,944.9,746.3,35421.3,0,24338.6,586.8,0,0,0,3504.2
"45",21555.2,3375.6,959.6,476.9,35429.7,0,22913.9,572.9,0,0,0,3956.4
"46",21459.5,3353.9,750.4,485,35442.8,0,21877.2,569.7,0,0,0,4038.2
"47",21012.1,3166.9,576.7,491.7,35368.9,0,20652.9,556,0,0,0,3924.2
"48",19728,3105.8,595.1,516,35088.7,0,20024.8,568.2,0,0,0,3839.3
"49",19617.6,3416.9,679.5,448.2,35169.2,0,18480,565,0,0,0,3889.8
"50",19098.3,2918.9,612.7,417.4,35358.9,0,17371.5,557.9,0,0,0,3651.1
"51",18204.4,2930.2,617.1,422,35395.5,1,17046.5,574.6,0,0,0,3451.1
"52",17693,2959.8,641.8,423.6,35414.3,0,17173.1,565.6,0,0,0,3366.2
"53",17941,2997.9,654.3,426.6,35407.9,0,17272.9,570.7,0,0,0,3059
"54",18670.9,3093.9,656.8,422,35404.2,0,17064.1,584.3,0,0,0,2549.6
"55",19342,2840.9,596.6,421.8,35394.8,0,17743.2,553.9,0,0,0,2322
"56",20200,2934.9,586.1,419.3,35420.1,0,18448.3,549.1,0,0,0,2139.2
"57",21067.8,3015.9,608.1,500.5,35437.5,0,19065.8,552.7,6.9,0,6.9,2055.2
"58",21139.9,2996.9,694.8,495.6,35420.7,0,19319.2,542.6,31.5,0,31.5,1623.3
"59",20488.3,2804,657.1,499.6,35433.2,0,19496.9,558.8,47.8,0,47.8,1669.7
"60",20476.8,2821.2,700.6,488.4,35435.8,0,18998.9,554,53.7,0,53.7,1553.9
"61",20498.7,2843.5,670.2,486.6,35428.8,0,19348.6,529,52.9,0,52.9,1672.7
"62",20714.9,3016.4,652.6,493.9,35430.3,0,19130.7,543.8,46.1,0,46.1,1841.2
"63",20782.2,2776,616.6,497.3,35422.7,0,19009,551.6,31.3,0,31.3,1733.4
"64",20682,2650.2,616,657.7,35437.4,0,19078.8,574.3,18.1,0,18.1,1892.7
"65",20460.4,2590.7,660.2,823.8,35417,1,19710.4,566.4,0,0,0,1872
"66",21500.6,3435.8,1765.2,1031.6,35418.7,0,24466.1,574.7,0,0,0,1749.8
"67",24861.2,3442.9,1689.5,1128.5,35432.9,0,24729.1,584.2,0,0,0,1538.2
"68",26008.3,3455.8,1304.1,938.8,35433.9,0,24331.5,591.8,0,0,0,1470.3
"69",25858.3,3479.7,854,812.8,35436.3,0,23555.8,589.4,0,0,0,1615.9
"70",25382.8,3416.8,638.1,927.5,35435.8,0,22983.4,602.1,0,0,0,1571.1
"71",23292.9,3046.2,584.5,747.6,35445.6,1,20882,580.9,0,0,0,1619.5
"72",21791.8,3218.5,649.4,740.6,35430.3,0,19877.5,582.6,0,0,0,1570.8
"73",20735.9,3152.8,603.5,658.2,35460.3,0,18509.9,580.4,0,0,0,1629.4
"74",20353.9,3065.4,479.3,665.5,35457.7,0,18217.1,590.2,0,0,0,1507.7
"75",20417.2,3113.6,507.4,661.3,35436.7,0,17823.7,584.5,0,0,0,1551.9
"76",20705.7,3129.4,526.7,662.5,35468.2,1,17730,572.1,0,0,0,1941
"77",21234,3375.3,488.2,671.6,35478.8,0,17616.2,599.3,0,0,0,2253.5
"78",22258.8,3688.9,509.5,657.9,35446.1,0,18261.4,617.4,0,0,0,2369.1
"79",24832.8,4736.2,624.2,830.2,35458.5,91.2,22086.7,630.1,0,0,0,2102.1
"80",26955.1,4686.8,1725.8,830,35463.7,116.7,25379.1,627.8,0,0,0,2047.2
"81",27640.3,5075,1230.7,826.7,35454.1,116.9,24802.9,608.9,4.7,0,4.7,1856.3
"82",28618.2,4951.9,1144.5,824.2,35446.2,118,24137.7,606.3,29,0,29,1652.4
"83",30366.5,4206.2,656,828.8,35462.8,0,23674.6,604.3,54.3,0,54.3,1829
"84",30110.2,3777.8,586.2,830.3,35461.2,0,23319.3,605.1,56.1,0,56.1,2011.4
"85",29801.3,3767.2,663.8,829,35450.4,1,22950.1,621.9,56.6,0,56.6,1850.4
"86",30156,3781.1,545.6,825.2,35479.1,0,22570.3,620.2,52.5,0,52.5,2221.3
"87",29903,3842.4,547.2,834.7,35454.6,0,22442.9,616.1,39,0,39,1911.2
"88",29976.1,3764.1,638.4,889.2,35460.5,2.9,23035.4,621.8,15.6,0,15.6,2088.1
"89",31399.6,4307.1,598.3,1053.7,35454.9,3.3,23864.8,625.5,0,0,0,1968
"90",32453.5,6241.5,1141.9,1218.4,35438.2,0,26043.7,631.7,0,0,0,1841.6
"91",35420.5,6675.3,2021.6,1217.4,35458.6,23,27747,633.2,0,0,0,1716.5
"92",35994.8,6474.4,1959.1,1219.1,35447.7,4.6,27685.7,631.9,0,0,0,1590.2
"93",35894.7,6241.2,1451.4,1228.6,35462.8,6.2,28470.1,628.6,0,0,0,1479.1
"94",36681.2,5888.7,959.7,1226.9,35457.5,4.9,26406.3,623.9,0,0,0,1409.2
"95",35100.7,5537.4,594.7,1223.7,35460.1,11.5,24658.2,627,0,0,0,1229.7
"96",32991.8,4351.4,583.4,1005,35451,39.4,22469.9,622.7,0,0,0,1355.7
"97",33524.3,3306,436.5,862.3,35452.5,390,21288.7,627.7,0,0,0,1444.9
"98",34080.7,3177.9,534.8,779.3,35454,262.9,20815.8,616.2,0,0,0,1509.6
"99",34268.7,2943.3,403.9,779,35451.4,302.9,20183.7,616.5,0,0,0,1699.8
"100",34154.9,3213.9,455.2,933.5,35445.3,413.2,20059.2,608.7,0,0,0,1372.8
"101",35596,3483.1,292.3,1471.4,35431.1,549.8,20055.9,616.7,0,0,0,1349.7
"102",35110.3,3844.6,819.7,1599,35443.4,773.9,21635.8,622.2,0,0,0,1034.4
"103",36405.8,5698,1534.2,1665.9,35425.1,989.1,25579.1,621.6,0,0,0,1087.8
"104",38436.2,7287.9,1931.7,1921.2,35424.1,1061.4,27160.1,634.8,0,0,0,1274.2
"105",38081.7,7156.4,1393.3,2267.7,35440.1,1844.2,26821.6,634.9,10,0,10,1368.8
"106",37252.1,6151.2,710.7,1835.4,35431,1413.4,25731.7,644.9,33.3,0,33.3,1268.1
"107",37334.6,5970.1,628,1284.2,35426.8,1144.7,24544.7,577.7,58.3,0,58.3,1058.5
"108",37399.8,5765.7,605.7,926.5,35412.4,521.5,24302.7,594.8,63.7,0,63.7,907.1
"109",37329.8,4851.2,410.1,874.7,35408.1,336.6,22829.6,600.1,63.5,0,63.5,901
"110",36663.4,4789.1,542.9,892.2,35426.8,328.8,22615.6,635.1,59.6,0,59.6,975.4
"111",35770,4858.2,412.7,864.4,35417.5,338.5,21804,571.6,51.7,0,51.7,844.9
"112",34807.5,4696,667,883,35421.6,380.3,21806.2,644.1,24.2,0,24.2,678.9
"113",35685.4,4700.4,554.9,912.4,35413.5,447.1,22536.5,654.3,5.3,0,5.3,688
"114",35216,5956.2,1477.2,962.2,35409.1,1340.5,25547.8,649.9,5.4,0,5.4,527
"115",37856.5,6937.6,1467.5,938.6,35394.7,1592.3,25843,660.6,5.4,0,5.4,904.6
"116",37138.9,6603.5,1343.2,932.6,35395.8,1610.9,26497.4,652.9,5.3,0,5.3,1336
"117",38163.5,5549.5,978.9,967.7,35417.2,1325.2,26524.6,649,5.3,0,5.3,1810
"118",37136.1,5478.6,560.8,863.4,35418.3,915.1,24407.4,634.9,5.4,0,5.4,2207.3
"119",35543.6,5099.4,617.3,827.1,35411.6,696.5,23270.4,645.6,5.4,0,5.4,2368.2
"120",35581.8,4208.9,539.6,863.2,35417.8,402.9,21285.7,652.1,5.6,0,5.6,2203.8
"121",33207.2,3413.4,462.4,830.5,35399,1146.6,20915.4,657.7,5.6,0,5.6,2269
"122",31741.9,3940.3,333.8,832.3,35288.5,329.4,21038.5,655.1,5.4,0,5.4,2516.4
"123",31624.1,3783.8,286.9,834.8,35404.7,292.8,20867.3,657.3,5.6,0,5.6,2317.1
"124",32141,3719.2,284.9,839.7,35315.1,303.5,20962.3,648.7,5.6,0,5.6,2389
"125",33134.7,3931.7,393.4,844.3,35391.4,300.7,21363.4,633.5,5.6,0,5.6,2134.3
"126",34442,4484.5,433.1,829.6,35349.6,829.3,22046.4,658.3,5.5,0,5.5,1947.9
"127",36659.7,5075.1,1868.5,1273.2,35425.7,1135.2,24931.2,616.1,5.5,0,5.5,1915.4
"128",37379.7,6332.9,1975.9,1667.3,35417.5,1995.1,27046.3,598.9,5.5,0,5.5,1866.3
"129",37804.3,5907.8,1306.2,1408.4,35442.7,1869.1,27386.6,604.6,13.5,0,13.5,1862.4
"130",36909.5,5918.7,1008.4,1467,35425.8,1781.8,24963.3,532.9,29.2,0,29.2,1416.2
"131",35998,5352,621.9,1181.6,35430.2,465.1,23843.6,543.7,46.1,0,46.1,983.9
"132",35384.6,4872.4,422.1,872.4,35425.1,152,23505.9,639.4,58.6,0,58.6,781.2
"133",34054.1,4602.1,340.3,834.1,35406.9,83.4,22716.8,670.3,56.8,0,56.8,707.8
"134",33114,4139.1,319.1,828.6,35400.8,102.7,21707.6,661.4,53.9,0,53.9,718.3
"135",31860.3,4343.3,321.7,829.4,35400.3,110.9,21662.9,671.3,42.5,0,42.5,695.8
"136",31648.5,4172.3,426.4,830.9,35401.5,142.6,21346,670.6,18.5,0,18.5,542.7
"137",31687.2,4220.4,517.8,825.6,35394.3,173.4,20805.3,673.1,0,0,0,630
"138",32705,4668.5,1154.7,829.5,35398.9,210.2,24870.6,686.5,0,0,0,810.7
"139",35269.7,5171,1027,831.3,35403.7,913.7,25567.5,670.4,0,0,0,1061.1
"140",34752.2,5177.7,937.3,834.1,35409.9,966.9,24765.6,667,0,0,0,1266.1
"141",34258.3,4714.8,884.1,827.4,35426.6,480.6,24847.6,654.6,0,0,0,1689.1
"142",33649.7,4116.5,534.8,831.6,35415.4,296.4,23066.3,665.4,0,0,0,2025.3
"143",31948.4,3716.7,615.2,827.5,35429.8,297.6,21210.6,660.9,0,0,0,2042.4
"144",29930.3,3571.9,365.4,827.8,35431.2,300.4,19784.8,660.8,0,0,0,1868.7
"145",27553.9,3087.8,309.6,826.9,35417.2,299.1,19522.2,663.8,0,0,0,1630.9
"146",25729.6,2872.7,262.9,831.8,35433.2,104.1,19786,658.5,0,0,0,1485.2
"147",25416.5,2730.4,291.7,834.1,35418.8,62.1,19788.7,641.8,0,0,0,1093.7
"148",25483.8,2980,261.3,844.8,35445.2,105.1,19741.6,651.6,0,0,0,908.3
"149",25928.8,2879.1,202.9,862.9,35440.5,252.5,19854.8,631.5,0,0,0,788
"150",26431,2831,246.5,1368.6,35457.9,327.7,20715.7,645.7,0,0,0,573.9
"151",29224.1,3134,1491.3,1560.9,35432.4,585.9,23625.1,624.6,0,0,0,495.6
"152",32391.1,3495,1949.2,1431.1,35454.4,638.9,26243.9,622.7,0,0,0,577.8
"153",32855.9,3616.8,1245.4,1202.5,35438.5,677.7,25960.5,626.2,1.1,0,1.1,596.7
"154",32827.2,3629.5,642.2,1145.8,35457.4,533.3,23900.8,636.3,19.3,0,19.3,616
"155",33271,3579.2,401.5,902,35440.4,397.4,22968.5,647.9,26.2,0,26.2,352.9
"156",31868.7,3587,319.5,903.8,35443.3,387.5,22120.7,635.7,27.2,0,27.2,269.5
"157",31312.8,3661.6,305.6,899.4,35414.1,247.4,21837.3,630.7,27.1,0,27.1,347.1
"158",30131.5,3627.6,310.6,893.9,35414.7,60.9,21207.2,624.1,22.5,0,22.5,431.9
"159",28954.5,3353,277.9,892.9,35397.3,64.9,20934.6,618.4,19.8,0,19.8,544
"160",29136.7,3245.2,385,897.1,35393.5,0,21418.6,608.5,1.3,0,1.3,524.8
"161",28612.3,3139.2,386.4,889.7,35404.1,1,21214.6,610.6,0,0,0,699.7
"162",28831.7,3655.7,1235.8,892.3,35411,6.5,24102.7,603.9,0,0,0,1181.2
"163",31212,3727.2,1279.4,892.9,35409.7,0,24329.2,619.5,0,0,0,1382.9
"164",31324.4,3712.1,1223.7,894.1,35401.8,0,23748.4,602.7,0,0,0,1520.1
"165",31166.1,3680.5,691.2,893.6,35414.3,0,23424.3,635.4,0,0,0,1637.7
"166",29475.9,3741.7,453.1,830,35412.7,1,22190.7,605,0,0,0,1724.3
"167",27415.8,3674.5,439,654.9,35427.3,1,20999.6,603,0,0,0,1614.3
"168",24283.4,3098.4,226.7,428.8,35424.4,1,19979.8,594.7,0,0,0,1861.2
"169",22932.7,2689.8,252.9,427.1,35412.6,1,19501.4,579,0,0,0,1953.2
"170",21444.5,2808.1,279.5,421.3,35428.7,1,19425.8,557.9,0,0,0,1739.5
"171",20961.8,2925.3,231.7,391,35411.6,1,19451.2,580.7,0,0,0,1594.4
"172",20952.9,2984.1,230.6,374.1,35409.4,1,19370.2,576.8,0,0,0,1184.1
"173",20917,2789.6,178.1,372.1,35410.9,1,19155.3,572.5,0,0,0,1246.8
"174",21205.7,3001.2,182.9,401.7,35415,1,20058.8,565.3,0,0,0,1489.5
"175",23692.6,3538.9,1151.4,626.1,35426.3,1,23518.9,549.9,0,0,0,1802.5
"176",27672.5,3915,1520.1,617.1,35421.3,24.4,24995.1,549.3,0,0,0,2080.6
"177",29028.3,4026.6,944.3,615.5,35418.5,50.8,24971,559.3,0,0,0,1995.5
"178",29701.5,3940.7,415.9,634.2,35391.8,79,24070.8,541.5,4,0,4,1927.9
"179",30784.4,4095.6,405.9,614,35405.2,67.6,22929.2,537.5,11.2,0,11.2,1749.6
"180",29839.7,4052.1,334.8,618.3,35399.9,1,22692.2,550.6,14.1,0,14.1,1591.8
"181",29026.4,3944.8,402.8,615.1,35388.1,0,22552.2,529.6,14.2,0,14.2,1325.5
"182",28698.3,4104.1,308.9,624.2,35394.6,67.4,22321.8,539.1,11.9,0,11.9,1216.2
"183",27827.4,3972.3,312.4,620.8,35369.9,65,22100,530.2,9.7,0,9.7,1186.3
"184",27572.1,3885.3,295.9,625.8,35381,0,21658.5,568.8,0,0,0,1271.7
"185",27494.7,3921,481.2,623.4,35364.5,1,22067.2,572.1,0,0,0,1306.6
"186",28622.9,4098.1,1089.4,617.2,35349.2,0,23951.8,575.8,0,0,0,1766
"187",29915,4114.5,1247.4,615,35365.1,1,23359.8,576,0,0,0,1926.6
"188",28608.9,4049,768.2,618.6,35352.9,0,22476.5,589.1,0,0,0,1906.1
"189",26753.8,3948.2,525,622,35355.4,0,21871.1,580.1,0,0,0,2110.4
"190",25190.6,3466.4,384.6,588.3,35355,1,21038.4,586.1,0,0,0,2196.1
"191",22967.3,3170.7,522.9,416,35358.4,0,20167.6,591.5,0,0,0,2275.1
"192",20864.9,2929.9,389.1,373.6,35308.3,0,18380.5,582.1,0,0,0,2439.4
"193",20360,2917,310.1,446,35092.6,0,17812.1,609.6,0,0,0,2262.5
"194",20480.6,2703.5,191.4,422.8,35130,0,16506.6,615.9,0,0,0,1940.4
"195",19940.4,2595,175.6,430.2,35127,0,16110.9,607.4,0,0,0,1613.7
"196",19596,2581.2,166.8,429.5,35233.4,1,15468.8,605.7,0,0,0,1864.2
"197",19288.1,2593.7,181.9,428.2,35251.3,0,15767.2,610.5,0,0,0,1837.9
"198",19413.3,2675.3,191,429.3,35285.6,0,16366.1,594.7,0,0,0,1534.8
"199",19829.7,2588.8,385.9,427.4,35303.1,0,16772.3,605.7,0,0,0,1197.3
"200",20845.2,2836.2,370.1,543.6,35330.6,0,17567.6,603.5,0,0,0,877.6
"201",22833.8,2873.1,394.1,534.3,35326.4,0,18234.8,604.6,1.6,0,1.6,796.1
"202",24819.1,2827.4,434.8,534.5,35303.9,0,18548,589,3.3,0,3.3,692
"203",25503.5,2920.6,582.3,704,35332.5,0,18773.5,573.8,5.5,0,5.5,533.5
"204",25089.4,2926.2,590.4,730.4,35333.8,0,18930.7,576.4,13.7,0,13.7,570.9
"205",24710.6,2749,344.4,723.9,35334,0,18292,583.5,22.3,0,22.3,563.7
"206",23365.2,2894.2,395.5,724.3,35322.1,1,17867.3,588.4,7.9,0,7.9,648.1
"207",22654.7,2882.7,492,724.7,35327.9,1,17510.2,583.7,8.6,0,8.6,846.7
"208",22045.7,2863.9,437,727.4,35324.1,0,17927.4,582.9,1,0,1,1382.1
"209",22511.1,2940.1,396.2,719.6,35327.2,1,18274.1,572.9,0,0,0,1941.3
"210",24685.1,3078.5,589.3,721.2,35311.8,0,20026.6,592.5,0,0,0,2309.5
"211",25049.7,3050.4,758.5,719.6,35311.6,0,20106.2,591.8,0,0,0,3267.6
"212",24033.9,2810,806.8,722.2,35315.9,0,19571.4,604.2,0,0,0,3805.3
"213",22670.6,2947.1,492.6,723.5,35309.3,0,19418.1,588.2,0,0,0,4031.1
"214",21831.1,2784.1,391.5,719.4,35275.9,0,19574.2,575.3,0,0,0,3845.8
"215",20890.9,2672.2,408.1,721.2,35090.2,0,18271.6,570.1,0,0,0,3693.7
"216",20295.1,2710.4,200.2,606.7,34928.7,0,17102.6,561.5,0,0,0,3461.6
"217",19752.7,2724.1,298.3,556.8,35025.2,0,15064.8,534.2,0,0,0,3797.6
"218",19812.2,2420.8,236.5,628.6,35162.3,0,14523,531.6,0,0,0,3841.3
"219",19812.2,2420.8,236.5,628.6,35162.3,0,14523,531.6,0,0,0,3841.3
"220",19350.7,1649.3,241.9,373.4,35299.7,0,11991.7,528.5,0,0,0,4077.2
"221",19509.7,1686.2,298.3,376.4,35318.2,0,12573.4,542,0,0,0,4212.9
"222",19531.9,1710.3,277.3,391.5,35315.3,0,12780.4,545,0,0,0,4188.1
"223",19703.1,2019.1,286.8,569.2,35301.9,0,13890.4,512.9,0,0,0,4164.1
"224",20108.7,2606.9,341.6,643.4,35293.5,0,14493.5,524.7,0,0,0,4119.7
"225",20523.3,2617.7,341.3,573.8,35292.1,0,15228.7,521.8,0,0,0,4277
"226",20938.3,2546.7,357.2,713.2,35283.7,0,16056.2,499.4,3.1,0,3.1,4338.9
"227",21448.4,2613.3,414.8,708.9,35281.1,0,16784.1,505.4,0,0,0,4298.8
"228",21969,2568.5,436.9,676.1,35282.9,0,16911.3,532.6,4.3,0,4.3,4254.3
"229",22476.6,2644,414.3,702,35267.2,0,17025.7,538,28.4,0,28.4,4326.1
"230",23011.6,2582,378.4,701,35280.1,0,16783.1,543.3,20.2,0,20.2,4164.9
"231",23036.8,2564.8,635,631.5,35312.4,0,16996,519.6,19.3,0,19.3,3839.6
"232",23669.6,2453.5,512.4,691.4,35323.4,0,17061.9,515.1,15.2,0,15.2,3711.4
"233",25027.7,2779.9,466.3,695.6,35327.5,0,17785.1,511.3,0,0,0,3668.5
"234",27702.5,2969.1,705.7,723.2,35319.5,0,19153,520.4,0,0,0,3840.4
"235",30904.8,3151.9,1236.1,725.5,35358.2,0,19878,536.2,0,0,0,3740.6
"236",32273.8,3198.7,1407.8,701.6,35357,1,19574.5,538.1,0,0,0,3846.6
"237",32485.7,3215.7,818.9,675.7,35362.4,0,19625.4,535.3,0,0,0,3809.4
"238",31160.9,3120,484.3,561.7,35389.3,0,19401.9,546.7,0,0,0,3836.3
"239",29423.5,3178,598.3,560.9,35407.2,0,18484.9,527.6,0,0,0,3790.9
"240",26090.3,2872.4,609.3,667.1,35331.9,0,17897.1,542.1,0,0,0,3567.6
"241",24656.4,2451.7,458,678.9,35423.4,212,17775.3,527.8,0,0,0,3090.5
"242",24556.8,2625.6,557.3,658.6,35426,210,17299.9,531,0,0,0,2913.5
"243",25767.7,2534.2,511.7,667,35427.6,192,17204.3,537.3,0,0,0,2631.7
"244",26012,2466.6,532.9,674.9,35408.9,186,16703.6,521.1,0,0,0,2228.6
"245",28009.7,2637.1,634.9,669.7,35440.2,206,17783.5,528.8,0,0,0,1839.3
"246",30415.9,2719.2,677.6,659.7,35430.2,179,19283.7,555.5,0,0,0,1526.7
"247",33650.9,3882.4,1387.5,673.5,35416,211.1,23457.3,552.3,0,0,0,1398.1
"248",37967.5,4148.8,1813.6,823.3,35416.5,231.3,24551.7,559.5,0,0,0,1348.5
"249",37968.6,4191.7,1003.8,1004.2,35419.8,186.7,24694.8,531.2,10.7,0,10.7,1366.1
"250",38712.7,4499.1,637.4,823.4,35420,185.5,22940.2,545.7,36.1,0,36.1,1392.3
"251",37750.3,4153.4,515.3,825.9,35426.8,179,22244.1,551.4,52.7,0,52.7,1600.5
"252",36916.3,3956.9,618.6,835.7,35431.4,333.8,21387.8,521.2,57.9,0,57.9,1557.9
"253",36564.3,3883.2,623.2,825.6,35377.7,292.7,20645.5,549.4,59.4,0,59.4,1702.7
"254",35895.4,3892.2,686.4,834.6,35423.3,290.8,20010.9,553.9,56.2,0,56.2,1853.4
"255",34419.3,3734.8,702.8,833.2,35428.9,291.9,20911.7,555.3,46,0,46,1961.1
"256",32978.3,3837.2,705.1,828.3,35412.6,291.9,21153.7,578.9,19,0,19,1926.3
"257",32943.5,3860,728.4,839,35421.1,293.5,22148.4,578.6,1,0,1,1890.1
"258",34802.5,4333.4,1569.5,838.2,35421.1,179,25733.1,559.5,0,0,0,1924.1
"259",37797.9,4599.6,1379.9,924.2,35418.2,176,25797.5,570,0,0,0,2190.1
"260",38165.4,4639.7,1318.1,921.1,35416.4,175,25780.2,567.7,0,0,0,2118.4
"261",38635.5,4728.1,1141.2,823.2,35430.2,180,23911.9,584,0,0,0,2401.5
"262",37975.3,4216,690,828.6,35425.3,179,22994.4,608.4,0,0,0,2697.8
"263",36993.6,3493.3,688.9,823,35440.2,178,21788.3,611.2,0,0,0,3032.1
"264",32192.6,2740,687.9,823,35428.3,175,20598,605.8,0,0,0,3624.9
"265",29931.5,3071.4,665.1,818.4,35412.5,1,19703.7,620.7,0,0,0,3588.6
"266",29079.9,2814.1,661.2,667.5,35423.8,1,19017.8,614.6,0,0,0,3520.6
"267",28112.9,2830.4,669,666.2,35435.2,1,18701.8,616.7,0,0,0,3667.1
"268",28047.4,2959.3,669.2,677,35444.2,1,18474,605.8,0,0,0,3247.3
"269",28301.4,2965.9,650.7,680.2,35431.1,1,18517.6,600,0,0,0,3074.9
"270",30631.7,2898.8,680.5,1053.9,35431.3,1,19509.8,628,0,0,0,2652.6
"271",33742.3,3026.5,822,1359.8,35411.9,49.9,22525.1,622.3,0,0,0,3332.7
"272",35690.5,3231.6,1149.6,1449.3,35390.4,69.8,25148.4,628.2,0,0,0,3175.6
"273",35973.1,3238.9,866.3,1704.7,35404.5,91.4,24131.6,621.4,3.9,0,3.9,3452.8
"274",36431.7,3082.7,987.2,1413.1,35392.6,80.4,22776.9,603.8,14.9,0,14.9,3741.9
"275",36718.6,3051.7,669.3,1093.6,35383.4,153.8,21984.5,607.7,22.5,0,22.5,3962
"276",36569.4,3076.7,701.8,1088.3,35400.6,179.8,20566.7,633,26.1,0,26.1,4375.5
"277",36522.7,3285.5,703.2,835.2,35403.7,183.3,20905.6,628.9,14.9,0,14.9,4454.9
"278",36442.5,3156.6,669.3,663.8,35389.6,233.7,20850.2,636.4,7.5,0,7.5,4175.1
"279",36148.5,2912.4,712.6,676.6,35395.8,461.3,20465.8,620,1.7,0,1.7,3932.2
"280",34053.2,2921.8,709.2,659.9,35392.1,484.3,20000.8,610.4,3.7,0,3.7,4199.2
"281",34244.4,2675.5,703.3,663.4,35388.2,494.2,20983.6,593.8,1.1,0,1.1,4065.5
"282",34371.1,2853.3,1137.6,978.8,35402.5,608.1,25380,601,0,0,0,3761.2
"283",37246.9,3036.3,1246,1312.1,35397.3,617.3,26627.3,592.3,0,0,0,3521
"284",37642.7,3012.9,1175.8,1315.7,35396,587.6,25814.4,599.3,0,0,0,3859.2
"285",38040.8,2875.8,836.6,1317.1,35388.1,569.3,24663.3,582.4,0,0,0,3815.2
