datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg
1/1/2016 5:00:00 AM,1/1/2016 12:00:00 AM,1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,8.70,1.24,75186.71993,23.22000,453.56400,174.83500,328.70800
1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,8.47,0.02,73085.60002,244.69000,452.86700,166.53500,336.33400
1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,8.45,0.00,71305.15494,4.92000,462.53500,181.06500,332.77200
1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,6.08,0.13,70526.53697,34.83000,456.46900,178.39400,329.15900
1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,5.58,0.00,70747.44708,10.48000,454.86800,174.04500,332.45700
1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,11.16,1.06,72274.03996,625.42000,539.89500,191.44200,410.04000
1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,10.29,1.21,74427.05385,0.00000,559.66400,215.06600,409.15500
1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,93.48,0.96,76071.80304,1712.68000,582.15500,182.89300,446.96700
1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,56.48,1.78,77436.39099,599.37000,514.49700,167.08300,398.09200
1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,7.73,1.66,79750.83296,440.60000,482.85500,159.17000,365.79800
1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,11.26,0.08,81887.66896,249.15000,521.96700,228.49900,363.43800
1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,7.76,0.10,83028.46901,461.91000,472.76900,191.08700,322.36600
1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,10.79,0.09,83350.94400,523.33000,513.96400,227.74800,354.06800
1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,9.82,0.07,82840.35699,570.01000,516.36600,224.82300,358.51200
1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,7.01,0.94,82378.07303,772.79000,537.17100,244.44300,365.61100
1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,6.15,0.06,82548.18098,968.97000,512.72000,228.80800,352.83200
1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,6.64,0.03,84885.26797,1459.63000,552.47400,205.39700,392.49100
1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,2.12,1.47,91032.88398,1681.52000,575.23700,232.77400,384.16300
1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,3.26,0.73,92521.63009,1715.43000,600.37700,244.23400,406.35600
1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,6.86,1.16,91918.20502,573.32000,573.45900,224.52700,391.39800
1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,3.63,0.43,90933.87708,1800.78000,604.35700,245.67400,411.56600
1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,10.34,2.30,89130.77302,689.42000,483.16900,214.51500,327.53000
1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,9.76,0.52,85994.86599,863.53000,523.48800,244.57400,351.17300
1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,7.78,1.56,82492.53100,771.22000,493.69200,231.27500,329.46400
1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,9.51,0.07,79032.73299,0.00000,443.98100,245.61400,260.46800
1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,7.26,0.53,76885.05498,432.94000,441.45100,244.30100,259.58200
1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,3.80,0.10,75800.78895,112.84000,428.72100,237.84600,251.59300
1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,4.55,0.09,75708.00003,17.67000,410.13600,219.01800,242.72000
1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,5.90,0.06,76505.92004,151.30000,438.14600,242.06900,260.30700
1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,12.64,0.09,78563.12199,379.18000,485.17800,235.08800,313.29900
1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,8.33,1.29,81826.51395,10.19000,578.31700,266.71600,394.71200
1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,9.06,0.19,85027.33700,915.24000,598.08800,229.19400,442.62900
1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,1/2/2016 2:00:00 PM,1/2/2016 9:00:00 AM,21.59,0.08,86763.03400,440.95000,521.83000,196.31800,394.73500
1/2/2016 2:00:00 PM,1/2/2016 9:00:00 AM,1/2/2016 3:00:00 PM,1/2/2016 10:00:00 AM,8.17,1.95,86989.58593,492.58000,508.68100,183.28900,389.65900
1/2/2016 3:00:00 PM,1/2/2016 10:00:00 AM,1/2/2016 4:00:00 PM,1/2/2016 11:00:00 AM,8.27,0.00,86544.50198,351.81000,514.23900,301.06400,285.76800
1/2/2016 4:00:00 PM,1/2/2016 11:00:00 AM,1/2/2016 5:00:00 PM,1/2/2016 12:00:00 PM,5.06,0.09,85273.28703,85.17000,483.33400,267.72800,267.06000
1/2/2016 5:00:00 PM,1/2/2016 12:00:00 PM,1/2/2016 6:00:00 PM,1/2/2016 1:00:00 PM,10.08,0.09,83572.46998,62.14000,504.51600,280.89500,289.26400
1/2/2016 6:00:00 PM,1/2/2016 1:00:00 PM,1/2/2016 7:00:00 PM,1/2/2016 2:00:00 PM,15.02,0.08,81792.17300,555.11000,501.37000,282.71100,285.14000
1/2/2016 7:00:00 PM,1/2/2016 2:00:00 PM,1/2/2016 8:00:00 PM,1/2/2016 3:00:00 PM,10.31,0.09,80390.64900,246.22000,516.38500,293.83400,289.70500
1/2/2016 8:00:00 PM,1/2/2016 3:00:00 PM,1/2/2016 9:00:00 PM,1/2/2016 4:00:00 PM,15.44,0.08,80265.65596,0.00000,488.68900,275.35500,277.17800
1/2/2016 9:00:00 PM,1/2/2016 4:00:00 PM,1/2/2016 10:00:00 PM,1/2/2016 5:00:00 PM,9.68,0.59,82720.59403,155.92000,504.15500,183.00500,358.44300
1/2/2016 10:00:00 PM,1/2/2016 5:00:00 PM,1/2/2016 11:00:00 PM,1/2/2016 6:00:00 PM,4.89,0.00,89666.04499,829.46000,587.09000,252.62800,381.02900
1/2/2016 11:00:00 PM,1/2/2016 6:00:00 PM,1/3/2016 12:00:00 AM,1/2/2016 7:00:00 PM,2.90,0.34,92846.07505,1671.93000,583.98400,247.49200,385.07700
1/3/2016 12:00:00 AM,1/2/2016 7:00:00 PM,1/3/2016 1:00:00 AM,1/2/2016 8:00:00 PM,1.85,0.30,92801.15599,3044.05000,592.60500,251.54700,393.16600
1/3/2016 1:00:00 AM,1/2/2016 8:00:00 PM,1/3/2016 2:00:00 AM,1/2/2016 9:00:00 PM,5.56,0.05,92096.72111,437.48000,593.30000,253.91900,388.61600
1/3/2016 2:00:00 AM,1/2/2016 9:00:00 PM,1/3/2016 3:00:00 AM,1/2/2016 10:00:00 PM,7.38,0.97,90630.41299,341.24000,497.79400,232.22700,328.89200
1/3/2016 3:00:00 AM,1/2/2016 10:00:00 PM,1/3/2016 4:00:00 AM,1/2/2016 11:00:00 PM,8.77,0.05,87840.41695,32.88000,500.60400,315.53000,256.06900
1/3/2016 4:00:00 AM,1/2/2016 11:00:00 PM,1/3/2016 5:00:00 AM,1/3/2016 12:00:00 AM,6.48,1.10,84072.14900,0.00000,499.20900,309.88000,260.32400
1/3/2016 5:00:00 AM,1/3/2016 12:00:00 AM,1/3/2016 6:00:00 AM,1/3/2016 1:00:00 AM,6.20,0.08,80756.09797,0.00000,415.91700,270.53800,204.87200
1/3/2016 6:00:00 AM,1/3/2016 1:00:00 AM,1/3/2016 7:00:00 AM,1/3/2016 2:00:00 AM,6.46,0.09,78502.09703,104.76000,423.80300,268.83100,212.66300
1/3/2016 7:00:00 AM,1/3/2016 2:00:00 AM,1/3/2016 8:00:00 AM,1/3/2016 3:00:00 AM,6.06,0.15,77408.62209,196.52000,409.61400,260.54000,208.00300
1/3/2016 8:00:00 AM,1/3/2016 3:00:00 AM,1/3/2016 9:00:00 AM,1/3/2016 4:00:00 AM,5.61,0.11,77041.38205,71.79000,405.22100,257.65600,206.62700
1/3/2016 9:00:00 AM,1/3/2016 4:00:00 AM,1/3/2016 10:00:00 AM,1/3/2016 5:00:00 AM,5.55,2.67,77558.03697,30.03000,417.50000,270.38500,208.32300
1/3/2016 10:00:00 AM,1/3/2016 5:00:00 AM,1/3/2016 11:00:00 AM,1/3/2016 6:00:00 AM,6.29,0.13,79086.89907,103.62000,484.79800,268.78600,277.35000
1/3/2016 11:00:00 AM,1/3/2016 6:00:00 AM,1/3/2016 12:00:00 PM,1/3/2016 7:00:00 AM,5.78,0.92,81470.15592,489.03000,558.40800,312.74600,330.70200
1/3/2016 12:00:00 PM,1/3/2016 7:00:00 AM,1/3/2016 1:00:00 PM,1/3/2016 8:00:00 AM,5.94,0.92,83913.83298,1876.37000,557.01800,271.67800,370.32800
1/3/2016 1:00:00 PM,1/3/2016 8:00:00 AM,1/3/2016 2:00:00 PM,1/3/2016 9:00:00 AM,22.26,0.07,85463.28899,972.01000,508.83100,248.49800,337.86700
1/3/2016 2:00:00 PM,1/3/2016 9:00:00 AM,1/3/2016 3:00:00 PM,1/3/2016 10:00:00 AM,52.16,1.76,84974.93904,465.47000,495.50100,238.09900,330.78800
1/3/2016 3:00:00 PM,1/3/2016 10:00:00 AM,1/3/2016 4:00:00 PM,1/3/2016 11:00:00 AM,8.69,0.10,84080.68000,1124.47000,479.35900,258.54400,287.99100
1/3/2016 4:00:00 PM,1/3/2016 11:00:00 AM,1/3/2016 5:00:00 PM,1/3/2016 12:00:00 PM,11.09,0.09,83202.96798,211.81000,487.44200,272.35900,282.25300
1/3/2016 5:00:00 PM,1/3/2016 12:00:00 PM,1/3/2016 6:00:00 PM,1/3/2016 1:00:00 PM,6.21,0.12,82791.26694,519.23000,479.03700,267.88300,275.07500
1/3/2016 6:00:00 PM,1/3/2016 1:00:00 PM,1/3/2016 7:00:00 PM,1/3/2016 2:00:00 PM,5.90,0.10,82137.27603,1020.27000,504.54000,283.68800,287.79200
1/3/2016 7:00:00 PM,1/3/2016 2:00:00 PM,1/3/2016 8:00:00 PM,1/3/2016 3:00:00 PM,7.07,0.06,81724.71209,760.52000,508.47600,277.10100,298.33700
1/3/2016 8:00:00 PM,1/3/2016 3:00:00 PM,1/3/2016 9:00:00 PM,1/3/2016 4:00:00 PM,22.14,0.03,82092.17996,1593.14000,459.68900,247.61100,272.67200
1/3/2016 9:00:00 PM,1/3/2016 4:00:00 PM,1/3/2016 10:00:00 PM,1/3/2016 5:00:00 PM,10.37,0.12,85799.01605,1182.55000,485.60600,190.44100,342.78600
1/3/2016 10:00:00 PM,1/3/2016 5:00:00 PM,1/3/2016 11:00:00 PM,1/3/2016 6:00:00 PM,5.98,1.09,93032.02900,1112.56000,570.11400,228.15500,389.35600
1/3/2016 11:00:00 PM,1/3/2016 6:00:00 PM,1/4/2016 12:00:00 AM,1/3/2016 7:00:00 PM,1.11,1.50,95777.26899,2353.21000,573.21600,239.55700,385.34200
1/4/2016 12:00:00 AM,1/3/2016 7:00:00 PM,1/4/2016 1:00:00 AM,1/3/2016 8:00:00 PM,3.78,0.53,95684.12099,4857.05000,569.32600,236.74000,391.85800
1/4/2016 1:00:00 AM,1/3/2016 8:00:00 PM,1/4/2016 2:00:00 AM,1/3/2016 9:00:00 PM,12.99,1.15,94664.98210,1509.58000,586.56900,246.58000,397.33300
1/4/2016 2:00:00 AM,1/3/2016 9:00:00 PM,1/4/2016 3:00:00 AM,1/3/2016 10:00:00 PM,8.91,0.73,91570.12700,1473.05000,509.13700,234.48600,346.24600
1/4/2016 3:00:00 AM,1/3/2016 10:00:00 PM,1/4/2016 4:00:00 AM,1/3/2016 11:00:00 PM,11.53,0.09,87600.51496,767.13000,489.19700,276.64400,280.07500
1/4/2016 4:00:00 AM,1/3/2016 11:00:00 PM,1/4/2016 5:00:00 AM,1/4/2016 12:00:00 AM,9.74,0.10,83141.41691,138.43000,499.27300,277.26000,290.29100
1/4/2016 5:00:00 AM,1/4/2016 12:00:00 AM,1/4/2016 6:00:00 AM,1/4/2016 1:00:00 AM,6.47,0.12,79973.24001,103.66000,427.24400,201.01100,273.00100
1/4/2016 6:00:00 AM,1/4/2016 1:00:00 AM,1/4/2016 7:00:00 AM,1/4/2016 2:00:00 AM,7.37,0.11,78467.55402,85.77000,422.26400,213.43500,266.18100
1/4/2016 7:00:00 AM,1/4/2016 2:00:00 AM,1/4/2016 8:00:00 AM,1/4/2016 3:00:00 AM,7.94,0.08,78239.95200,5.53000,428.91000,218.18900,270.76400
1/4/2016 8:00:00 AM,1/4/2016 3:00:00 AM,1/4/2016 9:00:00 AM,1/4/2016 4:00:00 AM,6.88,2.53,78985.25903,19.78000,417.89000,209.61800,263.74700
1/4/2016 9:00:00 AM,1/4/2016 4:00:00 AM,1/4/2016 10:00:00 AM,1/4/2016 5:00:00 AM,7.44,0.14,81667.52304,41.32000,408.95600,294.84700,173.25100
1/4/2016 10:00:00 AM,1/4/2016 5:00:00 AM,1/4/2016 11:00:00 AM,1/4/2016 6:00:00 AM,9.15,1.72,87453.25300,1736.33000,467.64800,261.88900,241.24700
1/4/2016 11:00:00 AM,1/4/2016 6:00:00 AM,1/4/2016 12:00:00 PM,1/4/2016 7:00:00 AM,1.17,0.00,96546.66596,7258.32000,544.74700,287.63400,302.95400
1/4/2016 12:00:00 PM,1/4/2016 7:00:00 AM,1/4/2016 1:00:00 PM,1/4/2016 8:00:00 AM,0.09,0.00,102176.52002,970.98000,544.54400,328.07400,283.52600
1/4/2016 1:00:00 PM,1/4/2016 8:00:00 AM,1/4/2016 2:00:00 PM,1/4/2016 9:00:00 AM,0.01,0.00,102365.87897,603.37000,492.41600,298.54700,254.92700
1/4/2016 2:00:00 PM,1/4/2016 9:00:00 AM,1/4/2016 3:00:00 PM,1/4/2016 10:00:00 AM,0.30,0.00,101773.44101,433.70000,464.82200,291.40500,238.23600
1/4/2016 3:00:00 PM,1/4/2016 10:00:00 AM,1/4/2016 4:00:00 PM,1/4/2016 11:00:00 AM,0.21,0.00,101141.32396,678.35000,455.71000,283.78300,234.10800
1/4/2016 4:00:00 PM,1/4/2016 11:00:00 AM,1/4/2016 5:00:00 PM,1/4/2016 12:00:00 PM,8.27,0.07,100395.50604,732.29000,454.27700,192.82500,317.64200
1/4/2016 5:00:00 PM,1/4/2016 12:00:00 PM,1/4/2016 6:00:00 PM,1/4/2016 1:00:00 PM,6.36,1.86,99830.41999,321.16000,478.14500,222.43900,321.20900
1/4/2016 6:00:00 PM,1/4/2016 1:00:00 PM,1/4/2016 7:00:00 PM,1/4/2016 2:00:00 PM,7.19,0.52,99518.81899,1010.40000,514.82700,250.36300,336.28800
1/4/2016 7:00:00 PM,1/4/2016 2:00:00 PM,1/4/2016 8:00:00 PM,1/4/2016 3:00:00 PM,13.94,0.10,99416.46306,596.53000,504.97600,247.20100,328.10200
1/4/2016 8:00:00 PM,1/4/2016 3:00:00 PM,1/4/2016 9:00:00 PM,1/4/2016 4:00:00 PM,12.61,0.08,100347.96702,1289.04000,494.56400,246.14200,318.23900
1/4/2016 9:00:00 PM,1/4/2016 4:00:00 PM,1/4/2016 10:00:00 PM,1/4/2016 5:00:00 PM,18.54,0.01,103872.08199,1135.43000,515.49000,229.84800,358.73800
1/4/2016 10:00:00 PM,1/4/2016 5:00:00 PM,1/4/2016 11:00:00 PM,1/4/2016 6:00:00 PM,4.10,0.04,111494.26102,1153.33000,540.82700,261.96300,351.95600
1/4/2016 11:00:00 PM,1/4/2016 6:00:00 PM,1/5/2016 12:00:00 AM,1/4/2016 7:00:00 PM,8.06,0.04,114633.19898,4023.98000,568.86900,284.57800,362.84000
1/5/2016 12:00:00 AM,1/4/2016 7:00:00 PM,1/5/2016 1:00:00 AM,1/4/2016 8:00:00 PM,0.25,0.39,114179.98184,927.06000,560.51900,280.96800,353.84600
1/5/2016 1:00:00 AM,1/4/2016 8:00:00 PM,1/5/2016 2:00:00 AM,1/4/2016 9:00:00 PM,3.67,0.00,113094.65205,865.80000,553.40000,275.33100,346.53300
1/5/2016 2:00:00 AM,1/4/2016 9:00:00 PM,1/5/2016 3:00:00 AM,1/4/2016 10:00:00 PM,19.59,0.04,110058.68596,0.00000,499.61200,254.87600,318.41600
1/5/2016 3:00:00 AM,1/4/2016 10:00:00 PM,1/5/2016 4:00:00 AM,1/4/2016 11:00:00 PM,15.30,1.02,104922.36698,699.94000,511.13700,314.06300,272.15500
1/5/2016 4:00:00 AM,1/4/2016 11:00:00 PM,1/5/2016 5:00:00 AM,1/5/2016 12:00:00 AM,9.08,1.44,99897.21606,123.15000,483.34700,294.66100,261.03000
1/5/2016 5:00:00 AM,1/5/2016 12:00:00 AM,1/5/2016 6:00:00 AM,1/5/2016 1:00:00 AM,32.61,0.09,96264.54800,0.00000,431.87800,238.04500,251.47100
1/5/2016 6:00:00 AM,1/5/2016 1:00:00 AM,1/5/2016 7:00:00 AM,1/5/2016 2:00:00 AM,29.89,1.42,95304.74007,0.00000,450.61100,156.24000,295.27100
1/5/2016 7:00:00 AM,1/5/2016 2:00:00 AM,1/5/2016 8:00:00 AM,1/5/2016 3:00:00 AM,25.58,3.40,95274.26500,887.09000,479.45300,222.57800,262.95100
1/5/2016 8:00:00 AM,1/5/2016 3:00:00 AM,1/5/2016 9:00:00 AM,1/5/2016 4:00:00 AM,76.49,5.52,96065.21205,717.05000,459.73500,151.66300,307.92100
1/5/2016 9:00:00 AM,1/5/2016 4:00:00 AM,1/5/2016 10:00:00 AM,1/5/2016 5:00:00 AM,112.25,3.22,98809.16698,37768.07000,481.55600,157.96800,323.66600
1/5/2016 10:00:00 AM,1/5/2016 5:00:00 AM,1/5/2016 11:00:00 AM,1/5/2016 6:00:00 AM,156.71,5.52,104616.57108,18130.36000,539.20700,154.47400,384.83200
1/5/2016 11:00:00 AM,1/5/2016 6:00:00 AM,1/5/2016 12:00:00 PM,1/5/2016 7:00:00 AM,108.03,1.11,113668.20399,18719.77000,582.02100,165.45200,416.75100
1/5/2016 12:00:00 PM,1/5/2016 7:00:00 AM,1/5/2016 1:00:00 PM,1/5/2016 8:00:00 AM,161.11,2.69,118769.33802,16454.23000,575.07200,227.58300,405.50100
1/5/2016 1:00:00 PM,1/5/2016 8:00:00 AM,1/5/2016 2:00:00 PM,1/5/2016 9:00:00 AM,11.64,0.17,117646.59398,52.28000,513.42200,209.25200,369.87800
1/5/2016 2:00:00 PM,1/5/2016 9:00:00 AM,1/5/2016 3:00:00 PM,1/5/2016 10:00:00 AM,203.91,3.15,114063.50196,0.00000,502.24000,187.45400,350.31500
1/5/2016 3:00:00 PM,1/5/2016 10:00:00 AM,1/5/2016 4:00:00 PM,1/5/2016 11:00:00 AM,17.37,4.70,111244.41696,2591.58000,487.68300,214.07300,338.24300
1/5/2016 4:00:00 PM,1/5/2016 11:00:00 AM,1/5/2016 5:00:00 PM,1/5/2016 12:00:00 PM,20.22,4.09,108302.35301,2585.64000,482.91700,210.20100,335.05900
1/5/2016 5:00:00 PM,1/5/2016 12:00:00 PM,1/5/2016 6:00:00 PM,1/5/2016 1:00:00 PM,15.27,6.80,105049.88102,3156.00000,506.02000,211.72300,361.60200
1/5/2016 6:00:00 PM,1/5/2016 1:00:00 PM,1/5/2016 7:00:00 PM,1/5/2016 2:00:00 PM,18.93,4.29,102875.81198,3579.38000,489.73600,175.68900,370.67000
1/5/2016 7:00:00 PM,1/5/2016 2:00:00 PM,1/5/2016 8:00:00 PM,1/5/2016 3:00:00 PM,18.09,1.90,100961.12500,3860.80000,522.66200,146.68100,383.12700
1/5/2016 8:00:00 PM,1/5/2016 3:00:00 PM,1/5/2016 9:00:00 PM,1/5/2016 4:00:00 PM,12.42,4.29,100671.23400,2037.36000,536.14300,157.16100,386.50400
1/5/2016 9:00:00 PM,1/5/2016 4:00:00 PM,1/5/2016 10:00:00 PM,1/5/2016 5:00:00 PM,16.35,1.56,103529.84897,4083.63000,552.29200,146.15300,414.37500
1/5/2016 10:00:00 PM,1/5/2016 5:00:00 PM,1/5/2016 11:00:00 PM,1/5/2016 6:00:00 PM,23.52,0.57,111506.99397,1748.59000,546.86400,123.90600,423.34800
1/5/2016 11:00:00 PM,1/5/2016 6:00:00 PM,1/6/2016 12:00:00 AM,1/5/2016 7:00:00 PM,12.28,2.59,115072.07999,7189.58000,515.68300,110.31900,405.81200
1/6/2016 12:00:00 AM,1/5/2016 7:00:00 PM,1/6/2016 1:00:00 AM,1/5/2016 8:00:00 PM,1.24,0.77,115064.96501,13940.25000,573.52600,180.78600,422.78000
1/6/2016 1:00:00 AM,1/5/2016 8:00:00 PM,1/6/2016 2:00:00 AM,1/5/2016 9:00:00 PM,6.60,0.00,113832.02593,13538.69000,577.06500,191.69500,417.83300
1/6/2016 2:00:00 AM,1/5/2016 9:00:00 PM,1/6/2016 3:00:00 AM,1/5/2016 10:00:00 PM,15.69,2.31,110623.81499,2960.36000,479.46500,203.05600,334.10800
1/6/2016 3:00:00 AM,1/5/2016 10:00:00 PM,1/6/2016 4:00:00 AM,1/5/2016 11:00:00 PM,15.50,6.64,105370.91802,770.20000,493.12600,212.62200,345.54400
1/6/2016 4:00:00 AM,1/5/2016 11:00:00 PM,1/6/2016 5:00:00 AM,1/6/2016 12:00:00 AM,29.66,4.50,100370.51104,213.29000,510.02800,233.55100,344.57000
1/6/2016 5:00:00 AM,1/6/2016 12:00:00 AM,1/6/2016 6:00:00 AM,1/6/2016 1:00:00 AM,36.41,1.34,97069.28096,26.92000,450.14700,233.75900,229.39000
1/6/2016 6:00:00 AM,1/6/2016 1:00:00 AM,1/6/2016 7:00:00 AM,1/6/2016 2:00:00 AM,20.45,0.15,95723.24597,0.00000,430.63100,309.98000,184.79500
1/6/2016 7:00:00 AM,1/6/2016 2:00:00 AM,1/6/2016 8:00:00 AM,1/6/2016 3:00:00 AM,30.32,0.10,95510.00599,0.00000,402.41000,310.68300,155.51800
1/6/2016 8:00:00 AM,1/6/2016 3:00:00 AM,1/6/2016 9:00:00 AM,1/6/2016 4:00:00 AM,17.16,0.04,96156.03903,279.36000,424.41100,324.67600,167.40900
1/6/2016 9:00:00 AM,1/6/2016 4:00:00 AM,1/6/2016 10:00:00 AM,1/6/2016 5:00:00 AM,7.04,0.06,98648.18808,22.97000,413.92600,311.31500,169.34600
1/6/2016 10:00:00 AM,1/6/2016 5:00:00 AM,1/6/2016 11:00:00 AM,1/6/2016 6:00:00 AM,81.65,0.04,104089.07801,6612.69000,504.04200,278.12800,270.56300
1/6/2016 11:00:00 AM,1/6/2016 6:00:00 AM,1/6/2016 12:00:00 PM,1/6/2016 7:00:00 AM,97.29,0.00,112872.50093,10364.37000,560.49900,284.43000,323.84000
1/6/2016 12:00:00 PM,1/6/2016 7:00:00 AM,1/6/2016 1:00:00 PM,1/6/2016 8:00:00 AM,9.29,0.65,117624.19599,867.66000,549.49600,294.24200,304.88500
1/6/2016 1:00:00 PM,1/6/2016 8:00:00 AM,1/6/2016 2:00:00 PM,1/6/2016 9:00:00 AM,31.48,1.31,115513.48900,0.00000,493.66900,258.63400,281.09400
1/6/2016 2:00:00 PM,1/6/2016 9:00:00 AM,1/6/2016 3:00:00 PM,1/6/2016 10:00:00 AM,68.60,0.06,110777.98599,1448.93000,506.48000,287.48200,272.27900
1/6/2016 3:00:00 PM,1/6/2016 10:00:00 AM,1/6/2016 4:00:00 PM,1/6/2016 11:00:00 AM,9.67,3.35,106156.63301,1513.88000,474.60900,316.13300,226.40300
1/6/2016 4:00:00 PM,1/6/2016 11:00:00 AM,1/6/2016 5:00:00 PM,1/6/2016 12:00:00 PM,11.22,3.93,102303.99900,978.60000,457.58000,297.36000,224.43500
1/6/2016 5:00:00 PM,1/6/2016 12:00:00 PM,1/6/2016 6:00:00 PM,1/6/2016 1:00:00 PM,10.49,1.65,98942.67204,681.74000,488.83300,298.26100,256.77000
1/6/2016 6:00:00 PM,1/6/2016 1:00:00 PM,1/6/2016 7:00:00 PM,1/6/2016 2:00:00 PM,12.39,1.12,96674.56483,1460.84000,502.86700,314.94600,255.87400
1/6/2016 7:00:00 PM,1/6/2016 2:00:00 PM,1/6/2016 8:00:00 PM,1/6/2016 3:00:00 PM,13.89,0.85,95016.13886,1080.04000,507.20400,312.37600,263.50700
1/6/2016 8:00:00 PM,1/6/2016 3:00:00 PM,1/6/2016 9:00:00 PM,1/6/2016 4:00:00 PM,13.41,0.45,94782.11603,522.79000,483.62300,310.07200,239.84800
1/6/2016 9:00:00 PM,1/6/2016 4:00:00 PM,1/6/2016 10:00:00 PM,1/6/2016 5:00:00 PM,8.86,0.07,97469.41308,845.92000,525.16000,267.88500,290.70200
1/6/2016 10:00:00 PM,1/6/2016 5:00:00 PM,1/6/2016 11:00:00 PM,1/6/2016 6:00:00 PM,3.92,0.00,104925.48102,3744.13000,573.38500,276.87400,322.16800
1/6/2016 11:00:00 PM,1/6/2016 6:00:00 PM,1/7/2016 12:00:00 AM,1/6/2016 7:00:00 PM,2.50,0.52,107980.16306,10407.95000,597.33500,285.94100,341.17000
1/7/2016 12:00:00 AM,1/6/2016 7:00:00 PM,1/7/2016 1:00:00 AM,1/6/2016 8:00:00 PM,7.38,3.76,107673.77200,6657.94000,606.36600,287.22100,350.08600
1/7/2016 1:00:00 AM,1/6/2016 8:00:00 PM,1/7/2016 2:00:00 AM,1/6/2016 9:00:00 PM,4.83,6.11,106247.17093,4350.95000,572.53600,275.31700,322.17200
