value
-3.13
-50.35
-92.1
75.04
127.78
38.28
92.55
447.35
602.81
277.79
263.91
397.8
702.81
193.06
305.75
415.08
383.14
405.42
394.18
236.92
96.71
236.85
160.98
204.3
306.16
311.3
171.28
246.71
314.19
177.68
171.05
9.87
444.98
559.05
349.26
-77.45
154.31
10.69
215.07
-48.75
36.88
-19.47
104.36
130.68
82.08
23.47
151.72
-49.37
-15.5
-271.44
197.34
-209
-528.83
153.84
-19.17
-46.6
19.98
7.07
-101.49
-97.98
51.47
-138.56
-6.14
65.58
90.89
53.91
-48.81
-8.33
-41.68
6.84
-86.76
107.1
26.17
-38.84
-37.25
18.47
116.1
-9.24
-5.8
-95.48
66.18
45.27
98.69
32.05
-68.65
117.84
-68.07
70.15
161.83
167.24
1.66
-26.76
104.76
47.19
-45.44
64.36
181.71
84.64
225.57
115.56
82.59
-116.27
161.49
-17.52
-86.41
-34.51
31.45
-18.42
6.42
-144.25
120.47
151.42
50.82
141.29
96.01
-29.97
43.28
270.29
-1.79
69.58
0.96
27.69
45.5
26.77
254.41
-3.59
46.37
-65.25
-23.23
22
74.38
81.11
377.94
418.44
92.3
202.44
390.85
183.17
201.11
-172.16
410.28
-49.92
100.39
91.95
442.49
-159.11
125.03
205.76
360.94
370.2
348.12
2.03
90.68
26.73
147.91
-55.63
-30.64
46.47
27.71
31.05
-107.34
-0.61
-28.38
35.35
71.22
-109.85
99.55
147.52
-62.06
252.84
352.03
-77.73
140.93
6.04
18.17
-319.58
43.97
6.52
-59.8
63.87
64.07
125.89
-45.16
49.31
180.31
-1.99
163.07
136.93
198.25
267.66
183.58
147.71
-96.9
-64.78
-35.9
98.84
16.35
168.16
178.92
-223.31
135.29
22.37
248.09
236.27
53.75
-43.99
29.16
142.82
312.03
145.94
48.39
-196.45
95.66
-106.97
106.87
36.89
53.37
-4.98
-21.82
48.07
624.37
436.41
-6.23
319.48
123.58
-24.42
-183
-53.64
227.36
188.2
-65.02
67.82
202.91
21.2
54.48
211.42
74.87
-6.57
-123.7
87.25
262.38
97.05
-51.09
-46.42
-80.48
1.57
451.83
151.14
-102.97
-218.09
-181.46
208.87
167.78
371.44
-24.73
125.28
562.5
453
606.13
331.69
702.26
560.59
140.63
185.93
520.89
308.24
-84.07
35.06
-43.42
50.91
40.3
56.47
430.62
-7.1
151.16
-31.6
115.38
100.72
11
61.4
-47.28
330.45
427.56
-198.83
4.45
235.63
472.78
318.31
260.3
-424.68
-327.34
-141.36
-3.31
110.47
-54.35
158.69
247.83
37.5
11.72
-6.59
1.42
-17.61
71.68
-35.23
-24.52
14.28
75.45
-120.94
25.5
43.97
40.43
-35.36
-48.56
108.4
-133.93
-14.85
105.49
175.28
-32.87
-30.06
-12.66
132.37
-220.59
179.37
408.98
362.1
23.94
414.55
177.53
64.38
24.6
-98.21
323.57
291.26
242.79
-33.64
47.51
-62.85
158.67
159.64
72.74
282.26
186.07
-39.3
-170.28
196.13
-16.04
-145.68
101.96
6.49
86.15
10.39
225.7
-96.22
86.54
-149.11
55.41
102.36
42.83
-13.85
-49.4
-214.63
105.28
146.35
-75.32
17.61
-53.18
115.74
384.01
146.79
-148.24
62.74
83.29
234.99
27.67
24.69
52.25
49.12
268.06
257.82
340.81
57.68
412.71
518.63
852.13
303.65
-8.26
-53.5
66.21
26.65
438.91
27.88
-194.82
5.22
-20.5
77.81
230.59
-117.35
-29.98
173.87
-23.32
10.05
176.43
443.74
-27.31
60.68
376.49
577.1
257.73
-184.66
160.9
134.86
206.57
69.34
186.98
215.18
-100.18
150.65
202.39
254.3
25.27
131.2
-17.88
73.33
-1.99
-11.49
-37.36
-152.45
54.57
54.81
263.73
-19.92
780.83
378.21
-101.42
-30.36
-81.78
14.94
-72.18
14.11
58.08
92.79
7.5
-6.23
-47.19
-16.83
38.54
121.26
190.31
174.04
-56.83
79.01
-63.01
32.78
-115.9
94.85
-84.34
108.14
50.09
-27.62
-23.12
691.29
895.04
236.46
3.28
76.13
-125.79
72.03
365.7
719.64
198.8
-43.76
53.42
195.42
749.69
202.15
-164.68
221.15
127.32
230.08
211.55
-83.9
-64.37
65.81
76.39
-191.69
21.53
-157.61
-103.31
60.23
150.96
105.81
-57.8
-270.46
93.04
77.84
32.59
28.66
507.55
530.3
147.41
-118.9
171.98
-96.81
89.6
-395.38
-181.71
99.76
-41.38
30.47
208.19
300.57
57.34
230.08
26.58
-18.28
-152.92
55.21
98.84
83.18
-65.59
33.63
104.26
58.47
-67.72
11.74
37.01
-4.3
397.18
523.65
1040.67
619.6
702.93
240.48
234.21
930.33
310.7
-157.07
-286.63
-556.32
12.26
352.33
716.19
332.34
-22.52
214.74
311.79
273.18
167.13
-72.15
-78.33
18.65
68.8
5.68
-317.98
-159.11
121.64
6.23
196.28
341.01
177.16
368.93
-41.8
548.22
1292.79
568.13
163.38
-189.69
344.91
359.15
682.21
309.05
14.36
-79.06
-191.72
-88.1
-69.65
-144.82
-194.68
345.44
284.43
-29.52
-38.71
-245
-170.67
-591.29
141.19
98.18
58.65
359.32
468.44
-148.74
-112.22
-222.4
-16.82
-20.68
-413.46
-354.46
53.44
223.74
87.63
116.3
466.45
360.28
146.77
404.04
480.12
-144.22
-50.8
26.2
-482.42
99.58
213.13
625.16
-77.49
-395.98
-630.83
-523.24
-385.5
-112.7
5.5
-116.87
68.01
159.51
403.42
754.04
1129.86
522.56
891.81
404.41
382.57
158.68
4.08
-43.16
-44.6
120.89
103.56
-278.19
56.93
106.91
284.74
423.53
753.86
-89.23
57.69
187.43
-18.73
-38.98
93.71
31.72
-51
55.06
-130.57
163.48
41.03
317.17
-143.5
276.69
-62.88
-16.97
117.33
334.56
387.36
387.23
33.11
-69.72
99.7
297.75
-171.75
-60.41
25.6
171.67
177.25
217.21
14.53
301.92
348.65
287.18
114.54
694.3
-120.96
-219.79
-292.03
-510.92
26
757.2
1359.96
371.87
-56.89
76.69
101.38
305.44
271.91
365.02
4.33
-68.08
514.08
34.77
104.99
-33.48
69.62
87.08
147.92
462.42
-205.49
-131.19
216.61
-94.62
175.25
429.57
75.02
-39.03
-61.25
567.93
225.71
-143.08
-512.88
-900.4
-51.14
507.83
697.21
922.58
-180.03
45.75
93.16
96.17
-47.71
111.88
-20.82
45.02
8.72
154.19
623.82
-250.17
42.69
258.08
-52.61
144.09
76.98
174.59
83.62
358.07
280.68
214.73
88.09
250.18
176.29
688.51
-55.08
34.28
208.6
-57.33
234.84
245.88
199.78
298.63
63.17
938.25
844.98
888.79
50.47
-20.09
467.43
120.33
40.48
224.27
19.36
248.92
742.97
-122.74
11.93
31.18
66.15
160.37
-156.93
-151.68
100.55
133.26
-69.5
205.6
309.96
11.99
-41.71
166.14
33.87
-63.5
270.41
-192.69
81.9
212.56
-27.08
412.92
445.35
7.07
101.17
304.72
-61.01
6.77
98.8
209.57
255.03
-12.07
33.93
67.73
518.84
498.13
320.09
-335.24
-55.07
31.32
115.76
-7.99
-125.75
72.67
-3.78
-50.38
-31.98
-53.12
-96.9
64.81
74.22
-123.53
-413.03
194.04
69.49
-118.72
-109.75
155.76
192.22
531.81
779.73
573.95
66.22
246.08
154.59
242.83
66.83
44.42
-16.54
-82.2
400.82
-95.13
-55.18
87.46
-64.7
164.25
169.48
236.21
-36.31
326.21
573.93
234.23
-147.48
121.15
-168.2
82.45
62.52
58.57
374.26
-123.09
-17.67
239.48
105
-16.64
182.69
303.89
-56.68
-126.38
29.49
-170.96
-38.07
353.02
-82.48
36.22
-96.46
43.29
61.73
-71.02
-58.97
116.85
202.86
305.08
2.77
128.6
-157.67
41.71
-89.23
211.21
27.54
-20.92
61.91
136.94
137.9
664.75
504.44
580.69
31.36
-71.19
33.95
198.29
475.92
277.22
613.91
448.58
-68.87
-3.35
70.29
-710.33
-153.87
44.21
137.85
277.1
415.76
-221.2
-134.94
155.62
-32.36
-33.79
42.48
3.2
-61.19
42.71
-67.04
-145.3
-133.65
71.05
43.43
-55.56
6.82
-27.76
41.63
138.47
84.72
362.11
327.27
275.39
438.94
-121.38
59.79
243.29
-130.61
74.57
136.85
439.23
244.81
377.51
260.19
207.19
26.88
332.54
213.26
230.08
-125.55
3.49
49.87
144.69
-53.21
102.05
67.95
-158.91
-0.47
262.32
277.18
54.51
-4.92
-47.48
-98.31
269.28
-65.88
-711.55
-624.91
88.6
306.31
688.47
120.78
318.75
174.84
-42.75
294.83
128.58
102.71
49.86
-62.11
95.07
267.27
-16.22
105.85
405.07
394.04
32.33
96.83
175.33
267.12
5.57
18.46
21.95
249.75
396.24
252.29
263.65
-6.6
203.1
641.54
473.31
-41.79
352.52
208.47
309.83
974.83
206.32
0.52
48.79
-45.76
-0.38
271.07
-67.77
-34.77
-10.07
108.81
-7.18
-16.05
-93.25
-36.83
-43.9
102.21
-6.27
2.13
47.05
-127.4
59.92
117.42
305.46
-118.75
188.27
604.73
132.45
-90.94
-27.06
-57.81
-284.94
181.27
-48.51
-211.16
-424.68
24.81
88.46
238.74
96.73
156.11
247.27
4.55
-13.25
-60.55
69.24
100.33
555.39
606.72
126.98
-130.07
235.06
-11.16
4.99
4.99
-608.66
-124.21
278.05
-41.99
-14.77
166.89
-10.94
176.89
8.08
29.35
-2.13
37.08
150.51
-79.97
-59.73
-160.35
20.41
149.91
-27.63
-13.28
-72.97
-156.42
-16.76
161.08
230.55
170.47
28.24
-123.49
51.76
86.4
321.84
114.2
46.67
96.05
-88.63
-54.98
44.59
133.75
-97.73
-45.65
-24.44
8.78
33.63
24.82
-37.78
-81.32
-13.8
170.67
99.99
129.03
-145.47
56.35
124.75
-47.25
-20.84
167
34.78
-122.77
47.29
1.77
51.04
13.69
24.4
132.86
2.37
-71.77
-9.57
-16.79
71.06
50.64
-38.25
53.69
202.48
530.06
183.61
-9.83
224.31
280.84
-329.04
53.28
49.32
93.9
118.53
129.4
-80.13
-53.04
28.4
-62.56
254.57
126.48
-218.86
-253.5
84.36
-283.08
-480.45
-514.21
-288.02
49.83
100.84
124.42
122.54
-55
23.27
43.73
-18.95
-39.73
23.7
126.18
-47.38
171.77
127.7
-107.48
237.75
-99.54
82.08
129.69
-80.45
1.19
-45.45
0.97
47.58
-23.2
4.28
98.94
245
373.26
334.99
-13.95
-106.24
120.43
-59.66
-19.19
50.67
24.68
47.33
-33.37
27.69
7.07
-93.25
-44.67
23.57
207.52
152.36
74.45
255.07
-20.94
-247.65
6.64
30.44
70.04
-87.53
-3.76
108.86
37.3
-61.51
-125.21
-34.77
-228.48
184.46
87.35
92.35
204.39
0.73
74.75
27.72
38.13
95.93
329.58
136.61
-66.52
-173.34
-19.72
-80.45
135.21
49.71
73.8
-54.23
-251.39
24.8
58.2
92.05
8.54
-67.17
14.14
73.51
83.87
54.47
-84.44
-52
44.41
81.82
461.14
105.64
367
117.66
-23.43
45.42
356.62
36.86
-6.92
44.15
65.7
-23.49
210.14
47.11
-90.3
-9.1
28.04
15.72
22.25
-50.59
-53.87
44.14
114.68
-16.2
16.17
-101.09
49.96
28.71
44.97
166.53
232.79
31.32
-129.31
30.98
102.34
198.26
-40.3
-109.75
114.03
72.35
269.99
431.25
624.41
-62.56
-67.56
-52.7
-140.99
74.61
138.28
237.73
-324.01
-399.98
-30.79
132.04
-46.72
-133.59
-19.87
176.47
-115.56
17.93
92.32
-326.2
167.85
-282.84
65.4
0.02
10.34
-210.65
-6.92
76.86
-73.56
109.76
-109.15
-42.96
-65.38
108.55
46.47
-29.41
-35.34
-53.33
16.92
-68.43
-87
37.41
75.3
-12.35
-157.81
-309.19
-513.01
-86.96
-272.38
-162.8
-97.4
-29.88
-274.09
-619.31
-382.07
152.5
-59.87
-14.96
-35.79
