10,4.2561e+05,1.7059e+05,1.7677e+05,-6186.2,2.5502e+05
100,4.2561e+06,1.7059e+06,1.7677e+06,-61862,2.5502e+06
1000,3.3888e+07,1.9847e+07,2.0559e+07,-7.1199e+05,1.4041e+07
5000,1.4152e+08,1.1974e+08,1.2369e+08,-3.9477e+06,2.1778e+07
8000,2.1624e+08,1.9292e+08,1.992e+08,-6.2783e+06,2.3317e+07
10000,2.558e+08,2.3118e+08,2.3871e+08,-7.5305e+06,2.4617e+07
20000,3.3339e+08,2.9357e+08,3.0284e+08,-9.2691e+06,3.9815e+07
50000,3.7452e+08,3.2475e+08,3.3198e+08,-7.2281e+06,4.977e+07
