100,-2245.1,-52335,-52063,-272.21,50090,89926
1000,-22451,-5.2335e+05,-5.2063e+05,-2722.1,5.009e+05,8.9926e+05
10000,-2.5113e+05,-5.2334e+06,-5.2057e+06,-27708,4.9822e+06,8.991e+06
50000,-8.7113e+06,-2.4312e+07,-2.413e+07,-1.8208e+05,1.5601e+07,4.4683e+07
1e+05,-2.4133e+07,-4.5562e+07,-4.5176e+07,-3.8633e+05,2.1429e+07,8.8049e+07
5e+05,-1.6753e+08,-2.0006e+08,-1.9784e+08,-2.2161e+06,3.2526e+07,4.2436e+08
