Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 1, 2017;12:00 AM;52,628;835;3,241.5;0;36,392.75
Jan 1, 2017;12:15 AM;-;834.5;3,229;0;-
Jan 1, 2017;12:30 AM;-;834.75;3,218.25;0;-
Jan 1, 2017;12:45 AM;-;834.75;3,207.5;0;-
Jan 1, 2017;1:00 AM;51,289;842.5;3,078.75;0;35,696
Jan 1, 2017;1:15 AM;-;842.5;3,068;0;-
Jan 1, 2017;1:30 AM;-;841.75;3,065.75;0;-
Jan 1, 2017;1:45 AM;-;841.5;3,012.25;0;-
Jan 1, 2017;2:00 AM;50,775;841;3,009.5;0;35,448.25
Jan 1, 2017;2:15 AM;-;841;2,991.75;0;-
Jan 1, 2017;2:30 AM;-;841;2,982.25;0;-
Jan 1, 2017;2:45 AM;-;841;2,979.25;0;-
Jan 1, 2017;3:00 AM;50,710;840.75;2,972.25;0;35,490.75
Jan 1, 2017;3:15 AM;-;839.75;2,963.25;0;-
Jan 1, 2017;3:30 AM;-;839;2,954.75;0;-
Jan 1, 2017;3:45 AM;-;838.25;2,971.25;0;-
Jan 1, 2017;4:00 AM;50,194;826.25;2,991;0;34,918.75
Jan 1, 2017;4:15 AM;-;826.25;2,995;0;-
Jan 1, 2017;4:30 AM;-;826.75;2,995.75;0;-
Jan 1, 2017;4:45 AM;-;826.5;2,987.75;0;-
Jan 1, 2017;5:00 AM;49,831;826.75;2,984.75;0;34,525.25
Jan 1, 2017;5:15 AM;-;825.5;2,995.75;0;-
Jan 1, 2017;5:30 AM;-;825;3,007.75;0;-
Jan 1, 2017;5:45 AM;-;824.75;3,015.5;0;-
Jan 1, 2017;6:00 AM;49,539;823;3,013.75;0;34,172.5
Jan 1, 2017;6:15 AM;-;825.25;3,040.75;0;-
Jan 1, 2017;6:30 AM;-;826;3,005.25;0;-
Jan 1, 2017;6:45 AM;-;824.75;3,007.75;0;-
Jan 1, 2017;7:00 AM;50,427;823.25;3,031.75;0;34,814.25
Jan 1, 2017;7:15 AM;-;796.5;3,117;0.25;-
Jan 1, 2017;7:30 AM;-;765;3,157.5;1;-
Jan 1, 2017;7:45 AM;-;733;3,186;1.5;-
Jan 1, 2017;8:00 AM;52,399;701.75;3,237.25;10;36,097
Jan 1, 2017;8:15 AM;-;705.5;3,266.25;41.25;-
Jan 1, 2017;8:30 AM;-;708.5;3,300.25;117.25;-
Jan 1, 2017;8:45 AM;-;711.75;3,267.75;234.5;-
Jan 1, 2017;9:00 AM;57,494;716.75;3,344;383.5;38,724.5
Jan 1, 2017;9:15 AM;-;709.25;3,354;538.5;-
Jan 1, 2017;9:30 AM;-;702.75;3,362.75;708.75;-
Jan 1, 2017;9:45 AM;-;694.25;3,373.75;881.25;-
Jan 1, 2017;10:00 AM;62,254;621;3,439;1,054.75;41,242.25
Jan 1, 2017;10:15 AM;-;604.75;3,395;1,211.75;-
Jan 1, 2017;10:30 AM;-;585.75;3,353.75;1,364;-
Jan 1, 2017;10:45 AM;-;567.75;3,309.75;1,504.5;-
Jan 1, 2017;11:00 AM;66,227;550;3,262.5;1,625.25;44,385.75
Jan 1, 2017;11:15 AM;-;524.5;3,213.75;1,725.5;-
Jan 1, 2017;11:30 AM;-;501.5;3,162.5;1,811;-
Jan 1, 2017;11:45 AM;-;478;3,110.25;1,876.5;-
Jan 1, 2017;12:00 PM;66,869;460.75;3,058.75;1,919;45,425.75
Jan 1, 2017;12:15 PM;-;450;3,014;1,937;-
Jan 1, 2017;12:30 PM;-;440;2,967.5;1,933.25;-
Jan 1, 2017;12:45 PM;-;429.75;2,922.75;1,910.5;-
Jan 1, 2017;1:00 PM;64,016;418.25;2,883;1,862;44,054
Jan 1, 2017;1:15 PM;-;408.25;2,872;1,784.25;-
Jan 1, 2017;1:30 PM;-;398.5;2,860.5;1,679.75;-
Jan 1, 2017;1:45 PM;-;388.25;2,849.5;1,557.75;-
Jan 1, 2017;2:00 PM;59,029;376;2,856.25;1,417.5;41,447.5
Jan 1, 2017;2:15 PM;-;371;2,855.75;1,262;-
Jan 1, 2017;2:30 PM;-;364;2,856.5;1,094.25;-
Jan 1, 2017;2:45 PM;-;357;2,856.25;915;-
Jan 1, 2017;3:00 PM;55,246;353;2,858.75;731.25;40,436.75
Jan 1, 2017;3:15 PM;-;348;2,879.75;547.75;-
Jan 1, 2017;3:30 PM;-;345;2,897.75;376;-
Jan 1, 2017;3:45 PM;-;339.75;2,918.25;214;-
Jan 1, 2017;4:00 PM;55,124;339;2,933.75;94.75;41,809.25
Jan 1, 2017;4:15 PM;-;337.25;2,949.25;32.5;-
Jan 1, 2017;4:30 PM;-;331.75;2,965.75;14.75;-
Jan 1, 2017;4:45 PM;-;327;2,985;4;-
Jan 1, 2017;5:00 PM;57,610;323.25;3,004.5;0.25;44,197
Jan 1, 2017;5:15 PM;-;321.5;3,024.5;1.5;-
Jan 1, 2017;5:30 PM;-;321.5;3,042.5;0.75;-
Jan 1, 2017;5:45 PM;-;320.5;3,052;0.25;-
Jan 1, 2017;6:00 PM;58,085;321.5;3,062.25;0.25;44,439.75
Jan 1, 2017;6:15 PM;-;326;3,075.25;0;-
Jan 1, 2017;6:30 PM;-;332.25;3,086.25;0;-
Jan 1, 2017;6:45 PM;-;339;3,102.5;0;-
Jan 1, 2017;7:00 PM;58,118;347.5;3,112.25;0;44,282.25
Jan 1, 2017;7:15 PM;-;366.5;3,092.25;0;-
Jan 1, 2017;7:30 PM;-;385;3,073.75;0;-
Jan 1, 2017;7:45 PM;-;403;3,055.5;0;-
Jan 1, 2017;8:00 PM;56,548;420;3,052.5;0;42,633.25
Jan 1, 2017;8:15 PM;-;438.25;3,038.75;0;-
Jan 1, 2017;8:30 PM;-;454;3,026.75;0;-
Jan 1, 2017;8:45 PM;-;472.25;3,012.25;0;-
Jan 1, 2017;9:00 PM;54,765;488.25;2,998.5;0;40,755.5
Jan 1, 2017;9:15 PM;-;504.75;2,992.25;0;-
Jan 1, 2017;9:30 PM;-;521.75;2,986;0;-
Jan 1, 2017;9:45 PM;-;538.5;2,979.5;0;-
Jan 1, 2017;10:00 PM;54,194;554.25;2,973;0;40,034.5
Jan 1, 2017;10:15 PM;-;563.75;2,972;0;-
Jan 1, 2017;10:30 PM;-;572.25;2,972;0;-
Jan 1, 2017;10:45 PM;-;581.25;2,971;0;-
Jan 1, 2017;11:00 PM;51,967;590;2,970.75;0;37,704.25
Jan 1, 2017;11:15 PM;-;596.25;2,968.25;0;-
Jan 1, 2017;11:30 PM;-;601.5;2,965.5;0;-
Jan 1, 2017;11:45 PM;-;606.75;2,963.75;0;-
Jan 2, 2017;12:00 AM;48,585;622.25;2,728.25;0;35,092
Jan 2, 2017;12:15 AM;-;627.5;2,738.25;0;-
Jan 2, 2017;12:30 AM;-;632.75;2,747.5;0;-
Jan 2, 2017;12:45 AM;-;638.25;2,758.25;0;-
Jan 2, 2017;1:00 AM;47,990;644;2,615.5;0;34,823.5
Jan 2, 2017;1:15 AM;-;643.25;2,611.5;0;-
Jan 2, 2017;1:30 AM;-;643.5;2,648;0;-
Jan 2, 2017;1:45 AM;-;643.5;2,717.25;0;-
Jan 2, 2017;2:00 AM;48,842;644.75;2,773;0;35,211.75
Jan 2, 2017;2:15 AM;-;641.75;2,783.25;0;-
Jan 2, 2017;2:30 AM;-;639.25;2,761.75;0;-
Jan 2, 2017;2:45 AM;-;636.75;2,749.75;0;-
Jan 2, 2017;3:00 AM;49,051;635;2,701.5;0;35,793.5
Jan 2, 2017;3:15 AM;-;633.25;2,687;0;-
Jan 2, 2017;3:30 AM;-;631.75;2,665.75;0;-
Jan 2, 2017;3:45 AM;-;630;2,673.25;0;-
Jan 2, 2017;4:00 AM;50,541;633;2,663.5;0;37,340.75
Jan 2, 2017;4:15 AM;-;626.25;2,673.25;0;-
Jan 2, 2017;4:30 AM;-;619.25;2,680.25;0;-
Jan 2, 2017;4:45 AM;-;612.25;2,692.5;0;-
Jan 2, 2017;5:00 AM;52,279;605.25;2,690;0;39,152.25
Jan 2, 2017;5:15 AM;-;598.5;2,691.5;0;-
Jan 2, 2017;5:30 AM;-;593.25;2,690.25;0;-
Jan 2, 2017;5:45 AM;-;587.5;2,670.5;0;-
Jan 2, 2017;6:00 AM;57,972;582;2,633.75;0;45,153.25
Jan 2, 2017;6:15 AM;-;572.25;2,653.5;0;-
Jan 2, 2017;6:30 AM;-;562;2,639;0;-
Jan 2, 2017;6:45 AM;-;552.5;2,623.75;0;-
Jan 2, 2017;7:00 AM;64,986;543.75;2,594.75;0;52,506
Jan 2, 2017;7:15 AM;-;546.25;2,560.25;0;-
Jan 2, 2017;7:30 AM;-;550;2,553.75;0.5;-
Jan 2, 2017;7:45 AM;-;552.75;2,577;1;-
Jan 2, 2017;8:00 AM;68,875;557.25;2,578;7;56,163.5
Jan 2, 2017;8:15 AM;-;561.25;2,549.25;22;-
Jan 2, 2017;8:30 AM;-;564.75;2,572;52;-
Jan 2, 2017;8:45 AM;-;568.75;2,589;90.25;-
Jan 2, 2017;9:00 AM;70,771;573;2,453.25;138.25;57,824.5
Jan 2, 2017;9:15 AM;-;588.25;2,415.75;201.5;-
Jan 2, 2017;9:30 AM;-;603.25;2,379.5;277;-
Jan 2, 2017;9:45 AM;-;617.75;2,343.5;355.5;-
Jan 2, 2017;10:00 AM;72,080;605.75;2,331;435;58,345
Jan 2, 2017;10:15 AM;-;616.25;2,289.75;510.25;-
Jan 2, 2017;10:30 AM;-;624.25;2,251;582.25;-
Jan 2, 2017;10:45 AM;-;634.75;2,207;647.75;-
Jan 2, 2017;11:00 AM;73,160;643.5;2,165.75;705.25;59,071.25
Jan 2, 2017;11:15 AM;-;637.5;2,136.25;752.75;-
Jan 2, 2017;11:30 AM;-;631.5;2,106.25;789.75;-
Jan 2, 2017;11:45 AM;-;626;2,077;817.25;-
Jan 2, 2017;12:00 PM;73,122;620.5;2,050.25;833.5;59,199
Jan 2, 2017;12:15 PM;-;620.75;2,043;831.75;-
Jan 2, 2017;12:30 PM;-;622.25;2,035.5;818.75;-
Jan 2, 2017;12:45 PM;-;623.25;2,027.5;796;-
Jan 2, 2017;1:00 PM;72,425;624.25;2,019.75;765.75;58,980
Jan 2, 2017;1:15 PM;-;623.5;2,033.5;727;-
Jan 2, 2017;1:30 PM;-;623.5;2,046;678.75;-
Jan 2, 2017;1:45 PM;-;623.5;2,058;621.5;-
Jan 2, 2017;2:00 PM;70,426;623.5;2,075.25;558;57,743.75
Jan 2, 2017;2:15 PM;-;620.25;2,095;485.5;-
Jan 2, 2017;2:30 PM;-;618;2,113.75;410.5;-
Jan 2, 2017;2:45 PM;-;614;2,133.75;334.75;-
Jan 2, 2017;3:00 PM;69,749;610;2,153.75;260;57,859
Jan 2, 2017;3:15 PM;-;620.75;2,176.25;185.25;-
Jan 2, 2017;3:30 PM;-;630;2,200.75;120.5;-
Jan 2, 2017;3:45 PM;-;640;2,224;68.75;-
Jan 2, 2017;4:00 PM;70,197;649.75;2,248.25;31;58,394.25
Jan 2, 2017;4:15 PM;-;655;2,269.5;13.25;-
Jan 2, 2017;4:30 PM;-;660;2,290.5;6.75;-
Jan 2, 2017;4:45 PM;-;666;2,310;2.75;-
Jan 2, 2017;5:00 PM;71,384;671;2,333;1.25;59,089
Jan 2, 2017;5:15 PM;-;679.75;2,370;1.25;-
Jan 2, 2017;5:30 PM;-;688.25;2,407.75;0.75;-
Jan 2, 2017;5:45 PM;-;696.5;2,445.5;0;-
Jan 2, 2017;6:00 PM;71,680;705.25;2,479;0;58,728.5
Jan 2, 2017;6:15 PM;-;709;2,510.75;0;-
Jan 2, 2017;6:30 PM;-;712.25;2,543.5;0;-
Jan 2, 2017;6:45 PM;-;715;2,576.75;0;-
Jan 2, 2017;7:00 PM;71,210;716.25;2,609.75;0;57,846.75
Jan 2, 2017;7:15 PM;-;715.75;2,620;0;-
Jan 2, 2017;7:30 PM;-;716.5;2,629.25;0;-
Jan 2, 2017;7:45 PM;-;717.5;2,638.25;0;-
Jan 2, 2017;8:00 PM;68,355;719;2,669.5;0;54,741.25
Jan 2, 2017;8:15 PM;-;715;2,683.5;0;-
Jan 2, 2017;8:30 PM;-;711.25;2,697.25;0;-
Jan 2, 2017;8:45 PM;-;708;2,710.25;0;-
Jan 2, 2017;9:00 PM;65,484;704.25;2,725.5;0;51,674.75
Jan 2, 2017;9:15 PM;-;696.25;2,748.25;0;-
Jan 2, 2017;9:30 PM;-;688.25;2,771.75;0;-
Jan 2, 2017;9:45 PM;-;680;2,795;0;-
Jan 2, 2017;10:00 PM;61,780;672.25;2,818;0;47,782.5
Jan 2, 2017;10:15 PM;-;669.25;2,827.25;0;-
Jan 2, 2017;10:30 PM;-;666.75;2,835.75;0;-
Jan 2, 2017;10:45 PM;-;664;2,844.25;0;-
Jan 2, 2017;11:00 PM;56,725;661.5;2,854;0;42,617
Jan 2, 2017;11:15 PM;-;656.25;2,866.75;0;-
Jan 2, 2017;11:30 PM;-;652;2,878.5;0;-
Jan 2, 2017;11:45 PM;-;647.25;2,891.75;0;-
Jan 3, 2017;12:00 AM;53,404;640.75;3,315.25;0;37,383
Jan 3, 2017;12:15 AM;-;641.25;3,346.75;0;-
Jan 3, 2017;12:30 AM;-;641;3,380.5;0;-
Jan 3, 2017;12:45 AM;-;641;3,414.5;0;-
Jan 3, 2017;1:00 AM;52,208;640.75;3,397;0;35,828.75
Jan 3, 2017;1:15 AM;-;643;3,457.25;0;-
Jan 3, 2017;1:30 AM;-;644.5;3,474.25;0;-
Jan 3, 2017;1:45 AM;-;646;3,476.5;0;-
Jan 3, 2017;2:00 AM;51,746;648.75;3,524.5;0;35,026.25
Jan 3, 2017;2:15 AM;-;656.25;3,487.25;0;-
Jan 3, 2017;2:30 AM;-;663.25;3,530.75;0;-
Jan 3, 2017;2:45 AM;-;670.75;3,538.25;0;-
Jan 3, 2017;3:00 AM;52,801;676.75;3,540.75;0;35,589.25
Jan 3, 2017;3:15 AM;-;679;3,593;0;-
Jan 3, 2017;3:30 AM;-;680.75;3,661.5;0;-
Jan 3, 2017;3:45 AM;-;683.25;3,696.75;0;-
Jan 3, 2017;4:00 AM;53,454;676;3,754.75;0;35,493
Jan 3, 2017;4:15 AM;-;681;3,792;0;-
Jan 3, 2017;4:30 AM;-;686;3,820.25;0;-
Jan 3, 2017;4:45 AM;-;691;3,860;0;-
Jan 3, 2017;5:00 AM;55,368;695.75;3,915.25;0;36,726
Jan 3, 2017;5:15 AM;-;699.75;3,931.5;0;-
Jan 3, 2017;5:30 AM;-;704;3,987;0;-
Jan 3, 2017;5:45 AM;-;706.75;4,002;0;-
Jan 3, 2017;6:00 AM;62,159;710.5;4,015.75;0;42,982
Jan 3, 2017;6:15 AM;-;716.75;4,065;0;-
Jan 3, 2017;6:30 AM;-;723.25;4,098;0;-
Jan 3, 2017;6:45 AM;-;729.5;4,118.25;0;-
Jan 3, 2017;7:00 AM;68,725;734.75;4,127.5;0;49,065
Jan 3, 2017;7:15 AM;-;741.25;4,123.5;0;-
Jan 3, 2017;7:30 AM;-;746.5;4,178.5;0.75;-
Jan 3, 2017;7:45 AM;-;752;4,254;1.25;-
Jan 3, 2017;8:00 AM;72,954;757;4,294;7.25;52,240.75
Jan 3, 2017;8:15 AM;-;761;4,325.5;20.75;-
Jan 3, 2017;8:30 AM;-;764;4,406.75;48;-
Jan 3, 2017;8:45 AM;-;767.5;4,477;84.5;-
Jan 3, 2017;9:00 AM;74,094;771.25;4,566;132.5;51,487.25
Jan 3, 2017;9:15 AM;-;774.25;4,620.25;189.75;-
Jan 3, 2017;9:30 AM;-;776.5;4,674.75;259.75;-
Jan 3, 2017;9:45 AM;-;780;4,726.75;335;-
Jan 3, 2017;10:00 AM;75,778;781;4,789.5;412;50,968.5
Jan 3, 2017;10:15 AM;-;783.75;4,861;487.25;-
Jan 3, 2017;10:30 AM;-;787;4,931.75;559.5;-
Jan 3, 2017;10:45 AM;-;790.25;5,003.25;623.25;-
Jan 3, 2017;11:00 AM;76,740;793.25;5,080.25;679.75;49,684.5
Jan 3, 2017;11:15 AM;-;795;5,176;730.5;-
Jan 3, 2017;11:30 AM;-;796.75;5,271.25;768.25;-
Jan 3, 2017;11:45 AM;-;799.25;5,362.75;802.5;-
Jan 3, 2017;12:00 PM;78,318;801.5;5,449.5;826.25;49,485
Jan 3, 2017;12:15 PM;-;802.75;5,533.75;832.25;-
Jan 3, 2017;12:30 PM;-;803.5;5,618.5;831;-
Jan 3, 2017;12:45 PM;-;805;5,704.5;824.5;-
Jan 3, 2017;1:00 PM;77,578;805.75;5,787.5;806.25;47,660.25
Jan 3, 2017;1:15 PM;-;805.75;5,878.25;777.75;-
Jan 3, 2017;1:30 PM;-;806;5,967.75;735.5;-
Jan 3, 2017;1:45 PM;-;806.5;6,057;683.75;-
Jan 3, 2017;2:00 PM;76,271;806.75;6,141.25;623.5;46,031.25
Jan 3, 2017;2:15 PM;-;807.25;6,206.5;554.25;-
Jan 3, 2017;2:30 PM;-;807.25;6,270.25;480.5;-
Jan 3, 2017;2:45 PM;-;807.75;6,331.75;402.75;-
Jan 3, 2017;3:00 PM;75,956;808;6,391.25;325.25;45,956.5
Jan 3, 2017;3:15 PM;-;808.5;6,446.75;249.25;-
Jan 3, 2017;3:30 PM;-;808.5;6,502.25;180;-
Jan 3, 2017;3:45 PM;-;808.75;6,558;113;-
Jan 3, 2017;4:00 PM;75,738;808.75;6,616.5;58.25;45,582.25
Jan 3, 2017;4:15 PM;-;808.75;6,676.25;23.5;-
Jan 3, 2017;4:30 PM;-;808.25;6,736.75;10.75;-
Jan 3, 2017;4:45 PM;-;808.5;6,796.25;3.25;-
Jan 3, 2017;5:00 PM;78,061;808.75;6,854.25;0.75;47,056.75
Jan 3, 2017;5:15 PM;-;808.5;6,912.25;1.25;-
Jan 3, 2017;5:30 PM;-;808.5;6,971;0.5;-
Jan 3, 2017;5:45 PM;-;808;7,030.25;0.25;-
Jan 3, 2017;6:00 PM;78,333;808.5;7,088.5;0.25;46,394.75
Jan 3, 2017;6:15 PM;-;808.25;7,146;0;-
Jan 3, 2017;6:30 PM;-;808.5;7,205;0;-
Jan 3, 2017;6:45 PM;-;808;7,265.25;0;-
Jan 3, 2017;7:00 PM;77,429;807.75;7,321.75;0;44,630
Jan 3, 2017;7:15 PM;-;806.25;7,369.75;0;-
Jan 3, 2017;7:30 PM;-;804.75;7,418.75;0;-
Jan 3, 2017;7:45 PM;-;802.5;7,467.5;0;-
Jan 3, 2017;8:00 PM;75,147;801;7,552.25;0;41,570
Jan 3, 2017;8:15 PM;-;798.25;7,582.25;0;-
Jan 3, 2017;8:30 PM;-;795.25;7,612.75;0;-
Jan 3, 2017;8:45 PM;-;792.25;7,643;0;-
Jan 3, 2017;9:00 PM;72,899;789.75;7,667;0;38,903.5
Jan 3, 2017;9:15 PM;-;788.25;7,696.25;0;-
Jan 3, 2017;9:30 PM;-;787.25;7,725.5;0;-
Jan 3, 2017;9:45 PM;-;786.25;7,755.25;0;-
Jan 3, 2017;10:00 PM;71,189;785;7,785;0;36,756.25
Jan 3, 2017;10:15 PM;-;785.75;7,808.75;0;-
Jan 3, 2017;10:30 PM;-;786.5;7,833.25;0;-
Jan 3, 2017;10:45 PM;-;786.5;7,862;0;-
Jan 3, 2017;11:00 PM;68,344;787;7,889.75;0;33,531.75
Jan 3, 2017;11:15 PM;-;786;7,908;0;-
Jan 3, 2017;11:30 PM;-;784;7,928;0;-
Jan 3, 2017;11:45 PM;-;782;7,947.5;0;-
Jan 4, 2017;12:00 AM;65,994;775.5;8,067.5;0;30,475
Jan 4, 2017;12:15 AM;-;775.5;8,092;0;-
Jan 4, 2017;12:30 AM;-;775;8,116.75;0;-
Jan 4, 2017;12:45 AM;-;775;8,141.75;0;-
Jan 4, 2017;1:00 AM;64,527;774;7,990.5;0;29,818
Jan 4, 2017;1:15 AM;-;767.25;7,937.25;0;-
Jan 4, 2017;1:30 AM;-;759.75;7,934.75;0;-
Jan 4, 2017;1:45 AM;-;752.75;7,792.75;0;-
Jan 4, 2017;2:00 AM;64,150;745.25;7,809.25;0;30,287.5
Jan 4, 2017;2:15 AM;-;737;7,744.75;0;-
Jan 4, 2017;2:30 AM;-;729.5;7,700.25;0;-
Jan 4, 2017;2:45 AM;-;721.5;7,675;0;-
Jan 4, 2017;3:00 AM;64,125;713;7,644;0;30,748.5
Jan 4, 2017;3:15 AM;-;707;7,638.25;0;-
Jan 4, 2017;3:30 AM;-;700.5;7,632.25;0;-
Jan 4, 2017;3:45 AM;-;693.75;7,647.75;0;-
Jan 4, 2017;4:00 AM;64,224;635.25;7,736.5;0;30,700.75
Jan 4, 2017;4:15 AM;-;637.25;7,733.25;0;-
Jan 4, 2017;4:30 AM;-;640;7,749.25;0;-
Jan 4, 2017;4:45 AM;-;641.75;7,750;0;-
Jan 4, 2017;5:00 AM;65,432;643.75;7,739.75;0;31,821.5
Jan 4, 2017;5:15 AM;-;639.25;7,759.5;0;-
Jan 4, 2017;5:30 AM;-;635;7,764.5;0;-
Jan 4, 2017;5:45 AM;-;630.5;7,798.25;0;-
Jan 4, 2017;6:00 AM;71,564;625.25;7,794.25;0;37,845.75
Jan 4, 2017;6:15 AM;-;621.25;7,807.25;0;-
Jan 4, 2017;6:30 AM;-;616.25;7,810;0;-
Jan 4, 2017;6:45 AM;-;611.75;7,832.25;0;-
Jan 4, 2017;7:00 AM;75,955;606.75;7,828.25;0;42,264.75
Jan 4, 2017;7:15 AM;-;614.25;7,817.75;0;-
Jan 4, 2017;7:30 AM;-;623.25;7,800.25;0.25;-
Jan 4, 2017;7:45 AM;-;630.75;7,768.25;0.5;-
Jan 4, 2017;8:00 AM;78,333;639;7,768.5;3.5;44,541.25
Jan 4, 2017;8:15 AM;-;650.75;7,795.25;9;-
Jan 4, 2017;8:30 AM;-;663.75;7,784.5;23;-
Jan 4, 2017;8:45 AM;-;676;7,732.5;46;-
Jan 4, 2017;9:00 AM;78,770;689.25;7,942.25;79.5;43,702.5
Jan 4, 2017;9:15 AM;-;696.5;7,918.5;127.25;-
Jan 4, 2017;9:30 AM;-;703.5;7,894.75;186.75;-
Jan 4, 2017;9:45 AM;-;709.5;7,871.5;248.25;-
Jan 4, 2017;10:00 AM;79,700;719.75;7,842.5;309;44,010.25
Jan 4, 2017;10:15 AM;-;724.75;7,814.75;367.5;-
Jan 4, 2017;10:30 AM;-;730.25;7,788.5;423;-
Jan 4, 2017;10:45 AM;-;735.75;7,762;472;-
Jan 4, 2017;11:00 AM;80,298;741.25;7,729.25;515.75;44,364.5
Jan 4, 2017;11:15 AM;-;746;7,693;548.75;-
Jan 4, 2017;11:30 AM;-;750.75;7,657.25;575.5;-
Jan 4, 2017;11:45 AM;-;755;7,622;599;-
Jan 4, 2017;12:00 PM;79,806;759;7,582;614.75;44,242.25
Jan 4, 2017;12:15 PM;-;761.75;7,540.5;614.5;-
Jan 4, 2017;12:30 PM;-;764;7,501.25;604;-
Jan 4, 2017;12:45 PM;-;767.5;7,462;592.5;-
Jan 4, 2017;1:00 PM;78,612;770.75;7,419.5;576.5;44,105.75
Jan 4, 2017;1:15 PM;-;770.25;7,358.75;548.25;-
Jan 4, 2017;1:30 PM;-;771.25;7,297.75;514.5;-
Jan 4, 2017;1:45 PM;-;771;7,238.25;469.5;-
Jan 4, 2017;2:00 PM;76,309;771.5;7,160.75;422;43,787
Jan 4, 2017;2:15 PM;-;772.75;7,058.75;376.25;-
Jan 4, 2017;2:30 PM;-;774.5;6,957.75;325;-
Jan 4, 2017;2:45 PM;-;775.5;6,858.75;268.5;-
Jan 4, 2017;3:00 PM;74,919;777.25;6,756;212.25;44,764
Jan 4, 2017;3:15 PM;-;776.5;6,670.75;160;-
Jan 4, 2017;3:30 PM;-;774;6,586.25;109.5;-
Jan 4, 2017;3:45 PM;-;772;6,495;65.5;-
Jan 4, 2017;4:00 PM;73,799;770;6,400.5;31.5;45,527.5
Jan 4, 2017;4:15 PM;-;772;6,320.75;13.25;-
Jan 4, 2017;4:30 PM;-;773.5;6,241;6.5;-
Jan 4, 2017;4:45 PM;-;775.25;6,165.25;2;-
Jan 4, 2017;5:00 PM;74,012;778;6,095.5;0;46,887.75
Jan 4, 2017;5:15 PM;-;778.25;6,032.5;0;-
Jan 4, 2017;5:30 PM;-;779;5,970;0;-
Jan 4, 2017;5:45 PM;-;780;5,911;0;-
Jan 4, 2017;6:00 PM;73,711;781;5,855.25;0;47,549.75
Jan 4, 2017;6:15 PM;-;782;5,789.75;0;-
Jan 4, 2017;6:30 PM;-;783.25;5,724.25;0;-
Jan 4, 2017;6:45 PM;-;784;5,661.75;0;-
Jan 4, 2017;7:00 PM;72,199;786;5,598.75;0;47,076.5
Jan 4, 2017;7:15 PM;-;787;5,531;0;-
Jan 4, 2017;7:30 PM;-;787;5,460.5;0;-
Jan 4, 2017;7:45 PM;-;786.75;5,385.5;0;-
Jan 4, 2017;8:00 PM;68,488;786.25;5,280;0;44,645.5
Jan 4, 2017;8:15 PM;-;783.25;5,212.75;0;-
Jan 4, 2017;8:30 PM;-;781.5;5,144.25;0;-
Jan 4, 2017;8:45 PM;-;778.25;5,076.25;0;-
Jan 4, 2017;9:00 PM;65,488;775.25;5,011;0;42,715.5
Jan 4, 2017;9:15 PM;-;768;4,955;0;-
Jan 4, 2017;9:30 PM;-;761.25;4,901;0;-
Jan 4, 2017;9:45 PM;-;753.25;4,847.75;0;-
Jan 4, 2017;10:00 PM;63,204;746.25;4,788;0;41,604
Jan 4, 2017;10:15 PM;-;735.75;4,709.75;0;-
Jan 4, 2017;10:30 PM;-;724.75;4,630.5;0;-
Jan 4, 2017;10:45 PM;-;713.25;4,551.75;0;-
Jan 4, 2017;11:00 PM;60,444;701.75;4,472.75;0;40,347.25
Jan 4, 2017;11:15 PM;-;692;4,382.5;0;-
Jan 4, 2017;11:30 PM;-;683.25;4,290.5;0;-
Jan 4, 2017;11:45 PM;-;672.25;4,201.75;0;-
Jan 5, 2017;12:00 AM;58,672;676.75;3,999.75;0;40,568.25
Jan 5, 2017;12:15 AM;-;659.25;3,915;0;-
Jan 5, 2017;12:30 AM;-;643;3,831.75;0;-
Jan 5, 2017;12:45 AM;-;626;3,752.25;0;-
Jan 5, 2017;1:00 AM;56,308;610;3,840.25;0;38,947
Jan 5, 2017;1:15 AM;-;595.75;3,773.75;0;-
Jan 5, 2017;1:30 AM;-;581.75;3,741.25;0;-
Jan 5, 2017;1:45 AM;-;566.75;3,651.5;0;-
Jan 5, 2017;2:00 AM;53,987;553;3,521;0;38,111
Jan 5, 2017;2:15 AM;-;537.5;3,458.25;0;-
Jan 5, 2017;2:30 AM;-;520.25;3,438;0;-
Jan 5, 2017;2:45 AM;-;503.5;3,344.5;0;-
Jan 5, 2017;3:00 AM;53,670;486.75;3,320.75;0;38,667.75
Jan 5, 2017;3:15 AM;-;480.25;3,305;0;-
Jan 5, 2017;3:30 AM;-;473.5;3,274;0;-
Jan 5, 2017;3:45 AM;-;467;3,195;0;-
Jan 5, 2017;4:00 AM;55,743;536;3,056.75;0;41,780
Jan 5, 2017;4:15 AM;-;527.75;2,999.25;0;-
Jan 5, 2017;4:30 AM;-;519.25;2,928.75;0;-
Jan 5, 2017;4:45 AM;-;511;2,884.25;0;-
Jan 5, 2017;5:00 AM;58,215;502;2,860.75;0;45,161
Jan 5, 2017;5:15 AM;-;497.75;2,801.25;0;-
Jan 5, 2017;5:30 AM;-;493;2,720.25;0;-
Jan 5, 2017;5:45 AM;-;489;2,690;0;-
Jan 5, 2017;6:00 AM;66,319;484.25;2,639.75;0;54,135.5
Jan 5, 2017;6:15 AM;-;480.5;2,569.5;0;-
