Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Feb 9, 2017;9:15 AM;-;399.25;1,002.5;994.5;-
Feb 9, 2017;9:30 AM;-;396;1,005.5;1,180.75;-
Feb 9, 2017;9:45 AM;-;392.5;1,009;1,362.5;-
Feb 9, 2017;10:00 AM;83,952;370.25;1,031.75;1,535.5;71,255.5
Feb 9, 2017;10:15 AM;-;369;1,038.25;1,701.5;-
Feb 9, 2017;10:30 AM;-;367.5;1,043.5;1,849.5;-
Feb 9, 2017;10:45 AM;-;365;1,049.75;1,975;-
Feb 9, 2017;11:00 AM;85,001;364.25;1,056;2,084;70,507
Feb 9, 2017;11:15 AM;-;364.25;1,063;2,170;-
Feb 9, 2017;11:30 AM;-;365;1,069.75;2,233.75;-
Feb 9, 2017;11:45 AM;-;365;1,077.5;2,281.5;-
Feb 9, 2017;12:00 PM;85,046;365.25;1,088.75;2,312.75;69,948.25
Feb 9, 2017;12:15 PM;-;363.75;1,101.25;2,319;-
Feb 9, 2017;12:30 PM;-;361.25;1,115.25;2,305.75;-
Feb 9, 2017;12:45 PM;-;359.5;1,127.75;2,277.5;-
Feb 9, 2017;1:00 PM;84,297;358;1,144.25;2,231;69,554.25
Feb 9, 2017;1:15 PM;-;361;1,180.5;2,169.25;-
Feb 9, 2017;1:30 PM;-;364.5;1,215.75;2,094.75;-
Feb 9, 2017;1:45 PM;-;368.5;1,251.25;2,004;-
Feb 9, 2017;2:00 PM;82,215;371.25;1,298.25;1,895;68,474.75
Feb 9, 2017;2:15 PM;-;376.75;1,342.75;1,767.25;-
Feb 9, 2017;2:30 PM;-;382.5;1,383.75;1,631.5;-
Feb 9, 2017;2:45 PM;-;389.5;1,422.25;1,479.5;-
Feb 9, 2017;3:00 PM;79,478;396;1,467;1,318.25;67,392
Feb 9, 2017;3:15 PM;-;405;1,521.75;1,147.75;-
Feb 9, 2017;3:30 PM;-;415.5;1,573.25;979;-
Feb 9, 2017;3:45 PM;-;424.75;1,627.25;810.5;-
Feb 9, 2017;4:00 PM;76,955;435.25;1,678.75;638;66,450
Feb 9, 2017;4:15 PM;-;449.5;1,742.25;471.75;-
Feb 9, 2017;4:30 PM;-;465.75;1,805;305.75;-
Feb 9, 2017;4:45 PM;-;480;1,867.5;165.5;-
Feb 9, 2017;5:00 PM;79,541;495.25;1,929.25;62.25;69,290.5
Feb 9, 2017;5:15 PM;-;509.75;1,993.75;16.75;-
Feb 9, 2017;5:30 PM;-;525.75;2,055.25;3.75;-
Feb 9, 2017;5:45 PM;-;542;2,115.5;1.25;-
Feb 9, 2017;6:00 PM;81,425;556.75;2,169.75;0;70,148.5
Feb 9, 2017;6:15 PM;-;568;2,219.75;0;-
Feb 9, 2017;6:30 PM;-;580;2,270;0;-
Feb 9, 2017;6:45 PM;-;591.5;2,320.75;0;-
Feb 9, 2017;7:00 PM;80,607;602.75;2,359.75;0;68,740.75
Feb 9, 2017;7:15 PM;-;604.75;2,360.5;0;-
Feb 9, 2017;7:30 PM;-;605.25;2,362.75;0;-
Feb 9, 2017;7:45 PM;-;605.75;2,364.75;0;-
Feb 9, 2017;8:00 PM;77,846;606.5;2,368.25;0;66,057.5
Feb 9, 2017;8:15 PM;-;602.5;2,355;0;-
Feb 9, 2017;8:30 PM;-;600;2,338;0;-
Feb 9, 2017;8:45 PM;-;597.75;2,320.5;0;-
Feb 9, 2017;9:00 PM;74,715;593.5;2,304.5;0;63,283.75
Feb 9, 2017;9:15 PM;-;587.25;2,282.75;0;-
Feb 9, 2017;9:30 PM;-;580.25;2,264;0;-
Feb 9, 2017;9:45 PM;-;573.25;2,245.75;0;-
Feb 9, 2017;10:00 PM;71,618;566.5;2,229.25;0;60,577.75
Feb 9, 2017;10:15 PM;-;557.25;2,215.25;0;-
Feb 9, 2017;10:30 PM;-;549.75;2,198;0;-
Feb 9, 2017;10:45 PM;-;540.25;2,184;0;-
Feb 9, 2017;11:00 PM;67,745;532.75;2,171.25;0;57,006.25
Feb 9, 2017;11:15 PM;-;525.25;2,165.25;0;-
Feb 9, 2017;11:30 PM;-;518;2,160;0;-
Feb 9, 2017;11:45 PM;-;509.5;2,156.75;0;-
Feb 10, 2017;12:00 AM;63,127;636.75;2,206;0;51,884.25
Feb 10, 2017;12:15 AM;-;626.25;2,195.25;0;-
Feb 10, 2017;12:30 AM;-;616.75;2,183.75;0;-
Feb 10, 2017;12:45 AM;-;607;2,171;0;-
Feb 10, 2017;1:00 AM;60,800;597.75;2,398;0;48,835.25
Feb 10, 2017;1:15 AM;-;595.75;2,412.5;0;-
Feb 10, 2017;1:30 AM;-;593.5;2,398.25;0;-
Feb 10, 2017;1:45 AM;-;591.5;2,377.5;0;-
Feb 10, 2017;2:00 AM;59,502;590;2,372;0;47,681
Feb 10, 2017;2:15 AM;-;592.75;2,343.75;0;-
Feb 10, 2017;2:30 AM;-;595.75;2,365.25;0;-
Feb 10, 2017;2:45 AM;-;596.25;2,365.25;0;-
Feb 10, 2017;3:00 AM;59,573;597.75;2,372.5;0;47,578.75
Feb 10, 2017;3:15 AM;-;601.5;2,374.75;0;-
Feb 10, 2017;3:30 AM;-;608;2,416.75;0;-
Feb 10, 2017;3:45 AM;-;615;2,408;0;-
Feb 10, 2017;4:00 AM;61,071;737.75;2,297.5;0;48,741
Feb 10, 2017;4:15 AM;-;744;2,323.25;0;-
Feb 10, 2017;4:30 AM;-;750.5;2,346;0;-
Feb 10, 2017;4:45 AM;-;756.25;2,374.75;0;-
Feb 10, 2017;5:00 AM;64,416;763.5;2,400;0;51,543.75
Feb 10, 2017;5:15 AM;-;771.75;2,424.25;0;-
Feb 10, 2017;5:30 AM;-;778.25;2,457;0;-
Feb 10, 2017;5:45 AM;-;783.75;2,493.75;0;-
Feb 10, 2017;6:00 AM;72,850;790.25;2,508.5;0;59,520.5
Feb 10, 2017;6:15 AM;-;795;2,527.5;0;-
Feb 10, 2017;6:30 AM;-;800.5;2,551.75;0;-
Feb 10, 2017;6:45 AM;-;806.75;2,549.25;0;-
Feb 10, 2017;7:00 AM;78,972;813.5;2,553.25;1.5;65,455.5
Feb 10, 2017;7:15 AM;-;811.25;2,546.25;4.5;-
Feb 10, 2017;7:30 AM;-;815.25;2,540;17.5;-
Feb 10, 2017;7:45 AM;-;819;2,540;54.5;-
Feb 10, 2017;8:00 AM;82,623;822.25;2,545;119.75;68,046.25
Feb 10, 2017;8:15 AM;-;822;2,536.5;223.75;-
Feb 10, 2017;8:30 AM;-;817.25;2,522;349.5;-
Feb 10, 2017;8:45 AM;-;809.5;2,521.25;488;-
Feb 10, 2017;9:00 AM;84,935;802;2,488;639.75;68,433
Feb 10, 2017;9:15 AM;-;793.5;2,469.5;796.5;-
Feb 10, 2017;9:30 AM;-;787;2,449;956;-
Feb 10, 2017;9:45 AM;-;780.5;2,428;1,112.25;-
Feb 10, 2017;10:00 AM;87,005;763;2,416;1,263.5;68,593.25
Feb 10, 2017;10:15 AM;-;756.5;2,388.5;1,411.75;-
Feb 10, 2017;10:30 AM;-;750;2,361.75;1,547.75;-
Feb 10, 2017;10:45 AM;-;742.25;2,336.75;1,674;-
Feb 10, 2017;11:00 AM;87,816;736.25;2,313.25;1,784.75;68,179
Feb 10, 2017;11:15 AM;-;730;2,293.5;1,874.75;-
Feb 10, 2017;11:30 AM;-;723.75;2,273.75;1,942.25;-
Feb 10, 2017;11:45 AM;-;717.75;2,254.5;1,992.5;-
Feb 10, 2017;12:00 PM;87,821;713.25;2,239.75;2,027.5;67,972
Feb 10, 2017;12:15 PM;-;709;2,228;2,042.25;-
Feb 10, 2017;12:30 PM;-;706;2,213.75;2,040.75;-
Feb 10, 2017;12:45 PM;-;702.25;2,200.5;2,026;-
Feb 10, 2017;1:00 PM;86,546;700.25;2,194.75;1,994.5;67,154.25
Feb 10, 2017;1:15 PM;-;712.5;2,211.5;1,946.75;-
Feb 10, 2017;1:30 PM;-;724.5;2,228.75;1,889;-
Feb 10, 2017;1:45 PM;-;736.5;2,245.25;1,807.5;-
Feb 10, 2017;2:00 PM;84,355;748.75;2,281.25;1,715.25;65,850.25
Feb 10, 2017;2:15 PM;-;761.25;2,310.75;1,602;-
Feb 10, 2017;2:30 PM;-;773.75;2,340.75;1,476;-
Feb 10, 2017;2:45 PM;-;787.25;2,369.5;1,338.25;-
Feb 10, 2017;3:00 PM;81,631;799.5;2,402.5;1,192;64,662.5
Feb 10, 2017;3:15 PM;-;812.75;2,439.5;1,041.5;-
Feb 10, 2017;3:30 PM;-;826.25;2,475.5;891.75;-
Feb 10, 2017;3:45 PM;-;840.5;2,509.25;737.5;-
Feb 10, 2017;4:00 PM;79,232;853.5;2,545.5;582.5;63,884.25
Feb 10, 2017;4:15 PM;-;860.5;2,591.75;427.5;-
Feb 10, 2017;4:30 PM;-;866.75;2,639;275.5;-
Feb 10, 2017;4:45 PM;-;873;2,685.25;147;-
Feb 10, 2017;5:00 PM;78,685;879.75;2,731;56.5;63,846.25
Feb 10, 2017;5:15 PM;-;884.75;2,779.25;15.25;-
Feb 10, 2017;5:30 PM;-;890.75;2,826.75;2.75;-
Feb 10, 2017;5:45 PM;-;895.5;2,875.75;0.75;-
Feb 10, 2017;6:00 PM;79,930;900.75;2,915.5;0;64,454.5
Feb 10, 2017;6:15 PM;-;903.5;2,947.5;0;-
Feb 10, 2017;6:30 PM;-;906;2,980.25;0;-
Feb 10, 2017;6:45 PM;-;908.5;3,013.5;0;-
Feb 10, 2017;7:00 PM;79,171;912.25;3,032;0;63,578
Feb 10, 2017;7:15 PM;-;906.75;3,006.5;0;-
Feb 10, 2017;7:30 PM;-;900.25;2,982.75;0;-
Feb 10, 2017;7:45 PM;-;893.25;2,959.25;0;-
Feb 10, 2017;8:00 PM;75,625;886.25;2,923.75;0;60,737
Feb 10, 2017;8:15 PM;-;875.5;2,875.75;0;-
Feb 10, 2017;8:30 PM;-;866;2,826.5;0;-
Feb 10, 2017;8:45 PM;-;856.25;2,778;0;-
Feb 10, 2017;9:00 PM;69,206;846;2,729.25;0;55,294.75
Feb 10, 2017;9:15 PM;-;831.75;2,677.75;0;-
Feb 10, 2017;9:30 PM;-;817.5;2,627.5;0;-
Feb 10, 2017;9:45 PM;-;802.25;2,579.25;0;-
Feb 10, 2017;10:00 PM;64,370;787.5;2,535.75;0;51,359
Feb 10, 2017;10:15 PM;-;776.25;2,500;0;-
Feb 10, 2017;10:30 PM;-;763.25;2,465.75;0;-
Feb 10, 2017;10:45 PM;-;750.25;2,432.25;0;-
Feb 10, 2017;11:00 PM;60,697;738.5;2,401.75;0;48,302
Feb 10, 2017;11:15 PM;-;731;2,381.5;0;-
Feb 10, 2017;11:30 PM;-;724.75;2,358.75;0;-
Feb 10, 2017;11:45 PM;-;717.25;2,341.5;0;-
Feb 11, 2017;12:00 AM;57,776;729.5;2,305.5;0;45,705.75
Feb 11, 2017;12:15 AM;-;722.25;2,304.75;0;-
Feb 11, 2017;12:30 AM;-;714.25;2,297;0;-
Feb 11, 2017;12:45 AM;-;707.75;2,289.25;0;-
Feb 11, 2017;1:00 AM;56,610;699.5;2,310.5;0;44,561.25
Feb 11, 2017;1:15 AM;-;699;2,302.75;0;-
Feb 11, 2017;1:30 AM;-;701.5;2,313.5;0;-
Feb 11, 2017;1:45 AM;-;703.25;2,318.75;0;-
Feb 11, 2017;2:00 AM;55,392;706;2,329.75;0;43,231.5
Feb 11, 2017;2:15 AM;-;707.75;2,326.5;0;-
Feb 11, 2017;2:30 AM;-;713.5;2,332.5;0;-
Feb 11, 2017;2:45 AM;-;719;2,325.5;0;-
Feb 11, 2017;3:00 AM;55,298;725.25;2,306.25;0;43,175.75
Feb 11, 2017;3:15 AM;-;725.5;2,308.5;0;-
Feb 11, 2017;3:30 AM;-;731.5;2,295;0;-
Feb 11, 2017;3:45 AM;-;736.5;2,293.75;0;-
Feb 11, 2017;4:00 AM;54,784;788;2,247.5;0;42,611.25
Feb 11, 2017;4:15 AM;-;788.5;2,252.5;0;-
Feb 11, 2017;4:30 AM;-;790.25;2,256.25;0;-
Feb 11, 2017;4:45 AM;-;792;2,257.75;0;-
Feb 11, 2017;5:00 AM;56,131;795.5;2,261;0;43,862.5
Feb 11, 2017;5:15 AM;-;801.75;2,262.75;0;-
Feb 11, 2017;5:30 AM;-;808.75;2,263.5;0;-
Feb 11, 2017;5:45 AM;-;816;2,259.25;0;-
Feb 11, 2017;6:00 AM;57,377;822.5;2,254.75;0;45,043.5
Feb 11, 2017;6:15 AM;-;827.5;2,246;0;-
Feb 11, 2017;6:30 AM;-;829.75;2,262;0;-
Feb 11, 2017;6:45 AM;-;831.75;2,259;0.25;-
Feb 11, 2017;7:00 AM;61,798;833.25;2,254.75;2;49,362.5
Feb 11, 2017;7:15 AM;-;834;2,249.5;5.25;-
Feb 11, 2017;7:30 AM;-;833.5;2,254.25;20.75;-
Feb 11, 2017;7:45 AM;-;832.5;2,245.5;70.25;-
Feb 11, 2017;8:00 AM;65,205;831.25;2,244;164.5;51,491.5
Feb 11, 2017;8:15 AM;-;830.25;2,220.75;296.25;-
Feb 11, 2017;8:30 AM;-;833;2,211;444;-
Feb 11, 2017;8:45 AM;-;833.75;2,200;604.75;-
Feb 11, 2017;9:00 AM;69,135;834.75;2,211.25;777.25;52,889.25
Feb 11, 2017;9:15 AM;-;834.75;2,197.5;951.5;-
Feb 11, 2017;9:30 AM;-;841.25;2,177.5;1,122.25;-
Feb 11, 2017;9:45 AM;-;847.25;2,157.75;1,292.75;-
Feb 11, 2017;10:00 AM;72,594;867;2,127;1,454.5;53,885.75
Feb 11, 2017;10:15 AM;-;869.5;2,121.75;1,615.5;-
Feb 11, 2017;10:30 AM;-;873;2,115.5;1,768.25;-
Feb 11, 2017;10:45 AM;-;876;2,109.25;1,911;-
Feb 11, 2017;11:00 AM;74,712;879.5;2,106;2,039.75;53,935
Feb 11, 2017;11:15 AM;-;885.25;2,106.25;2,154.5;-
Feb 11, 2017;11:30 AM;-;890.25;2,107.75;2,257.75;-
Feb 11, 2017;11:45 AM;-;896;2,108.75;2,345.25;-
Feb 11, 2017;12:00 PM;75,513;901;2,111.5;2,411.25;53,590.25
Feb 11, 2017;12:15 PM;-;905.75;2,115.25;2,453.75;-
Feb 11, 2017;12:30 PM;-;910;2,119;2,476;-
Feb 11, 2017;12:45 PM;-;913.75;2,123.5;2,482;-
Feb 11, 2017;1:00 PM;74,423;918.5;2,129.25;2,463.75;52,602
Feb 11, 2017;1:15 PM;-;922;2,156.25;2,411;-
Feb 11, 2017;1:30 PM;-;925.5;2,183.25;2,338.75;-
Feb 11, 2017;1:45 PM;-;930;2,209.75;2,233;-
Feb 11, 2017;2:00 PM;71,684;933.25;2,253;2,118.25;51,135.5
Feb 11, 2017;2:15 PM;-;938.75;2,284.5;1,977.75;-
Feb 11, 2017;2:30 PM;-;943.25;2,316.75;1,826.5;-
Feb 11, 2017;2:45 PM;-;948;2,349;1,659.5;-
Feb 11, 2017;3:00 PM;68,571;952.5;2,386.75;1,481.25;50,107.75
Feb 11, 2017;3:15 PM;-;957.25;2,430;1,296.75;-
Feb 11, 2017;3:30 PM;-;961.5;2,473.75;1,113.75;-
Feb 11, 2017;3:45 PM;-;965.75;2,518;926;-
Feb 11, 2017;4:00 PM;66,665;970.5;2,566.25;738.5;50,184.75
Feb 11, 2017;4:15 PM;-;973.25;2,639.75;552.75;-
Feb 11, 2017;4:30 PM;-;975.75;2,713.25;374;-
Feb 11, 2017;4:45 PM;-;978.75;2,785.25;212.25;-
Feb 11, 2017;5:00 PM;69,805;981.5;2,854.75;84.75;53,924
Feb 11, 2017;5:15 PM;-;982.75;2,924.25;21;-
Feb 11, 2017;5:30 PM;-;984.5;2,993.5;4;-
Feb 11, 2017;5:45 PM;-;986.5;3,062.75;0.75;-
Feb 11, 2017;6:00 PM;71,983;987.75;3,124;0.25;55,203.5
Feb 11, 2017;6:15 PM;-;988.75;3,178;0.25;-
Feb 11, 2017;6:30 PM;-;989.5;3,233;0;-
Feb 11, 2017;6:45 PM;-;990.25;3,287.75;0;-
Feb 11, 2017;7:00 PM;72,259;991;3,330.25;0;55,083.25
Feb 11, 2017;7:15 PM;-;991;3,311.75;0;-
Feb 11, 2017;7:30 PM;-;989.75;3,295.25;0;-
Feb 11, 2017;7:45 PM;-;989.25;3,277.5;0;-
Feb 11, 2017;8:00 PM;68,210;988.25;3,258.25;0;51,447.5
Feb 11, 2017;8:15 PM;-;986.75;3,222.25;0;-
Feb 11, 2017;8:30 PM;-;985;3,186.75;0;-
Feb 11, 2017;8:45 PM;-;984.25;3,151;0;-
Feb 11, 2017;9:00 PM;65,148;982.5;3,115.25;0;48,995.5
Feb 11, 2017;9:15 PM;-;980;3,078.25;0;-
Feb 11, 2017;9:30 PM;-;978.25;3,039.75;0;-
Feb 11, 2017;9:45 PM;-;975.25;3,003.25;0;-
Feb 11, 2017;10:00 PM;64,103;973.5;2,971.75;0;48,474.5
Feb 11, 2017;10:15 PM;-;971.75;2,948.25;0;-
Feb 11, 2017;10:30 PM;-;969;2,925.5;0;-
Feb 11, 2017;10:45 PM;-;967;2,901.75;0;-
Feb 11, 2017;11:00 PM;63,144;965;2,882.25;0;47,845.5
Feb 11, 2017;11:15 PM;-;963.5;2,868.75;0;-
Feb 11, 2017;11:30 PM;-;962.25;2,854.75;0;-
Feb 11, 2017;11:45 PM;-;961;2,841;0;-
Feb 12, 2017;12:00 AM;61,278;979.75;2,915;0;45,724.25
Feb 12, 2017;12:15 AM;-;979;2,911.5;0;-
Feb 12, 2017;12:30 AM;-;978.75;2,908;0;-
Feb 12, 2017;12:45 AM;-;978;2,903.75;0;-
Feb 12, 2017;1:00 AM;59,161;977.75;2,848.75;0;43,707
Feb 12, 2017;1:15 AM;-;977.75;2,868.75;0;-
Feb 12, 2017;1:30 AM;-;977.5;2,902.5;0;-
Feb 12, 2017;1:45 AM;-;978;2,923;0;-
Feb 12, 2017;2:00 AM;57,800;977.5;2,947.25;0;41,951
Feb 12, 2017;2:15 AM;-;979;2,954.25;0;-
Feb 12, 2017;2:30 AM;-;979;3,014.25;0;-
Feb 12, 2017;2:45 AM;-;978.25;3,019.5;0;-
Feb 12, 2017;3:00 AM;57,236;978.25;3,021.5;0;41,244.75
Feb 12, 2017;3:15 AM;-;978.25;3,009.75;0;-
Feb 12, 2017;3:30 AM;-;978.75;3,032.75;0;-
Feb 12, 2017;3:45 AM;-;979;3,013;0;-
Feb 12, 2017;4:00 AM;56,824;963.5;3,021.25;0;40,922.25
Feb 12, 2017;4:15 AM;-;963;3,014.25;0;-
Feb 12, 2017;4:30 AM;-;963;3,008.5;0;-
Feb 12, 2017;4:45 AM;-;963.5;3,004.75;0;-
Feb 12, 2017;5:00 AM;57,268;962.75;2,996.25;0;41,482.5
Feb 12, 2017;5:15 AM;-;962;2,984.5;0;-
Feb 12, 2017;5:30 AM;-;962;2,982.5;0;-
Feb 12, 2017;5:45 AM;-;961.75;2,973.75;0;-
Feb 12, 2017;6:00 AM;57,397;961;2,966.5;0;41,756.25
Feb 12, 2017;6:15 AM;-;961;2,956.75;0;-
Feb 12, 2017;6:30 AM;-;960.25;2,944.5;0;-
Feb 12, 2017;6:45 AM;-;959.75;2,931;0;-
Feb 12, 2017;7:00 AM;59,002;958.75;2,914.25;1.25;43,645.25
Feb 12, 2017;7:15 AM;-;957.75;2,878.25;4;-
Feb 12, 2017;7:30 AM;-;956.5;2,837;20.5;-
Feb 12, 2017;7:45 AM;-;955.25;2,808.5;64.75;-
Feb 12, 2017;8:00 AM;62,691;954;2,752.25;126.75;46,833
Feb 12, 2017;8:15 AM;-;952;2,717;236.25;-
Feb 12, 2017;8:30 AM;-;950;2,685.5;371;-
Feb 12, 2017;8:45 AM;-;949;2,645;519.25;-
Feb 12, 2017;9:00 AM;67,162;946.5;2,617.5;684;49,357.75
Feb 12, 2017;9:15 AM;-;945;2,579.5;854;-
Feb 12, 2017;9:30 AM;-;943.5;2,544.25;1,031.25;-
Feb 12, 2017;9:45 AM;-;941.25;2,509;1,208.5;-
Feb 12, 2017;10:00 AM;71,805;939.5;2,477.25;1,385;51,818
Feb 12, 2017;10:15 AM;-;937;2,445.25;1,556.25;-
Feb 12, 2017;10:30 AM;-;934.75;2,411.25;1,719.75;-
Feb 12, 2017;10:45 AM;-;932.75;2,377.75;1,870.5;-
Feb 12, 2017;11:00 AM;74,605;930.25;2,348.5;2,011;52,829
Feb 12, 2017;11:15 AM;-;926.75;2,327.25;2,148.25;-
Feb 12, 2017;11:30 AM;-;924;2,305.75;2,274.75;-
Feb 12, 2017;11:45 AM;-;920.75;2,285;2,373.75;-
Feb 12, 2017;12:00 PM;76,095;918;2,265.5;2,456.75;53,428
Feb 12, 2017;12:15 PM;-;914.5;2,244.5;2,513.25;-
Feb 12, 2017;12:30 PM;-;912.25;2,220.75;2,547.5;-
Feb 12, 2017;12:45 PM;-;911;2,197;2,566;-
Feb 12, 2017;1:00 PM;73,908;909.25;2,177.75;2,567;51,416
Feb 12, 2017;1:15 PM;-;909;2,195.25;2,547;-
Feb 12, 2017;1:30 PM;-;908.5;2,213.5;2,501.75;-
Feb 12, 2017;1:45 PM;-;908;2,231.25;2,423.75;-
Feb 12, 2017;2:00 PM;70,849;907.25;2,264;2,336.25;49,448.5
Feb 12, 2017;2:15 PM;-;909.75;2,289;2,223;-
Feb 12, 2017;2:30 PM;-;911;2,315;2,079.5;-
Feb 12, 2017;2:45 PM;-;913.25;2,340;1,912.5;-
Feb 12, 2017;3:00 PM;68,444;914.75;2,373.75;1,731;49,343.75
Feb 12, 2017;3:15 PM;-;916.75;2,413.5;1,532.25;-
Feb 12, 2017;3:30 PM;-;918;2,454.75;1,322;-
Feb 12, 2017;3:45 PM;-;919.75;2,495.75;1,108;-
Feb 12, 2017;4:00 PM;66,976;921.5;2,544.75;892.75;50,278.75
Feb 12, 2017;4:15 PM;-;921;2,632.5;679.25;-
Feb 12, 2017;4:30 PM;-;921;2,721;463.5;-
Feb 12, 2017;4:45 PM;-;921.5;2,811.75;266.75;-
Feb 12, 2017;5:00 PM;68,294;921;2,904.25;113.5;52,280.75
Feb 12, 2017;5:15 PM;-;920;2,999;31.25;-
Feb 12, 2017;5:30 PM;-;918.75;3,093.75;6.25;-
Feb 12, 2017;5:45 PM;-;917;3,187.75;0.75;-
Feb 12, 2017;6:00 PM;72,717;916;3,271;0.25;55,537.75
Feb 12, 2017;6:15 PM;-;915.25;3,342.5;0.25;-
Feb 12, 2017;6:30 PM;-;914.75;3,415.75;0;-
Feb 12, 2017;6:45 PM;-;915.5;3,488;0;-
Feb 12, 2017;7:00 PM;72,982;915.75;3,542.5;0;55,344
Feb 12, 2017;7:15 PM;-;913.5;3,512.5;0;-
Feb 12, 2017;7:30 PM;-;909;3,484.25;0;-
Feb 12, 2017;7:45 PM;-;904.5;3,456;0;-
Feb 12, 2017;8:00 PM;70,181;899.5;3,417.75;0;53,251.75
Feb 12, 2017;8:15 PM;-;892.5;3,368.25;0;-
Feb 12, 2017;8:30 PM;-;886.25;3,317.5;0;-
Feb 12, 2017;8:45 PM;-;879;3,268.5;0;-
Feb 12, 2017;9:00 PM;67,407;871;3,218.75;0;51,426.25
Feb 12, 2017;9:15 PM;-;863.75;3,162.75;0;-
Feb 12, 2017;9:30 PM;-;854.75;3,109.25;0;-
Feb 12, 2017;9:45 PM;-;846.25;3,054.25;0;-
Feb 12, 2017;10:00 PM;66,638;838;3,004;0;51,593.25
Feb 12, 2017;10:15 PM;-;827.75;2,960.75;0;-
Feb 12, 2017;10:30 PM;-;816;2,918.25;0;-
Feb 12, 2017;10:45 PM;-;805;2,875;0;-
Feb 12, 2017;11:00 PM;65,137;794;2,837.75;0;50,858.25
Feb 12, 2017;11:15 PM;-;783.75;2,806.75;0;-
Feb 12, 2017;11:30 PM;-;774;2,774.5;0;-
Feb 12, 2017;11:45 PM;-;764;2,744;0;-
Feb 13, 2017;12:00 AM;61,593;785.75;2,711.75;0;47,830
Feb 13, 2017;12:15 AM;-;773.25;2,686;0;-
Feb 13, 2017;12:30 AM;-;758.25;2,661.5;0;-
Feb 13, 2017;12:45 AM;-;744.5;2,642;0;-
Feb 13, 2017;1:00 AM;60,498;731;2,728.5;0;46,616.25
Feb 13, 2017;1:15 AM;-;724.5;2,745.25;0;-
Feb 13, 2017;1:30 AM;-;718.5;2,775.5;0;-
Feb 13, 2017;1:45 AM;-;713.5;2,745;0;-
Feb 13, 2017;2:00 AM;61,209;707.75;2,738;0;47,477.25
Feb 13, 2017;2:15 AM;-;704.25;2,724.75;0;-
Feb 13, 2017;2:30 AM;-;700;2,734.25;0;-
Feb 13, 2017;2:45 AM;-;695.75;2,727;0;-
Feb 13, 2017;3:00 AM;60,402;691;2,729;0;46,713.75
Feb 13, 2017;3:15 AM;-;687.5;2,722.5;0;-
Feb 13, 2017;3:30 AM;-;684;2,743;0;-
Feb 13, 2017;3:45 AM;-;680.75;2,750.5;0;-
Feb 13, 2017;4:00 AM;61,028;670.5;2,757.75;0;47,322.5
Feb 13, 2017;4:15 AM;-;668.75;2,754.5;0;-
Feb 13, 2017;4:30 AM;-;666.75;2,757.75;0;-
Feb 13, 2017;4:45 AM;-;665;2,764.5;0;-
Feb 13, 2017;5:00 AM;65,619;662.5;2,761.5;0;51,938
Feb 13, 2017;5:15 AM;-;659.75;2,757.75;0;-
Feb 13, 2017;5:30 AM;-;658.25;2,762.25;0;-
Feb 13, 2017;5:45 AM;-;656.25;2,762.75;0;-
Feb 13, 2017;6:00 AM;73,795;654.25;2,756.25;0;60,233.5
Feb 13, 2017;6:15 AM;-;654.75;2,743.75;0;-
Feb 13, 2017;6:30 AM;-;655.25;2,733;0;-
Feb 13, 2017;6:45 AM;-;655.5;2,708.75;0;-
Feb 13, 2017;7:00 AM;79,696;656.25;2,679.5;1.75;66,313.75
Feb 13, 2017;7:15 AM;-;660.5;2,640;5.75;-
Feb 13, 2017;7:30 AM;-;664.75;2,636;29.75;-
Feb 13, 2017;7:45 AM;-;668.25;2,631.5;108.25;-
Feb 13, 2017;8:00 AM;85,652;673;2,591.75;248.75;70,652
Feb 13, 2017;8:15 AM;-;675.25;2,564.75;421.25;-
Feb 13, 2017;8:30 AM;-;678.25;2,538;610.75;-
Feb 13, 2017;8:45 AM;-;680.75;2,496.25;821.25;-
Feb 13, 2017;9:00 AM;89,881;683.75;2,406.5;1,049.5;72,114.75
Feb 13, 2017;9:15 AM;-;684.25;2,372.25;1,280.25;-
Feb 13, 2017;9:30 AM;-;685.5;2,336.25;1,519;-
Feb 13, 2017;9:45 AM;-;687;2,301.25;1,760.75;-
Feb 13, 2017;10:00 AM;92,474;686.5;2,271.5;1,996.5;71,447
Feb 13, 2017;10:15 AM;-;681.25;2,252.25;2,230.5;-
Feb 13, 2017;10:30 AM;-;676.25;2,233;2,453.25;-
Feb 13, 2017;10:45 AM;-;671.25;2,213;2,661.75;-
Feb 13, 2017;11:00 AM;95,734;665.5;2,198.75;2,856.5;71,943.75
Feb 13, 2017;11:15 AM;-;658;2,192.5;3,029.5;-
Feb 13, 2017;11:30 AM;-;651;2,186.5;3,193;-
Feb 13, 2017;11:45 AM;-;642.75;2,182;3,334.25;-
Feb 13, 2017;12:00 PM;96,531;635.5;2,176;3,452.25;71,171.5
Feb 13, 2017;12:15 PM;-;627.75;2,167.25;3,537.25;-
Feb 13, 2017;12:30 PM;-;620;2,159.25;3,592.25;-
Feb 13, 2017;12:45 PM;-;612;2,151.25;3,628.75;-
Feb 13, 2017;1:00 PM;95,714;604.5;2,142.75;3,638;70,405
Feb 13, 2017;1:15 PM;-;597.5;2,161.25;3,614.25;-
Feb 13, 2017;1:30 PM;-;591.75;2,177.5;3,553;-
