"","x"
"1890",32
"1891",38.38
"1892",36.94
"1893",32.42
"1894",27.6
"1895",25.2
"1896",10.75
"1897",18.76
"1898",17.48
"1899",15.92
"1900",18.02
"1901",22.6
"1902",23.99
"1903",31.01
"1904",35.96
"1905",35.31
"1906",30.84
"1907",29.97
"1908",29.69
"1909",29.08
"1910",28.86
"1911",28.94
"1912",29.37
"1913",30.1
"1914",36.65
"1915",42.98
"1916",47.25
"1917",41.77
"1918",37.75
"1919",34.99
"1920",33.96
"1921",30.45
"1922",29.98
"1923",29.2
"1924",29.05
"1925",29.05
"1926",30.41
"1927",35.19
"1928",40.19
"1929",43.02
"1930",41.74
"1931",37.54
"1932",36.69
"1933",36.25
"1934",35.95
"1935",35.02
"1936",36.35
"1937",36.9
"1938",39.6
"1939",42.4
"1940",45
"1941",38.98
"1942",32.18
"1943",31.65
"1944",29.17
"1945",29.45
"1946",29.1
"1947",28.91
"1948",28.65
"1949",28.53
"1950",30.72
"1951",32.38
"1952",39.61
"1953",40.5
"1954",38.91
"1955",37.1
"1956",36.44
"1957",31.54
"1958",32.03
"1959",32.05
"1960",32.72
"1961",33.24
"1962",37.92
"1963",40
"1964",42.77
"1965",38.9
"1966",34.97
"1967",32.89
"1968",30.63
"1969",29.04
"1970",28.99
"1971",29.21
"1972",28.87
"1973",29
"1974",30.14
"1975",37.91
"1976",41.69
"1977",43.79
"1978",41.09
"1979",35.71
"1980",33.07
"1981",32.09
"1982",30.29
"1983",29.9
"1984",30.07
"1985",31.2
"1986",36.63
"1987",40.59
"1988",42.96
"1989",38.92
"1990",34.85
"1991",34.37
"1992",32.48
"1993",32.64
"1994",29.14
"1995",28.32
"1996",27.13
"1997",27.02
"1998",27.56
"1999",28.55
"2000",29.92
"2001",30.21
"2002",29
"2003",28.19
"2004",25.39
"2005",22.91
"2006",21.09
"2007",15.97
"2008",20.07
"2009",23.47
"2010",28.04
"2011",33.85
"2012",39.17
"2013",37.6
"2014",33.31
"2015",32.94
"2016",29
"2017",28.74
"2018",27.94
"2019",26.97
"2020",26.62
"2021",24.65
"2022",26.87
"2023",27.67
"2024",28.24
"2025",28.58
"2026",26.06
"2027",24.93
"2028",25.82
"2029",22.06
"2030",18.46
"2031",16.97
"2032",17.65
"2033",22.22
"2034",30.31
"2035",35.82
"2036",40.07
"2037",39.64
"2038",38.79
"2039",38.06
"2040",28.25
"2041",28.27
"2042",28.3
"2043",26.88
"2044",27.06
"2045",30.1
"2046",39.31
"2047",48
"2048",48.16
"2049",40.91
"2050",36.56
"2051",33.24
"2052",30.48
"2053",29.67
"2054",29.11
"2055",28.92
"2056",29.9
"2057",32.35
"2058",40
"2059",46.99
"2060",46.27
"2061",39.98
"2062",37.94
"2063",32.4
"2064",28.71
"2065",28.07
"2066",27.43
"2067",27.24
"2068",27.72
"2069",29.06
"2070",38.91
"2071",46.13
"2072",50
"2073",43.03
"2074",39.94
"2075",37.4
"2076",32.29
"2077",30.71
"2078",29.98
"2079",30
"2080",30.05
"2081",32.16
"2082",37.46
"2083",41.41
"2084",41.01
"2085",36.4
"2086",33.56
"2087",28.9
"2088",28.06
"2089",26.71
"2090",26.68
"2091",26.07
"2092",26.09
"2093",26.95
"2094",34.16
"2095",39.56
"2096",39.78
"2097",30.88
"2098",27.66
"2099",26.55
"2100",27.25
"2101",26.05
"2102",26.09
"2103",28.05
"2104",30.65
"2105",31.23
"2106",35.19
"2107",40.47
"2108",41.81
"2109",37.66
"2110",35.07
"2111",30.72
"2112",28.73
"2113",28.02
"2114",27.3
"2115",26.38
"2116",26.78
"2117",28.53
"2118",36
"2119",43.06
"2120",46.01
"2121",42.86
"2122",39.93
"2123",38.42
"2124",33.01
"2125",30.98
"2126",29.58
"2127",29.07
"2128",28.93
"2129",30.43
"2130",35.93
"2131",40.46
"2132",40.07
"2133",35
"2134",32.47
"2135",28.94
"2136",26.91
"2137",24.77
"2138",24.45
"2139",23.05
"2140",23.45
"2141",27.24
"2142",33.09
"2143",37.95
"2144",38.99
"2145",37.97
"2146",35.93
"2147",33.32
"2148",30.02
"2149",28.09
"2150",27.63
"2151",28.29
"2152",28.36
"2153",30.43
"2154",34.67
"2155",38.98
"2156",39.96
"2157",37.91
"2158",35.95
"2159",32.02
"2160",27.08
"2161",28.07
"2162",28.08
"2163",26.9
"2164",27
"2165",27.98
"2166",29.87
"2167",32.09
"2168",34.42
"2169",35.1
"2170",28.9
"2171",27.09
"2172",25.99
"2173",26.07
"2174",25.29
"2175",24.81
"2176",25.65
"2177",27.99
"2178",33.66
"2179",38.7
"2180",39.6
"2181",38.98
"2182",37.96
"2183",31.86
"2184",32.92
"2185",27.5
"2186",26.77
"2187",26.67
"2188",26.49
"2189",26.42
"2190",26.65
"2191",27.14
"2192",29.06
"2193",29.56
"2194",28.54
"2195",28.2
"2196",27.22
"2197",26.02
"2198",21.05
"2199",20.57
"2200",23.31
"2201",26
"2202",29.6
"2203",39.1
"2204",42.22
"2205",39.92
"2206",40.51
"2207",37.78
"2208",34.38
"2209",31.95
"2210",29.88
"2211",28.75
"2212",28.44
"2213",31.64
"2214",41.77
"2215",49.28
"2216",54.02
"2217",50
"2218",48.43
"2219",44.95
"2220",38.93
"2221",36.68
"2222",32.94
"2223",30.91
"2224",31.72
"2225",32.19
"2226",37.46
"2227",41.78
"2228",43.59
"2229",38.97
"2230",35.18
"2231",31.08
"2232",31.57
"2233",30.13
"2234",29.29
"2235",29.47
"2236",29.8
"2237",31.83
"2238",41.17
"2239",51.01
"2240",52.39
"2241",50.94
"2242",43.3
"2243",42.33
"2244",39.16
"2245",37.72
"2246",34.6
"2247",34.45
"2248",34.45
"2249",37.49
"2250",41.59
"2251",45.26
"2252",47.57
"2253",40.07
"2254",38.91
"2255",33.04
"2256",30
"2257",29.64
"2258",28.39
"2259",27.94
"2260",27.49
"2261",29.65
"2262",37.1
"2263",44.2
"2264",48.1
"2265",44.03
"2266",39.02
"2267",36.98
"2268",34.03
"2269",32.89
"2270",30.06
"2271",29.53
"2272",30.01
"2273",30.06
"2274",29.9
"2275",32.69
"2276",35
"2277",29.93
"2278",27.87
"2279",20
"2280",12.48
"2281",9.87
"2282",9.04
"2283",14.9
"2284",22
"2285",24.55
"2286",35.96
"2287",40.97
"2288",40.81
"2289",38.26
"2290",37.59
"2291",35.46
"2292",31.07
"2293",30.08
"2294",28.33
"2295",28.19
"2296",28.08
"2297",32.12
"2298",38.05
"2299",40.98
"2300",40.87
"2301",38.04
"2302",34.27
"2303",27.79
"2304",24.99
"2305",23.02
"2306",18.31
"2307",19.17
"2308",20.87
"2309",27.07
"2310",32.05
"2311",39.97
"2312",41.57
"2313",40.94
"2314",39.98
"2315",40.02
"2316",38.14
"2317",35.29
"2318",32.67
"2319",32.97
"2320",32.98
"2321",36.09
"2322",39.12
"2323",39.91
"2324",39.96
"2325",39.31
"2326",39.61
"2327",37.93
"2328",32.71
"2329",32.28
"2330",32.81
"2331",31.5
"2332",30.44
"2333",31.7
"2334",34.72
"2335",37.91
"2336",39.43
"2337",38.99
"2338",36.5
"2339",34.94
"2340",30.66
"2341",29.5
"2342",27.81
"2343",27.53
"2344",28.28
"2345",30.02
"2346",35.85
"2347",39.3
"2348",41.88
"2349",41.58
"2350",42.07
"2351",39.02
"2352",33.98
"2353",31.06
"2354",31.04
"2355",27.54
"2356",28.46
"2357",27.79
"2358",28.48
"2359",30.52
"2360",30.63
"2361",29.44
"2362",27.78
"2363",26.4
"2364",24.04
"2365",20.79
"2366",12.98
"2367",15
"2368",20.07
"2369",24.44
"2370",32.4
"2371",38.24
"2372",39.53
"2373",37.57
"2374",35.2
"2375",24.08
"2376",26.03
"2377",23.02
"2378",20.36
"2379",12.26
"2380",19.95
"2381",26.08
"2382",38.93
"2383",38.93
"2384",38.09
"2385",35.25
"2386",30.89
"2387",27.57
"2388",24.01
"2389",17.91
"2390",9.37
"2391",17.92
"2392",21.63
"2393",26.2
"2394",32.26
"2395",38.32
"2396",38.74
"2397",37.95
"2398",31.29
"2399",24.02
"2400",24.83
"2401",23.52
"2402",23.55
"2403",23.53
"2404",25.63
"2405",28.12
"2406",37.91
"2407",41.52
"2408",43.5
"2409",40.93
"2410",37.45
"2411",34.16
"2412",31
"2413",29.66
"2414",29.98
"2415",31.9
"2416",31.83
"2417",35.3
"2418",37.95
"2419",43.1
"2420",43.27
"2421",38.38
"2422",37.08
"2423",30.17
"2424",25.99
"2425",24.42
"2426",23.02
"2427",20.5
"2428",23.01
"2429",23.09
"2430",31.02
"2431",36.44
"2432",37.95
"2433",34.02
"2434",29.29
"2435",27.35
"2436",23.65
"2437",23.06
"2438",23.4
"2439",23.05
"2440",26.06
"2441",27.56
"2442",31.34
"2443",33.78
"2444",34.11
"2445",31.95
"2446",27.32
"2447",23.05
"2448",18.01
"2449",16.01
"2450",17.95
"2451",19.8
"2452",20.02
"2453",26.76
"2454",31.95
"2455",35.95
"2456",35.99
"2457",33.48
"2458",31.06
"2459",28.96
"2460",27.01
"2461",24.45
"2462",24.02
"2463",26.57
"2464",27.59
"2465",30.03
"2466",35.93
"2467",40
"2468",42.24
"2469",38.91
"2470",36.82
"2471",32.97
"2472",30.66
"2473",26.78
"2474",26.96
"2475",26.87
"2476",26.69
"2477",26.76
"2478",26.93
"2479",27.7
"2480",28.73
"2481",28.23
"2482",27.82
"2483",27.88
"2484",25.95
"2485",27.69
"2486",27.65
"2487",27.79
"2488",28.34
"2489",30.66
"2490",36.9
"2491",38.74
"2492",38.37
"2493",38.55
"2494",37.45
"2495",36.95
"2496",33.88
"2497",30.51
"2498",28.82
"2499",25.98
"2500",20.04
"2501",19.1
"2502",17.67
"2503",17.97
"2504",20.1
"2505",19.08
"2506",13.94
"2507",9.43
"2508",13.36
"2509",7.56
"2510",0.25
"2511",-1.08
"2512",-3.23
"2513",7.68
"2514",10.03
"2515",14.03
"2516",13.03
"2517",12.04
"2518",11.07
"2519",9.23
"2520",3.94
"2521",7.55
"2522",5.14
"2523",1.91
"2524",7.55
"2525",14.03
"2526",9.2
"2527",14.07
"2528",15.96
"2529",19.01
"2530",19.01
"2531",28.74
"2532",24.03
"2533",15.03
"2534",16
"2535",15.31
"2536",15.06
"2537",23.03
"2538",31.07
"2539",31.07
"2540",33.95
"2541",32.55
"2542",31.91
"2543",30.46
"2544",28.5
"2545",24.01
"2546",22.07
"2547",21.08
"2548",22
"2549",27.95
"2550",28.21
"2551",27.44
"2552",29.9
"2553",30.17
"2554",29.6
"2555",29
"2556",25.01
"2557",19.57
"2558",15.93
"2559",9.28
"2560",9.36
"2561",17.8
"2562",25.36
"2563",32.15
"2564",33.91
"2565",33.95
"2566",33.93
"2567",30.95
"2568",29.54
"2569",28.36
"2570",27.77
"2571",27.26
"2572",26.97
"2573",30.91
"2574",39.94
"2575",43.35
"2576",45.39
"2577",41.05
"2578",39.88
"2579",37.97
"2580",35.9
"2581",33.83
"2582",31.04
"2583",30.43
"2584",30.1
"2585",30.85
"2586",33.92
"2587",37.95
"2588",38
"2589",37.71
"2590",34.08
"2591",31.07
"2592",30.35
"2593",30.02
"2594",29.94
"2595",30.25
"2596",30.83
"2597",31.81
"2598",38.9
"2599",46.88
"2600",48.38
"2601",43.67
"2602",38.97
"2603",37.4
"2604",37.1
"2605",36.61
"2606",34.47
"2607",33.07
"2608",33.73
"2609",36.89
"2610",38.92
"2611",41.19
"2612",44.01
"2613",43.06
"2614",38.05
"2615",34.16
"2616",32.03
"2617",32.95
"2618",31.43
"2619",31.62
"2620",31.71
"2621",33.2
"2622",42.03
"2623",48.41
"2624",52
"2625",43.87
"2626",38.47
"2627",36.32
"2628",33.86
"2629",32.4
"2630",31.07
"2631",31.09
"2632",33.01
"2633",36.89
"2634",39.94
"2635",45.01
"2636",46.61
"2637",44.06
"2638",35.23
"2639",29.22
"2640",29.3
"2641",25.05
"2642",26.52
"2643",25.25
"2644",24.05
"2645",28.25
"2646",40.02
"2647",42.5
"2648",42.61
"2649",38.95
"2650",34.47
"2651",31.97
"2652",28.08
"2653",21.15
"2654",20.79
"2655",19.84
"2656",24.04
"2657",27.08
"2658",29.14
"2659",31.02
"2660",30.64
"2661",24.01
"2662",16.26
"2663",3.55
"2664",0.88
"2665",8
"2666",8.22
"2667",8.03
"2668",9.08
"2669",9.18
"2670",9.19
"2671",10.72
"2672",13.09
"2673",13.47
"2674",9.54
"2675",9.12
"2676",9.04
"2677",8.1
"2678",5.02
"2679",7.11
"2680",9.05
"2681",10.72
"2682",20.79
"2683",23.01
"2684",24.5
"2685",24.2
"2686",24.15
"2687",20.2
"2688",9.04
"2689",8.97
"2690",8.31
"2691",8.94
"2692",10.05
"2693",9.04
"2694",9.02
"2695",8.04
"2696",8.89
"2697",8.86
"2698",2.96
"2699",6.54
"2700",3.72
"2701",-7.65
"2702",-15.03
"2703",-9.18
"2704",-0.15
"2705",7.6
"2706",21.08
"2707",30.63
"2708",34.54
"2709",36.65
"2710",37.1
"2711",29.95
"2712",29.19
"2713",27.65
"2714",27.42
"2715",26.48
"2716",27.46
"2717",30.26
"2718",38.83
"2719",40.89
"2720",40.86
"2721",31.8
"2722",24.06
"2723",12.82
"2724",9.07
"2725",20.01
"2726",22.44
"2727",24.9
"2728",27.71
"2729",32.19
"2730",38.35
"2731",43.3
"2732",43.59
"2733",44.51
"2734",44.38
"2735",38.55
"2736",34.01
"2737",31.07
"2738",31.2
"2739",29.98
"2740",29.97
"2741",30.5
"2742",37.03
"2743",41.17
"2744",43
"2745",41.94
"2746",39.81
"2747",38.1
"2748",35.09
"2749",33.91
"2750",31.72
"2751",31.59
"2752",32.46
"2753",36.55
"2754",39.93
"2755",42.95
"2756",42.94
"2757",41.98
"2758",38.42
"2759",33.4
"2760",30.54
"2761",30.99
"2762",30.95
"2763",30.54
"2764",30.44
"2765",33.1
"2766",42.3
"2767",46.95
"2768",53.47
"2769",46.98
"2770",45.61
"2771",44.75
"2772",44.01
"2773",42
"2774",39.11
"2775",38.64
"2776",38.61
"2777",41.92
"2778",43.86
"2779",44.09
"2780",44.34
"2781",42.93
"2782",39.1
"2783",32.58
"2784",32.19
"2785",31.46
"2786",31.06
"2787",31.04
"2788",31.52
"2789",32.48
"2790",41.19
"2791",44.97
"2792",45.93
"2793",43.67
"2794",42.92
"2795",40.95
"2796",35.83
"2797",34.99
"2798",32.01
"2799",32.9
"2800",32.89
"2801",35.05
"2802",37.96
"2803",41.97
"2804",41.91
"2805",41.08
"2806",34.87
"2807",32
"2808",31.38
"2809",31.23
"2810",30.61
"2811",30.92
"2812",31.41
"2813",33.52
"2814",37.14
"2815",45.4
"2816",46.94
"2817",44.99
"2818",42.9
"2819",41.9
"2820",38.99
"2821",35.46
"2822",33.62
"2823",33.05
"2824",32.76
"2825",33.78
"2826",40.29
"2827",43.91
"2828",42.99
"2829",37.97
"2830",32.65
"2831",31.08
"2832",33.61
"2833",28.44
"2834",29.88
"2835",29.86
"2836",30.16
"2837",30.58
"2838",32.46
"2839",33.72
"2840",32.69
"2841",32.56
"2842",28.81
"2843",26.82
"2844",25.43
"2845",23.09
"2846",25.24
"2847",25.04
"2848",27.46
"2849",29.19
"2850",32.54
"2851",34.93
"2852",34.79
"2853",34.9
"2854",32.93
"2855",30.47
"2856",29.29
"2857",26.02
"2858",22.06
"2859",13.13
"2860",9.63
"2861",10.06
"2862",16.8
"2863",9.6
"2864",9.56
"2865",8.71
"2866",3.23
"2867",-1.9
"2868",-1.18
"2869",-70.01
"2870",-74.92
"2871",-71.96
"2872",-49.97
"2873",-6
"2874",-1.21
"2875",8.86
"2876",10.08
"2877",8.87
"2878",-0.54
"2879",-70.01
"2880",-26.94
"2881",-25
"2882",-30.11
"2883",-30.03
"2884",-24.9
"2885",-30.05
"2886",-62.95
"2887",-53.85
"2888",-67.02
"2889",-65
"2890",-67.08
"2891",-66.85
"2892",-60.39
"2893",-61.14
"2894",-27.22
"2895",-12.01
"2896",-1.2
"2897",7.42
"2898",14.01
"2899",25.78
"2900",24.9
"2901",22.98
"2902",22.09
"2903",12.05
"2904",13.47
"2905",12.01
"2906",10.41
"2907",12.03
"2908",9.69
"2909",25.03
"2910",33.95
"2911",38.97
"2912",39.98
"2913",35.84
"2914",34.85
"2915",33.47
"2916",31.04
"2917",30.78
"2918",30.4
"2919",30.41
"2920",30.43
"2921",31.02
"2922",34.97
"2923",38.52
"2924",38.57
"2925",35.23
"2926",33.34
"2927",28.46
"2928",28.59
"2929",27.43
"2930",27.48
"2931",28.5
"2932",30.35
"2933",31.95
"2934",39.51
"2935",44.99
"2936",45
"2937",39.73
"2938",38.97
"2939",38.48
"2940",34.27
"2941",33.94
"2942",34.01
"2943",32.83
"2944",31.79
"2945",32.43
"2946",34.9
"2947",37.66
"2948",38.94
"2949",36.97
"2950",30.52
"2951",28.6
"2952",26.91
"2953",26.26
"2954",24.57
"2955",24.82
"2956",25.8
"2957",27.57
"2958",33.23
"2959",38.94
"2960",39.91
"2961",39.14
"2962",38.94
"2963",38.95
"2964",34.17
"2965",31.94
"2966",30.46
"2967",30.4
"2968",29.79
"2969",34.4
"2970",36.97
"2971",38.97
"2972",38.95
"2973",36.54
"2974",32.23
"2975",26.97
"2976",28.97
"2977",28.82
"2978",28.42
"2979",28.61
"2980",29.4
"2981",30.99
"2982",37.17
"2983",43.82
"2984",48.98
"2985",49.91
"2986",47.9
"2987",46.38
"2988",42
"2989",40.09
"2990",36.97
"2991",35.37
"2992",34.9
"2993",37.67
"2994",40.33
"2995",42.09
"2996",41.16
"2997",38.98
"2998",39.27
"2999",34.9
"3000",37.04
"3001",32.47
"3002",31.04
"3003",30.71
"3004",30.57
"3005",30.86
"3006",30.92
"3007",31.14
"3008",33.92
"3009",33.06
"3010",31.53
"3011",30.64
"3012",30.79
"3013",30.1
"3014",29.6
"3015",28.93
"3016",28.28
"3017",31.02
"3018",33.82
"3019",37.94
"3020",39.9
"3021",39.5
"3022",38.92
"3023",33.93
"3024",28.31
"3025",26.73
"3026",26.48
"3027",26.17
"3028",26.83
"3029",26.25
"3030",25.43
"3031",26.66
"3032",28.66
"3033",30.06
"3034",30.33
"3035",30.18
"3036",29.5
"3037",27.06
"3038",24
"3039",24.15
"3040",25.51
"3041",27.4
"3042",29.8
"3043",31.18
"3044",32.13
"3045",32.01
"3046",31.26
"3047",27
"3048",27.48
"3049",26.1
"3050",25.81
"3051",24.73
"3052",25.14
"3053",27.91
"3054",32
"3055",36.06
"3056",40.02
"3057",39.93
"3058",38.97
"3059",39.98
"3060",40.55
"3061",36.74
"3062",32.06
"3063",31.44
"3064",31.05
"3065",32.41
"3066",34
"3067",38.8
"3068",37.62
"3069",37.99
"3070",35.07
"3071",32.44
"3072",30.81
"3073",30.56
"3074",29.5
"3075",28.94
"3076",29.9
"3077",32.07
"3078",42.83
"3079",50.45
"3080",54.99
"3081",48.65
"3082",44.75
"3083",43.83
"3084",40.63
"3085",38
"3086",35.57
"3087",36.2
"3088",34.44
"3089",39.64
"3090",44.9
"3091",47.45
"3092",49.12
"3093",46.93
"3094",39.9
"3095",34.06
"3096",32.06
"3097",30.99
"3098",30.75
"3099",30.72
"3100",31.03
"3101",33.11
"3102",42.04
"3103",49.98
"3104",49.07
"3105",43.86
"3106",39.16
"3107",39.22
"3108",36.13
"3109",36.12
"3110",34.52
"3111",34.12
"3112",35.01
"3113",41.08
"3114",44.01
"3115",48.04
"3116",47.35
"3117",48.04
"3118",42.94
"3119",32.6
"3120",31.16
"3121",30.41
"3122",29.5
"3123",29.17
"3124",29.59
"3125",30.89
"3126",34.91
"3127",43.1
"3128",44.49
"3129",41.93
"3130",38.54
"3131",37.47
"3132",35.32
"3133",34.38
"3134",32.64
"3135",33.82
"3136",33.19
"3137",34.8
"3138",35.75
"3139",34.94
"3140",33.11
"3141",31.5
"3142",27.6
"3143",26.01
"3144",26.05
"3145",27.23
"3146",27.29
"3147",27.27
"3148",27.08
"3149",29
"3150",34.37
"3151",41.95
"3152",43.91
"3153",42
"3154",42.95
"3155",42.02
"3156",36.03
"3157",31.62
"3158",30.86
"3159",30.45
"3160",31.38
"3161",36.46
"3162",40.65
"3163",42
"3164",42.62
"3165",42.93
"3166",42.93
"3167",35.91
"3168",29.9
"3169",29.66
"3170",29.05
"3171",28.52
"3172",28.12
"3173",28.73
"3174",29.05
"3175",30.91
"3176",35.02
"3177",35.45
"3178",32
"3179",31.04
"3180",30.28
"3181",28.75
"3182",27.09
"3183",27.07
"3184",27.44
"3185",29.9
"3186",34.79
"3187",40
"3188",41.91
"3189",41.88
"3190",40
"3191",31.08
"3192",27.66
"3193",26.54
"3194",25.65
"3195",25.63
"3196",25.2
"3197",25
"3198",25.56
"3199",25.46
"3200",25.34
"3201",26.04
"3202",25.04
"3203",26.48
"3204",27.02
"3205",24.3
"3206",21.06
"3207",20.99
"3208",23.9
"3209",27.63
"3210",32.07
"3211",35.96
"3212",39.55
"3213",40.99
"3214",38.17
"3215",31.46
"3216",30.32
"3217",27.43
"3218",27.18
"3219",26.7
"3220",27.16
"3221",29.77
"3222",35.38
"3223",44.02
"3224",46.1
"3225",43.95
"3226",41.94
"3227",40.07
"3228",35.66
"3229",35.04
"3230",33.48
"3231",32.98
"3232",33.14
"3233",37.74
"3234",42.82
"3235",45.73
"3236",44.2
"3237",42.29
"3238",40.22
"3239",31.08
"3240",29.5
"3241",28.01
"3242",26.7
"3243",26.53
"3244",26.38
"3245",27.93
"3246",31.81
"3247",39.96
"3248",41.35
"3249",38.42
"3250",34.53
"3251",34.84
"3252",31.88
"3253",31.06
"3254",31.58
"3255",32.33
"3256",34.52
"3257",37.04
"3258",41
"3259",42.94
"3260",42.77
"3261",41.5
"3262",37.01
"3263",31.92
"3264",29.66
"3265",27.7
"3266",27.17
"3267",26.45
"3268",26.49
"3269",27.58
"3270",36.19
"3271",41
"3272",41
"3273",38.95
"3274",33.54
"3275",32.94
"3276",31.03
"3277",30.21
"3278",29.14
"3279",28.22
"3280",29.48
"3281",34.77
"3282",38.34
"3283",40.98
"3284",37.9
"3285",34.02
"3286",31.01
"3287",26.68
"3288",26.04
"3289",24.31
"3290",22.43
"3291",20.68
"3292",22.46
"3293",26.06
"3294",32.68
"3295",40.4
"3296",42.98
"3297",37.93
"3298",33.14
"3299",31.75
"3300",31.02
"3301",29.99
"3302",31
"3303",30.78
"3304",36.1
"3305",37.98
"3306",39.45
"3307",39.54
"3308",39.91
"3309",38.95
"3310",37.86
"3311",32.26
"3312",30
"3313",28.6
"3314",26.67
"3315",26.31
"3316",25.97
"3317",27.6
"3318",30.9
"3319",39.91
"3320",41.55
"3321",39.9
"3322",38.95
"3323",39.8
"3324",37.72
"3325",36.38
"3326",35.05
"3327",34.59
"3328",31.06
"3329",36.01
"3330",38.5
"3331",38.97
"3332",36.04
"3333",37
"3334",36.98
"3335",32.76
"3336",24.02
"3337",24.26
"3338",24.74
"3339",26.71
"3340",25.93
"3341",24.08
"3342",26.5
"3343",26.06
"3344",27
"3345",25.3
"3346",23.99
"3347",24.11
"3348",23.83
"3349",22.83
"3350",21.44
"3351",21.73
"3352",23.92
"3353",25.64
"3354",29
"3355",33.34
"3356",33.5
"3357",33.08
"3358",34.12
"3359",30.05
"3360",23.66
"3361",18.12
"3362",14.12
"3363",12.18
"3364",11.65
"3365",11.52
"3366",11.98
"3367",12.36
"3368",13.7
"3369",12.07
"3370",10.02
"3371",11.86
"3372",12.29
"3373",11.93
"3374",10.28
"3375",11.93
"3376",16.92
"3377",23.05
"3378",28.12
"3379",32.91
"3380",35.07
"3381",35.32
"3382",36.11
"3383",33.43
"3384",29.84
"3385",28.01
"3386",26.9
"3387",26.01
"3388",26.86
"3389",27.38
"3390",35.49
"3391",40
"3392",42.2
"3393",38.82
"3394",37.02
"3395",36.99
"3396",36.96
"3397",37.91
"3398",36.93
"3399",36.94
"3400",36.2
"3401",38.71
"3402",43.65
"3403",44.36
"3404",41.95
"3405",41.21
"3406",40.84
"3407",34.07
"3408",32.24
"3409",32.17
"3410",29.72
"3411",28.05
"3412",28.04
"3413",29.71
"3414",36.99
"3415",41.78
"3416",41.4
"3417",41.89
"3418",38.05
"3419",36.94
"3420",33.97
"3421",30.5
"3422",31.01
"3423",29.1
"3424",29.06
"3425",31.84
"3426",33.75
"3427",37.11
"3428",35.64
"3429",35
"3430",30.99
"3431",28.41
"3432",27.15
"3433",24.45
"3434",20.09
"3435",20.13
"3436",21.56
"3437",26.03
"3438",30.1
"3439",36.93
"3440",37.55
"3441",34.97
"3442",31.98
"3443",32.35
"3444",30.09
"3445",28.8
"3446",29.79
"3447",32.96
"3448",32.13
"3449",36.91
"3450",39.92
"3451",40.57
"3452",40.84
"3453",40.06
"3454",40.98
"3455",36.91
"3456",33.41
"3457",31.98
"3458",28.07
"3459",28
"3460",27.97
"3461",26.97
"3462",24.59
"3463",24.93
"3464",25.85
"3465",25.79
"3466",25.59
"3467",26.02
"3468",25.16
"3469",21.74
"3470",19.97
"3471",19.99
"3472",21.12
"3473",27.08
"3474",29.9
"3475",33.92
"3476",36.7
"3477",36.69
"3478",36.98
"3479",31.08
"3480",28.12
"3481",25.38
"3482",24.06
"3483",23.51
"3484",24.27
"3485",26.39
"3486",33.94
"3487",37.93
"3488",38.3
"3489",36.48
"3490",34.01
"3491",33.08
"3492",30.86
"3493",28.32
"3494",27.12
"3495",27.53
"3496",28.63
"3497",34.64
"3498",38.85
"3499",41.97
"3500",41.95
"3501",39.99
"3502",39.96
"3503",35.2
"3504",35.91
"3505",31.03
"3506",27.6
"3507",26
"3508",24.58
"3509",24.4
"3510",26.1
"3511",29.14
"3512",30.13
"3513",29.36
"3514",26.1
"3515",24.69
"3516",22.04
"3517",15.27
"3518",13.38
"3519",14.9
"3520",20.09
"3521",27.31
"3522",34.3
"3523",37.13
"3524",35.97
"3525",34.34
"3526",33.98
"3527",24.68
"3528",20.72
"3529",16.08
"3530",18.66
"3531",16.58
"3532",14.25
"3533",9.91
"3534",14.36
"3535",18.27
"3536",19.04
"3537",17.18
"3538",11.65
"3539",11.63
"3540",15.07
"3541",10.18
"3542",10.08
"3543",10.14
"3544",10.08
"3545",21.95
"3546",31.05
"3547",36.95
"3548",38.66
"3549",38.65
"3550",40.66
"3551",36.92
"3552",29.02
"3553",28.3
"3554",26.27
"3555",25.6
"3556",25.6
"3557",26.4
"3558",35.97
"3559",42.7
"3560",43.06
"3561",42.71
"3562",41.82
"3563",41.32
"3564",37.99
"3565",37.41
"3566",35.58
"3567",36.32
"3568",37.91
"3569",42.18
"3570",44.08
"3571",46.15
"3572",43.76
"3573",42.02
"3574",40.91
"3575",32.69
"3576",35.81
"3577",32.55
"3578",30.93
"3579",28.77
"3580",28.41
"3581",31.3
"3582",38.05
"3583",49.6
"3584",52.23
"3585",50.08
"3586",45.02
"3587",43.26
"3588",35
"3589",31.09
"3590",30.3
"3591",30.95
"3592",31.57
"3593",35.1
"3594",39.91
"3595",41.96
"3596",40.06
"3597",39.21
"3598",34.44
"3599",28.44
"3600",28.68
"3601",28.38
"3602",27.28
"3603",27.09
"3604",27.37
"3605",28.33
"3606",32.09
"3607",39.07
"3608",39.94
"3609",35.13
"3610",30.08
"3611",29.61
"3612",29.75
"3613",28.7
"3614",28.37
"3615",29.98
"3616",29.9
"3617",35.29
"3618",38.95
"3619",42.11
"3620",41.45
"3621",41.75
"3622",40.51
"3623",31.2
"3624",30.51
"3625",28.85
"3626",28.94
"3627",29.1
"3628",28.8
"3629",28.81
"3630",34.43
"3631",39.35
"3632",41.28
"3633",38.03
"3634",33.24
"3635",33
"3636",31.01
"3637",31.86
"3638",31.34
"3639",34.08
"3640",35.08
"3641",40.96
"3642",44.92
"3643",50
"3644",46.88
"3645",44.91
"3646",44.95
"3647",39.94
"3648",30.41
"3649",29.32
"3650",28.38
