Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 1, 2017;12:00 AM;1,181;284;825;3,011.5;0;26.5;1,614;3,317.5;1,109.75;291.25;0.25;1,238
Jan 1, 2017;12:15 AM;1,178.75;284.5;826;3,029.25;0;26.5;1,615.75;3,336;1,115;290.75;53.75;1,232.75
Jan 1, 2017;12:30 AM;1,178.25;285.25;825.75;3,054.75;0;26.5;1,614.25;3,321.25;1,148.5;288.5;56.5;1,219.75
Jan 1, 2017;12:45 AM;1,178;285.5;826.5;3,023;0;26.5;1,613.5;3,323.25;1,162;287;55.75;1,166.25
Jan 1, 2017;1:00 AM;1,177.75;284.5;827;3,017.25;0;26.5;1,616;3,423.5;1,211.75;289.75;30.5;1,271
Jan 1, 2017;1:15 AM;1,178;284.5;825.75;3,014;0;26.5;1,613.25;3,419.75;1,213.25;291.25;32.75;1,231
Jan 1, 2017;1:30 AM;1,178.75;285;825.75;3,029.25;0;26.5;1,613.75;3,425.5;1,212.5;290.5;35.25;1,209.5
Jan 1, 2017;1:45 AM;1,179;284.5;825;2,998.5;0;26.5;1,613.5;3,434;1,209.75;291.5;0;1,226
Jan 1, 2017;2:00 AM;1,178.5;285;825;2,998.75;0;26.5;1,615.5;3,509.25;1,141.75;288.25;54;942.75
Jan 1, 2017;2:15 AM;1,178;284.75;824.75;2,971.75;0;26.5;1,613.25;3,539.75;1,149.5;285;0.25;1,031.25
Jan 1, 2017;2:30 AM;1,180.75;284.5;824.75;2,920.25;0;26.5;1,615.25;3,568;1,143.25;283;0;1,138.75
Jan 1, 2017;2:45 AM;1,180;283;824.25;2,889.75;0;26.5;1,613.5;3,566;1,151.25;280.75;0.25;1,146
Jan 1, 2017;3:00 AM;1,176.75;282.5;824.5;2,866.25;0;26.5;1,621.25;3,613.25;1,169.5;280.75;0.25;1,140.25
Jan 1, 2017;3:15 AM;1,177;281.5;824.75;2,853.5;0;26.5;1,623.5;3,605.25;1,148.25;280.5;0.25;1,136.5
Jan 1, 2017;3:30 AM;1,177.75;280.5;825;2,844.5;0;26.5;1,624.25;3,605;1,136.25;279.25;0.25;1,151.25
Jan 1, 2017;3:45 AM;1,178;279.75;825.5;2,867;0;26.5;1,625;3,595.5;1,134.75;276.25;0.25;1,184
Jan 1, 2017;4:00 AM;1,177.25;280.5;825.5;2,888.25;0;26.5;1,627.75;3,572.75;1,122.25;278;0;1,181.5
Jan 1, 2017;4:15 AM;1,179;280.25;825;2,892.25;0;26.5;1,627.5;3,492.5;1,120.5;281;0.25;1,128
Jan 1, 2017;4:30 AM;1,178.5;280.5;824.25;2,875.75;0;26.5;1,628;3,448;1,131.5;278.5;0;1,144.75
Jan 1, 2017;4:45 AM;1,179.25;280.75;823.75;2,910.25;0;26.5;1,628.5;3,445.5;1,128;279;0.25;1,174.5
Jan 1, 2017;5:00 AM;1,179.75;280.5;824.25;2,945.75;0;26.5;1,629.5;3,472;1,128.25;280.75;0;1,179.75
Jan 1, 2017;5:15 AM;1,178.75;280;824.75;2,982.25;0;26.5;1,629;3,474.75;1,111.25;280.75;0.25;1,205.5
Jan 1, 2017;5:30 AM;1,177.75;279.25;821;3,001.5;0;26.5;1,628.5;3,474.5;1,087.25;277.25;0.25;1,175.25
Jan 1, 2017;5:45 AM;1,178.25;278.5;819.25;3,034.5;0;26.5;1,628.5;3,469.25;1,081.25;278.25;0.25;1,217
Jan 1, 2017;6:00 AM;1,177.25;281;817;3,167.5;0;26.5;1,627.75;3,485;990.5;276.5;0.25;1,198
Jan 1, 2017;6:15 AM;1,177.25;282;802.5;3,143.25;0;26.5;1,628.75;3,488.5;968.5;278.5;0.25;1,185
Jan 1, 2017;6:30 AM;1,177.5;281.5;789.25;3,163.75;0;26.5;1,628.5;3,476.5;994.25;278.75;0.25;1,115.5
Jan 1, 2017;6:45 AM;1,177;280.75;778.75;3,241.5;0;26.5;1,628.5;3,481.25;1,007.75;276.75;0.25;1,101.5
Jan 1, 2017;7:00 AM;1,179.5;278.5;754.75;3,280.75;0;26.5;1,628.75;3,436.75;997;281.5;0;1,119.25
Jan 1, 2017;7:15 AM;1,179.75;278;724.25;3,216.25;0.25;26.5;1,628.25;3,425;1,002;285.5;0.25;1,103.75
Jan 1, 2017;7:30 AM;1,179.25;277;711;3,247.75;0.25;26.5;1,628.75;3,428;1,006;285.75;0.25;1,041.75
Jan 1, 2017;7:45 AM;1,178.5;277;693.25;3,274.5;0.25;26.5;1,628.5;3,418;1,010.5;288.5;0.25;1,099
Jan 1, 2017;8:00 AM;1,180.25;274.25;690.5;3,265;5;26.5;1,627.75;3,377;1,015.75;288;27.75;1,158.25
Jan 1, 2017;8:15 AM;1,180.5;273.75;667.75;3,282.75;22;26.5;1,628;3,371;971.25;289;44;1,136.5
Jan 1, 2017;8:30 AM;1,182.25;273.5;649.25;3,294;73.25;26.5;1,629.5;3,378.75;969.5;288.75;25.25;1,187.5
Jan 1, 2017;8:45 AM;1,183.25;272.5;653.5;3,313;173.75;26.5;1,629.5;3,379;964.25;284.75;30.5;1,219.5
Jan 1, 2017;9:00 AM;1,179.5;274;654.25;3,311.25;300.5;26.5;1,628.75;3,349.5;961;284.75;30.5;1,276
Jan 1, 2017;9:15 AM;1,180.25;274.25;653.75;3,295.5;440.75;26.5;1,628.25;3,348;975.5;285.5;11.5;1,335
Jan 1, 2017;9:30 AM;1,182.25;274.25;648.5;3,270;585;26.5;1,628.25;3,347.5;984.75;285.25;12.5;1,346
Jan 1, 2017;9:45 AM;1,182.5;274.75;649;3,239.25;756.5;26.5;1,628;3,341;990.25;286.5;12.5;1,356
Jan 1, 2017;10:00 AM;1,186.25;273.75;630.25;3,178.5;936;26.5;1,627.25;3,343.75;1,009.25;284.5;10.75;1,368.25
Jan 1, 2017;10:15 AM;1,186.5;275;597;3,101.25;1,099.75;26.5;1,627.75;3,346.25;1,035.25;287.25;15.5;1,387.75
Jan 1, 2017;10:30 AM;1,186.75;274.75;552.75;2,999.75;1,238.25;26.5;1,625.75;3,344.25;1,098.5;284;12.75;1,410
Jan 1, 2017;10:45 AM;1,185.25;274.25;528.25;2,916.75;1,404.75;26.5;1,625;3,338;1,138;286.75;4.5;1,431
Jan 1, 2017;11:00 AM;1,183.5;272.25;512.25;2,853.5;1,539.75;26.5;1,622;3,332;1,166.5;294;0;1,531.5
Jan 1, 2017;11:15 AM;1,183.75;273.75;535.5;2,801.5;1,653.25;26.5;1,624.75;3,346.25;1,161;296.5;0.75;1,590.75
Jan 1, 2017;11:30 AM;1,185.25;272.5;563;2,775;1,768;26.5;1,624;3,338.5;1,210;296;0.25;1,577
Jan 1, 2017;11:45 AM;1,185.5;271.75;559.75;2,700.25;1,869.75;26.5;1,622.25;3,343.25;1,256;295.75;0.25;1,583.25
Jan 1, 2017;12:00 PM;1,184;272.5;538;2,707.75;1,955.25;26.5;1,622.75;3,364.75;1,241.25;294.5;1.5;1,557
Jan 1, 2017;12:15 PM;1,184.25;271.5;527.5;2,671;1,982.25;26.5;1,625.5;3,364.25;1,209.25;299;0;1,495.75
Jan 1, 2017;12:30 PM;854.5;234.25;467;2,475.25;2,008;26.5;1,626.5;3,366.5;1,220;296.25;75.75;1,507.5
Jan 1, 2017;12:45 PM;854.5;233;419.5;2,429;1,980.5;26.5;1,626.75;3,393;1,274.75;300.5;25;1,393.75
Jan 1, 2017;1:00 PM;854.5;235.25;381.5;2,449.5;1,906.25;26.5;1,627.25;3,451.25;1,244.75;296.75;4.25;1,384.25
Jan 1, 2017;1:15 PM;854.5;233.75;366;2,415.5;1,846.5;26.5;1,627;3,448;1,242.75;293.5;0.5;1,333
Jan 1, 2017;1:30 PM;854.5;235;353.5;2,393.5;1,729.75;26.5;1,626.5;3,454.25;1,242.75;290.75;0.5;1,290.5
Jan 1, 2017;1:45 PM;854.5;234.25;326;2,334.5;1,601.75;26.5;1,625.75;3,436;1,263;289.25;13.25;1,262
Jan 1, 2017;2:00 PM;854.5;234.5;260.5;2,315.25;1,444.25;26.5;1,626.25;3,382.5;1,352.5;291;57.5;1,253
Jan 1, 2017;2:15 PM;854.5;235;215.25;2,296.25;1,258.5;26.5;1,627.75;3,386.5;1,363;289.25;279.25;1,258.25
Jan 1, 2017;2:30 PM;854.5;236;167.75;2,233.25;1,056.75;26.5;1,628.5;3,390.75;1,397;284.5;475;1,256
Jan 1, 2017;2:45 PM;854.5;237.75;141.75;2,199;875.75;26.5;1,627.5;3,363.5;1,499.5;285.75;535.5;1,299.25
Jan 1, 2017;3:00 PM;854.5;233.75;120.5;2,159;676.25;26.5;1,628;3,279.25;1,623.75;283.75;182.5;1,402.25
Jan 1, 2017;3:15 PM;854.5;235.5;100.5;2,122.25;486.25;26.5;1,628.75;3,251.25;1,719;283.25;486;1,392.75
Jan 1, 2017;3:30 PM;854.5;239.25;108.25;2,142.25;318.5;26.5;1,627.25;3,251;1,795;284.75;519.75;1,427.5
Jan 1, 2017;3:45 PM;854.5;240.25;119;2,122.25;179.5;26.5;1,625.5;3,240;1,861.5;283.75;695.25;1,433.5
Jan 1, 2017;4:00 PM;854.5;234;139;2,104.25;82.25;26.5;1,623.75;3,211.75;1,895.5;283.5;0;1,462.25
Jan 1, 2017;4:15 PM;854.5;234.75;130;2,131.5;26.25;26.5;1,626.5;3,227.5;1,918;289.25;66.5;1,443
Jan 1, 2017;4:30 PM;854.5;238;115.25;2,164.5;8;26.5;1,626.75;3,231.75;2,016.25;291.25;354.5;1,475.25
Jan 1, 2017;4:45 PM;854.5;239.25;141.75;2,221;1.75;26.5;1,626.25;3,210.5;2,111.75;293.5;639.25;1,491.25
Jan 1, 2017;5:00 PM;854.5;244.5;147.75;2,267.75;0;26.5;1,624.25;3,113.25;2,167.75;294.75;1,027.25;1,514
Jan 1, 2017;5:15 PM;854.5;245.5;145.25;2,306;0;26.5;1,625.25;3,105.5;2,156.5;295.75;1,339.25;1,530.5
Jan 1, 2017;5:30 PM;854.5;242.75;143.75;2,281.25;0;26.5;1,624;3,101.25;2,154.75;294.25;1,390.75;1,593.25
Jan 1, 2017;5:45 PM;854.5;247.25;158.75;2,286.75;0.25;26.5;1,624.75;3,106.75;2,187.5;294.25;1,350.25;1,631.25
Jan 1, 2017;6:00 PM;854.5;250;196;2,299.5;0;26.5;1,624.75;3,105.25;2,213.5;296.75;1,300.5;1,615
Jan 1, 2017;6:15 PM;854.5;250;192.75;2,267;0;26.5;1,625;3,108.25;2,222.75;298.25;1,367.5;1,501
Jan 1, 2017;6:30 PM;854.5;251;183.25;2,281.75;0;26.5;1,625;3,107.5;2,240.25;296;841.75;1,489.5
Jan 1, 2017;6:45 PM;854.5;250.25;183.75;2,271.75;0;26.5;1,624;3,115;2,255.75;296.25;720;1,560
Jan 1, 2017;7:00 PM;854.5;248.5;187;2,286;0;26.5;1,624;3,110.5;2,273.25;296.25;903.5;1,613
Jan 1, 2017;7:15 PM;854.5;253.25;211.5;2,315.5;0;26.5;1,624.25;3,107.25;2,282.5;300;1,032.25;1,639
Jan 1, 2017;7:30 PM;854.5;252.5;241.25;2,325;0;26.5;1,624.25;3,103.5;2,300.5;302.5;556.75;1,672
Jan 1, 2017;7:45 PM;854.5;250.75;290.75;2,369.75;0;26.5;1,624.5;3,108.25;2,337.75;301.25;603.5;1,697
Jan 1, 2017;8:00 PM;854.5;253.5;358.75;2,409.75;0;26.5;1,625.25;3,145.25;2,406;303.75;618.5;1,671.5
Jan 1, 2017;8:15 PM;854.5;259.75;369.75;2,384.5;0;26.5;1,624.75;3,139.25;2,415.5;302.75;407.75;1,576.5
Jan 1, 2017;8:30 PM;854.5;256.75;403.5;2,366.25;0;26.5;1,624.5;3,140.5;2,418;300.25;217.75;1,603
Jan 1, 2017;8:45 PM;854.5;246.5;450.5;2,351;0;26.5;1,623.5;3,145.75;2,419.75;304.25;136.5;1,606.25
Jan 1, 2017;9:00 PM;854.5;247.5;481.5;2,359;0;26.5;1,623.75;3,161;2,433.5;307.25;138.25;1,548.75
Jan 1, 2017;9:15 PM;854.5;246.5;488;2,361.75;0;26.5;1,623.5;3,148.25;2,436.75;302.75;68.25;1,558.25
Jan 1, 2017;9:30 PM;854.5;245.25;499.25;2,386.75;0;26.5;1,622.25;3,149.25;2,436;299.25;58.5;1,562.25
Jan 1, 2017;9:45 PM;854.5;245;512;2,445.25;0;26.5;1,621;3,135.75;2,433.75;298.5;37.5;1,548.75
Jan 1, 2017;10:00 PM;854.5;256.75;561.5;2,455.5;0;26.5;1,621.5;3,136.75;2,463.25;300.5;100.5;1,499.5
Jan 1, 2017;10:15 PM;854.5;250.5;596.25;2,433.5;0;26.5;1,619.25;3,134.5;2,410;303;143;1,469.25
Jan 1, 2017;10:30 PM;854.5;245;623.75;2,497.25;0;26.5;1,620.75;3,141.75;2,348.5;304.5;67.25;1,392.25
Jan 1, 2017;10:45 PM;854.5;246.5;666;2,505;0;26.5;1,620;3,133.25;2,313.5;306.5;4.5;1,371.25
Jan 1, 2017;11:00 PM;854.5;248.25;662;2,425.25;0;26.5;1,621;3,141;2,310.5;309.5;164.25;1,262
Jan 1, 2017;11:15 PM;854.5;249;660;2,389.25;0;26.5;1,619.5;3,129;2,231.5;307.5;130;1,316.75
Jan 1, 2017;11:30 PM;854.5;249.75;685.5;2,364;0;26.5;1,620.25;3,136.25;2,125.75;304.25;94.75;1,280.25
Jan 1, 2017;11:45 PM;854.5;249.75;706.5;2,367.25;0;26.5;1,619;3,144;1,966.5;304;0;1,369.75
Jan 2, 2017;12:00 AM;855.75;254.75;716;2,349.25;0;26.5;1,620.5;3,223;1,676.75;302.25;0;1,181
Jan 2, 2017;12:15 AM;855.75;253.75;729;2,340.25;0;26.5;1,618.5;3,246;1,566;303.75;0;1,153.5
Jan 2, 2017;12:30 AM;855.75;253.5;753.25;2,361.5;0;26.5;1,620.5;3,246;1,499.25;302.5;10.25;1,150
Jan 2, 2017;12:45 AM;855.75;253.75;762.5;2,377.5;0;26.5;1,606.5;3,259.75;1,462.75;301;10.25;1,097.5
Jan 2, 2017;1:00 AM;855.75;257;759.75;2,428.5;0;26.5;1,609;3,320.5;1,474.5;304.75;0;1,014.75
Jan 2, 2017;1:15 AM;855.75;255;762.5;2,483.75;0;26.5;1,609.25;3,315;1,419.75;305;0;1,006.25
Jan 2, 2017;1:30 AM;855.75;253.5;753;2,509.5;0;26.5;1,609;3,326.5;1,424.75;304.75;0;1,018
Jan 2, 2017;1:45 AM;855.75;252;718.75;2,493.75;0;26.5;1,608.25;3,347.75;1,385.75;301.75;0.25;988.25
Jan 2, 2017;2:00 AM;855.75;257.25;697.5;2,492.5;0;26.5;1,611.25;3,490.75;1,332;305.5;0;954.75
Jan 2, 2017;2:15 AM;855.75;255.25;680.75;2,480.75;0;26.5;1,610.5;3,539;1,333;305;10;1,034
Jan 2, 2017;2:30 AM;855.75;251;650;2,515;0;26.5;1,609.25;3,542.25;1,303.25;304.75;5.75;1,085
Jan 2, 2017;2:45 AM;855.75;248;622.75;2,570.5;0;26.5;1,607.25;3,564;1,291.5;303;0.25;1,129.25
Jan 2, 2017;3:00 AM;855.75;250.25;625.5;2,613.5;0;26.5;1,608.25;3,608.75;1,347.25;302.5;0;1,118.75
Jan 2, 2017;3:15 AM;855.75;250.75;618;2,590.75;0;26.5;1,609.25;3,601;1,354.5;303;0;1,135.5
Jan 2, 2017;3:30 AM;855.75;256.5;579.25;2,559.5;0;26.5;1,609.5;3,598;1,386;303;0.25;1,157.25
Jan 2, 2017;3:45 AM;855.75;254;575.5;2,532;0;26.5;1,609.25;3,598.25;1,429.75;302;0.25;1,221
Jan 2, 2017;4:00 AM;855.75;258.75;558.5;2,506;0;26.5;1,611;3,549;1,461.75;298.25;0;1,251.25
Jan 2, 2017;4:15 AM;855.75;250.25;501.25;2,485.75;0;26.5;1,610;3,518;1,526.5;300.75;0;1,264.25
Jan 2, 2017;4:30 AM;855.75;248;515.5;2,451.75;0;26.5;1,609.25;3,513.25;1,689.75;300.75;0;1,263.75
Jan 2, 2017;4:45 AM;855.75;246.5;530;2,440.25;0;26.5;1,608.5;3,503;1,876.75;301.25;0;1,252.75
Jan 2, 2017;5:00 AM;855.75;243.25;520.75;2,433.25;0;26.5;1,605.75;3,401.75;2,053;300.5;10.25;1,453.75
Jan 2, 2017;5:15 AM;855.75;251.25;494.5;2,432.75;0;26.5;1,607.5;3,393.5;2,194;296.75;10;1,483.75
Jan 2, 2017;5:30 AM;855.75;255.75;502.5;2,452.25;0;26.5;1,610.5;3,398;2,294.25;293.25;0;1,512.75
Jan 2, 2017;5:45 AM;855.75;252.5;521.25;2,505.25;0;26.5;1,611;3,424.75;2,399;294;0;1,450.5
Jan 2, 2017;6:00 AM;855.75;247.75;523.5;2,506.75;0;26.5;1,606.25;3,455.25;2,519.5;301.5;0;1,551.5
Jan 2, 2017;6:15 AM;855.75;244.5;527.25;2,518.25;0;26.5;1,611.75;3,476.75;2,642.5;329.5;0;1,501.25
Jan 2, 2017;6:30 AM;855.75;251.75;530.25;2,526;0;26.5;1,610.75;3,484;2,875.75;358.5;0;1,554.75
Jan 2, 2017;6:45 AM;855.75;252;466.25;2,529.5;0;26.5;1,609.75;3,461;3,132.25;389.5;40.25;1,616
Jan 2, 2017;7:00 AM;855.75;247;390.75;2,528.25;0;26.5;1,605;3,500;3,303;403.5;0;1,777
Jan 2, 2017;7:15 AM;855.75;265.25;401.75;2,546.25;0;26.5;1,611.25;3,530.25;3,353.5;424.5;0;1,801.75
Jan 2, 2017;7:30 AM;855.75;264;427.25;2,591;0;26.5;1,610.25;3,489;3,527.25;427.75;227;1,805
Jan 2, 2017;7:45 AM;855.75;256;449.5;2,590.25;0;26.5;1,610.25;3,480.25;3,674;434;173.25;1,952.5
Jan 2, 2017;8:00 AM;855.75;251.75;445;2,524.5;4;26.5;1,606;3,516.25;3,744.25;466.75;292.5;1,904
Jan 2, 2017;8:15 AM;855.75;246.5;421;2,455.5;12;26.5;1,608.25;3,535.5;3,874.75;494.25;391.5;1,956
Jan 2, 2017;8:30 AM;855.75;258.75;413;2,427.25;28.5;26.5;1,609.5;3,562;3,942;535;441;1,957.5
Jan 2, 2017;8:45 AM;855.75;260;405.5;2,314.5;60.75;26.5;1,609.75;3,590;3,968.75;587.5;545.5;2,012.75
Jan 2, 2017;9:00 AM;855.75;266.25;438.5;2,242.5;111;26.5;1,608.25;3,603.5;3,931.25;632.5;728.25;2,013.75
Jan 2, 2017;9:15 AM;855.75;253;472;2,138;164.5;26.5;1,609.75;3,617.75;3,909.5;650.25;848.75;2,040.75
Jan 2, 2017;9:30 AM;855.75;262.75;544.25;2,060.25;219.5;26.5;1,609.75;3,612.5;3,906.75;677;920;2,125.75
Jan 2, 2017;9:45 AM;1,181.75;293.5;581.25;2,041.25;278.75;26.5;1,609;3,581.5;3,913.25;685.25;818.5;2,126
Jan 2, 2017;10:00 AM;1,181.5;277;607.5;2,036.5;332;26.5;1,609.5;3,514.25;3,955;703.75;661.75;2,160
Jan 2, 2017;10:15 AM;1,181.5;278;611;1,977;383.25;26.5;1,609.75;3,450;3,983.25;701.5;632.5;2,183.5
Jan 2, 2017;10:30 AM;1,181.75;286;623.75;1,931.25;430.5;26.5;1,609.5;3,429;4,002.75;722.25;868.25;2,150.25
Jan 2, 2017;10:45 AM;1,181;284.75;644.75;1,890;481.25;26.5;1,608.25;3,433.5;4,018.75;734.25;694;2,153.75
Jan 2, 2017;11:00 AM;1,180.75;289.25;681.25;1,804;518.25;26.5;1,610.5;3,437;4,020;746.25;826.5;2,169.75
Jan 2, 2017;11:15 AM;1,180;293.25;691.5;1,793;577;26.5;1,609.75;3,425.5;4,025.25;756.25;606.75;2,145.5
Jan 2, 2017;11:30 AM;1,181;284;683.25;1,735.5;638.5;26.5;1,609.25;3,415;4,021.5;788.5;877.75;2,090.75
Jan 2, 2017;11:45 AM;1,180.75;284.75;726.75;1,709.25;667.5;26.5;1,610;3,391.75;4,025.5;813.75;598;2,064.75
Jan 2, 2017;12:00 PM;1,180;304.75;726;1,764.25;700;26.5;1,609;3,333;4,036.25;845;619.75;2,083.5
Jan 2, 2017;12:15 PM;1,180.25;301.75;717;1,770;729.75;26.5;1,609.25;3,315.5;4,047.75;877.5;889.5;2,060
Jan 2, 2017;12:30 PM;1,179.5;299.25;710.75;1,824.75;727.25;26.5;1,609;3,320.5;4,055;880.25;565;2,049
Jan 2, 2017;12:45 PM;1,179.25;287.5;708;1,856.25;711.25;26.5;1,609.25;3,362.75;4,056.25;874.5;421;2,043
Jan 2, 2017;1:00 PM;1,178.5;285.75;702.75;1,843.75;678.75;26.5;1,608.75;3,417.75;4,064.25;842.5;299.25;2,002.25
Jan 2, 2017;1:15 PM;1,179.75;289.25;603.5;1,870;660.5;26.5;1,606;3,426.25;4,070.75;854.75;262;1,996
Jan 2, 2017;1:30 PM;1,179.75;284;589;1,904;623;26.5;1,608.25;3,420.5;4,061.75;853.75;198.75;1,959.5
Jan 2, 2017;1:45 PM;1,180;274.25;667;1,915.5;565.75;26.5;1,608;3,420;4,063;851.25;247;1,928.25
Jan 2, 2017;2:00 PM;1,179.75;286.5;685.25;1,893.5;492;26.5;1,614.75;3,445;4,062;883.75;118.75;1,922
Jan 2, 2017;2:15 PM;1,177.75;270.75;683.75;1,935.25;423.5;26.5;1,608.75;3,439.25;4,059.5;884;114.75;1,956
Jan 2, 2017;2:30 PM;1,178.25;269;676;1,994.25;358;26.5;1,609.25;3,433.25;4,065.5;882.75;273.75;1,918.75
Jan 2, 2017;2:45 PM;1,180;268.75;655.75;1,985.75;298.75;26.5;1,608.25;3,436.5;4,074.25;885.25;89.25;1,896
Jan 2, 2017;3:00 PM;1,181.5;279.5;632.75;1,975.5;232;26.5;1,608.75;3,448.75;4,088.25;886.75;429;1,934.25
Jan 2, 2017;3:15 PM;1,183;276.75;591.5;2,012.25;161.75;26.5;1,610;3,453;4,080.25;888.75;501.25;1,931.75
Jan 2, 2017;3:30 PM;1,182.75;277.5;619.5;2,019;103;26.5;1,609.75;3,484;4,087.25;890.5;552.25;1,910.75
Jan 2, 2017;3:45 PM;1,180.5;277.5;666.75;2,045.5;59.75;26.5;1,610;3,517.5;4,089.75;898.25;164.25;1,912.75
Jan 2, 2017;4:00 PM;1,179.75;275.75;647.25;2,044.25;29.25;26.5;1,608.5;3,500;4,089;912.5;84.25;1,983.75
Jan 2, 2017;4:15 PM;1,178.5;278.75;625.5;2,080.5;13;26.5;1,610.5;3,509.25;4,067.5;915.5;146;2,023
Jan 2, 2017;4:30 PM;1,177.5;282.25;649.25;2,146.25;4.75;26.5;1,611.25;3,512;4,043;928.5;844.75;1,954.75
Jan 2, 2017;4:45 PM;1,178.5;280;690.25;2,159;0.75;26.5;1,612.5;3,513;4,041.75;929.25;450;1,962.5
Jan 2, 2017;5:00 PM;1,180;274;700;2,211.5;0;26.5;1,607.75;3,518.5;4,038.75;928;753.75;1,944
Jan 2, 2017;5:15 PM;1,179.75;275.5;716.25;2,258.25;0;26.5;1,609;3,535.25;4,039.75;928;288.75;1,969.5
Jan 2, 2017;5:30 PM;1,180.75;278;735.75;2,341;0;26.5;1,607.75;3,524.25;4,038.75;925;772;1,977.25
Jan 2, 2017;5:45 PM;1,179.75;279.75;743.5;2,420;0;26.5;1,607.75;3,522;4,036.75;926.25;176.25;1,967.5
Jan 2, 2017;6:00 PM;1,180;282.25;759.75;2,467.5;0;26.5;1,605.5;3,557.75;4,023.75;920.5;619.5;1,964
Jan 2, 2017;6:15 PM;1,180;282.5;764;2,544.25;0;26.5;1,606.25;3,593.75;4,012.75;856;85.25;2,039
Jan 2, 2017;6:30 PM;1,180.5;282;763;2,685;0;26.5;1,602.5;3,621.75;4,009.25;820.25;97.5;2,042
Jan 2, 2017;6:45 PM;1,181;281.75;744;2,712;0;26.5;1,610.5;3,627.75;3,943;800;590.25;1,942.25
Jan 2, 2017;7:00 PM;1,179.75;283.25;721.75;2,744.75;0;26.5;1,610;3,649.5;4,001.75;839.75;449;1,952
Jan 2, 2017;7:15 PM;1,180.25;283.25;725.25;2,801.75;0;26.5;1,607.75;3,661;4,013.25;831;185.75;1,983.75
Jan 2, 2017;7:30 PM;1,180.75;282.75;715;2,761.75;0;26.5;1,608;3,667.5;3,866;803.25;154.75;2,020.5
Jan 2, 2017;7:45 PM;1,181.25;281;697.25;2,732.5;0;26.5;1,605.25;3,653;3,829.25;778.5;212;2,041.25
Jan 2, 2017;8:00 PM;1,179.75;280.5;725.25;2,775.75;0;26.5;1,605.25;3,669.5;3,877.75;725.75;268.25;2,042.75
Jan 2, 2017;8:15 PM;1,180;280.75;716;2,719.25;0;26.5;1,609.25;3,656.25;3,844.75;673;137.5;1,979.5
Jan 2, 2017;8:30 PM;1,180.5;280.5;711.5;2,765.75;0;26.5;1,608;3,669.75;3,756.5;668;45.25;1,945.75
Jan 2, 2017;8:45 PM;1,180.75;280.5;704;2,788.75;0;26.5;1,605.25;3,651.5;3,688.5;656;19;1,969
Jan 2, 2017;9:00 PM;1,179.75;282.5;691.5;2,825.25;0;26.5;1,610.75;3,656;3,589.5;599.5;173.5;1,859.5
Jan 2, 2017;9:15 PM;1,180;283;679.25;2,876.25;0;26.5;1,609.75;3,628;3,540.25;524.25;160.25;1,814
Jan 2, 2017;9:30 PM;1,179;282.5;656;2,915;0;26.5;1,609;3,618;3,461;477.5;121;1,821
Jan 2, 2017;9:45 PM;1,178;281.5;682.5;2,923;0;26.5;1,605.75;3,596;3,351.25;426.25;179.25;1,844.25
Jan 2, 2017;10:00 PM;1,177.5;281.5;691.25;2,919.25;0;26.5;1,610.75;3,478.75;3,285.75;425.75;497;1,875.75
Jan 2, 2017;10:15 PM;1,177;280.25;702.25;2,983.5;0;26.5;1,609.25;3,404.25;3,222.75;428.25;265.25;1,878.25
Jan 2, 2017;10:30 PM;1,177;280;697.75;3,012.75;0;26.5;1,609.75;3,400.75;3,099.5;388.5;170.5;1,871
Jan 2, 2017;10:45 PM;1,177.5;280.5;687.75;3,027.25;0;26.5;1,606.75;3,373.25;2,901.5;360.25;20.75;1,866.5
Jan 2, 2017;11:00 PM;1,176.25;280.25;671;3,133.5;0;26.5;1,610;3,271.25;2,720.5;337.25;41.5;1,797
Jan 2, 2017;11:15 PM;1,176;281;652.5;3,245.75;0;26.5;1,609;3,255.25;2,599;322.5;37.75;1,844.25
Jan 2, 2017;11:30 PM;1,176.5;279.5;646.25;3,292.75;0;26.5;1,609.5;3,239.25;2,485.25;318;0;1,880.75
Jan 2, 2017;11:45 PM;1,176.25;278.75;683;3,352.75;0;26.5;1,606;3,223.25;2,310.5;304.75;0;1,837.5
Jan 3, 2017;12:00 AM;1,170;298;659;3,403.25;0;26.5;1,611.5;3,159.75;2,183;296.75;0;1,812
Jan 3, 2017;12:15 AM;1,170;300.75;635.25;3,462.75;0;26.5;1,610.25;3,149;2,011.25;296.75;0;1,695.75
Jan 3, 2017;12:30 AM;1,170.75;288;626.25;3,546.5;0;26.5;1,609.5;3,168;1,975.75;294.5;10.5;1,631.25
Jan 3, 2017;12:45 AM;1,170.5;291.5;610;3,558.25;0;26.5;1,602;3,200.5;1,943;291.75;10.5;1,604.25
Jan 3, 2017;1:00 AM;1,169.5;306.25;599.75;3,525.5;0;26.5;1,611;3,192.75;1,849;292.5;0.75;1,498
Jan 3, 2017;1:15 AM;1,169.25;296.25;624;3,537.25;0;26.5;1,608.75;3,194.75;1,851.25;291.25;0.75;1,413.5
