"","G_gas","G_coal_brown","G_coal_hard","G_bio","G_hydro","G_nuclear","G_wind_on","G_wind_off","G_pv","G_otherRE","G_phes","G_otherCONV"
"2554",864,15993.25,1423.25,4679.25,1516.5,6609,4896,1766,8268.75,159,215.25,3507.25
"2555",817,15764.5,1454,4674,1530.75,6603.5,5514,1869.5,9599.75,159,607.75,3628.25
"2556",787.25,15835.5,1453.75,4673,1509.5,6584.5,6463.75,1707.75,10807.5,159,488.75,3551.25
"2557",795.5,15131,1451,4661.25,1467.5,6444.5,7489.25,1702.5,11567,159,22.5,2955.5
"2558",762,14290.25,1493.5,4661.5,1483.75,6471.25,8999,1863.5,11391.25,159,0.25,2969.75
"2559",976.75,13861.25,1494.5,4656,1624.75,6582.25,9811.75,1891.5,10340.25,159,0,2641.75
"2560",1066.5,14001.5,1505,4656.25,1508.75,6580.25,10238,2322.25,8753.75,159,0.5,2751.25
"2561",1087.5,15127.25,1658,4665.5,1556.25,6597.5,9922.25,2785,6211.25,159,2,3704.25
"2562",1103.75,15944.25,1637,4666.25,1524,6603,9043.75,2775.5,3320.5,159,680.75,3769
"2563",1166,16196.5,1607,4660,1525.75,6605,7779.25,3287,865.5,159,843.25,4259
"2564",1218,16181.5,1567,4647.75,1481,6602,6713,3681.75,23.25,159,1255.5,4464
"2565",1241,16129.25,1519.25,4656.5,1511,6603.5,6542.5,3418.25,0,159,1362,4344.5
"2566",1213,16105.75,1477,4654.75,1517.5,6601,6635,3364,0,159,919,4291
"2567",1165.75,16117.25,1426.5,4649.75,1495.75,6611,6559,3028.75,0,159,801.25,3659.5
"2568",1140.25,16160.25,1389,4628.25,1525.5,6619.25,6215.5,2549.5,0,159,22.75,3858.25
"2569",1138.5,16264.75,1353.5,4625.5,1530.5,6626.25,5964.75,1914,0,159,1.25,3767.5
"2570",1136.5,16259.5,1416.75,4626,1541.25,6622.5,6271.25,1743.75,0,159,0.25,3695.75
"2571",1133.5,16221,1756.5,4622,1557.75,6628.5,6937,2021.25,0,159,0.5,3757
"2572",1150.75,16200.5,2714.25,4633,1517,6616.5,8001,2107.75,0,159,2.25,3802
"2573",1244,16293,4069.5,4607,1551.25,6625.75,8217.5,2032.5,0,159,45.25,4762.75
"2574",1623.25,16303.75,6485.75,4582,1542.5,6632.5,8807.25,2315.25,129.5,159,121.5,5159
"2575",2149.5,15953,8904.75,4572.25,1582.75,6637,8508.75,2927.25,1362.75,159,1182.75,5951.5
"2576",2164.25,15582.25,9426.75,4584.75,1641.25,6650.75,9104.25,3424.5,3583.5,159,3319.25,6388.75
"2577",2178.5,15850.25,9938,4596.75,1634.25,6646.75,10196,3422.75,6249.75,159,3153.25,6043.75
"2578",2143.25,15920.25,9975.25,4600,1672.25,6644.75,11078.5,3286.75,8241.25,159,1502.75,6633.75
"2579",2124.75,15668.25,9865,4583,1711.75,6646.75,11582.5,2842.25,9798.75,159,2060.25,6606
"2580",2126,15199.5,9973.5,4605.5,1607.5,6645.25,11950.25,2386,10993.25,159,589.25,6340
"2581",2068.25,15337.5,9754.25,4611,1610.25,6639,11583.5,1955.5,12161,159,60.75,6403.75
"2582",2079,15430,9804.75,4619.75,1633.75,6627,12016.25,1602.75,12975,159,93.75,5910.5
"2583",2051.5,15569,9300.5,4610,1635,6615.75,12829.5,1322,12906.25,159,0.5,6008.25
"2584",2122.25,15194.5,9300.25,4602.25,1676,6625,13347.25,1071.75,10924.25,159,28.75,6466
"2585",2130.5,14888.5,9498,4612.25,1691,6629.5,13996.25,919.75,7713.25,159,379.25,6405.5
"2586",2137.5,14706.5,10185.25,4606,1679.25,6634.5,13633,1104.25,4045,159,489.5,6607.5
"2587",2131.5,14948,10511.25,4597.5,1691,6644.25,12263.5,1173.75,1093.25,159,1687,6821.25
"2588",2118.25,15127.75,10619.75,4591.25,1708.75,6647,11053.25,1096.75,36,159,2433.25,6993.25
"2589",2125.75,14952.5,10611.25,4598.75,1722.75,6646.75,9941.75,982.75,0,159,1701.25,6898
"2590",2124.25,14921.25,10291.5,4601.5,1729.75,6648.5,9328.25,966.25,0,159,354.75,6634.25
"2591",2124.5,14931,9012,4600.5,1715.75,6649,8893.25,716,0,159,151.25,6140.5
"2592",2105.5,15508.5,7891.25,4628.25,1627.5,6645.25,8345,609,0,159,0.5,6028.75
"2593",2078.5,16211.5,7009,4644.25,1725.25,6640,7826.25,518.75,0,159,0.75,5900.25
"2594",2050.5,16305,6771.75,4644.5,1762.75,6650.5,7362,432.5,0,159,4.75,5715.75
"2595",2023.5,16281.5,7243.25,4644.25,1759.25,6654.25,7167,583.5,0,159,0.5,5347
"2596",2009.5,16335.75,8646,4649.75,1732,6647.75,6961.25,646,0,159,2,5454.5
"2597",2042.75,16398.25,9770.5,4640,1729.5,6660.25,6935.5,633.25,0,159,0,5866.25
"2598",2098.25,16433.75,11021.25,4634.5,1702.75,6654.25,7127.25,468,241.25,159,182,7173.75
"2599",2166.25,16565,11880.25,4635.25,1720.75,6659.25,6314.75,518.5,2376.5,159,1387,7835.75
"2600",2187.25,16581.5,11927.5,4648,1730.25,6564.5,5269.5,450,6513.75,159,2399.5,8471.25
"2601",2150.75,15888,11916,4622.75,1710.75,6351.5,6636.5,345.25,11072.25,159,1394.25,7504.5
"2602",2160.5,15592,12127.5,4629,1736.75,6524.5,8621,244.25,13010.25,159,1076.25,7076.75
"2603",2120.25,15399.5,12344.5,4658.25,1768,6547.25,8591.25,143,13293.75,159,1973.75,7510.5
"2604",2111.75,15245.25,12349,4661.5,1743,6542.25,8432.25,82.5,13528,159,1683.75,7474.75
"2605",2001.5,15273.25,12072,4686,1638.25,6535,8227,40.5,14022.25,159,137.5,7295.75
"2606",2020.5,15570,11500.5,4686.25,1630.75,6534,8095.25,7.75,13953,159,107,6628
"2607",2049.25,15929,11094,4677,1648.25,6583.5,7982,7,12693,159,91.5,6432.25
"2608",2076.5,15855.75,11238.5,4646.5,1681.5,6634.5,7983.25,37.5,10359,159,115.75,6879.25
"2609",2093.25,16017.25,11572.5,4628.5,1662,6639.5,7947,19.25,7293,159,207.5,6956.5
"2610",2078.5,16665.25,12263.25,4635.75,1586.5,6642.5,7322.75,12,3899.25,159,982.25,7325.75
"2611",2066.75,16650,12406.5,4638.5,1587.75,6643.5,6079.25,21.5,1132.5,159,1156.5,7516.5
"2612",2106.25,16612.75,12374.25,4631.75,1668,6643.75,5169,10.25,30.75,159,2177.5,7410.75
"2613",2111.25,16876.75,12471.75,4631.5,1680.25,6643.25,5045,9.25,0,159,2209.75,7058.25
"2614",2086,17083,12380.25,4639.25,1744.25,6644,5018.25,27.75,0,159,923.5,6956.75
"2615",2032,17209.25,11691,4641.75,1768,6644.75,4478.75,76.75,0,159,77.75,6798.5
"2616",2032.25,17248.5,9663.75,4588,1773.25,6645.75,3804,82.5,0,159,177.5,6565.5
"2617",2114.25,17221.5,8768,4581.5,1796,6644.75,3037,117.5,0,159,11.75,7074.5
"2618",2131.75,17201.75,8410.5,4592.5,1802.75,6653.5,2438.25,287,0,159,74.25,6610.75
"2619",2117.5,17374.75,8521.5,4585.75,1801,6659,2123.5,438.5,0,159,46,6801.75
"2620",2136.75,17432,9506,4614.25,1765,6660.75,2095.25,600.25,0,159,45,6532.25
"2621",2189.75,17511.25,11047.5,4631.5,1747.5,6660.25,2072.75,751.25,0.5,159,149.25,6449.5
"2622",2181,17519.25,12274,4634,1699.5,6656.5,2082.75,944.75,310,159,644.25,7222.75
"2623",2253.75,17583.5,12329,4629.5,1679.75,6660.25,1985,1061.25,3136.5,159,1884.5,7672.75
"2624",2262,17549,11927.5,4637.75,1643.25,6655.75,1412,1045.75,8680.25,159,1971,8036.75
"2625",2229.75,17589,11480.25,4652,1629,6656.5,1267.25,1235.25,14405.25,159,446.75,7967.75
"2626",2182,17609.25,11127,4664.75,1624.75,6648.5,2123.25,1319.25,16846.75,159,485.5,7586.75
"2627",2054.75,17565.5,10798.75,4668.75,1610,6616.25,2395.75,1534.25,18495.5,159,188.5,7342.25
"2628",2024.25,17412,9825.5,4638,1616,6523,2310.25,1799.5,20257.5,159,68,7351.75
"2629",2057.25,17504,8577.25,4636.75,1580.5,6601.5,2365,2078.75,21493,159,106.5,7174
"2630",1997.75,17539,7444,4628,1551.75,6614.5,2623.25,2338.75,21381.5,159,136.25,6833.25
"2631",2111,17542.75,7164.75,4637.75,1547,6624,2918.25,2602.75,19346.25,159,69.25,6720.25
"2632",2136,17576.5,7454.75,4625.75,1534,6616,3385.75,2863.25,15456.25,159,174.75,6857.5
"2633",2111.75,17593.75,8524,4650.5,1571.75,6630.75,3642,3151.75,10463.75,159,496.25,7304.5
"2634",2131.75,17619.25,9243,4651.75,1538,6866.5,3365.75,3226,5294,159,1916,7067
"2635",2133.75,17595,9953,4643.25,1573.75,6968.25,2991.25,3235,1419.75,159,3092.25,7422.25
"2636",2129.5,17544,10134.5,4644.75,1613.75,7162.5,3013.75,2977.75,45.5,159,3837.25,7452.25
"2637",2136.25,17479.25,10028.5,4644.5,1621,7233.25,3698.25,2600.25,0,159,3177.75,7519
"2638",2123.75,17361.75,9093.75,4639.25,1626,7441.5,4832.75,2465.75,0,159,1397,7299
"2639",1842.75,17360,7083.75,4642.25,1598.75,7515.75,6088.25,2308.5,0,159,112,6473
"2640",1219,17340.5,5207.75,4609.5,1582,7546,7419,2168.75,0,159,188,5025.25
"2641",1209,17320,4203.75,4611.5,1545.25,7769.5,8325,2110,0,159,0,4044.25
"2642",1178.5,17226.75,3956.5,4605.5,1562.75,7799,8825.25,2195.5,0,159,20.5,4205.5
"2643",1191,17249.5,4009.5,4607.25,1570.25,7839.75,9114.25,2087.5,0,159,0,3839.5
"2644",1250,17290.25,4513.75,4618.75,1550,7882,9175.25,2216.75,0,159,22.25,4032.5
"2645",1260.75,17353.75,5715,4626,1596,7909.75,9055,2435.5,0.75,159,29.25,4537.5
"2646",1303,17339.75,6546.5,4614,1571.75,7932,9021.75,2662.5,242.25,159,1607.75,5498.25
"2647",1311.5,17214.5,6707.75,4612,1586.75,7945,9130,2816.5,2346.5,159,3233.75,6028.75
"2648",1300.25,17060,6727.75,4613.5,1546.5,7931.75,8958.5,2753,6271,159,2883,6254
"2649",1287.5,17004.25,6721,4623,1514.5,7926.5,9063.5,2641,10783.25,159,1353.25,5867.5
"2650",1292.25,16809.25,5843,4643.25,1546.5,7886.75,10075,2841.25,15237.25,159,126.25,5616.25
"2651",1260.5,16260.75,3579.5,4611.5,1550.5,7820.75,11560.5,3231.75,18705.75,159,71.25,4961.5
"2652",1223.75,15735.5,2337.75,4643.75,1519,7830,13934.25,3621.5,19832,159,31.75,5111.25
"2653",1204.5,14501.25,2181.75,4637.5,1512.75,7801.25,15806.25,3806,19240.75,159,59.75,4432.75
"2654",1131,13914.75,2105.5,4631.75,1514.25,7821,17579.25,3927.75,18136.5,159,87.25,4319
"2655",1108.25,13240,1999.25,4651,1508.5,7847.25,19222.25,4091.75,15130.25,159,201.5,4664.75
"2656",1075.5,13037.75,1770,4656.5,1554,7858,20312.5,3567.25,11315,159,246,4645.5
"2657",1080.5,13819.25,1890.5,4647,1512.25,7859,20956.5,3273.25,7175.25,159,1077.25,4839.25
"2658",1103.75,15179,2149.5,4649.5,1508.75,7849.25,21624.25,3005.75,3369,159,1038.75,5489.5
"2659",1117.25,15946.5,2041,4659.25,1478.25,7860.5,21721.5,2957.5,800,159,1536,5895.75
"2660",1138.75,15363.5,1558.5,4652.5,1474,7850,21971.25,3064.75,15.75,159,1953.5,5664.5
"2661",1139.75,15234.5,1396.25,4644.75,1479.25,7856.75,22318.75,3166.75,0,159,1270.75,4858.5
"2662",1123,13596.5,1553.5,4636.5,1482.5,7880,22149.75,3205,0,159,584.75,4807.5
"2663",1106.5,11659,1301.75,4617,1485,7893.5,21673.5,3259.25,0,159,626.5,4226.75
"2664",1027.75,11214.5,1261.75,4612.75,1492.25,7743.25,20806,3353.25,0,157,286.25,3539
"2665",940.5,10283,1271.5,4615,1492.5,7682.25,19672.25,3817.25,0,157,0,3281.75
"2666",890.75,10111.25,1446.25,4633.25,1478.5,7630.25,18790,3880.5,0,157,53.5,3196.75
"2667",888.25,10127.5,1538,4615.5,1500.5,7642,17939.75,4049.75,0,157,26.25,3079.25
"2668",910.25,10645.5,1547.5,4627.75,1496,7665.5,17472,3963,0,157,53.75,3079.5
"2669",911.25,11683,1253.25,4644,1488.25,7654.25,16560,3895.75,1.5,157,60,3224
"2670",972,13038.75,1123,4653.5,1510,7639,15543.5,4074,239,157,193.5,3413.5
"2671",994.25,14001.75,1196,4651.75,1443.75,7641,14728.75,4127.75,1839.75,157,254.5,3524.75
"2672",996.25,13977,1570.75,4653,1462.5,7638.5,16598.25,4201,4631,157,348.5,3668.5
"2673",997.5,12951,1714.25,4650.25,1519,7615,19180.75,4190.25,7339.25,157,1162.75,3588.25
"2674",986,12428.75,1969.5,4654,1523.25,7607.5,20477,4191.5,9189.5,157,545.5,3559.25
"2675",959.5,10917.75,1859.75,4646,1470.75,7603.5,21322.25,4188.5,10569.5,157,92.25,3207.5
"2676",985.5,9901.5,1749.25,4630.5,1434.75,7588,22271.5,3882.5,11493.25,157,23,3065.25
"2677",967.75,8954.25,1625.5,4647,1454.25,7519.25,22903,3854.25,11933.25,157,12.25,3265.5
"2678",947.75,8600.75,1499.75,4664,1453.25,7524.75,23053,3894.5,11266.5,157,10.75,2928.75
"2679",928.25,8616.75,1519,4661.25,1481.5,7562.5,23805.75,3703,9763.25,157,0,2917
"2680",946.5,9037.5,1403,4651.5,1480.25,7575.75,23836.25,3563,8056.25,157,13.25,3203.25
"2681",976.5,10995.5,1112.25,4651.5,1456.25,7686.5,23077.25,3550.25,5549,157,10.75,3098.75
"2682",1009.5,11664.75,1276.25,4639,1462.5,7758.25,21203.25,3601.25,3096.25,157,784.5,3994
"2683",1031,12846.5,1304.75,4631.75,1452.25,7731.5,19582.75,3888.25,926.5,157,427.25,4836.5
"2684",1026.75,13436.25,1292.25,4620.75,1475.25,7667,17858.5,3807.25,39.75,157,1924.5,5005.5
"2685",1023,13390.5,1186.25,4630.25,1483.75,7670.75,16441,3786,0,157,2447.5,4761.25
"2686",1020.25,13664.5,1074.75,4648,1486.75,7670,15275.5,3894.75,0,157,1997.75,4084.5
"2687",1000.5,13636.25,861.25,4646.5,1485.75,7718.25,15191.75,3977,0,157,1449.75,3353.25
"2688",965.25,12444.75,836.5,4622,1467.5,7899.5,14598,3783.75,0,157,583.25,3481.25
"2689",926.75,10972,643.75,4614,1465.5,7908.5,14308.25,3926.25,0,157,209.25,3545
"2690",919.75,10655.75,593.75,4623,1478.75,7909.75,14397.75,3811,0,157,225.5,3261.25
"2691",914,10704.75,586.5,4634.75,1554.5,7924,13863.75,3959.25,0,157,288.75,3681.75
"2692",913.5,11032.5,593.75,4633.5,1488.75,7925.5,13015.75,3936,0,157,313.25,3969.75
"2693",910.75,11694,608.5,4643,1473.75,7920,12292.75,3944.25,2,157,264,3722.25
"2694",967,11754,633,4644.25,1492.5,7930.5,11996.25,3847.25,305.75,157,347.25,3817.75
"2695",994,11488.25,614.5,4645.75,1498.75,7933.5,10890.5,3650.75,2453.75,157,301.75,3771.75
"2696",1004.25,11621,654.25,4652.5,1513,7923.5,10986.25,3690.25,6208.5,157,69.25,3671.5
"2697",950.5,11197.75,671.75,4668.25,1555.5,7914.75,12877.25,3463.5,9712.5,157,75.75,3445
"2698",912.25,10197.5,641,4679.5,1560.75,7913.25,14286.5,3525.25,11794,157,22.5,4046.75
"2699",836.25,10302.25,614.25,4709.25,1573.5,7915,15598.5,3361,13120,157,70.75,4051
"2700",825.25,9634.75,608.5,4708.25,1533.25,7837,16506.5,3158.25,14752.5,157,33.25,3230.25
"2701",826,8623,627.75,4688,1511,7674,17320.25,3385.75,15257,157,22,2541.75
"2702",823,8272.5,624.5,4672.5,1496.25,7343.25,17830,3398,15369.5,157,0,2528.25
"2703",822.25,8217.75,627,4703.25,1505.25,7163.25,18500.75,3152.5,14333.25,157,10.5,2640.25
"2704",843.5,8136,744.5,4700.5,1541.5,7200.75,18748.25,2998.5,12004.75,157,17.75,3271.25
"2705",924.5,10148.25,866.5,4688.25,1539.5,7300,18070,2589.25,8641,157,42.75,3706
"2706",975.25,13200.25,1504,4698.5,1550,7687.5,16636.25,2232,4666.5,157,632.75,4091.25
"2707",993.75,14144,2241,4690.25,1537.5,7876.5,13144.75,2102,1423,157,1529.5,4110.75
"2708",1041.25,14482.75,3096.25,4670,1506.75,7921,10005.75,2034.75,68.75,157,2113.25,4392
"2709",1032.5,15022.75,3376.25,4671,1492.75,7920.25,8571.5,2003.25,0,157,2974,3958.25
"2710",1028.25,15283.25,3428.75,4355.5,1418.5,7917,7891.75,2289.25,0,157,2023.5,4083
"2711",1166.5,15400,3082.5,4669.5,1451.25,7892.5,7813.5,2771.75,0,157,683,3883.5
"2712",1145.25,15968.75,2355.25,4646.25,1494,7878.5,8036.25,3388,0,157,88.75,3873.5
"2713",1055.25,16000.75,2351.25,4651.25,1521.25,7885.5,8273,3668.5,0,157,0.5,3699.25
"2714",1094.5,15991,1871.25,4653.25,1576.5,7892.25,8623.25,3847.25,0,157,5.75,3680.75
"2715",1112.5,16161.25,1932.25,4649.5,1584,7895,8644.5,4049.25,0,157,19.75,3678
"2716",1102,16259.75,2756.75,4665.75,1585.75,7896.5,9552.5,4143.5,0,157,19.75,3907.25
"2717",1123.75,16260.25,3554.75,4667,1601,7897,10563.25,4176.75,3,157,402.75,4220
"2718",1175.5,16189.5,4170.5,4667,1577.25,7891.25,11659.25,4036.5,480.75,157,1600.5,4707.5
"2719",1214.75,16592.5,4431.75,4673.5,1613.5,7887.75,12213.75,3941.75,3731.25,157,1662,5319
"2720",1440.25,16609.25,4038,4680.25,1584,7882.5,12129.25,3918,9294.5,157,1991.5,5506
"2721",1427,15809.25,3210,4662.5,1536.75,7865.5,13526.75,3932.25,15027,157,895.5,5200
"2722",1401.5,14575.75,2188.25,4650.5,1509.5,7817.5,16134.5,3939.75,19856.75,157,38,4698.5
"2723",1303.75,13705.75,1754.25,4657.75,1508.5,7467,17977,3923,22940.75,157,24.75,4836.75
"2724",1286,13025.5,1384.25,4664.75,1526,7327.5,18540.75,3842.75,24237,157,0,4730.75
"2725",1289.25,13014,1436,4648.25,1529.75,7356.25,18715,3721.5,23940.25,157,0,4732.5
"2726",1287.25,13598.75,1451,4636.5,1524,7547,18070.25,3141.75,22183.75,157,0,4511.75
"2727",1318.25,14025.5,1928.75,4643.5,1457.25,7720.75,16976,2273.75,19213.5,157,0,4507.25
"2728",1488,15470.25,2984.25,4664.75,1477.25,7746.25,15848,1502.25,15214.5,157,0,4338.5
"2729",1488,16426.5,4976.75,4683.5,1470.25,7807.75,13434.75,1092.25,9961,157,746.75,5052.25
"2730",1511,16731.5,6774.75,4679.25,1474,7823,10869.75,829.5,4807.75,157,2560.5,5828
"2731",1589.75,16763,7478,4679,1463.75,7829.75,7564.25,610,1319.25,157,4311.75,6391.75
"2732",1598.25,16760.75,7632.25,4673,1551,7834.75,5546.5,410.25,50,157,4232.25,6697.25
"2733",1597.25,16766,7973.75,4665.75,1536,7832,4666.25,288,0,157,3139,6486.75
"2734",1503,16898.75,7750,4677.5,1513,7835.25,4298.25,218,0,157,1954.75,6156
"2735",1481.5,16903.25,6768.75,4663.75,1511.75,7839.25,3804.25,220,0,157,1026.75,5821.75
"2736",1409.25,16914.25,6217.5,4618.5,1497.25,7847.5,3548.5,157.25,0,157,58.75,5374
"2737",1433,16936.5,5943.5,4616,1476,7849,3791,185.25,0,157,0,4245.25
"2738",1364.5,16887,6100,4623.25,1491,7851.5,4274.5,256.75,0,157,0,4447.75
"2739",1364.25,16821.5,6516.25,4631.75,1473,7851.75,5172.5,386.25,0,157,0,4340.75
"2740",1361.5,16825.25,6464.75,4645.75,1486.75,7821.5,6564.5,367.5,0,157,0,4493.75
"2741",1455.5,16798.5,7321.5,4631.75,1502.75,7772.25,7949.75,507.5,3,157,0,5231.75
"2742",1651,16906.25,8965,4642.25,1519,7848,9192.75,646.5,315.25,157,373.75,5824.75
"2743",2037.25,16968,9773,4639,1532.5,7860,9161,685,2041,157,701,6680.25
"2744",2123.25,16846.5,10298.75,4644.75,1526.5,7851.5,8876.25,940.5,4824.75,157,2008.25,7113.75
"2745",2149.5,16826.5,10126.5,4652.25,1516.25,7848.5,10888.75,551.5,7409.25,157,264,6143.25
"2746",2151.5,16858.75,9203.5,4652.25,1560,7850.25,12887.75,522,9054.5,157,412.25,5873.5
"2747",2151.25,16853.25,9377.75,4627.75,1549.75,7851.25,13678,715.75,10187,157,686.25,6438
"2748",2236,17012,9045,4634.75,1560.25,7852,13876.75,867.75,11721,157,94.75,6094.75
"2749",2209.75,16989.5,7967,4608.5,1573,7843.5,14128,1134.75,12515,157,25.5,5804.25
"2750",2208.75,16766.75,7978.5,4608.25,1546.25,7840.75,13845.5,1579.5,11790.25,157,364.25,5768.5
"2751",2395.75,16742,8404.5,4633.25,1527.5,7844.5,13502.25,2010,10045.75,157,62.75,5829.75
"2752",2317.5,16881,8545.75,4647.75,1555.75,7602.5,13168.75,2082,8424.75,157,24.25,5706.25
"2753",2341,16956,9180,4628,1553.25,7443.25,12043,1852,6138.75,157,89.75,5849.25
"2754",2318.75,17080.75,10308.5,4605.75,1551.25,7444.5,10442,1706.75,3535.75,157,783.5,5992.25
"2755",2387.5,17194.5,10823.5,4602,1581.5,7469.75,7993.75,1274,1178.75,157,1909.25,6610
"2756",2383.25,17144,11295.75,4592.5,1593.75,7612,6249.75,1221.25,86.75,157,1919.5,6351.75
"2757",2454.5,17263.25,11238.25,4600.5,1647.75,7862.5,5777.75,1062.25,0,157,1203.25,6139
"2758",2468,17304.5,10605,4603.75,1671,7874.25,5181.25,986.25,0,157,423.25,6271.75
"2759",2403.25,17272.25,9269,4603,1695.25,7882,4843,677.5,0,157,321.25,6076.25
"2760",2176.75,17245.5,7983,4593.75,1686.25,7884.5,4506,690.5,0,157,0,5530.75
"2761",2129.25,17250.25,7363.75,4585.75,1728.75,7886,4171.5,549.75,0,157,0,5153.75
"2762",2265.75,17265,7614.75,4579,1725.75,7888.25,3742.5,634.5,0,157,0,4775.5
"2763",2192.75,17276.75,7674,4564,1759.5,7890.25,3348.25,480.75,0,157,0,4905.25
"2764",2214.5,17269.25,8526.75,4596,1777.75,7889.75,3325.5,400.25,0,157,0,5562.5
"2765",2408.25,17261,10225.5,4604.75,1800.75,7889.25,3106.5,290,5,157,34.5,5845.25
"2766",2806,17290,12047.25,4612.25,1846.25,7887.25,2672,156.25,334.5,157,1450,7066.75
"2767",2858,17348.5,12648.25,4599.5,1880.5,7889.5,1912,72.5,2006.25,157,2970,7754.75
"2768",3172.5,17219,12718.75,4610.5,1881.5,7896,886.25,55.75,4919.5,157,4847.75,8222.5
"2769",3184,17201,12717.25,4647.75,1894.25,7899.5,572.25,57.5,8334.5,157,2259,7955.25
"2770",3108,17169.25,12792,4624,1879.25,7895.75,773.25,122.5,10537,157,1303.25,8049.75
"2771",3255.25,17079.75,12782,4628.25,1863.75,7895.75,995.75,206.5,11798.75,157,1374.75,8003
"2772",3569,17027.5,12768.25,4655,1887.75,7892.25,1142,257.75,12316.5,157,1373.75,7699.5
"2773",3634.25,17099.5,12782.5,4662.25,1866.25,7896.5,1266,115.75,12631.5,157,844.75,7717.5
"2774",3831.75,17122,12910.5,4650,1881.25,7894.75,1437.5,233,12229.5,157,58.75,7915.75
"2775",3949,17250,12875.5,4650.5,1900.5,7899.75,1611.75,183.5,10441.25,157,22,7959
"2776",3964,17015.75,12915.25,4643.25,1856.25,7893.25,1930.5,242.25,8285.5,157,292.75,7381
"2777",3968.75,16998.25,12862.75,4656.75,1876.5,7887.25,1984.25,576.25,5981.5,157,441,7532.75
"2778",3821.25,17123.5,12711,4645.75,1866.75,7883.75,2125.75,687.75,3454,157,241.25,7497.75
"2779",3826,17122,12904.5,4626.75,1828.25,7886.75,1994,706.25,1201.75,157,757.75,8071.75
"2780",3739,17236,12740.5,4628,1821,7891.5,1676.75,763.75,82.75,157,491,7901.5
"2781",3673.5,17246,12408.5,4620.5,1857,7894.25,1392.75,1002.75,0,157,587.5,7510.25
"2782",3534.5,17052.75,11632.25,4629.25,1877.5,7896,1124,1128.5,0,157,809.5,7145
"2783",2834,17061.75,10684.5,4641.25,1879.5,7891.75,1190.5,1022.75,0,157,177,6494.5
"2784",2211.75,17071.75,8972.25,4589.5,1883.75,7893.75,1463.25,821.25,0,157,0.75,5989.5
"2785",2246,17072.5,7725.5,4592.5,1911.75,7898.25,1656.5,674.5,0,157,0,6126.5
"2786",2196.5,17088.75,7380,4581,1892.5,7896.25,1828.25,795.75,0,157,0,5922.5
"2787",2141.5,17095.5,7293.5,4571.25,1908.25,7900.25,1903.25,859.25,0,157,0,5911.75
"2788",2214.75,17063.25,7731.75,4582.75,1913.75,7897,1951.75,766.5,0,157,0,6326
"2789",2322.75,17145.25,9609.25,4596,1954.25,7899.5,1919.75,742,7,157,85,6866.25
"2790",2422,17219,11561.25,4598.25,2012.5,7919.5,1672.25,815.75,399.75,157,1255.75,7405.5
"2791",2545,17288.5,11879,4603.75,2026.5,7918.5,1394,1127,2382,157,2643.5,8178.75
"2792",2530.5,17256.75,12101.75,4620.75,1956.75,7908.5,999,1154,5710.5,157,2528.25,8591.5
"2793",2501.25,17257.25,12037.25,4617,1935.75,7911.75,1302.25,1210.75,9568.5,157,1068.5,8112.25
"2794",2393.5,17244.5,11393.25,4621,1928,7908.75,2149.75,1581.25,12148.5,157,319.25,8115.25
"2795",2405.25,17204,10808.25,4612.5,1957.25,7905.75,2704.5,1724.25,13369,157,1131.5,7967
"2796",2357.75,17100.5,10432,4608.75,1940,7895,3527,2243.75,13239.75,157,1025.25,7752.25
"2797",2373.75,16848,9993.25,4585.25,1972,7894,4060,2689.25,12597.5,157,651.75,7436.25
"2798",2299.5,16498.5,10109.75,4605.5,1926.5,7894.25,4696,3118,11856.5,157,247,6989.75
"2799",2290.5,16393.5,10787.75,4621,1888,7894.5,4801,3254.25,10743.75,157,169.25,6694.75
"2800",2299,15916,10858.75,4631.5,1913.25,7885.25,5174.25,3357.75,8855,157,131.5,6697.5
"2801",2263,15835,11732.75,4626.5,1916.25,7890,5129.25,3132,6147.25,157,147.25,6855
"2802",2413,15817.75,12604.75,4625,1909,7877.25,4656.25,2703.5,3412.25,157,1062.5,7501.25
"2803",2455,15924.75,12593.25,4621,1948.25,7885.75,4140.25,2308,1136.75,157,2363.25,8009.5
"2804",2496.25,15909.75,12683.25,4585.25,1949.75,7888.25,3946.5,2046,89.5,157,1184.5,7872.25
"2805",2492.25,15907.75,12104.75,4607.75,1944.75,7889.5,4046.75,1377.5,0,157,1222.75,7682.25
"2806",2427.25,15894,10538.25,4608.25,1922,7892,4010.5,1067.5,0,157,512.25,7620.5
"2807",2304.25,15872.5,9187.25,4610.5,1944.25,7890.75,4306.25,960.25,0,157,99,6763.5
"2808",2405,15889.25,8366.75,4568,2001.25,7901.5,4535.75,679.75,0,157,2.25,6222.25
"2809",2429.75,15907.5,7941.25,4556,2032.5,7904,4272.25,552.75,0,157,41.5,5884.25
"2810",2437,15924.5,7852.5,4567.25,1995.25,7906,4270.5,467.25,0,157,1,5879
"2811",2417.75,15905.25,8022.75,4566.5,1993.25,7907,4314,496.25,0,157,4.25,6174.25
"2812",2276,15903.25,8557.75,4583,2026.5,7902.5,4278.75,325.5,0,157,0,5919.25
"2813",2519,15909.25,9623.75,4582.75,2012,7901.5,4011.5,294,6.75,157,325.25,6215
"2814",2583.75,15883.5,10681.25,4589.5,2033.25,7903.75,3736.25,370,404.75,157,1131.75,7631
