"","G_gas","G_coal_brown","G_coal_hard","G_bio","G_hydro","G_nuclear","G_wind_on","G_wind_off","G_pv","G_otherRE","G_phes","G_otherCONV"
"5223",730,11578,610.5,4102,2063.5,8604.5,6486.25,2444.75,15954.75,145,10,2615.75
"5224",742.5,13478,610.25,4120.75,2089.5,8405.5,5625.5,2148.5,13478.75,145,31,2923.5
"5225",734.75,15729.75,630,4128.75,2116.75,8763.25,4786.25,1841.75,10061.75,145,19.5,2800.25
"5226",722,16343.25,1051.75,4130.75,2134.5,8833.25,3812.25,1534.25,6356.75,145,248.25,3339.75
"5227",723.75,16556.5,1296,4126.25,2154,8964.5,2763,1193.25,2609.5,145,1013.25,3680.25
"5228",731.75,16146.5,1547,4107.5,2158,8979.5,1604.5,936,404.5,145,2356.5,4073.75
"5229",724.75,15860.25,1860.75,4093,2152.25,8983.5,1247.75,757.75,0.75,145,2733.25,4180.75
"5230",740.75,15181.5,1910.5,4110.25,2121.25,8974,1096.25,723.25,0,145,2676,4247.75
"5231",740.25,15783.25,1941,4107,2094.75,8984.5,997.25,827.5,0,145,1588,3806.75
"5232",739.25,15989.75,1727.5,4119.25,2027,8913.5,975.25,986.5,0,145,163.75,3436.5
"5233",757.5,16024,1415.25,4109.25,2000,8910.5,1201.5,1197.25,0,145,0.5,3097.5
"5234",803.75,15992.5,1341,4098.25,2007.75,8935.25,1496.25,1435.5,0,145,0.75,3064.75
"5235",833.5,16104.75,1354.5,4090.75,1968.75,8906.75,1911.5,1597,0,145,0.75,2697.25
"5236",1016.75,16089.75,1380.25,4086.5,1947,8914.25,2540.5,1752,0,145,1.5,2786.25
"5237",1007,16167.75,1696.5,4096,1937.25,8918.5,3216.5,1943.5,10.75,145,35.5,3128.5
"5238",1280,16232,2240.5,4117,1889.75,8894,3912,2327,668.25,145,215,3953.5
"5239",1395.25,16330,2495.25,4111.5,1933,8909.25,4049.75,2487,4029.75,145,686.25,4211.5
"5240",1434.75,16355.5,2530.25,4123.5,1934,8941.75,2660.5,2564.5,9644.75,145,1196.5,4607.5
"5241",1477.25,16302.25,2680,4133.5,1933,8855,1740,2555,16068,145,985.25,4960
"5242",1364,15911.75,2672.25,4152.25,1951.5,8705.5,2421.75,2587.25,21214.75,145,85.25,4678
"5243",1295.25,15682.5,2333.5,4147.75,2002,8683,3405.75,2484.25,24165,145,618.5,4446
"5244",1345.75,15414.25,2445.25,4138.25,1968.5,8632,3923,2575.25,24884.25,145,262,4448.5
"5245",1408.25,15264.75,2520,3838,1913,8560.5,3718.5,2483.75,25183.75,145,161.5,4448.5
"5246",1437.75,15210,2346,3812.75,1945.5,8567.25,3256.5,2098.5,24531.5,145,99.5,4746.75
"5247",1394.5,15325,2869.75,4092.25,2005,8743.5,2853.25,1748.75,22394,145,294.75,4776.75
"5248",1443.75,15471.25,3337.75,4090,2050.75,8755.75,2527.5,1275,18945,145,247.75,4972.5
"5249",1465.25,16212.25,3783.5,4074.5,2057.25,8797.75,2064.5,886.5,13762.5,145,849.75,4971
"5250",1529.5,16422.25,4244,4085.75,2081.25,8839.75,1682.5,635.75,7616,145,1912.25,5370.75
"5251",1554,16492.75,4208,4109,2105,8834.5,1661,346,2651.75,145,3099.25,5457.75
"5252",1572.5,16459,4204.5,4101.5,2115,8840,2493.25,213.25,347,145,2549.75,5625
"5253",1588,16461.25,4144.75,4078.5,2074.5,8828.25,4710,136,0.5,145,1356.25,5320.5
"5254",1619.5,16443.25,3831.25,4093.75,2016.25,8796.75,7164.75,106.25,0,145,588.25,5257.5
"5255",1575.75,16355.25,3155.75,4094,2046.5,8826.5,8503.75,148,0,145,370.25,5091.5
"5256",1579.25,16203.75,2523.25,4080,2007.25,8842.75,8857,108.25,0,145,65.75,5074
"5257",1243.75,16228.75,1933.5,4039.5,2024,8876.25,8499.5,82,0,145,35.75,4281.25
"5258",1091.5,16238.25,2065.5,4050.75,2045.75,8886,7995.25,88,0,145,134,4033.25
"5259",1192.5,16268.75,2303,4030.25,1996.25,8894.25,7760.75,108.75,0,145,72.75,3658.25
"5260",1254,16221,2091.25,3767.75,1965.25,8875.25,7717.25,181.75,0,145,73.25,3675.75
"5261",1577.5,16204.25,2248.75,4030.25,1997.5,8865.5,7852.25,351.75,8.5,145,53.25,4288.75
"5262",1576.5,16069,3653.5,4046.75,2012.5,8806.5,8758.25,556.5,656.75,145,248.5,4982.5
"5263",1636,16210,4218.5,4049.75,2083,8941,8099,805.25,3697,145,842.75,5249
"5264",1641.75,16082.25,4358,4086.25,2068.5,8954.25,5908.75,1077.75,8175,145,2053.25,6014.5
"5265",1703.5,16041.5,4583,4080.5,2035.75,8471,4959,1114.25,12450.75,145,2163.5,5902.25
"5266",1607.75,15875.5,4725.5,4064.75,2026.25,8357,6222.25,1291.5,15980.75,145,835,5462.75
"5267",1633.25,15637.25,4865.5,4080.25,2085.25,8632,7803.5,1584.5,17589.5,145,759,5499.75
"5268",1632.25,14998.75,4886.25,4119.25,2058.25,8904.5,8917,1963,17731.5,145,1590.75,5998.75
"5269",1630.25,14521,4912,4094.25,2047,8888.75,9250.25,2474.25,17441.75,145,569.5,5796
"5270",1681,14512.5,4765.25,4124.5,2031.25,8507.75,8528.25,2992.75,15417,145,833.25,5634.75
"5271",1602.25,14533.75,4883.75,4143,2029,8288.75,9014.75,3388.25,12674.75,145,639,5850
"5272",1525.75,14747.5,4892.5,4138.25,2040.75,8531.25,9866.25,3762.75,9836.5,145,19.75,5656.75
"5273",1505.5,15303.5,4772,4129,2034.75,8835.75,10169.25,3855.25,6654,145,89,5524
"5274",1544.75,15908,4602.5,4129.75,2058.75,8848.75,10121.5,3575.25,3706.5,145,831.5,5798.75
"5275",1661,16184.25,4378.75,4110.75,2121,8838.5,8548,2283.25,1513.5,145,1809.5,6013.75
"5276",1758.25,16191.25,4066.75,4120.25,2051.5,8848,8197.25,1214.75,205.5,145,2012.25,6614.75
"5277",1587.75,16028.25,3981.75,4115.25,2046.75,8842,9033,1605.25,0,145,1165.25,6631
"5278",1587.5,15845,4114.5,4111.75,2076.75,8851,10158.25,1532,0,145,342.5,5879.75
"5279",991.75,15790.25,3549.25,4106,2083.5,8860.25,10210.75,1834,0,145,256,5514
"5280",776.75,15842.25,2708,4094,2058.5,8764.5,10203,2101.5,0,145,63.75,3735.25
"5281",750.5,16051,2122,4104.25,2066,8788,10498,1933.75,0,145,31.5,3317
"5282",657.5,15923,2084.25,4107.25,2114,8873.75,10950,2274.5,0,145,64.5,3060.75
"5283",620,15748.25,2102.5,4106.25,2115.75,8884.5,10457,2481.5,0,145,64.25,3384.5
"5284",632,15793.25,2084.75,4090.75,2114.25,8878,9756,2679.25,0,145,72.25,3560.75
"5285",616.5,15973.5,2526.75,4084.75,2110,8860.5,9045,2914.75,4.5,145,144,3693.25
"5286",629.75,16132.5,3603.25,4123.75,2083.25,8851,8480,3522.75,377.75,145,232.25,5141.75
"5287",632.75,16199.75,4411.75,4125.75,2095,8901,7575.5,3263,2608,145,476,5452.25
"5288",650.75,16163,4621.75,4103,2192.5,8900.5,6814.25,3306.5,6555,145,807,5991.5
"5289",903.25,16154.75,4522.25,4091.5,2106,8619.5,7246.5,3338.75,11485,145,255,6211
"5290",1286.5,15585.25,3776,4118.5,2114.5,8703.25,7668.75,3431.25,16154,145,127.25,5636.5
"5291",1286.25,15466.75,3697,4107,2190.5,8415.25,7925.75,3564.25,19702,145,419.25,5789.75
"5292",1309,15478.5,3234.75,4129.5,2162.75,8316.5,7709,3298.5,21611,145,538.5,5619.75
"5293",1404.75,15412,3711.75,4110.25,2139.5,8317.25,7244.25,3065,21581.25,145,602.25,5475
"5294",1428,15544.75,3678,4093,2149.75,8317.5,6379.25,2894.5,19828.75,145,680.75,5531
"5295",1431.75,15568,3871.25,4132.75,2161,8503.75,5703.25,2741,17417.5,145,574.25,5767.75
"5296",1430.25,15638.5,4029,4144.75,2155.25,8869.25,5224.75,2556,14148,145,206.5,5732.5
"5297",1430.25,16153.25,4170.25,4138.75,2197.75,8869.75,4635,2259.5,10015,145,778.5,5817.5
"5298",1445,16219.5,4263.75,4140.5,2209,8877.25,3678.5,1957.5,5391,145,2491.75,6261.25
"5299",1525,16253.25,4240,4137.75,2164.5,8872,2747,1642,1896.75,145,3286.5,5946.25
"5300",1485.25,16272,4238.5,4152.5,2157,8873.5,2398,1274.75,258,145,2797.25,5982.75
"5301",1502.25,16294.75,4190,4154,2169.25,8866.75,2892.5,1026.5,0.25,145,1934,6299.25
"5302",1500.5,16219.25,4108.75,4136,2090.75,8849.75,3805.75,816.5,0,145,1116,6021
"5303",1531.75,16288.75,3280.25,4128.75,2103,8870.75,4691.5,656.25,0,145,153.75,5988.75
"5304",1542.25,16247.5,3174,4119.25,2113.5,8857.75,4862,537.25,0,145,0,5340.25
"5305",1513.5,16247.5,3292.25,4112.5,2117.25,8730.5,4801.75,630.25,0,145,53,4765.25
"5306",1428.5,16244.25,3183.25,4100.25,2135.25,8772,4244.25,806.25,0,145,35.5,4375.75
"5307",1334.75,16156.25,2840.75,4087.5,2136.5,8824.5,3989.75,871.25,0,145,52.75,4214
"5308",1353,16229.25,2912.5,4085.25,2127.5,8865.5,3451.25,880.25,0,145,19.25,4337.75
"5309",1491.25,16223.25,3708.5,4082.75,2131.75,8846.75,2915.25,1044,2.5,145,36.75,4858.5
"5310",1617.25,16270,5045.75,4109,2110.75,8903,2413.25,1195.5,253.75,145,210.5,5998.5
"5311",1715.5,16301.25,6047,4115,2140,8990,1966.25,1020.75,1539.75,145,1278.5,6551.5
"5312",1784.25,16264.75,6666,4117.25,2114.75,9003.5,1647,1005.5,3428.25,145,1980.75,7005.75
"5313",1781.5,15971,7014,4127.75,2142.25,8341.75,1514.25,837.25,4954,145,2789.5,7300
"5314",1968,16254.5,7050.25,4129.25,2117,8123.75,1604.25,651.25,6706,145,2619.5,6939.75
"5315",2085.5,16321,7041.5,4112.75,2119,8127.25,1694.25,431,8126,145,2740.75,6811.25
"5316",2072,16295,6958.25,4129.75,2141.5,8103,1782.75,305.5,8930.5,145,2553.5,6716
"5317",2224.5,16273.75,6907.5,4125.25,2107,8047,2077.25,339,9054.5,145,1277.25,6716.25
"5318",2351.75,16221.25,6690.25,3863.25,2122.25,8053,2525.75,287,8526.75,145,939,6406.75
"5319",2399.75,16236.75,6833.5,4154.25,2143,8264.5,3089,347.25,7233.75,145,562.75,6520.25
"5320",2172.25,16230.5,6829.5,4147,2134.25,8850.25,3679.25,518.5,5584.25,145,99.25,6577
"5321",2120,16227.25,6785.75,4139.5,2179,8917.25,4203.5,509.25,3811,145,331.5,6319.75
"5322",2031,16250,6817.5,4128.5,2248.5,8923.5,4609,433,2164.75,145,255.5,6799.5
"5323",1892.5,15786.25,6441,4131.5,2182.75,8919,4671.75,437.75,748.25,145,552,6849
"5324",1994.25,15165.25,6220.75,4128.5,2211.25,8933,4878.25,258.25,98.5,145,991.25,6898.25
"5325",1961.75,14870.5,6310.25,4137.5,2165.75,8894.5,5478.75,343.5,0,145,631,6671.75
"5326",1883,14754,5955.25,3852.75,2111,8835.5,6163.75,361,0,145,162.25,6629.25
"5327",1749,14859.5,5203.25,4134,2172.25,8862.5,6318,296.5,0,145,214.75,6141
"5328",1868,14520.25,4956.25,4111.75,2186,8885.75,5961.5,118.75,0,145,211.75,5633
"5329",1816.25,14522,4235,4107.25,2163,8860.75,6037,61.75,0,145,13.5,5753
"5330",1598,14532.5,3107.75,4103.5,2201.75,8871.25,5904,70.25,0,145,53.75,5135.75
"5331",1787,14556.5,2927,4097,2202,8929.75,5232,33.25,0,145,40.25,5140.25
"5332",1788.25,14810,3199.75,4094,2163.25,8922.5,4907,37.5,0,145,0,5107.25
"5333",1776.5,14898.25,3946.75,4114.75,2156.75,8919.25,4852.5,70,2,145,27.25,5484.25
"5334",2065.75,14893,5830,4121.5,2161,8922.5,4788.25,54.25,166.75,145,308.75,6046.75
"5335",2379.75,14879.25,6779.75,4097.5,2145.75,8959,4404.5,41,935.5,145,539,6502.75
"5336",2688.75,14818,7231,4124.25,2195.75,8974,3728.25,16.5,1966.5,145,1413.25,6889
"5337",2728.5,14804.5,7304.5,4151.75,2161,8968.25,3181,33.75,3323.75,145,2826,6850.25
"5338",2746,14850.5,7340.75,4149,2097.75,8966.75,2850.5,38.75,4508,145,3341.75,6714.5
"5339",2427.5,15296.5,7352.75,4137.5,2063.25,8977.25,2487,60,4729.5,145,3320,6962.25
"5340",2111.75,15531,7341,4156,2089.5,8981.75,2615.75,87.75,5274.75,145,3015.25,6523.25
"5341",2051.25,15494.5,7233.5,4180.5,1988.25,8958.5,3064,76.75,5273,145,1774,5942
"5342",2040.5,15224,7093,4173,1951.5,8965.5,3333.25,98.25,4790.25,145,286.75,6186.5
"5343",1980.25,14666.25,6676.25,4148.25,2034.75,8964.75,3344.5,253,3567.75,145,430.25,6399.75
"5344",2033,14554.25,6708,4147.75,2012.25,8957,3490.5,236.5,2932.5,145,917.75,6051.5
"5345",2066.5,14579.25,6755.25,4157.5,1972.25,8958,3811.5,214,2362,145,566.75,6137.75
"5346",1937.75,14605.75,6637.25,4147.5,2002.5,8941.25,4340.5,243.25,1706.75,145,198,6176.5
"5347",2049.5,14621.75,6409.25,4122.5,2004.25,8957.25,4707,358,608,145,349.25,6106.5
"5348",2067.75,14597,6170.5,4132.5,1993.75,8948.25,4616.5,570,49.75,145,514.5,6006.75
"5349",2063.5,14577,6102,4150.25,2000.75,8907,4088,1023,0,145,905.25,5962.75
"5350",1821.25,14526.75,5823.5,4137.25,2005.75,8915.5,4348.5,1002.5,0,145,642.5,5719.25
"5351",1577.75,14348.75,4256,4139.25,2000.25,8924,4963.75,944.25,0,145,349.75,5163.25
"5352",1489.25,13816.5,2049.5,4151,2004.25,8912.25,5540.75,853.5,0,145,324.5,3856
"5353",907.25,13779.5,1294,4133,2020.25,8896.5,6722,839,0,145,376.5,3040.75
"5354",689,13787,814.5,4112,2048.5,8891,7750.75,873,0,145,106,3224.75
"5355",694,13817.25,598.5,3832.25,2024.75,8939.75,8245.5,852.5,0,145,17,3398.25
"5356",698.5,13728.75,588.75,3831.75,2035.75,8940.25,8662.5,1006.5,0,145,17.25,3482.25
"5357",658.25,13749.25,593.25,4104,2073.25,8941.5,8976.25,985.25,1.5,145,17.5,3569.75
"5358",609,13918.5,617.5,4138.25,2086.5,8953.75,9112.75,956.5,230,145,79.25,3455.25
"5359",420.75,13891.75,616.5,4129.75,2100.25,8944,8936.75,795.25,1378.75,145,566.25,3876.25
"5360",390.5,13950.5,607,4154.75,2151.5,8945.75,8877.5,677,3087.75,145,754.25,4028.5
"5361",396.25,13937.75,615.75,4148,2151.5,8890,9264,761.5,4869.75,145,863.25,4518.5
"5362",388.5,13925,639.25,4148.75,2168,8889.75,10188.25,809.25,6672,145,102.75,4156
"5363",366.25,13836.75,606,4158.25,2179.75,8847.5,11418.5,841,8498.25,145,33.25,3951.75
"5364",360,13444.75,603.25,4158.25,2175.5,8829,12746.25,1106,9904,145,69,3630.75
"5365",368.75,13153.5,628.25,4129.25,2200,8784.25,13015.5,1652.75,10162.5,145,41.75,3551
"5366",366,12978.25,632.75,4142.75,2172,8645.5,13452.25,2045.5,9827,145,38.25,3767
"5367",369.5,12481.25,628.25,4152,2156.5,8448.5,13784,2435.25,9164,145,19.5,3732.25
"5368",364.75,12283.5,617.75,4157,2192.5,8500.5,13598,2544.25,7459.25,145,49.5,3791.25
"5369",374.25,12981.5,616.25,3869.75,2203.75,8545,13314.5,2956.25,5232,145,185.5,3692.5
"5370",381,13380.25,610,4167,2260.75,8798.25,12097.25,2981.25,3129,145,615,4167.25
"5371",382.75,13639.25,620.5,4161.5,2270.5,8856.5,11331,2999,1174.25,145,2114.25,4284
"5372",384.75,13695.25,600,4153,2202.25,9009.25,11221.5,3013.75,113,145,1740,4003.5
"5373",366.25,13611.5,576.25,4140.25,2160.25,9258.25,11701.25,2995.25,0,145,706,3871.75
"5374",347.25,13588,582,4131.5,2236,9308,12033.75,2771.5,0,145,298.5,3815
"5375",342,13343.5,622.5,4134.75,2228.75,9518,11678.5,2779,0,145,133.25,3524
"5376",309,13134.25,622,4165,2235.75,9484.5,11078.5,2403.5,0,145,83.25,3297.75
"5377",313.75,13137.5,629,4166,2261.25,9512.5,9834.75,2345.75,0,145,90,2875.5
"5378",326.5,12994.25,618.75,3886.5,2238.5,9552.75,8657.5,2354,0,145,36.25,3104
"5379",321,12874.5,629.5,4173.75,2244,9559.75,7598,2110,0,145,70.75,2721.75
"5380",332.75,13044.5,643.25,4160,2259.75,9577,6522.75,1928.75,0,145,34.25,2845.5
"5381",343,12963.25,627,4151.5,2233.25,9467.75,5731,1881.25,2,145,16.5,2981.75
"5382",341.5,12391,623.25,4162,2223.75,9467.5,4750.75,1671.75,275.25,145,214.5,3334
"5383",351.5,13027.5,617.25,4166.5,2226.5,9506.5,3890.25,1413.25,1888.25,145,730.25,3180
"5384",379,13439.75,633.5,4200.75,2244.75,9575.5,2889.5,1346.5,4775.5,145,400.75,3260.25
"5385",363.75,13386.5,628.25,4202.25,2251,9555.75,2640.75,1196.25,8640.5,145,208,3177
"5386",357,13342.75,615.25,4199,2243,9588,2613.75,1174,12445.5,145,23.5,2975.5
"5387",359.5,13315.5,616,4181.5,2290.25,9659.25,2889.5,1045.75,15154.5,145,458,3539.5
"5388",347.25,12646.25,619,4159.5,2241.5,9664,3293.75,923.25,16414.5,145,169.75,3523.25
"5389",352.5,12270.75,610.75,4156,2220.5,9548,3577.25,940.75,16810,145,33.5,3471
"5390",356.25,12325.5,614.25,4162,2217,9631,3676.25,932.25,16777,145,15.25,3285
"5391",351.5,12360.75,609.5,3586.75,2154.75,9632,3545.25,799,15707.75,145,18.25,2882.5
"5392",371.5,12502.5,866,4142.25,2221.75,9579.25,3189,624.25,13681.5,145,35.5,3502.75
"5393",383.75,13646.75,997,3875.75,2187.75,9650.5,2761.75,484.75,10248.75,145,235.5,3917
"5394",398.5,14044.75,1224.75,4128,2227.5,9658,2048.5,370,6063.75,145,628,4291.25
"5395",415.5,14085.25,1916.5,4155,2228.5,9650.5,1394,302,2089,145,1237,4528.5
"5396",391.25,14082.5,1998.75,4165.5,2273,9027.5,1058,172.75,182.5,145,2270.25,4100.75
"5397",384.25,14085.75,2133.75,4161.5,2259.25,8850,1127.75,82,0,145,2511.25,4077
"5398",389,14076,2621.25,4165.5,2247.5,8831.75,1254.25,57.75,0,145,2268.75,3854.75
"5399",389.75,14093.25,2592.25,4155.75,2237.75,8872.25,1302.25,61.25,0,145,1253.75,3782
"5400",434.25,14091.75,2810.25,4155,2233.75,9172.25,1376.5,73.75,0,145,82,3719.75
"5401",443,14041.75,1904.25,4146.5,2229.25,9569.5,1451,79.75,0,145,68.5,3104.5
"5402",440.25,14085.25,1532,4135.25,2187.25,9729,1538.25,121,0,145,18.25,3234.75
"5403",433.75,14052.25,1524.75,4139,2223,9731.5,1794,178.75,0,145,18.25,3371.75
"5404",477.75,14025.25,1548,4135.25,2224.75,9735.75,2080,236,0,145,17.75,3298.75
"5405",618,13855,1625,4160.75,2202.5,9777.75,2544.5,384.25,2.25,145,125,3359
"5406",793,14147.75,2748,4158.5,2198,9774.75,3352.5,509.5,448,145,456.75,3897.75
"5407",972.5,14326.5,3125.25,4146.75,2213.75,9812.25,3636.5,747,3418.75,145,1709,4306.25
"5408",877.5,14327.75,3072,4179.75,2258.5,9806.25,2388.75,1099,8784.25,145,1591.5,4366.75
"5409",893,14274.75,3013.75,4188.75,2258.25,9790.5,1506.75,1396.25,15067.75,145,1630.5,4156.75
"5410",872.75,14232.75,2900.5,4179,2219.25,9781,1491.5,1542.5,20216.5,145,613.75,3910.25
"5411",860.25,14544.5,2691.75,4160.75,2245,9781,1480.25,1500.75,23552.5,145,645.5,3887.25
"5412",820.75,14518,2810.25,4142.5,2227,9781.25,1569.25,1280.5,24703.75,145,1357.25,4015
"5413",805.25,14583.5,2778.5,4155.25,2231.25,9780,1667.25,1250.25,24449.75,145,1176.25,3945.5
"5414",795.5,14654,2994.25,4148.25,2217.75,9793.5,1873.25,1290.25,22778.25,145,554,4098.25
"5415",798.25,14968.75,3226.25,4156.5,2216,9798,2240.75,1522.25,20187.5,145,206,3875.25
"5416",799.5,15359.25,3353.5,4168,2203.75,9738,2545.25,1877.5,16629.5,145,75,3831.25
"5417",811.5,15574.75,3635.75,4175.75,2213.25,9808.75,2977.75,2046.25,11940,145,616.25,3969
"5418",806.5,15596.5,3205.5,4160,2230,9839.75,3466,2046.5,6538.25,145,2568,4168.25
"5419",808,15614,3235.25,4160.75,2226.25,9870,3877.25,1971.75,2130.75,145,3159,4298
"5420",861.25,15563.25,3238,4155.25,2186.5,9868,5671.25,1871,178.5,145,2642.75,4027.25
"5421",784,15497.75,3224,4148,2190.75,9848.25,9055.25,2015.75,0,145,959.25,4143.25
"5422",724,15358,3140.75,4161,2187.5,9867,10987.75,2407.25,0,145,468.75,4078.5
"5423",638,15328,2150,4164.75,2168,9901,11593.5,2657.75,0,145,93.75,3667.75
"5424",393.5,15281,1565.75,4150.75,2150.25,9905.75,11374,2645,0,145,222.75,3310.75
"5425",396.25,15331.5,1504.75,4150.5,2129.75,9929.75,10869.25,2240.75,0,145,192.5,3406.75
"5426",393.5,15329.25,1861,4141,2151.25,9950.25,10227.25,2074.25,0,145,35.75,2848.75
"5427",402.75,14913.75,1732.75,4113.25,2141.75,9986,9666.5,1714,0,145,70,2793.5
"5428",410,14832.25,1450,4103.5,2114.5,9921,8851,1473,0,145,34.5,2891.25
"5429",408.5,15108.25,1757,4112.5,2134,9715,8252.5,1334.25,1.5,145,183.5,3535.25
"5430",447.75,15097.25,2433.75,4123,2144.75,9718.5,8306.25,1229.5,414.75,145,821.5,3519
"5431",450.75,15038.75,2872.75,4151.75,2183,9741.25,7611.25,1047,3369,145,1343.5,3553.25
"5432",449.5,15015.5,3008,4168,2195.25,9758.25,5606.75,838.5,8685.25,145,1295.75,3909.75
"5433",460.5,15142,3045.5,4187.75,2194,9760,4209.5,798.5,14311.25,145,1165.5,4493.75
"5434",400,15080.75,2806.5,4193,2195.75,9719,4091.75,868,18420,145,185.25,4099.25
"5435",403.5,15044.5,2855.75,4186.75,2203.25,9363.5,4885.75,797.5,20719.75,145,516,3931.25
"5436",396,14842.75,2911.5,4170,2210.25,9329.5,5404.75,708.25,21897.25,145,768,3681.5
"5437",380.75,14584,2422.75,4173.75,2175,9303.75,5800.75,623.25,22263,145,72.75,2871
"5438",377,14579,2620.5,4156,2222.5,9338.75,5648,512.25,20596,145,201.75,3239.25
"5439",383.5,14863,2982.25,4147,2224.75,9403,5316.75,480.5,17084.75,145,1610.5,4303.75
"5440",389.25,15089.75,3178.25,4141.75,2191.25,9581,5902.5,434,12234.5,145,1027.5,3990
"5441",380.75,15171,3454,4153.25,2186.5,9595.25,5496.5,473.5,7459,145,2315,4506.5
"5442",371.5,15376.25,3728.75,4176.25,2177.5,9711.25,5929.5,516.75,3637.75,145,1515.75,4176.75
"5443",554.5,15466.75,3943,4183.25,2164.5,9736.5,6449.75,721.25,1029.25,145,1536.5,4257.5
"5444",406.75,15466.25,3921.5,4175.5,2152,9757.75,7704.25,727,80,145,1224.25,4047
"5445",388.75,15495.75,3893.75,4163.5,2141.75,9795.25,8288.5,678.5,0,145,1588.75,3524.5
"5446",403.5,15512,3776,4165,2145.25,9826.75,7856.25,701.25,0,145,1066.75,3845.75
"5447",389.5,15494.25,3554.25,4172.5,2130.5,9839,7095,790.25,0,145,424.75,3970.25
"5448",390.75,15451.25,3511.25,4154.75,2113.75,9854.25,6356.25,1093.5,0,145,36.25,3879.25
"5449",391.75,15469.5,3078.5,4151.5,2110.75,9888.25,5203.5,1266.75,0,145,38.75,3344.75
"5450",393.25,15684.5,2652.5,4144.5,2083.75,9886.25,4620,1276.25,0,145,16.5,3052.25
"5451",419.75,15835.5,2761,4142.75,2079.75,9797.75,4541.25,1085.25,0,145,0,3179.5
"5452",571.5,16263,2775,4121,2111.5,9935,4191.25,801.75,0,145,47.75,3498
"5453",770.25,16427,3523.5,4130.75,2135,9949.75,3597.25,595.25,0.5,145,68.25,4053.75
"5454",1052.25,16485.75,4771.5,4156.5,2160.75,9960.5,3352,589.5,161.75,145,444,4925
"5455",1308.75,16537.75,5821.75,4160.25,2180.25,10005.25,3159.25,506.25,1446.75,145,1034.5,6178
"5456",1352.75,16496.25,6372.5,4169.25,2198,10001.25,2159,255,3930.5,145,2148,6329.75
"5457",1359,16474.75,6012.5,4170.75,2185.25,10032.5,1942.5,166.75,7991,145,2336,5828.25
"5458",1333.5,16326.5,6382,4154.75,2190.5,10044,1523.5,140,12615.75,145,431.5,5777.25
"5459",1346,16347,6003.5,4152.25,2215,10047.5,1183,140,16915,145,697.5,6020.25
"5460",1309.75,16446.25,5806,4166.5,2237.5,10050,1015.5,93.25,19314.5,145,440.25,6078
"5461",1305,16311.5,5942.5,4177,2198.5,10014.5,1013.25,50,19999.5,145,525.75,6088.25
"5462",1316.25,16477,5867.75,4162.5,2180.5,10030,823.75,36.75,19361.25,145,475.75,5948.75
"5463",1321,16489.25,6172.25,4181,2202.75,10093.5,699.5,52.5,17676,145,198,5838.25
"5464",1321.25,16460.5,6056.5,4186,2215.25,10097.25,583.75,41.75,14369.75,145,444.25,6029.5
"5465",1345.25,16490.5,6624.75,4190.25,2248,10120.75,507.25,53,9819,145,685.5,5943.5
"5466",1350,16641,6652.25,4184,2248,10139.25,445.25,140.75,5215.75,145,2007.5,5803.25
"5467",1366,16709.75,6616.75,4173.5,2228.75,10145,551,435,1708,145,2558.5,5892
"5468",1374.25,16742,6581.5,4167,2246,10148.25,781.25,850.25,151.75,145,911.5,5817.25
"5469",1369.5,16785.5,6552.75,4179.25,2210.25,10148.75,1340.25,1288.5,0,145,1100.25,6139.75
"5470",1293.5,16399.75,6241.75,4180.25,2167.5,10151,2000.75,1990.25,0,145,546.75,6061.75
"5471",1175,16166.25,5643,4174.75,2169.75,10141.75,2700.25,2685.5,0,145,27.75,5306
"5472",1155,16131.5,4086,4107.75,2180,10114.75,3337.5,2776.25,0,145,55.75,5074
"5473",1169.25,16145,2893.5,4102.25,2206.25,10128.25,3939.75,2534.5,0,145,37.5,4630.75
"5474",921,16112.5,2724,4088,2209,10135.5,4115.75,2458,0,145,43.25,4419.5
"5475",765.25,16240.75,2603.75,4092,2213.5,10080,4555.5,2512.25,0,145,37,4126.25
"5476",746.5,16360.5,2635.25,4131,2230.5,10043.75,4774.25,2323,0,145,18.25,4382.25
"5477",1193.75,16419,3739,4118.75,2245.5,10129.5,4786.25,2274.75,0.5,145,81,5725
"5478",1166,16448.5,5565.5,4140.5,2210.25,10123.75,5337.75,2273.25,362.25,145,282.25,5480.5
"5479",1174.25,16461,5926.75,4126.5,2303.25,10139.5,5582.25,1937,3043.5,145,848.25,5882.75
"5480",1186.75,16390.25,5519,4135,2297.25,10150,4434.25,1773,7446,145,1606.75,6317.25
"5481",1196.25,16514,5626.25,4136.25,2296.75,10147.25,3431,1694,12221.5,145,1421.25,6413.5
"5482",1200.25,16094,5574.25,4154.75,2256.75,10123,4152.25,1717,16029,145,1065.25,6264.5
"5483",1196.75,15462.75,5577.5,4147.25,2248.75,10096.5,5306.5,2129.5,18259,145,1003.5,5908
"5484",1137.25,15383,5880.75,4163.5,2233,10060.25,7093.5,2291,18805,145,163.25,5979.75
"5485",1204.75,15446.75,4940.25,4171.5,2251.5,10051.75,8202.5,2349.25,17891.5,145,424.5,5812.25
"5486",1287.75,15232.5,5387.75,4165.25,2274,9986.25,8743,2441,15382.5,145,1257.25,6025.25
"5487",1297.25,15374.5,5896.25,4151,2221.75,9974,8844,3046.5,12714,145,738,5872.75
