Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
May 22, 2017;10:00 PM;40.84;40.84;40.84;40.84;46.2;40.84;-;26.83;38.67;46.2;41.33;52.61
May 22, 2017;11:00 PM;34.07;34.07;34.07;34.07;45.01;34.07;-;24.22;37.07;45.01;33.18;47.09
May 23, 2017;12:00 AM;32.24;32.24;32.24;32.24;38.06;32.24;-;24.07;30.49;38.06;30.5;41.5
May 23, 2017;1:00 AM;32.17;32.17;32.17;32.17;32.17;32.17;-;23.34;30.99;32.17;29.1;35.08
May 23, 2017;2:00 AM;29.72;29.72;29.72;29.72;30.06;29.72;-;23.07;28.78;30.06;29.49;32.83
May 23, 2017;3:00 AM;28.05;28.05;28.05;28.05;29.32;28.05;-;23.01;27.48;29.32;28.5;30.47
May 23, 2017;4:00 AM;28.04;28.04;28.04;28.04;29.32;28.04;-;23.28;26.88;29.32;29;31.08
May 23, 2017;5:00 AM;29.71;29.71;29.71;29.71;29.71;29.71;-;24.26;26.93;29.71;28.53;32.95
May 23, 2017;6:00 AM;36.99;36.99;36.99;36.99;38.46;36.99;-;28.28;27.98;38.46;34.7;43.41
May 23, 2017;7:00 AM;41.78;41.78;41.78;41.78;49.16;41.78;-;41.02;34.19;49.16;48;65.11
May 23, 2017;8:00 AM;41.4;41.4;41.4;41.4;52;41.4;-;41.4;39.43;52;44.25;61.92
May 23, 2017;9:00 AM;41.89;41.89;41.89;41.89;46.8;41.89;-;41.89;41.86;46.8;51;60.17
May 23, 2017;10:00 AM;38.05;38.05;38.05;38.05;44;38.05;-;38.05;38.58;44;47.2;60.94
May 23, 2017;11:00 AM;36.94;36.94;36.94;36.94;44;36.94;-;36.94;36.93;44;51;60.94
May 23, 2017;12:00 PM;33.97;33.97;33.97;33.97;41.6;33.97;-;33.97;36.34;41.6;54;62.92
May 23, 2017;1:00 PM;30.5;30.5;30.5;30.5;39;30.5;-;30.5;35.07;45.22;54;62.92
May 23, 2017;2:00 PM;31.01;31.01;31.01;31.01;44;31.01;-;31.01;33.89;46.69;48;61.99
May 23, 2017;3:00 PM;29.1;29.1;29.1;29.1;44.7;29.1;-;29.1;32.77;49.27;51.5;61.94
May 23, 2017;4:00 PM;29.06;29.06;29.06;29.06;46.55;29.06;-;29.06;32.07;46.55;62;62.92
May 23, 2017;5:00 PM;31.84;31.84;31.84;31.84;45.09;31.84;-;31.84;31.87;45.09;60.94;60.94
May 23, 2017;6:00 PM;33.75;33.75;33.75;33.75;47.57;33.75;-;33.75;34.43;47.57;48.01;53.05
May 23, 2017;7:00 PM;37.11;33.39;37.11;37.11;50.53;37.11;-;37.11;37.15;50.53;48.8;53.92
May 23, 2017;8:00 PM;35.64;27.71;34.78;35.64;53.21;35.64;-;34.78;37.77;53.21;53.99;61.62
May 23, 2017;9:00 PM;35;28;34.16;35;51.6;35;-;34.16;36.61;51.6;57.99;58.75
May 23, 2017;10:00 PM;30.99;27.31;27.31;33.7;46.44;39.9;-;27.31;35.77;46.44;36.3;52.39
May 23, 2017;11:00 PM;28.41;24.99;24.99;30.44;44;34.9;-;24.99;34.49;44;28.78;46.98
May 24, 2017;12:00 AM;27.15;8.35;22.64;27.15;46.3;27.15;-;22.64;31.01;46.3;32.91;40.37
May 24, 2017;1:00 AM;24.45;21.22;21.22;24.45;37.15;24.45;-;21.22;27.61;37.15;35.44;35.44
May 24, 2017;2:00 AM;20.09;19.61;19.61;20.87;37.15;26;-;19.61;26.01;37.15;34.4;34.4
May 24, 2017;3:00 AM;20.13;19.64;19.64;20.87;34.3;25.8;-;19.64;23.69;34.3;32.91;32.91
May 24, 2017;4:00 AM;21.56;20.92;20.92;22.01;34.2;25;-;20.92;22.89;34.2;32.62;32.62
May 24, 2017;5:00 AM;26.03;23.22;23.22;26.03;34.43;26.03;-;23.22;23.03;34.43;27.46;37.48
May 24, 2017;6:00 AM;30.1;25.93;25.93;30.1;43.07;30.1;-;25.93;25.46;55.16;54.39;54.39
May 24, 2017;7:00 AM;36.93;33.64;33.64;36.93;44;36.93;-;33.64;31.86;51.1;69.96;69.96
May 24, 2017;8:00 AM;37.55;34.21;36.65;37.55;49.3;37.55;-;36.65;35.99;49.5;65.13;65.13
May 24, 2017;9:00 AM;34.97;33.62;34.13;34.97;44.85;34.97;-;34.13;37;44.85;64.1;64.1
May 24, 2017;10:00 AM;31.98;31.21;31.21;31.98;43;31.98;-;31.21;35.8;43;61.56;61.56
May 24, 2017;11:00 AM;32.35;32.35;32.35;32.35;39.15;32.35;-;32.35;34.16;49.07;59.02;59.02
May 24, 2017;12:00 PM;30.09;29.36;29.36;31.26;37.99;34;-;29.36;34.09;58.1;63;63
May 24, 2017;1:00 PM;28.8;28.11;28.11;32.49;36.7;38.08;-;28.11;33.57;65;60;60
May 24, 2017;2:00 PM;29.79;27.64;27.64;31.01;39.15;33.71;-;27.64;34.6;58.1;58.77;58.77
May 24, 2017;3:00 PM;32.96;26.25;26.25;33.19;41.99;33.71;-;26.25;32.83;51.1;58.99;58.99
May 24, 2017;4:00 PM;32.13;26.37;26.37;32.13;45.12;32.13;-;26.37;31.07;45.12;55.99;55.99
May 24, 2017;5:00 PM;36.91;27.83;27.83;36.91;45.12;36.91;-;27.83;30.63;45.12;54.39;54.39
May 24, 2017;6:00 PM;39.92;27.81;27.81;39.92;49.88;39.92;-;27.81;32.76;49.88;49.23;49.23
May 24, 2017;7:00 PM;40.57;32.64;32.64;40.57;51.1;40.57;-;32.64;34.73;51.1;50.95;50.95
May 24, 2017;8:00 PM;40.84;25.96;25.96;40.84;55;40.84;-;25.96;36.5;55;58.73;58.73
May 24, 2017;9:00 PM;40.06;26.69;26.69;40.06;55;40.06;-;26.69;35.8;55;54.05;54.05
May 24, 2017;10:00 PM;40.98;26.83;26.83;40.98;49.3;40.98;-;26.83;35.72;49.3;36.2;46.6
May 24, 2017;11:00 PM;36.91;25.18;25.18;36.91;44.85;36.91;-;25.18;35.29;44.85;34;42.04
May 25, 2017;12:00 AM;33.41;24.37;24.37;33.41;46;33.41;-;24.37;32.6;46;31.29;43.32
May 25, 2017;1:00 AM;31.98;23.84;23.84;31.98;40.44;31.98;-;23.84;29.11;40.44;29.83;34.96
May 25, 2017;2:00 AM;28.07;23.57;23.57;28.07;38.89;28.07;-;23.57;26.94;28.07;26.89;28.96
May 25, 2017;3:00 AM;28;23.4;23.4;28;37;28;-;23.4;24.59;37;29.98;30.93
May 25, 2017;4:00 AM;27.97;22.94;22.94;27.97;36;27.97;-;22.94;23.86;36;30.95;31.71
May 25, 2017;5:00 AM;26.97;24.09;24.09;26.97;36;26.97;-;24.09;22.92;36;30.96;34.53
May 25, 2017;6:00 AM;24.59;24.13;24.13;24.71;43.08;24.92;-;24.13;22.45;43.08;46.98;46.98
May 25, 2017;7:00 AM;24.93;24.93;24.93;25.23;49.83;25.76;-;24.93;23;49.83;56.06;56.06
May 25, 2017;8:00 AM;25.85;25.85;25.85;26.51;54.02;27.69;-;25.85;22.97;54.02;57;57
May 25, 2017;9:00 AM;25.79;25.79;25.79;25.86;49.88;26.64;-;25.79;23.95;49.88;56.6;56.6
May 25, 2017;10:00 AM;25.59;25.59;25.59;25.59;49.83;26.43;-;25.59;23.28;49.83;52.43;52.43
May 25, 2017;11:00 AM;26.02;26.02;26.02;26.76;47.14;28;-;26.02;21.23;47.14;50.99;50.99
May 25, 2017;12:00 PM;25.16;25.16;25.16;26.42;43.1;28.51;-;25.16;22.09;43.1;52;52
May 25, 2017;1:00 PM;21.74;21.74;23.13;24.75;39.99;29.9;-;23.13;23.56;42.09;47.39;47.39
May 25, 2017;2:00 PM;19.97;22.45;22.72;22.58;45.89;27;-;22.72;21.78;45.89;45;45
May 25, 2017;3:00 PM;19.99;19.99;22.64;22.18;44.4;26;-;22.64;20.21;44.4;43.88;43.88
May 25, 2017;4:00 PM;21.12;21.12;23.48;21.55;48.75;25;-;23.48;17.96;48.75;45;45
May 25, 2017;5:00 PM;27.08;27.08;25.71;27.08;47.14;27.08;-;25.71;18.5;47.14;38.7;45.05
May 25, 2017;6:00 PM;29.9;29.9;29.9;29.9;49.83;29.9;-;26.26;22.02;49.83;36.5;49.1
May 25, 2017;7:00 PM;33.92;27.12;27.12;33.92;50.53;33.92;-;27.12;26.94;50.53;39.1;51.76
May 25, 2017;8:00 PM;36.7;26.31;26.31;36.7;53;36.7;-;26.31;30.78;53;37.3;56.6
May 25, 2017;9:00 PM;36.69;27.91;27.91;36.69;53;36.69;-;27.91;33.97;53;35.62;52.43
May 25, 2017;10:00 PM;36.98;26.35;26.35;36.98;50.3;36.98;-;26.35;33.66;50.3;35.23;49.9
May 25, 2017;11:00 PM;31.08;25.31;25.31;32.96;45.35;36.05;-;25.31;35.02;45.35;30.75;46
May 26, 2017;12:00 AM;28.12;24.07;24.07;28.38;40.15;29;-;24.07;30.79;40.15;28.97;44.9
May 26, 2017;1:00 AM;25.38;23.69;23.69;25.71;35.33;26.5;-;23.69;28.75;35.33;26.48;39.02
May 26, 2017;2:00 AM;24.06;23.48;23.48;24.65;34.92;26.1;-;23.48;27.62;34.92;26.29;36.47
May 26, 2017;3:00 AM;23.51;22.94;22.94;23.96;33.53;25.07;-;22.94;26.15;33.53;24.9;34.92
May 26, 2017;4:00 AM;24.27;23.69;23.69;24.33;34.92;24.47;-;23.69;24.87;34.92;25.96;36.25
May 26, 2017;5:00 AM;26.39;25;25;26.39;35.02;26.39;-;25;24.97;35.02;26.78;44.38
May 26, 2017;6:00 AM;33.94;27.36;27.36;33.94;37.7;33.94;-;27.36;25.9;37.7;32.68;48.1
May 26, 2017;7:00 AM;37.93;37.93;37.93;37.93;48.14;37.93;-;33.97;29.82;56.08;39;61.12
May 26, 2017;8:00 AM;38.3;38.3;38.3;38.3;51.52;38.3;-;37.38;34.23;60.1;38.57;65.71
May 26, 2017;9:00 AM;36.48;36.48;36.48;36.48;49.88;36.48;-;35.6;35.1;60.1;37.25;65.2
May 26, 2017;10:00 AM;34.01;34.01;34.01;34.01;45.56;34.01;-;34;34.82;55.1;34.2;65.26
May 26, 2017;11:00 AM;33.08;33.08;33.08;33.08;41.99;33.08;-;33.08;33.29;54;34.24;63.06
May 26, 2017;12:00 PM;30.86;30.86;30.86;30.86;37.86;30.86;-;30.86;33.57;54;34.24;65.26
May 26, 2017;1:00 PM;28.32;28.32;28.32;28.53;37.5;29;-;28.32;32.36;54;32.12;62.08
May 26, 2017;2:00 PM;27.12;27.12;27.12;27.4;42.99;28;-;27.12;30.05;50.09;31.1;58.89
May 26, 2017;3:00 PM;27.53;27.53;27.53;27.53;46.9;27.53;-;27.53;29.68;54;30.1;58.89
May 26, 2017;4:00 PM;28.63;28.63;28.63;28.75;49.75;29;-;28.63;29.23;54;34.49;55.77
May 26, 2017;5:00 PM;34.64;34.64;34.64;34.64;45.02;34.64;-;32.05;29.98;51;37.5;51.08
May 26, 2017;6:00 PM;38.85;38.85;38.85;38.85;47;38.85;-;33.95;35.36;49;38.8;54.08
May 26, 2017;7:00 PM;41.97;41.97;41.97;41.97;49.88;41.97;-;33.16;36.92;49.88;41.31;61.08
May 26, 2017;8:00 PM;41.95;41.95;41.95;38.72;50.4;41.24;-;29.12;39.03;50.4;43.99;69.21
May 26, 2017;9:00 PM;39.99;39.99;39.99;38.47;50.2;39.66;-;29.34;38.94;50.2;43.68;63.06
May 26, 2017;10:00 PM;39.96;39.96;39.96;39.96;48.14;39.96;-;28.67;38.98;48.14;41.6;52.1
May 26, 2017;11:00 PM;35.2;35.2;35.2;35.2;45;35.2;-;26.72;39.43;45;36.97;48.08
May 27, 2017;12:00 AM;35.91;35.91;35.91;35.91;37.8;35.91;-;25.61;36.14;37.8;32.41;44.14
May 27, 2017;1:00 AM;31.03;31.03;31.03;31.03;37.81;31.03;-;24.69;31.91;37.81;30.17;39.61
May 27, 2017;2:00 AM;27.6;27.6;27.6;27.6;36.25;27.6;-;24.3;29.6;36.25;28.7;36.57
May 27, 2017;3:00 AM;26;26;26;26;34.99;26;-;24.05;28.52;34.99;28.41;35.94
May 27, 2017;4:00 AM;24.58;24.58;24.58;24.58;35.8;24.58;-;23.79;28.5;35.8;27.2;34.27
May 27, 2017;5:00 AM;24.4;24.4;24.4;24.4;35.77;24.4;-;23.62;27.56;35.77;27.31;33.2
May 27, 2017;6:00 AM;26.1;26.1;26.1;26.1;35.58;26.1;-;24.72;27.6;38.11;28;32.84
May 27, 2017;7:00 AM;29.14;29.14;29.14;29.14;37.8;29.14;-;27.24;28;37.8;29.3;40.99
May 27, 2017;8:00 AM;30.13;30.13;30.13;30.13;44.79;30.13;-;29.4;28.37;44.79;29.4;45.98
May 27, 2017;9:00 AM;29.36;29.36;29.36;31.36;45.44;34.79;-;28.75;27.66;46.79;28.5;52.31
May 27, 2017;10:00 AM;26.1;26.1;26.1;29.52;42.63;35.34;-;26.1;26.69;42.63;25.4;50.55
May 27, 2017;11:00 AM;24.69;24.69;25.29;26.65;38.52;30;-;25.29;24.05;39.34;22.6;54.01
May 27, 2017;12:00 PM;22.04;24.39;24.39;23.21;36.24;25.19;-;24.39;22.01;57;19.4;48.14
May 27, 2017;1:00 PM;15.27;24.32;24.32;18.92;30;25.13;-;24.32;19.02;57;18.3;44.84
May 27, 2017;2:00 PM;13.38;24.08;24.08;18.21;30;26.4;-;24.08;17.87;52;15.9;41.32
May 27, 2017;3:00 PM;14.9;23.89;23.89;18.47;34.98;24.68;-;23.89;15.52;41.07;15.6;38.89
May 27, 2017;4:00 PM;20.09;20.09;24.26;21.94;36.56;25.1;-;24.26;15.05;44.1;18.6;41.12
May 27, 2017;5:00 PM;27.31;27.31;26.26;27.31;38.63;27.31;-;26.26;17.01;38.63;26.14;41.01
May 27, 2017;6:00 PM;34.3;34.3;34.3;34.3;44.79;34.3;-;28.33;25.41;44.79;30.9;41.62
May 27, 2017;7:00 PM;37.13;37.13;37.13;37.13;45.44;37.13;-;28.22;29.07;45.44;35;43.86
May 27, 2017;8:00 PM;35.97;27.23;27.23;35.97;38.69;35.97;-;27.23;33.94;38.69;35.5;44.99
May 27, 2017;9:00 PM;34.34;26.24;26.24;34.34;38.5;34.34;-;26.24;35.04;38.5;33.4;44.54
May 27, 2017;10:00 PM;33.98;25.35;25.35;35.99;35.99;45.64;-;25.35;34.04;35.99;31.29;40.31
May 27, 2017;11:00 PM;24.68;24.08;24.08;29.51;36.25;40.1;-;24.08;34.09;36.25;26.5;36.2
May 28, 2017;12:00 AM;20.72;20.72;21.25;24.98;37.6;44;-;21.25;28.37;37.6;19.4;34.02
May 28, 2017;1:00 AM;16.08;16.08;16.08;21.08;31.08;33.37;-;16.08;22.48;31.08;15;33.03
May 28, 2017;2:00 AM;18.66;18.66;18.66;20.68;29.98;25.71;-;18.66;18.62;29.98;12.13;21.5
May 28, 2017;3:00 AM;16.58;16.58;16.58;19.26;29.3;25.6;-;16.58;21.07;29.3;12.31;18.35
May 28, 2017;4:00 AM;14.25;14.25;14.25;18.3;29.67;25.6;-;14.25;17.92;14.25;14.5;17
May 28, 2017;5:00 AM;9.91;9.91;9.91;14.57;30.1;25.6;-;9.91;17.17;9.91;12.35;13.6
May 28, 2017;6:00 AM;14.36;14.36;14.36;14.5;29.67;14.83;-;14.36;14.24;14.36;12.96;15
May 28, 2017;7:00 AM;18.27;18.27;18.27;17.97;28.84;18.87;-;18.27;14.1;28.84;14.45;21.74
May 28, 2017;8:00 AM;19.04;19.04;19.04;18.47;29.98;20.14;-;19.04;16.93;29.98;14.6;20.28
May 28, 2017;9:00 AM;17.18;22.82;22.82;21.45;29.98;29;-;22.82;16.04;29.98;14.63;24.09
May 28, 2017;10:00 AM;11.65;23.56;23.56;18.77;29.99;25;-;23.56;15.74;29.99;14.69;24.58
May 28, 2017;11:00 AM;11.63;23.39;23.39;18.03;28.09;29.69;-;23.39;14.1;28.09;13.5;27.03
May 28, 2017;12:00 PM;15.07;22.77;22.77;21.22;25;30;-;22.77;11.35;33.9;12;27.26
May 28, 2017;1:00 PM;10.18;22.45;22.45;18.71;18.71;34.6;-;22.45;11.38;18.71;10.31;20.09
May 28, 2017;2:00 PM;10.08;10.08;21.91;16.43;16.43;28.14;-;21.91;7.73;16.43;9;17.55
May 28, 2017;3:00 PM;10.14;10.14;21.73;17.18;19.19;30.13;-;21.73;4.07;19.19;9.62;22.95
May 28, 2017;4:00 PM;10.08;10.08;22.53;15.78;32.22;26.4;-;22.53;9.12;32.22;12.65;32.48
May 28, 2017;5:00 PM;21.95;21.95;23.83;21.53;36.53;27.4;-;23.83;14.14;36.53;22.9;35.11
May 28, 2017;6:00 PM;31.05;31.05;29.17;33.02;38.5;37.71;-;25.5;23.36;38.5;29.46;38.82
May 28, 2017;7:00 PM;36.95;34.67;34.67;36.95;44;36.95;-;25.9;30.52;44;36;48.62
May 28, 2017;8:00 PM;38.66;26;26;38.66;40.09;38.66;-;26;36.27;40.09;37.83;54.42
May 28, 2017;9:00 PM;38.65;25.82;25.82;38.65;44.1;38.65;-;25.82;37.43;44.1;37.8;52.32
May 28, 2017;10:00 PM;40.66;25.11;25.11;40.66;40.66;40.66;-;25.11;37.2;40.66;38.7;46.26
May 28, 2017;11:00 PM;36.92;24.06;24.06;36.92;36.92;36.92;-;24.06;37.05;36.92;33.1;38.66
May 29, 2017;12:00 AM;29.02;22.27;22.27;29.02;29.02;29.02;-;22.27;33.09;29.02;31;31
May 29, 2017;1:00 AM;28.3;21.4;21.4;28.3;28.3;28.3;-;21.4;31.7;28.3;27.76;27.76
May 29, 2017;2:00 AM;26.27;21.43;21.43;26.27;26.27;26.27;-;21.43;29.1;26.27;26.5;26.5
May 29, 2017;3:00 AM;25.6;22.03;22.03;25.6;25.6;25.6;-;22.03;28.05;25.6;26.41;26.41
May 29, 2017;4:00 AM;25.6;22.69;22.69;25.6;25.6;25.6;-;22.69;27.27;25.6;26.5;26.5
May 29, 2017;5:00 AM;26.4;24.82;24.82;26.4;26.4;26.4;-;24.82;27.46;26.4;28.89;28.89
May 29, 2017;6:00 AM;35.97;35.97;35.97;35.97;35.97;35.97;-;33.93;30.08;35.97;37.7;37.7
May 29, 2017;7:00 AM;42.7;41.67;41.67;42.7;42.7;42.7;-;41.67;37.05;42.7;42.9;44.04
May 29, 2017;8:00 AM;43.06;43.06;43.06;43.06;47.5;43.06;-;43.06;41.94;43.99;43;44.07
May 29, 2017;9:00 AM;42.71;42.71;42.71;42.71;45.66;42.71;-;42.71;42.9;45.66;42.7;45.53
May 29, 2017;10:00 AM;41.82;41.82;41.82;41.88;41.88;42;-;41.82;42.65;41.88;40.87;44.24
May 29, 2017;11:00 AM;41.32;41.32;41.32;42.43;42.43;44.67;-;41.32;40.55;42.43;39.9;44.91
May 29, 2017;12:00 PM;37.99;38.93;38.93;39.99;39.99;44.04;-;38.93;39.93;39.99;38;43.1
May 29, 2017;1:00 PM;37.41;38.33;38.33;39.15;39.15;42.65;-;38.33;38.29;39.15;36.81;42.04
May 29, 2017;2:00 PM;35.58;35.58;35.58;37.84;39.99;42.4;-;35.58;38.4;39.99;35.75;44.53
May 29, 2017;3:00 PM;36.32;36.32;36.32;37.73;45.43;40.57;-;36.32;37;45.43;35.82;44.56
May 29, 2017;4:00 PM;37.91;37;37;38.06;45;38.38;-;37;37.78;45;38.21;45.74
May 29, 2017;5:00 PM;42.18;42.18;42.18;42.18;44.8;42.18;-;41.16;38.02;44.8;43.4;44.07
May 29, 2017;6:00 PM;44.08;44.08;44.08;44.08;46.03;44.08;-;43.02;42.02;46.03;45.8;45.8
May 29, 2017;7:00 PM;46.15;46.15;46.15;46.15;47.77;46.15;-;42.32;43.92;47.77;47.36;47.36
May 29, 2017;8:00 PM;43.76;43.76;43.76;43.76;45.56;43.76;-;40.09;45.25;45.56;45.58;50.98
May 29, 2017;9:00 PM;42.02;42.02;42.02;42.02;45.23;42.02;-;40.05;44.11;45.23;44.5;54.22
May 29, 2017;10:00 PM;40.91;37.73;37.73;40.91;45.22;40.91;-;33.31;43.44;45.22;43.59;46.03
May 29, 2017;11:00 PM;32.69;32.69;32.69;32.69;44.15;32.69;-;28.23;42.96;43.11;38.3;42.06
May 30, 2017;12:00 AM;35.81;27.28;27.28;35.81;38.35;35.81;-;27.28;38.42;38.35;34.2;40.06
May 30, 2017;1:00 AM;32.55;26.54;26.54;32.55;38.37;32.55;-;26.54;34.04;38.37;33;38.06
May 30, 2017;2:00 AM;30.93;26.37;26.37;30.93;35.7;30.93;-;26.37;32.06;35.7;31;33.13
May 30, 2017;3:00 AM;28.77;26.29;26.29;28.77;34.64;28.77;-;26.29;30.02;34.64;30;30
May 30, 2017;4:00 AM;28.41;26.43;26.43;28.41;35.7;28.41;-;26.43;29.11;35.7;30;30
May 30, 2017;5:00 AM;31.3;31.3;31.3;31.3;38.47;31.3;-;30.54;28.9;38.47;31.65;34.26
May 30, 2017;6:00 AM;38.05;38.05;38.05;38.05;48;38.05;-;38.05;30.05;48;38.69;48.05
May 30, 2017;7:00 AM;49.6;49.6;49.6;49.6;49.6;49.6;-;49.6;37.19;49.6;46.5;52.03
May 30, 2017;8:00 AM;52.23;52.23;52.23;52.23;52.23;52.23;-;52.23;44.5;52.23;46;49.44
May 30, 2017;9:00 AM;50.08;50.08;50.08;52.23;52.23;55.1;-;50.08;44.63;52.23;44.5;50
May 30, 2017;10:00 AM;45.02;46.13;46.13;50.34;50.34;58.8;-;46.13;43;55.1;42.6;57.06
May 30, 2017;11:00 AM;43.26;44.32;44.32;50.34;50.34;47;-;44.32;40.84;55.1;41;58.05
May 30, 2017;12:00 PM;35;44.82;44.82;48.92;48.92;35;-;44.82;40.38;58;38.7;62.98
May 30, 2017;1:00 PM;31.09;43.1;43.1;45.94;45.94;31.09;-;43.1;37.54;65;34.21;60.78
May 30, 2017;2:00 PM;30.3;39.07;39.07;39.84;48.55;30.3;-;39.07;37.28;57;32.59;58.59
May 30, 2017;3:00 PM;30.95;34.03;34.03;36.8;49.56;30.95;-;34.03;37.3;55.09;42;60.78
May 30, 2017;4:00 PM;31.57;33.06;33.06;35.75;50.08;31.57;-;33.06;34.92;50.08;43;49.02
May 30, 2017;5:00 PM;35.1;35.1;35.1;35.81;48.92;35.1;-;35.1;35.06;48.92;38;51.1
May 30, 2017;6:00 PM;39.91;39.91;39.91;40.52;49.56;39.91;-;39.91;34.58;49.56;40;50.01
May 30, 2017;7:00 PM;41.96;40.95;40.95;43.63;50.1;41.96;-;40.95;37.47;50.1;41.4;48.05
May 30, 2017;8:00 PM;40.06;38.35;38.35;40.06;51;40.06;-;38.35;40.02;51;40.33;50.46
May 30, 2017;9:00 PM;39.21;36.83;36.83;39.21;50.93;39.21;-;36.83;39.57;50.93;39.17;47.92
May 30, 2017;10:00 PM;34.44;31.51;31.51;50.75;50.75;34.44;-;31.51;38.52;50.75;36.9;40.62
May 30, 2017;11:00 PM;28.44;26.14;26.14;43.77;47;28.44;-;26.14;36.07;47;31.9;34.46
May 31, 2017;12:00 AM;28.68;24.62;24.62;34.38;38.78;27;-;24.62;31.07;38.78;30;42.75
May 31, 2017;1:00 AM;28.38;23.87;23.87;28.38;34.92;28.38;-;23.87;33.35;34.92;29;39.44
May 31, 2017;2:00 AM;27.28;23.56;23.56;28.28;30;27.28;-;23.56;31.07;30;26.13;35
May 31, 2017;3:00 AM;27.09;22.58;22.58;27.09;27.36;27.09;-;22.58;29.61;27.36;25.4;32.24
May 31, 2017;4:00 AM;27.37;22.53;22.53;27.37;28.31;27.37;-;22.53;28.37;28.31;25.99;30.91
May 31, 2017;5:00 AM;28.33;23.98;23.98;28.33;31.6;28.33;-;23.98;28.31;31.6;28.53;37.99
May 31, 2017;6:00 AM;32.09;26.45;26.45;32.09;39.37;32.09;-;26.45;31.57;39.37;34;48.27
May 31, 2017;7:00 AM;39.07;27.44;36.78;42.75;48.92;39.07;-;36.78;34.77;48.92;41.55;53.91
May 31, 2017;8:00 AM;39.94;27.46;38.59;50.34;50.34;39.94;-;38.59;41.39;50.34;42.4;58.32
May 31, 2017;9:00 AM;35.13;26.99;34.29;52.69;52.69;35.13;-;34.29;41.91;52.69;39.5;58.36
May 31, 2017;10:00 AM;30.08;26.87;30.08;52.69;52.69;30.08;-;30.08;40.05;52.69;36;56.93
May 31, 2017;11:00 AM;29.61;26.7;28.9;52.69;52.69;29.61;-;28.9;38.07;52.69;34.86;54.93
May 31, 2017;12:00 PM;29.75;26.47;29.04;48.63;48.63;29.9;-;29.04;37.79;48.63;31.99;55.94
May 31, 2017;1:00 PM;28.7;26.45;28.01;44.5;44.5;30.1;-;28.01;33.64;44.5;30.18;54.34
May 31, 2017;2:00 PM;28.37;26.3;26.52;46.71;46.71;28.37;-;26.52;33.41;46.71;31.55;54.05
May 31, 2017;3:00 PM;29.98;25.94;26.16;44.77;48.92;29.98;-;26.16;37.76;48.92;32;53.75
May 31, 2017;4:00 PM;29.9;25.93;25.93;39.96;49.58;29.9;-;25.93;33.84;49.58;34;56
May 31, 2017;5:00 PM;35.29;26.07;26.07;46.27;48.92;43;-;26.07;34.34;48.92;34.79;52.98
May 31, 2017;6:00 PM;38.95;26.19;26.58;50.34;50.34;38.95;-;26.58;37.74;50.34;40.03;53.46
May 31, 2017;7:00 PM;42.11;26.43;26.43;52.04;52.3;42.11;-;26.43;41.06;52.3;43;50.88
May 31, 2017;8:00 PM;41.45;25.93;25.93;41.45;54.2;41.45;-;25.93;42.43;54.2;41.77;54.78
May 31, 2017;9:00 PM;41.75;26.2;26.2;41.75;54.1;41.75;-;26.2;41.41;54.1;40.8;53.99
May 31, 2017;10:00 PM;40.51;26.1;26.1;45.28;49.56;44.96;-;26.1;40.51;49.56;39.4;52.68
May 31, 2017;11:00 PM;31.2;25.27;25.27;38.63;48;38.36;-;25.27;39.84;48;33.1;49.87
Jun 1, 2017;12:00 AM;30.51;21.97;21.97;30.51;46.08;30.51;-;21.97;33.74;46.08;31.58;41.69
Jun 1, 2017;1:00 AM;28.85;21.23;21.23;28.85;39.38;28.85;-;21.23;34.91;39.38;30.5;36.96
Jun 1, 2017;2:00 AM;28.94;20.64;20.64;28.94;38.73;28.94;-;20.64;31.98;38.73;30.08;32.29
Jun 1, 2017;3:00 AM;29.1;20.69;20.69;29.1;34.66;29.1;-;20.69;30.93;34.66;29.01;30.37
Jun 1, 2017;4:00 AM;28.8;21.84;21.84;28.8;32.8;28.8;-;21.84;29.09;32.8;29.69;30.63
Jun 1, 2017;5:00 AM;28.81;23.69;23.69;28.81;35.8;28.81;-;23.69;29.11;35.8;30.5;33.29
Jun 1, 2017;6:00 AM;34.43;26.83;26.83;34.43;44.5;34.43;-;26.83;30.97;44.5;37.02;45.49
Jun 1, 2017;7:00 AM;39.35;37.39;37.39;39.35;48.92;39.35;-;37.39;37.39;48.92;43.8;52.8
Jun 1, 2017;8:00 AM;41.28;40.08;40.08;41.28;55.65;41.28;-;40.08;43.46;55.65;45;54
Jun 1, 2017;9:00 AM;38.03;38.03;38.03;49.76;54;49.67;-;38.03;44.46;54;40.9;54.96
Jun 1, 2017;10:00 AM;33.24;33.24;33.24;52.01;52.26;33.24;-;33.24;42.58;52.26;37.75;54.92
Jun 1, 2017;11:00 AM;33;33;33;45.06;52.26;33;-;33;40.12;52.26;36.53;55.17
Jun 1, 2017;12:00 PM;31.01;31.01;31.01;41.3;48.63;31.01;-;31.01;39.49;68;33.07;59.16
