10,1.2473e+07,-4.6582e+05,-4.6564e+05,-172.49,1.2938e+07
100,8.99e+07,-2.1646e+06,-2.141e+06,-23555,9.2064e+07
1000,1.1429e+08,2.2186e+07,2.2976e+07,-7.8942e+05,9.2104e+07
5000,2.1906e+08,1.2695e+08,1.3105e+08,-4.0923e+06,9.2104e+07
8000,2.9332e+08,2.0121e+08,2.077e+08,-6.4858e+06,9.2106e+07
10000,3.3222e+08,2.4011e+08,2.479e+08,-7.7891e+06,9.2108e+07
20000,4.0183e+08,3.0971e+08,3.1912e+08,-9.4081e+06,9.2122e+07
50000,4.3852e+08,3.464e+08,3.5356e+08,-7.1555e+06,9.2123e+07
