0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,380,0,0,700
0,355,0,0,700
0,330,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,14,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,434.37,0,0,656.3
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,443.12,0,0,568.8
0,430,0,0,700
0,0,0,0,700
0,0,0,0,700
330,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,14,700
307.5,0,0,15.375,700
335,0,0,16.75,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,434.37,0,0,656.3
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,380,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,250.78,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,14,700
307.5,0,0,15.375,700
235.37,0,0,11.768,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,443.12,0,0,568.8
0,16.42,0,0,700
0,0,0,0,700
425,0,0,21.25,0
0,0,0,0,0
0,326.96,0,0,0
0,0,0,0,0
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,155.31,0,0,700
280,0,0,14,700
307.5,0,0,15.375,700
405,0,0,20.25,0
0,0,0,0,700
0,237.79,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,22.375,0,525
0,444.58,22.229,0,554.2
0,0,0,0,700
380,0,0,0,700
355,0,0,0,700
330,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,0,700
307.5,0,0,15.375,700
335,0,0,16.75,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,270.82,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,0,0,0,554.2
430,0,0,0,700
380,0,0,0,700
355,0,0,0,700
330,0,0,0,700
0,0,0,0,700
0,155.31,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
34.445,0,0,1.7223,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,431.46,0,0,685.4
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,443.12,0,0,568.8
389.05,0,0,19.453,700
380,0,0,19,700
355,0,0,17.75,700
0,0,0,0,700
0,0,0,0,700
0,155.31,0,0,700
0,264.2,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
181.77,0,0,9.0883,700
0,0,0,0,700
0,0,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,0,0,0,700
355,0,0,17.75,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,44.25,0,0,700
0,272.47,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,141.42,0,0,700
0,0,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,380,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,204.32,0,0,700
0,305,0,0,700
0,0,0,0,700
280,0,0,0,700
307.5,0,0,15.375,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,434.37,0,0,656.3
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,380,0,0,700
0,355,0,0,700
0,330,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,286.91,0,0,700
93.12,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,13,0,0,554.2
0,16.42,0,0,700
380,0,0,0,700
355,0,0,0,700
330,0,0,16.5,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,0,700
377.5,0,0,18.875,0
0,0,0,0,700
0,0,0,0,700
0,422.33,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,446.04,0,0,539.6
0,430,0,0,700
380,0,0,19,700
355,0,0,17.75,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,14,700
307.5,0,0,15.375,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,431.46,0,0,685.4
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,165.94,0,0,554.2
0,0,0,0,700
380,0,0,0,700
355,0,0,0,700
330,0,0,0,700
305,0,0,15.25,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,1.0062,0,700
280,0,0,0,700
307.5,0,0,15.375,700
335,0,0,0,700
362.5,0,0,0,700
218.5,0,0,10.925,700
0,0,0,0,700
0,352.62,0,0,685.4
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,0,0,0,700
380,0,0,19,700
355,0,0,17.75,700
0,0,0,0,700
0,305,0,0,700
0,155.31,0,0,700
0,264.2,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
181.77,0,0,9.0883,700
0,0,0,0,700
0,0,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,446.04,0,0,539.6
0,430,0,0,700
77.04,0,0,0,700
355,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,264.2,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,443.12,0,0,568.8
0,430,0,0,700
0,380,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,0,0,0,700
191.49,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,430,0,0,700
0,434.37,0,0,656.3
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,444.58,0,0,554.2
0,430,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,194.2,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,155.31,0,0,700
280,0,0,14,700
307.5,0,0,0,700
335,0,0,16.75,700
0,0,0,0,700
0,133.4,0,0,700
0,430,0,0,700
0,432.92,0,0,670.8
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,447.5,0,0,525
0,443.12,0,0,568.8
0,16.42,0,0,700
0,0,0,0,700
233.77,0,0,11.688,0
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
0,305,0,0,700
280,0,0,0,700
