0,12.315,0,0,525
0,2519,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4944.6,0,0,554.2
0,4930,0,0,700
0,16.42,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,131.36,0,0,700
0,16.42,0,0,700
0,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
3116.9,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,2514.6,0,0,656.3
0,0,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4943.1,0,0,568.8
0,16.42,0,0,700
0,0,0,0,700
4930,0,0,246.5,700
4930,0,0,0,700
2278.9,0,0,113.94,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,4930,0,0,700
0,4930,0,0,700
0,4930,0,0,700
0,0,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
4930,0,0,246.5,700
3872.7,0,0,193.64,700
0,0,0,0,700
0,0,0,0,700
0,15.395,0,0,656.3
0,2497.4,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4944.6,0,0,554.2
0,16.42,0,0,700
0,0,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,4930,0,0,700
0,4930,0,0,700
0,1984,0,0,700
0,16.42,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
4930,0,0,246.5,700
3742.5,0,0,0,700
0,0,0,0,700
0,16.42,0,0,700
0,4932.9,0,0,670.8
0,2511.8,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,13.342,0,0,568.8
0,16.42,0,0,700
3950.3,0,0,197.52,700
5000,0,0,250,0
5000,0,0,250,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,700
0,4055.7,0,0,700
0,4138.9,0,0,700
0,4224.6,0,0,700
0,4204.4,0,0,700
0,16.42,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
5000,0,0,250,0
3844.3,0,0,192.22,700
0,0,0,0,700
0,16.42,0,0,700
0,4570.4,0,0,670.8
0,4857.6,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,3159.2,157.96,0,525
0,13.855,0.69275,0,554.2
0,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
1898.6,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,3999.4,0,0,700
0,4172.8,0,0,700
0,4351,0,0,700
0,4365.4,0,0,700
0,3911.6,0,0,700
4930,0,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
0,0,0,0,700
0,0,0,0,700
0,4137.2,0,0,700
0,4695,0,0,670.8
0,4150.1,0,0,525
0,0,0,0,525
0,0,0,0,525
0,4947.5,0,0,525
0,13,0,0,554.2
3143.5,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
4930,0,0,0,700
0,0,0,0,700
0,16.42,0,0,700
0,16.42,0,0,700
0,3647.8,0,0,700
0,4595.9,0,0,700
0,4800.5,0,0,700
0,4830,0,0,700
0,4430.1,0,0,700
4930,0,0,246.5,700
4930,0,0,246.5,700
4930,0,0,246.5,700
3900.5,0,0,195.02,700
0,0,0,0,700
0,16.42,0,0,700
0,2497.6,0,0,685.4
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,13.342,0,0,568.8
4930,0,0,246.5,700
4930,0,0,246.5,700
4930,0,0,246.5,700
3886.6,0,0,194.33,700
0,0,0,0,700
0,0,0,0,700
0,16.42,0,0,700
0,16.42,0,0,700
0,2214.1,0,0,700
0,4930,0,0,700
0,4930,0,0,700
0,0,0,0,700
4930,0,0,0,700
4930,0,0,246.5,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,16.42,0,0,700
0,15.735,0,0,670.8
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,4947.5,0,0,525
0,2494.5,0,0,554.2
0,0,0,0,700
4930,0,0,246.5,700
4930,0,0,0,700
4930,0,0,246.5,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,0,0,0,700
0,1893.2,0,0,700
