23.86,29.34,176.6773006
22.39,24.28,81.69377358
20.59,25.26,54.85690141
16.81,20.24,47.58021277
17.41,21.94,119.1413265
17.02,23.5,38.45438672
15.86,21.87,41.48845758
18.16,25.13,-40.27547789
17.73,24.52,-30.24503348
19.77,23.67,-45.84280585
23.75,25.64,-31.70646754
26.03,27.8,-37.83780571
27.06,29.75,-20.90427846
26.59,28.45,-40.75078078
25,26.42,56.74473054
24.43,28.25,49.34325939
28.87,32.49,50.05254237
37.44,40.98,-110.5530864
37.41,39.48,-25.23689507
35.34,34.34,-53.03954664
33.07,31.09,-47.63661387
29.52,27.17,-29.58374088
30.1,27.59,-5.145161905
24.57,21.6,145.0244565
22.2,14.36,-112.5294065
16.57,13.48,-73.29943861
15.35,10.16,-75.0885044
12.77,7.77,-57.02423861
11.27,6.45,-23.575
11.91,6.38,-74.25808562
12.62,3.01,-44.71650526
13.83,6.98,145.1763291
16.12,9.37,-3566.3228
18.12,11.83,76.75375527
19.59,18.85,-121.6588889
21.07,27.29,79.42505495
22.54,29.36,56.6538573
19.79,28.6,73.02370849
16.9,30.22,54.16650696
16.97,27.73,44.5672777
19.25,28.75,50.93020101
28.01,38.96,65.31625796
28.36,41.66,57.27965073
26.56,38.3,89.06729622
17.38,31.65,52.93571147
15.83,29.08,43.80247312
16.97,32.61,78.93855121
15.31,25.18,131.7136739
6.99,20.44,55.61110178
-0.01,15.81,58.02814928
0.23,17.87,88.62511013
4.51,15.08,41.90087039
4.12,11.55,45.08097043
6.76,14.16,56.99827431
0.75,14.69,83.78325812
4.27,14.02,63.4993617
9.11,20.93,52.32197581
15.92,25,244.3637179
17.06,27.33,56.7793
19.28,29.2,73.15018828
20.25,26.54,74.34213818
17.66,25.77,62.03068534
18.49,24.03,132.4599888
16.51,22.31,72.0245272
18.76,26.72,76.99041705
22.21,38.84,108.90199
26.76,41.61,112.018239
27.08,38.94,80.73123153
25.33,38.03,66.4571989
22.11,32.32,67.87959264
20.91,33.33,55.99764312
14.43,30.73,78.29117303
13.78,23.63,45.02259897
12.77,24.03,45.8278391
10.56,22.8,30.78745631
3.87,19.33,144.3494975
3.2,16.23,42.27273885
8.67,24.19,63.61553629
18.01,37.74,-79.88711934
28.52,45.73,60.93982598
34.74,48.78,93.34778664
33.46,47.22,79.49462071
33.24,47.98,84.998076
35.09,48.73,88.14750952
35,48.48,96.34450192
35,49.27,102.0617457
34.94,50.87,98.19287466
34.92,50.8,78.58140059
38,51.52,55.74244819
41.21,58.2,63.18077113
42.95,56.2,72.41972984
41.96,53.17,58.38571429
34.94,44.74,69.95326463
30.66,39.72,59.22959917
30,38.23,54.44511512
23.9,31.15,54.927773
25.03,26.98,50.10067322
24.42,27.03,49.85831081
22.34,25.34,48.27956318
21.5,21.79,48.395778
20,24.64,47.13086395
23.53,28.13,79.4020678
28.96,35.45,61.44629953
38.32,44.65,80.20460208
41.45,44.25,48.82614472
40.72,44.67,53.9799563
40.66,45.37,58.8403652
40.33,44.41,59.9734247
38.25,42.57,50.31938454
36.98,39.63,53.14541667
34.91,38.64,56.52927978
33.5,41.92,60.88428886
35.1,50.09,69.39297523
42.44,58.72,87.92347328
42.94,58.14,58.93892715
41.74,54.55,59.04730036
36.47,46.6,61.79247863
33.01,40.38,80.02411097
31.75,37.22,131.3886275
26.99,35.91,74.65886878
26.62,29.21,54.36121745
25.58,28.77,50.38133442
24.59,27.85,54.25174177
22.5,24.37,57.16387333
23.16,25.65,51.59830484
24.99,29.5,57.08031687
26.62,31.85,73.45859177
28.03,34.36,-41.19054381
29.34,32.95,64.61492437
32.94,37.14,74.70797403
37.71,41.12,57.08176331
40.08,43.43,60.94730431
40.73,44.42,64.72209857
38.26,44.28,56.21595025
35.44,42.68,59.92825125
36.92,45.32,62.56784214
41.28,46.84,68.1012381
44.95,50.51,51.47454321
46.9,53.42,54.18106862
43.95,48.17,-1.176293279
39.94,41.03,57.16420255
32.4,35.65,52.6150947
33.51,36.94,86.46122558
30.11,33.11,-18.99098398
26.41,24.69,-9.05757732
26.05,24.47,-69.55622449
24.93,25.31,-1.828067797
22.39,21.5,58.13350622
22.32,22.26,56.3778826
24.2,24.18,65.7242087
31,29.87,66.26785348
42.47,39.51,227.6892208
42.97,41.1,79.55567251
41.93,35.86,-91.54890365
41.62,31.72,233.0032692
41.5,31.65,70.60076121
40.66,31.54,69.27591619
40.33,33.17,74.36476896
36.51,36.45,61.31295059
33.49,35.56,55.45879797
34.19,34.5,69.94535211
40.66,35.69,67.09490154
40.8,38.01,50.53565341
37.19,35.47,67.6854386
31.94,31.06,206.4270349
27.01,26.68,155.3002394
27.52,24.14,53.06690932
23.4,18.59,224.3156784
12.12,26.13,49.26566555
17.23,23.63,54.19227273
13.9,20.41,-29.59387195
12.11,20.57,-15.48259649
12.99,15.22,-32.00264214
16.98,11.67,-18.03802268
22.02,20.22,-4090.021111
28.4,25.32,56.53834071
29.31,27.81,-20.16398714
26.6,26.82,-11.87994962
25.55,22.08,-6.917581227
25.76,21.25,3.157802817
25.13,16.92,53.46888118
25.58,19.95,46.53033096
27.6,25.96,58.35304348
32.08,31.97,84.33454545
37.16,42.61,-8.938372549
45,48.1,6.839510086
46.97,48.32,53.0912336
40.09,42.89,-15.0527305
34.61,38.08,-23.1768254
31.52,32.84,-24.73857542
32.5,32.07,62.65748981
26.01,31.45,51.63707682
26.1,27.17,52.30917992
25.1,25.45,52.22448995
24.3,26.08,41.69899254
23.23,23.93,44.4393185
21.96,23.12,-5.065480349
22.45,22.48,42.05159574
23.07,24.06,1.929421488
25,24.67,-21.67817346
32.11,27.98,-158.5480247
37.12,28.57,-41.76363095
36.13,28.12,200.6359551
35.76,25.53,48.37268272
34.06,26.81,61.79153046
31.54,28.12,-219.9495506
27.92,27.26,54.05537522
27,29.17,131.850186
30.5,32.26,-6.897181545
36.99,36.33,-23.54916335
36.8,33.83,233.7563043
35,29.3,111.8902532
29,27.98,-77.62138554
25.01,26.09,-258.2934375
25.1,25.55,47.20129964
22.28,24.09,919.3852174
15.58,17.03,-21.5529862
19.05,15.65,73.12561111
16.87,11.05,83.77407514
12.75,9.83,-74.04185328
10.81,9.25,53.30036496
10.85,8.9,-15.3591309
9.85,8.4,-8.857463516
11.92,9.52,-2904.003333
15.44,12.5,55.81426276
18.99,18.72,54.18919178
19.66,24.59,40.67783612
21.59,25.55,270.7566667
21.83,26.89,-5.58564759
20.82,24.38,-20.27854467
20.06,21.91,-27.22213115
21.45,22.51,61.75993878
23.92,25.23,-57.37210345
27.93,29.3,69.36729958
35,33.15,1.318316456
33,30.23,-14.5273278
30.03,21.52,-19.39114338
26.06,15.76,510.8462963
26.93,22.11,117.6730052
23.12,23.09,-7.584047151
21.95,20.21,-4.092421959
20.04,17.1,-3.560387858
19.78,13.49,1.452733888
19.36,14.12,59.15707921
19.56,14.73,-2.732986425
21.67,17.47,46.97099878
28.5,24.77,59.43497331
41.61,32.35,63.66789424
45.93,39.84,8.842760291
44,35.26,16.31625272
41.94,31.6,59.83692267
41.96,32.03,-60.09020408
42.33,32.7,56.46895439
42.1,30.57,58.61821002
39.88,31.71,68.19927083
37.5,32.82,-45.80323077
37.95,31.11,41.54330014
44.69,32.82,-1.206618037
42.88,33.12,42.5512069
40,29.2,48.66213421
33.09,25.99,2805.87
27.93,22.54,-51.80426778
28,24.24,59.64261111
24.14,16.89,-193.6643103
21.51,16.19,46.43963614
19.81,14.43,-0.921625
19.1,13.1,23.92991364
15.74,10.96,41.39
15.54,11.53,-15.16113333
20.19,13.52,3.122989691
24.38,20.03,21.50237572
35.92,31.89,56.85068627
40.5,33.86,48.01821935
